Rank,Team,Games,W-L,Assists,Per Game,Date,Academic Year
64,Cleveland St. (ASUN),14,7-7,67,4.79,04/23/2024,2024.0
65,St. Bonaventure (Atlantic 10),11,1-10,50,4.55,04/23/2024,2024.0
66,St. John's (NY) (Big East),14,4-10,63,4.50,04/23/2024,2024.0
67,Detroit Mercy (ASUN),12,3-9,51,4.25,04/23/2024,2024.0
67,Holy Cross (Patriot),12,2-10,51,4.25,04/23/2024,2024.0
69,Brown (Ivy League),13,3-10,52,4.00,04/23/2024,2024.0
70,Wagner (MAAC),15,1-14,57,3.80,04/23/2024,2024.0
71,Lehigh (Patriot),13,7-6,49,3.77,04/23/2024,2024.0
72,UMass Lowell (America East),11,0-11,33,3.00,04/23/2024,2024.0
73,Hampton (CAA),12,0-12,23,1.92,04/23/2024,2024.0
-,Queens (NC) (ASUN),12,2-10,56,4.67,04/23/2024,2024.0
-,Le Moyne (NEC),10,2-8,45,4.50,04/23/2024,2024.0
-,Lindenwood (ASUN),11,0-11,33,3.00,04/23/2024,2024.0
1,Virginia (ACC),13,10-3,128,9.85,04/21/2024,2024.0
2,Cornell (Ivy League),12,8-4,117,9.75,04/21/2024,2024.0
3,Syracuse (ACC),15,11-4,145,9.67,04/21/2024,2024.0
4,Notre Dame (ACC),10,9-1,94,9.40,04/21/2024,2024.0
5,Towson (CAA),13,10-3,122,9.38,04/21/2024,2024.0
6,Yale (Ivy League),13,11-2,113,8.69,04/21/2024,2024.0
7,Boston U. (Patriot),13,7-6,112,8.62,04/21/2024,2024.0
8,Army West Point (Patriot),12,10-2,102,8.50,04/21/2024,2024.0
9,Georgetown (Big East),12,9-3,99,8.25,04/21/2024,2024.0
10,UMBC (America East),10,5-5,82,8.20,04/21/2024,2024.0
11,Richmond (Atlantic 10),13,9-4,105,8.08,04/21/2024,2024.0
12,High Point (Atlantic 10),14,8-6,113,8.07,04/21/2024,2024.0
13,Penn St. (Big Ten),12,9-3,95,7.92,04/21/2024,2024.0
14,Delaware (CAA),11,8-3,87,7.91,04/21/2024,2024.0
15,Duke (ACC),14,11-3,110,7.86,04/21/2024,2024.0
16,Michigan (Big Ten),13,7-6,102,7.85,04/21/2024,2024.0
17,Harvard (Ivy League),12,7-5,91,7.58,04/21/2024,2024.0
18,NJIT (America East),13,7-6,98,7.54,04/21/2024,2024.0
19,Hofstra (CAA),14,5-9,105,7.50,04/21/2024,2024.0
19,Siena (MAAC),14,7-7,105,7.50,04/21/2024,2024.0
21,Sacred Heart (MAAC),15,11-4,112,7.47,04/21/2024,2024.0
22,North Carolina (ACC),13,6-7,97,7.46,04/21/2024,2024.0
22,Stony Brook (CAA),13,4-9,97,7.46,04/21/2024,2024.0
24,Bellarmine (ASUN),15,9-6,111,7.40,04/21/2024,2024.0
25,Air Force (ASUN),13,8-5,94,7.23,04/21/2024,2024.0
25,UAlbany (America East),13,6-7,94,7.23,04/21/2024,2024.0
27,Colgate (Patriot),13,8-5,93,7.15,04/21/2024,2024.0
28,Jacksonville (ASUN),14,10-4,100,7.14,04/21/2024,2024.0
29,Denver (Big East),12,10-2,85,7.08,04/21/2024,2024.0
29,Princeton (Ivy League),12,8-4,85,7.08,04/21/2024,2024.0
31,Bryant (America East),12,8-4,84,7.00,04/21/2024,2024.0
31,Penn (Ivy League),13,8-5,91,7.00,04/21/2024,2024.0
33,LIU (MAAC),13,10-3,90,6.92,04/21/2024,2024.0
33,Vermont (America East),13,6-7,90,6.92,04/21/2024,2024.0
35,Maryland (Big Ten),12,8-4,83,6.92,04/21/2024,2024.0
36,Johns Hopkins (Big Ten),13,10-3,89,6.85,04/21/2024,2024.0
37,Quinnipiac (MAAC),13,9-4,88,6.77,04/21/2024,2024.0
38,Loyola Maryland (Patriot),13,7-6,87,6.69,04/21/2024,2024.0
38,Villanova (Big East),13,8-5,87,6.69,04/21/2024,2024.0
40,Utah (ASUN),13,9-4,86,6.62,04/21/2024,2024.0
41,Hobart (Atlantic 10),12,3-9,78,6.50,04/21/2024,2024.0
42,Lafayette (Patriot),12,6-6,77,6.42,04/21/2024,2024.0
43,Providence (Big East),13,6-7,83,6.38,04/21/2024,2024.0
44,VMI (MAAC),15,7-8,95,6.33,04/21/2024,2024.0
45,Fairfield (CAA),13,7-6,81,6.23,04/21/2024,2024.0
46,Dartmouth (Ivy League),12,3-9,74,6.17,04/21/2024,2024.0
46,Massachusetts (Atlantic 10),12,6-6,74,6.17,04/21/2024,2024.0
48,Marist (MAAC),14,8-6,85,6.07,04/21/2024,2024.0
49,Navy (Patriot),13,7-6,77,5.92,04/21/2024,2024.0
50,Saint Joseph's (Atlantic 10),12,9-3,71,5.92,04/21/2024,2024.0
51,Drexel (CAA),13,5-8,75,5.77,04/21/2024,2024.0
51,Marquette (Big East),13,4-9,75,5.77,04/21/2024,2024.0
53,Binghamton (America East),12,6-6,69,5.75,04/21/2024,2024.0
54,Merrimack (America East),13,5-8,74,5.69,04/21/2024,2024.0
55,Bucknell (Patriot),13,4-9,73,5.62,04/21/2024,2024.0
56,Robert Morris (ASUN),13,5-8,72,5.54,04/21/2024,2024.0
57,Rutgers (Big Ten),13,7-6,70,5.38,04/21/2024,2024.0
58,Monmouth (CAA),12,5-7,63,5.25,04/21/2024,2024.0
59,Mercer (ASUN),13,3-10,67,5.15,04/21/2024,2024.0
60,Canisius (MAAC),15,5-10,75,5.00,04/21/2024,2024.0
60,Ohio St. (Big Ten),14,6-8,70,5.00,04/21/2024,2024.0
62,Mount St. Mary's (MAAC),15,1-14,73,4.87,04/21/2024,2024.0
63,Manhattan (MAAC),14,6-8,65,4.64,04/21/2024,2024.0
64,Cleveland St. (ASUN),14,7-7,64,4.57,04/21/2024,2024.0
65,St. Bonaventure (Atlantic 10),11,1-10,50,4.55,04/21/2024,2024.0
66,St. John's (NY) (Big East),14,4-10,63,4.50,04/21/2024,2024.0
67,Detroit Mercy (ASUN),12,3-9,51,4.25,04/21/2024,2024.0
67,Holy Cross (Patriot),12,2-10,51,4.25,04/21/2024,2024.0
69,Brown (Ivy League),12,3-9,49,4.08,04/21/2024,2024.0
70,Lehigh (Patriot),13,7-6,49,3.77,04/21/2024,2024.0
71,Wagner (MAAC),15,1-14,55,3.67,04/21/2024,2024.0
72,UMass Lowell (America East),11,0-11,33,3.00,04/21/2024,2024.0
73,Hampton (CAA),12,0-12,23,1.92,04/21/2024,2024.0
-,Queens (NC) (ASUN),12,2-10,56,4.67,04/21/2024,2024.0
-,Le Moyne (NEC),10,2-8,45,4.50,04/21/2024,2024.0
-,Lindenwood (ASUN),11,0-11,33,3.00,04/21/2024,2024.0
1,Virginia (ACC),12,10-2,117,9.75,04/19/2024,2024.0
2,Syracuse (ACC),14,10-4,135,9.64,04/19/2024,2024.0
3,Cornell (Ivy League),11,7-4,106,9.64,04/19/2024,2024.0
4,Notre Dame (ACC),9,8-1,85,9.44,04/19/2024,2024.0
5,Towson (CAA),12,9-3,111,9.25,04/19/2024,2024.0
6,Boston U. (Patriot),12,7-5,105,8.75,04/19/2024,2024.0
7,Yale (Ivy League),13,11-2,113,8.69,04/19/2024,2024.0
8,Army West Point (Patriot),12,10-2,102,8.50,04/19/2024,2024.0
9,UMBC (America East),9,4-5,76,8.44,04/19/2024,2024.0
10,High Point (Atlantic 10),13,7-6,107,8.23,04/19/2024,2024.0
11,Michigan (Big Ten),12,6-6,98,8.17,04/19/2024,2024.0
11,Richmond (Atlantic 10),12,8-4,98,8.17,04/19/2024,2024.0
13,Delaware (CAA),10,7-3,80,8.00,04/19/2024,2024.0
14,NJIT (America East),12,7-5,95,7.92,04/19/2024,2024.0
14,Penn St. (Big Ten),12,9-3,95,7.92,04/19/2024,2024.0
16,Harvard (Ivy League),11,7-4,87,7.91,04/19/2024,2024.0
17,Duke (ACC),14,11-3,110,7.86,04/19/2024,2024.0
18,North Carolina (ACC),12,6-6,94,7.83,04/19/2024,2024.0
19,Georgetown (Big East),11,8-3,86,7.82,04/19/2024,2024.0
20,Stony Brook (CAA),12,4-8,92,7.67,04/19/2024,2024.0
21,Bellarmine (ASUN),14,9-5,106,7.57,04/19/2024,2024.0
21,Sacred Heart (MAAC),14,10-4,106,7.57,04/19/2024,2024.0
23,Air Force (ASUN),12,8-4,90,7.50,04/19/2024,2024.0
23,LIU (MAAC),12,9-3,90,7.50,04/19/2024,2024.0
25,Denver (Big East),11,9-2,82,7.45,04/19/2024,2024.0
26,Quinnipiac (MAAC),12,9-3,88,7.33,04/19/2024,2024.0
27,Penn (Ivy League),12,8-4,87,7.25,04/19/2024,2024.0
27,UAlbany (America East),12,5-7,87,7.25,04/19/2024,2024.0
29,Johns Hopkins (Big Ten),12,9-3,86,7.17,04/19/2024,2024.0
29,Utah (ASUN),12,8-4,86,7.17,04/19/2024,2024.0
31,Jacksonville (ASUN),13,9-4,93,7.15,04/19/2024,2024.0
32,Maryland (Big Ten),11,8-3,78,7.09,04/19/2024,2024.0
32,Princeton (Ivy League),11,7-4,78,7.09,04/19/2024,2024.0
34,Siena (MAAC),13,6-7,92,7.08,04/19/2024,2024.0
35,Hofstra (CAA),13,4-9,90,6.92,04/19/2024,2024.0
36,Colgate (Patriot),12,7-5,83,6.92,04/19/2024,2024.0
37,Providence (Big East),12,6-6,82,6.83,04/19/2024,2024.0
38,Bryant (America East),11,7-4,74,6.73,04/19/2024,2024.0
39,Loyola Maryland (Patriot),13,7-6,87,6.69,04/19/2024,2024.0
40,Vermont (America East),12,5-7,80,6.67,04/19/2024,2024.0
40,Villanova (Big East),12,7-5,80,6.67,04/19/2024,2024.0
42,Hobart (Atlantic 10),11,3-8,72,6.55,04/19/2024,2024.0
43,VMI (MAAC),14,7-7,90,6.43,04/19/2024,2024.0
44,Lafayette (Patriot),12,6-6,77,6.42,04/19/2024,2024.0
45,Dartmouth (Ivy League),11,3-8,67,6.09,04/19/2024,2024.0
46,Drexel (CAA),12,5-7,73,6.08,04/19/2024,2024.0
46,Fairfield (CAA),12,6-6,73,6.08,04/19/2024,2024.0
46,Marquette (Big East),12,4-8,73,6.08,04/19/2024,2024.0
49,Marist (MAAC),13,7-6,77,5.92,04/19/2024,2024.0
49,Navy (Patriot),13,7-6,77,5.92,04/19/2024,2024.0
51,Binghamton (America East),11,6-5,65,5.91,04/19/2024,2024.0
52,Massachusetts (Atlantic 10),11,6-5,64,5.82,04/19/2024,2024.0
53,Monmouth (CAA),11,5-6,62,5.64,04/19/2024,2024.0
54,Bucknell (Patriot),13,4-9,73,5.62,04/19/2024,2024.0
55,Merrimack (America East),12,5-7,67,5.58,04/19/2024,2024.0
56,Mercer (ASUN),12,2-10,65,5.42,04/19/2024,2024.0
56,Robert Morris (ASUN),12,4-8,65,5.42,04/19/2024,2024.0
58,Rutgers (Big Ten),13,7-6,70,5.38,04/19/2024,2024.0
59,Saint Joseph's (Atlantic 10),11,8-3,59,5.36,04/19/2024,2024.0
60,Canisius (MAAC),14,5-9,70,5.00,04/19/2024,2024.0
60,Manhattan (MAAC),13,5-8,65,5.00,04/19/2024,2024.0
62,Mount St. Mary's (MAAC),14,1-13,69,4.93,04/19/2024,2024.0
63,Cleveland St. (ASUN),13,7-6,64,4.92,04/19/2024,2024.0
64,St. Bonaventure (Atlantic 10),10,1-9,49,4.90,04/19/2024,2024.0
65,Ohio St. (Big Ten),13,6-7,63,4.85,04/19/2024,2024.0
66,St. John's (NY) (Big East),13,4-9,58,4.46,04/19/2024,2024.0
67,Wagner (MAAC),14,1-13,55,3.93,04/19/2024,2024.0
68,Brown (Ivy League),11,2-9,43,3.91,04/19/2024,2024.0
68,Detroit Mercy (ASUN),11,2-9,43,3.91,04/19/2024,2024.0
68,Holy Cross (Patriot),11,2-9,43,3.91,04/19/2024,2024.0
71,Lehigh (Patriot),12,6-6,45,3.75,04/19/2024,2024.0
72,UMass Lowell (America East),10,0-10,30,3.00,04/19/2024,2024.0
73,Hampton (CAA),11,0-11,19,1.73,04/19/2024,2024.0
-,Le Moyne (NEC),10,2-8,45,4.50,04/19/2024,2024.0
-,Queens (NC) (ASUN),11,2-9,49,4.45,04/19/2024,2024.0
-,Lindenwood (ASUN),10,0-10,27,2.70,04/19/2024,2024.0
1,Virginia (ACC),12,10-2,117,9.75,04/17/2024,2024.0
2,Syracuse (ACC),14,10-4,135,9.64,04/17/2024,2024.0
3,Cornell (Ivy League),11,7-4,106,9.64,04/17/2024,2024.0
4,Notre Dame (ACC),9,8-1,85,9.44,04/17/2024,2024.0
5,Towson (CAA),12,9-3,111,9.25,04/17/2024,2024.0
6,Boston U. (Patriot),12,7-5,105,8.75,04/17/2024,2024.0
6,Yale (Ivy League),12,10-2,105,8.75,04/17/2024,2024.0
8,UMBC (America East),9,4-5,76,8.44,04/17/2024,2024.0
9,Army West Point (Patriot),11,9-2,91,8.27,04/17/2024,2024.0
10,High Point (Atlantic 10),13,7-6,107,8.23,04/17/2024,2024.0
11,Michigan (Big Ten),12,6-6,98,8.17,04/17/2024,2024.0
11,Richmond (Atlantic 10),12,8-4,98,8.17,04/17/2024,2024.0
13,Delaware (CAA),10,7-3,80,8.00,04/17/2024,2024.0
14,NJIT (America East),12,7-5,95,7.92,04/17/2024,2024.0
15,Harvard (Ivy League),11,7-4,87,7.91,04/17/2024,2024.0
16,Duke (ACC),14,11-3,110,7.86,04/17/2024,2024.0
17,North Carolina (ACC),12,6-6,94,7.83,04/17/2024,2024.0
18,Georgetown (Big East),11,8-3,86,7.82,04/17/2024,2024.0
18,Penn St. (Big Ten),11,8-3,86,7.82,04/17/2024,2024.0
20,Stony Brook (CAA),12,4-8,92,7.67,04/17/2024,2024.0
21,UAlbany (America East),11,5-6,84,7.64,04/17/2024,2024.0
22,Bellarmine (ASUN),14,9-5,106,7.57,04/17/2024,2024.0
22,Sacred Heart (MAAC),14,10-4,106,7.57,04/17/2024,2024.0
24,Air Force (ASUN),12,8-4,90,7.50,04/17/2024,2024.0
24,LIU (MAAC),12,9-3,90,7.50,04/17/2024,2024.0
26,Denver (Big East),11,9-2,82,7.45,04/17/2024,2024.0
27,Quinnipiac (MAAC),12,9-3,88,7.33,04/17/2024,2024.0
28,Penn (Ivy League),12,8-4,87,7.25,04/17/2024,2024.0
29,Johns Hopkins (Big Ten),12,9-3,86,7.17,04/17/2024,2024.0
29,Utah (ASUN),12,8-4,86,7.17,04/17/2024,2024.0
31,Jacksonville (ASUN),13,9-4,93,7.15,04/17/2024,2024.0
32,Maryland (Big Ten),11,8-3,78,7.09,04/17/2024,2024.0
32,Princeton (Ivy League),11,7-4,78,7.09,04/17/2024,2024.0
34,Siena (MAAC),13,6-7,92,7.08,04/17/2024,2024.0
35,Hofstra (CAA),13,4-9,90,6.92,04/17/2024,2024.0
36,Colgate (Patriot),12,7-5,83,6.92,04/17/2024,2024.0
37,Providence (Big East),12,6-6,82,6.83,04/17/2024,2024.0
38,Bryant (America East),11,7-4,74,6.73,04/17/2024,2024.0
39,Vermont (America East),12,5-7,80,6.67,04/17/2024,2024.0
39,Villanova (Big East),12,7-5,80,6.67,04/17/2024,2024.0
41,Loyola Maryland (Patriot),12,6-6,79,6.58,04/17/2024,2024.0
42,Hobart (Atlantic 10),11,3-8,72,6.55,04/17/2024,2024.0
42,Lafayette (Patriot),11,5-6,72,6.55,04/17/2024,2024.0
44,VMI (MAAC),14,7-7,90,6.43,04/17/2024,2024.0
45,Navy (Patriot),12,7-5,74,6.17,04/17/2024,2024.0
46,Dartmouth (Ivy League),11,3-8,67,6.09,04/17/2024,2024.0
47,Drexel (CAA),12,5-7,73,6.08,04/17/2024,2024.0
47,Fairfield (CAA),12,6-6,73,6.08,04/17/2024,2024.0
47,Marquette (Big East),12,4-8,73,6.08,04/17/2024,2024.0
50,Marist (MAAC),13,7-6,77,5.92,04/17/2024,2024.0
51,Binghamton (America East),11,6-5,65,5.91,04/17/2024,2024.0
52,Massachusetts (Atlantic 10),11,6-5,64,5.82,04/17/2024,2024.0
53,Monmouth (CAA),11,5-6,62,5.64,04/17/2024,2024.0
54,Merrimack (America East),12,5-7,67,5.58,04/17/2024,2024.0
55,Robert Morris (ASUN),12,4-8,65,5.42,04/17/2024,2024.0
55,Rutgers (Big Ten),12,7-5,65,5.42,04/17/2024,2024.0
57,Saint Joseph's (Atlantic 10),11,8-3,59,5.36,04/17/2024,2024.0
58,Bucknell (Patriot),12,4-8,64,5.33,04/17/2024,2024.0
58,Mercer (ASUN),12,2-10,64,5.33,04/17/2024,2024.0
60,Canisius (MAAC),14,5-9,70,5.00,04/17/2024,2024.0
60,Manhattan (MAAC),13,5-8,65,5.00,04/17/2024,2024.0
62,Mount St. Mary's (MAAC),14,1-13,69,4.93,04/17/2024,2024.0
63,Cleveland St. (ASUN),13,7-6,64,4.92,04/17/2024,2024.0
64,St. Bonaventure (Atlantic 10),10,1-9,49,4.90,04/17/2024,2024.0
65,Ohio St. (Big Ten),13,6-7,63,4.85,04/17/2024,2024.0
66,St. John's (NY) (Big East),13,4-9,58,4.46,04/17/2024,2024.0
67,Wagner (MAAC),14,1-13,55,3.93,04/17/2024,2024.0
68,Brown (Ivy League),11,2-9,43,3.91,04/17/2024,2024.0
68,Detroit Mercy (ASUN),11,2-9,43,3.91,04/17/2024,2024.0
68,Holy Cross (Patriot),11,2-9,43,3.91,04/17/2024,2024.0
71,Lehigh (Patriot),12,6-6,45,3.75,04/17/2024,2024.0
72,UMass Lowell (America East),10,0-10,30,3.00,04/17/2024,2024.0
73,Hampton (CAA),11,0-11,19,1.73,04/17/2024,2024.0
-,Queens (NC) (ASUN),11,2-9,49,4.45,04/17/2024,2024.0
-,Le Moyne (NEC),9,2-7,40,4.44,04/17/2024,2024.0
-,Lindenwood (ASUN),10,0-10,27,2.70,04/17/2024,2024.0
1,Virginia (ACC),12,10-2,117,9.75,04/16/2024,2024.0
2,Syracuse (ACC),14,10-4,135,9.64,04/16/2024,2024.0
3,Cornell (Ivy League),11,7-4,106,9.64,04/16/2024,2024.0
4,Notre Dame (ACC),9,8-1,85,9.44,04/16/2024,2024.0
5,Towson (CAA),12,9-3,111,9.25,04/16/2024,2024.0
6,Boston U. (Patriot),12,7-5,105,8.75,04/16/2024,2024.0
6,Yale (Ivy League),12,10-2,105,8.75,04/16/2024,2024.0
8,UMBC (America East),9,4-5,76,8.44,04/16/2024,2024.0
9,Army West Point (Patriot),11,9-2,91,8.27,04/16/2024,2024.0
10,High Point (Atlantic 10),13,7-6,107,8.23,04/16/2024,2024.0
11,Michigan (Big Ten),12,6-6,98,8.17,04/16/2024,2024.0
11,Richmond (Atlantic 10),12,8-4,98,8.17,04/16/2024,2024.0
13,Delaware (CAA),10,7-3,80,8.00,04/16/2024,2024.0
14,NJIT (America East),12,7-5,95,7.92,04/16/2024,2024.0
15,Harvard (Ivy League),11,7-4,87,7.91,04/16/2024,2024.0
16,Duke (ACC),14,11-3,110,7.86,04/16/2024,2024.0
17,North Carolina (ACC),12,6-6,94,7.83,04/16/2024,2024.0
18,Georgetown (Big East),11,8-3,86,7.82,04/16/2024,2024.0
18,Penn St. (Big Ten),11,8-3,86,7.82,04/16/2024,2024.0
20,Stony Brook (CAA),12,4-8,92,7.67,04/16/2024,2024.0
21,UAlbany (America East),11,5-6,84,7.64,04/16/2024,2024.0
22,Bellarmine (ASUN),14,9-5,106,7.57,04/16/2024,2024.0
22,Sacred Heart (MAAC),14,10-4,106,7.57,04/16/2024,2024.0
24,LIU (MAAC),12,9-3,90,7.50,04/16/2024,2024.0
25,Denver (Big East),11,9-2,82,7.45,04/16/2024,2024.0
26,Quinnipiac (MAAC),12,9-3,88,7.33,04/16/2024,2024.0
27,Penn (Ivy League),12,8-4,87,7.25,04/16/2024,2024.0
28,Johns Hopkins (Big Ten),12,9-3,86,7.17,04/16/2024,2024.0
28,Utah (ASUN),12,8-4,86,7.17,04/16/2024,2024.0
30,Jacksonville (ASUN),13,9-4,93,7.15,04/16/2024,2024.0
31,Air Force (ASUN),11,7-4,78,7.09,04/16/2024,2024.0
31,Maryland (Big Ten),11,8-3,78,7.09,04/16/2024,2024.0
31,Princeton (Ivy League),11,7-4,78,7.09,04/16/2024,2024.0
34,Siena (MAAC),13,6-7,92,7.08,04/16/2024,2024.0
35,Hofstra (CAA),13,4-9,90,6.92,04/16/2024,2024.0
36,Colgate (Patriot),12,7-5,83,6.92,04/16/2024,2024.0
37,Providence (Big East),12,6-6,82,6.83,04/16/2024,2024.0
38,Bryant (America East),11,7-4,74,6.73,04/16/2024,2024.0
39,Vermont (America East),12,5-7,80,6.67,04/16/2024,2024.0
39,Villanova (Big East),12,7-5,80,6.67,04/16/2024,2024.0
41,Loyola Maryland (Patriot),12,6-6,79,6.58,04/16/2024,2024.0
42,Hobart (Atlantic 10),11,3-8,72,6.55,04/16/2024,2024.0
42,Lafayette (Patriot),11,5-6,72,6.55,04/16/2024,2024.0
44,VMI (MAAC),14,7-7,90,6.43,04/16/2024,2024.0
45,Navy (Patriot),12,7-5,74,6.17,04/16/2024,2024.0
46,Dartmouth (Ivy League),11,3-8,67,6.09,04/16/2024,2024.0
47,Drexel (CAA),12,5-7,73,6.08,04/16/2024,2024.0
47,Fairfield (CAA),12,6-6,73,6.08,04/16/2024,2024.0
47,Marquette (Big East),12,4-8,73,6.08,04/16/2024,2024.0
50,Marist (MAAC),13,7-6,77,5.92,04/16/2024,2024.0
51,Binghamton (America East),11,6-5,65,5.91,04/16/2024,2024.0
52,Massachusetts (Atlantic 10),11,6-5,64,5.82,04/16/2024,2024.0
53,Mercer (ASUN),11,2-9,63,5.73,04/16/2024,2024.0
54,Monmouth (CAA),11,5-6,62,5.64,04/16/2024,2024.0
55,Merrimack (America East),12,5-7,67,5.58,04/16/2024,2024.0
56,Robert Morris (ASUN),12,4-8,65,5.42,04/16/2024,2024.0
56,Rutgers (Big Ten),12,7-5,65,5.42,04/16/2024,2024.0
58,Saint Joseph's (Atlantic 10),11,8-3,59,5.36,04/16/2024,2024.0
59,Bucknell (Patriot),12,4-8,64,5.33,04/16/2024,2024.0
60,Canisius (MAAC),14,5-9,70,5.00,04/16/2024,2024.0
60,Manhattan (MAAC),13,5-8,65,5.00,04/16/2024,2024.0
62,Mount St. Mary's (MAAC),14,1-13,69,4.93,04/16/2024,2024.0
63,Cleveland St. (ASUN),13,7-6,64,4.92,04/16/2024,2024.0
64,St. Bonaventure (Atlantic 10),10,1-9,49,4.90,04/16/2024,2024.0
65,Ohio St. (Big Ten),13,6-7,63,4.85,04/16/2024,2024.0
66,St. John's (NY) (Big East),13,4-9,58,4.46,04/16/2024,2024.0
67,Wagner (MAAC),14,1-13,55,3.93,04/16/2024,2024.0
68,Brown (Ivy League),11,2-9,43,3.91,04/16/2024,2024.0
68,Detroit Mercy (ASUN),11,2-9,43,3.91,04/16/2024,2024.0
68,Holy Cross (Patriot),11,2-9,43,3.91,04/16/2024,2024.0
71,Lehigh (Patriot),12,6-6,45,3.75,04/16/2024,2024.0
72,UMass Lowell (America East),10,0-10,30,3.00,04/16/2024,2024.0
73,Hampton (CAA),11,0-11,19,1.73,04/16/2024,2024.0
-,Queens (NC) (ASUN),11,2-9,49,4.45,04/16/2024,2024.0
-,Le Moyne (NEC),9,2-7,40,4.44,04/16/2024,2024.0
-,Lindenwood (ASUN),10,0-10,27,2.70,04/16/2024,2024.0
1,Virginia (ACC),12,10-2,117,9.75,04/14/2024,2024.0
2,Syracuse (ACC),14,10-4,135,9.64,04/14/2024,2024.0
3,Cornell (Ivy League),11,7-4,106,9.64,04/14/2024,2024.0
4,Notre Dame (ACC),9,8-1,85,9.44,04/14/2024,2024.0
5,Towson (CAA),12,9-3,111,9.25,04/14/2024,2024.0
6,Yale (Ivy League),11,9-2,99,9.00,04/14/2024,2024.0
7,Boston U. (Patriot),12,7-5,105,8.75,04/14/2024,2024.0
8,UMBC (America East),9,4-5,76,8.44,04/14/2024,2024.0
9,Army West Point (Patriot),11,9-2,91,8.27,04/14/2024,2024.0
10,High Point (Atlantic 10),13,7-6,107,8.23,04/14/2024,2024.0
11,Michigan (Big Ten),12,6-6,98,8.17,04/14/2024,2024.0
11,Richmond (Atlantic 10),12,8-4,98,8.17,04/14/2024,2024.0
13,Delaware (CAA),10,7-3,80,8.00,04/14/2024,2024.0
14,NJIT (America East),12,7-5,95,7.92,04/14/2024,2024.0
15,Harvard (Ivy League),11,7-4,87,7.91,04/14/2024,2024.0
16,Duke (ACC),14,11-3,110,7.86,04/14/2024,2024.0
17,North Carolina (ACC),12,6-6,94,7.83,04/14/2024,2024.0
18,Georgetown (Big East),11,8-3,86,7.82,04/14/2024,2024.0
18,Penn St. (Big Ten),11,8-3,86,7.82,04/14/2024,2024.0
20,Stony Brook (CAA),12,4-8,92,7.67,04/14/2024,2024.0
21,UAlbany (America East),11,5-6,84,7.64,04/14/2024,2024.0
22,Bellarmine (ASUN),14,9-5,106,7.57,04/14/2024,2024.0
22,Sacred Heart (MAAC),14,10-4,106,7.57,04/14/2024,2024.0
24,LIU (MAAC),12,9-3,90,7.50,04/14/2024,2024.0
25,Denver (Big East),11,9-2,82,7.45,04/14/2024,2024.0
26,Quinnipiac (MAAC),12,9-3,88,7.33,04/14/2024,2024.0
27,Penn (Ivy League),12,8-4,87,7.25,04/14/2024,2024.0
28,Johns Hopkins (Big Ten),12,9-3,86,7.17,04/14/2024,2024.0
28,Utah (ASUN),12,8-4,86,7.17,04/14/2024,2024.0
30,Jacksonville (ASUN),13,9-4,93,7.15,04/14/2024,2024.0
31,Air Force (ASUN),11,7-4,78,7.09,04/14/2024,2024.0
31,Maryland (Big Ten),11,8-3,78,7.09,04/14/2024,2024.0
31,Princeton (Ivy League),11,7-4,78,7.09,04/14/2024,2024.0
34,Siena (MAAC),13,6-7,92,7.08,04/14/2024,2024.0
35,Colgate (Patriot),12,7-5,83,6.92,04/14/2024,2024.0
36,Hofstra (CAA),12,4-8,82,6.83,04/14/2024,2024.0
36,Providence (Big East),12,6-6,82,6.83,04/14/2024,2024.0
38,Bryant (America East),11,7-4,74,6.73,04/14/2024,2024.0
39,Vermont (America East),12,5-7,80,6.67,04/14/2024,2024.0
39,Villanova (Big East),12,7-5,80,6.67,04/14/2024,2024.0
41,Loyola Maryland (Patriot),12,6-6,79,6.58,04/14/2024,2024.0
42,Hobart (Atlantic 10),11,3-8,72,6.55,04/14/2024,2024.0
42,Lafayette (Patriot),11,5-6,72,6.55,04/14/2024,2024.0
44,VMI (MAAC),14,7-7,90,6.43,04/14/2024,2024.0
45,Navy (Patriot),12,7-5,74,6.17,04/14/2024,2024.0
46,Dartmouth (Ivy League),11,3-8,67,6.09,04/14/2024,2024.0
47,Drexel (CAA),12,5-7,73,6.08,04/14/2024,2024.0
47,Fairfield (CAA),12,6-6,73,6.08,04/14/2024,2024.0
47,Marquette (Big East),12,4-8,73,6.08,04/14/2024,2024.0
50,Marist (MAAC),13,7-6,77,5.92,04/14/2024,2024.0
51,Binghamton (America East),11,6-5,65,5.91,04/14/2024,2024.0
52,Massachusetts (Atlantic 10),11,6-5,64,5.82,04/14/2024,2024.0
53,Mercer (ASUN),11,2-9,63,5.73,04/14/2024,2024.0
54,Monmouth (CAA),11,5-6,62,5.64,04/14/2024,2024.0
55,Merrimack (America East),12,5-7,67,5.58,04/14/2024,2024.0
56,Robert Morris (ASUN),12,4-8,65,5.42,04/14/2024,2024.0
56,Rutgers (Big Ten),12,7-5,65,5.42,04/14/2024,2024.0
58,Saint Joseph's (Atlantic 10),11,8-3,59,5.36,04/14/2024,2024.0
59,Bucknell (Patriot),12,4-8,64,5.33,04/14/2024,2024.0
60,Canisius (MAAC),14,5-9,70,5.00,04/14/2024,2024.0
60,Manhattan (MAAC),13,5-8,65,5.00,04/14/2024,2024.0
62,Mount St. Mary's (MAAC),14,1-13,69,4.93,04/14/2024,2024.0
