Rank,Team,Games,W-L,Assists,Per Game,Date,Academic Year
53,Holy Cross (Patriot),3,1-2,12,4.00,02/20/2018,2018.0
53,Hampton (DI Independent),1,0-1,4,4.00,02/20/2018,2018.0
53,Fairfield (CAA),2,1-1,8,4.00,02/20/2018,2018.0
59,Mercer (SoCon),4,1-3,15,3.75,02/20/2018,2018.0
60,Bryant (NEC),3,1-2,11,3.67,02/20/2018,2018.0
61,Dartmouth (Ivy League),2,1-1,7,3.50,02/20/2018,2018.0
61,Cleveland St. (Independent),4,0-4,14,3.50,02/20/2018,2018.0
61,High Point (SoCon),4,0-4,14,3.50,02/20/2018,2018.0
64,Hofstra (CAA),1,0-1,3,3.00,02/20/2018,2018.0
64,Monmouth (MAAC),1,0-1,3,3.00,02/20/2018,2018.0
64,Stony Brook (America East),2,0-2,6,3.00,02/20/2018,2018.0
64,Towson (CAA),2,1-1,6,3.00,02/20/2018,2018.0
68,UMBC (America East),2,1-1,5,2.50,02/20/2018,2018.0
69,Air Force (SoCon),3,1-2,7,2.33,02/20/2018,2018.0
69,Binghamton (America East),3,0-3,7,2.33,02/20/2018,2018.0
-,UMass Lowell (America East),2,1-1,12,6.00,02/20/2018,2018.0
1,Colgate (Patriot),3,3-0,31,10.33,02/18/2018,2018.0
2,Duke (ACC),4,4-0,39,9.75,02/18/2018,2018.0
3,Canisius (MAAC),1,0-1,9,9.00,02/18/2018,2018.0
4,Georgetown (Big East),2,2-0,17,8.50,02/18/2018,2018.0
5,Syracuse (ACC),2,1-1,16,8.00,02/18/2018,2018.0
5,Hartford (America East),1,0-1,8,8.00,02/18/2018,2018.0
7,Maryland (Big Ten),3,3-0,23,7.67,02/18/2018,2018.0
7,Lehigh (Patriot),3,2-1,23,7.67,02/18/2018,2018.0
7,North Carolina (ACC),3,3-0,23,7.67,02/18/2018,2018.0
7,Army West Point (Patriot),3,3-0,23,7.67,02/18/2018,2018.0
11,Virginia (ACC),2,2-0,15,7.50,02/18/2018,2018.0
12,Providence (Big East),3,2-1,21,7.00,02/18/2018,2018.0
12,Boston U. (Patriot),2,1-1,14,7.00,02/18/2018,2018.0
12,Denver (Big East),2,1-1,14,7.00,02/18/2018,2018.0
12,St. John's (NY) (Big East),2,1-1,14,7.00,02/18/2018,2018.0
12,Penn St. (Big Ten),3,2-1,21,7.00,02/18/2018,2018.0
12,Jacksonville (SoCon),3,1-2,21,7.00,02/18/2018,2018.0
18,Sacred Heart (NEC),3,2-1,20,6.67,02/18/2018,2018.0
19,Bucknell (Patriot),3,2-1,19,6.33,02/18/2018,2018.0
19,Bellarmine (SoCon),3,1-2,19,6.33,02/18/2018,2018.0
21,Drexel (CAA),1,0-1,6,6.00,02/18/2018,2018.0
21,Princeton (Ivy League),1,1-0,6,6.00,02/18/2018,2018.0
21,Hobart (NEC),2,0-2,12,6.00,02/18/2018,2018.0
21,Yale (Ivy League),1,0-1,6,6.00,02/18/2018,2018.0
21,UAlbany (America East),1,1-0,6,6.00,02/18/2018,2018.0
21,Massachusetts (CAA),2,1-1,12,6.00,02/18/2018,2018.0
21,Cornell (Ivy League),1,0-1,6,6.00,02/18/2018,2018.0
21,Dartmouth (Ivy League),1,1-0,6,6.00,02/18/2018,2018.0
21,Delaware (CAA),2,2-0,12,6.00,02/18/2018,2018.0
21,Notre Dame (ACC),1,1-0,6,6.00,02/18/2018,2018.0
21,Vermont (America East),4,4-0,24,6.00,02/18/2018,2018.0
21,Villanova (Big East),2,2-0,12,6.00,02/18/2018,2018.0
33,Robert Morris (NEC),3,1-2,17,5.67,02/18/2018,2018.0
33,Rutgers (Big Ten),3,2-1,17,5.67,02/18/2018,2018.0
35,Johns Hopkins (Big Ten),2,1-1,11,5.50,02/18/2018,2018.0
35,Mount St. Mary's (NEC),2,0-2,11,5.50,02/18/2018,2018.0
35,Quinnipiac (MAAC),2,1-1,11,5.50,02/18/2018,2018.0
35,Loyola Maryland (Patriot),2,1-1,11,5.50,02/18/2018,2018.0
39,Furman (SoCon),3,0-3,16,5.33,02/18/2018,2018.0
39,Ohio St. (Big Ten),3,3-0,16,5.33,02/18/2018,2018.0
41,Marist (MAAC),4,0-4,21,5.25,02/18/2018,2018.0
42,VMI (Southland),1,0-1,5,5.00,02/18/2018,2018.0
42,Michigan (Big Ten),3,2-1,15,5.00,02/18/2018,2018.0
42,Wagner (NEC),2,1-1,10,5.00,02/18/2018,2018.0
42,Brown (Ivy League),1,0-1,5,5.00,02/18/2018,2018.0
42,Detroit Mercy (MAAC),2,1-1,10,5.00,02/18/2018,2018.0
42,Marquette (Big East),1,1-0,5,5.00,02/18/2018,2018.0
48,Lafayette (Patriot),3,2-1,14,4.67,02/18/2018,2018.0
48,Manhattan (MAAC),3,1-2,14,4.67,02/18/2018,2018.0
50,Navy (Patriot),3,1-2,13,4.33,02/18/2018,2018.0
51,NJIT (Independent),4,0-4,17,4.25,02/18/2018,2018.0
52,Penn (Ivy League),1,1-0,4,4.00,02/18/2018,2018.0
52,Hampton (DI Independent),1,0-1,4,4.00,02/18/2018,2018.0
52,Fairfield (CAA),2,1-1,8,4.00,02/18/2018,2018.0
52,Harvard (Ivy League),1,1-0,4,4.00,02/18/2018,2018.0
52,Siena (MAAC),1,1-0,4,4.00,02/18/2018,2018.0
52,Saint Joseph's (NEC),1,0-1,4,4.00,02/18/2018,2018.0
58,Mercer (SoCon),4,1-3,15,3.75,02/18/2018,2018.0
59,Bryant (NEC),3,1-2,11,3.67,02/18/2018,2018.0
60,Cleveland St. (Independent),4,0-4,14,3.50,02/18/2018,2018.0
60,Richmond (SoCon),2,1-1,7,3.50,02/18/2018,2018.0
62,Holy Cross (Patriot),2,0-2,6,3.00,02/18/2018,2018.0
62,Hofstra (CAA),1,0-1,3,3.00,02/18/2018,2018.0
62,Monmouth (MAAC),1,0-1,3,3.00,02/18/2018,2018.0
62,Stony Brook (America East),2,0-2,6,3.00,02/18/2018,2018.0
62,Towson (CAA),2,1-1,6,3.00,02/18/2018,2018.0
67,High Point (SoCon),3,0-3,8,2.67,02/18/2018,2018.0
68,UMBC (America East),2,1-1,5,2.50,02/18/2018,2018.0
68,Binghamton (America East),2,0-2,5,2.50,02/18/2018,2018.0
-,UMass Lowell (America East),2,1-1,12,6.00,02/18/2018,2018.0
1,Syracuse (ACC),1,1-0,13,13.00,02/13/2018,2018.0
2,Colgate (Patriot),2,2-0,22,11.00,02/13/2018,2018.0
2,Duke (ACC),3,3-0,33,11.00,02/13/2018,2018.0
4,Army West Point (Patriot),2,2-0,18,9.00,02/13/2018,2018.0
4,Georgetown (Big East),1,1-0,9,9.00,02/13/2018,2018.0
4,Delaware (CAA),1,1-0,9,9.00,02/13/2018,2018.0
4,Virginia (ACC),1,1-0,9,9.00,02/13/2018,2018.0
8,Lehigh (Patriot),2,2-0,17,8.50,02/13/2018,2018.0
9,Johns Hopkins (Big Ten),1,1-0,8,8.00,02/13/2018,2018.0
9,Denver (Big East),1,1-0,8,8.00,02/13/2018,2018.0
9,North Carolina (ACC),2,2-0,16,8.00,02/13/2018,2018.0
9,Maryland (Big Ten),2,2-0,16,8.00,02/13/2018,2018.0
9,Penn St. (Big Ten),2,1-1,16,8.00,02/13/2018,2018.0
14,Bucknell (Patriot),2,2-0,15,7.50,02/13/2018,2018.0
15,Boston U. (Patriot),2,1-1,14,7.00,02/13/2018,2018.0
15,Quinnipiac (MAAC),1,0-1,7,7.00,02/13/2018,2018.0
15,Providence (Big East),2,1-1,14,7.00,02/13/2018,2018.0
18,Ohio St. (Big Ten),2,2-0,13,6.50,02/13/2018,2018.0
18,Rutgers (Big Ten),2,2-0,13,6.50,02/13/2018,2018.0
18,Sacred Heart (NEC),2,1-1,13,6.50,02/13/2018,2018.0
18,Jacksonville (SoCon),2,1-1,13,6.50,02/13/2018,2018.0
22,Villanova (Big East),1,1-0,6,6.00,02/13/2018,2018.0
22,Furman (SoCon),2,0-2,12,6.00,02/13/2018,2018.0
22,Massachusetts (CAA),2,1-1,12,6.00,02/13/2018,2018.0
22,Hobart (NEC),1,0-1,6,6.00,02/13/2018,2018.0
22,Notre Dame (ACC),1,1-0,6,6.00,02/13/2018,2018.0
27,Bryant (NEC),2,1-1,11,5.50,02/13/2018,2018.0
27,Michigan (Big Ten),2,2-0,11,5.50,02/13/2018,2018.0
29,Marist (MAAC),3,0-3,16,5.33,02/13/2018,2018.0
30,Detroit Mercy (MAAC),1,0-1,5,5.00,02/13/2018,2018.0
30,Vermont (America East),3,3-0,15,5.00,02/13/2018,2018.0
30,Robert Morris (NEC),2,1-1,10,5.00,02/13/2018,2018.0
30,Loyola Maryland (Patriot),1,0-1,5,5.00,02/13/2018,2018.0
30,St. John's (NY) (Big East),1,0-1,5,5.00,02/13/2018,2018.0
30,Mount St. Mary's (NEC),1,0-1,5,5.00,02/13/2018,2018.0
30,Lafayette (Patriot),2,1-1,10,5.00,02/13/2018,2018.0
30,Wagner (NEC),1,1-0,5,5.00,02/13/2018,2018.0
38,NJIT (Independent),3,0-3,14,4.67,02/13/2018,2018.0
39,Bellarmine (SoCon),2,0-2,9,4.50,02/13/2018,2018.0
39,Navy (Patriot),2,0-2,9,4.50,02/13/2018,2018.0
41,Hampton (DI Independent),1,0-1,4,4.00,02/13/2018,2018.0
41,Holy Cross (Patriot),1,0-1,4,4.00,02/13/2018,2018.0
41,Stony Brook (America East),1,0-1,4,4.00,02/13/2018,2018.0
41,Manhattan (MAAC),2,0-2,8,4.00,02/13/2018,2018.0
41,Mercer (SoCon),3,1-2,12,4.00,02/13/2018,2018.0
41,Richmond (SoCon),1,0-1,4,4.00,02/13/2018,2018.0
47,Cleveland St. (Independent),3,0-3,9,3.00,02/13/2018,2018.0
47,UMBC (America East),1,1-0,3,3.00,02/13/2018,2018.0
49,High Point (SoCon),2,0-2,5,2.50,02/13/2018,2018.0
49,Binghamton (America East),2,0-2,5,2.50,02/13/2018,2018.0
51,Air Force (SoCon),2,0-2,3,1.50,02/13/2018,2018.0
52,Towson (CAA),1,0-1,1,1.00,02/13/2018,2018.0
52,Fairfield (CAA),1,0-1,1,1.00,02/13/2018,2018.0
-,UMass Lowell (America East),1,1-0,7,7.00,02/13/2018,2018.0
1,Syracuse (ACC),1,1-0,13,13.00,02/11/2018,2018.0
2,Army West Point (Patriot),1,1-0,11,11.00,02/11/2018,2018.0
2,Duke (ACC),3,3-0,33,11.00,02/11/2018,2018.0
2,Colgate (Patriot),1,1-0,11,11.00,02/11/2018,2018.0
5,Delaware (CAA),1,1-0,9,9.00,02/11/2018,2018.0
6,Penn St. (Big Ten),2,1-1,16,8.00,02/11/2018,2018.0
6,North Carolina (ACC),2,2-0,16,8.00,02/11/2018,2018.0
6,Virginia (ACC),1,1-0,8,8.00,02/11/2018,2018.0
6,Johns Hopkins (Big Ten),1,1-0,8,8.00,02/11/2018,2018.0
10,Bucknell (Patriot),2,2-0,15,7.50,02/11/2018,2018.0
10,Lehigh (Patriot),2,2-0,15,7.50,02/11/2018,2018.0
12,Maryland (Big Ten),1,1-0,7,7.00,02/11/2018,2018.0
12,Boston U. (Patriot),2,1-1,14,7.00,02/11/2018,2018.0
12,Providence (Big East),2,1-1,14,7.00,02/11/2018,2018.0
12,Quinnipiac (MAAC),1,0-1,7,7.00,02/11/2018,2018.0
12,Denver (Big East),1,1-0,7,7.00,02/11/2018,2018.0
17,Jacksonville (SoCon),2,1-1,13,6.50,02/11/2018,2018.0
17,Rutgers (Big Ten),2,2-0,13,6.50,02/11/2018,2018.0
17,Ohio St. (Big Ten),2,2-0,13,6.50,02/11/2018,2018.0
17,Marist (MAAC),2,0-2,13,6.50,02/11/2018,2018.0
21,Hobart (NEC),1,0-1,6,6.00,02/11/2018,2018.0
21,Furman (SoCon),2,0-2,12,6.00,02/11/2018,2018.0
21,Michigan (Big Ten),1,1-0,6,6.00,02/11/2018,2018.0
21,Villanova (Big East),1,1-0,6,6.00,02/11/2018,2018.0
21,Notre Dame (ACC),1,1-0,6,6.00,02/11/2018,2018.0
26,Bryant (NEC),2,1-1,11,5.50,02/11/2018,2018.0
27,Lafayette (Patriot),2,1-1,10,5.00,02/11/2018,2018.0
27,Loyola Maryland (Patriot),1,0-1,5,5.00,02/11/2018,2018.0
27,Wagner (NEC),1,1-0,5,5.00,02/11/2018,2018.0
27,Vermont (America East),3,3-0,15,5.00,02/11/2018,2018.0
27,Detroit Mercy (MAAC),1,0-1,5,5.00,02/11/2018,2018.0
27,Sacred Heart (NEC),1,1-0,5,5.00,02/11/2018,2018.0
27,Robert Morris (NEC),2,1-1,10,5.00,02/11/2018,2018.0
27,St. John's (NY) (Big East),1,0-1,5,5.00,02/11/2018,2018.0
27,Bellarmine (SoCon),1,0-1,5,5.00,02/11/2018,2018.0
27,NJIT (Independent),2,0-2,10,5.00,02/11/2018,2018.0
27,Mount St. Mary's (NEC),1,0-1,5,5.00,02/11/2018,2018.0
38,Navy (Patriot),2,0-2,9,4.50,02/11/2018,2018.0
38,Mercer (SoCon),2,0-2,9,4.50,02/11/2018,2018.0
40,Richmond (SoCon),1,0-1,4,4.00,02/11/2018,2018.0
40,Hampton (DI Independent),1,0-1,4,4.00,02/11/2018,2018.0
40,Stony Brook (America East),1,0-1,4,4.00,02/11/2018,2018.0
40,Holy Cross (Patriot),1,0-1,4,4.00,02/11/2018,2018.0
40,Manhattan (MAAC),2,0-2,8,4.00,02/11/2018,2018.0
45,UMBC (America East),1,1-0,3,3.00,02/11/2018,2018.0
45,High Point (SoCon),1,0-1,3,3.00,02/11/2018,2018.0
47,Massachusetts (CAA),1,0-1,2,2.00,02/11/2018,2018.0
47,Cleveland St. (Independent),2,0-2,4,2.00,02/11/2018,2018.0
47,Binghamton (America East),1,0-1,2,2.00,02/11/2018,2018.0
50,Air Force (SoCon),2,0-2,3,1.50,02/11/2018,2018.0
51,Towson (CAA),1,0-1,1,1.00,02/11/2018,2018.0
51,Fairfield (CAA),1,0-1,1,1.00,02/11/2018,2018.0
-,UMass Lowell (America East),1,1-0,7,7.00,02/11/2018,2018.0
1,Boston U. (Patriot),1,1-0,10,10.00,02/08/2018,2018.0
2,Duke (ACC),2,2-0,19,9.50,02/08/2018,2018.0
3,Rutgers (Big Ten),1,1-0,9,9.00,02/08/2018,2018.0
3,Lehigh (Patriot),1,1-0,9,9.00,02/08/2018,2018.0
5,Jacksonville (SoCon),1,1-0,8,8.00,02/08/2018,2018.0
6,Bucknell (Patriot),1,1-0,7,7.00,02/08/2018,2018.0
6,North Carolina (ACC),1,1-0,7,7.00,02/08/2018,2018.0
6,Navy (Patriot),1,0-1,7,7.00,02/08/2018,2018.0
9,Lafayette (Patriot),1,0-1,6,6.00,02/08/2018,2018.0
9,Providence (Big East),1,0-1,6,6.00,02/08/2018,2018.0
9,Marist (MAAC),1,0-1,6,6.00,02/08/2018,2018.0
9,Penn St. (Big Ten),1,0-1,6,6.00,02/08/2018,2018.0
9,Villanova (Big East),1,1-0,6,6.00,02/08/2018,2018.0
14,Manhattan (MAAC),1,0-1,5,5.00,02/08/2018,2018.0
15,Hampton (DI Independent),1,0-1,4,4.00,02/08/2018,2018.0
15,Bryant (NEC),1,1-0,4,4.00,02/08/2018,2018.0
15,Vermont (America East),2,2-0,8,4.00,02/08/2018,2018.0
15,Ohio St. (Big Ten),1,1-0,4,4.00,02/08/2018,2018.0
15,NJIT (Independent),1,0-1,4,4.00,02/08/2018,2018.0
20,High Point (SoCon),1,0-1,3,3.00,02/08/2018,2018.0
20,Furman (SoCon),1,0-1,3,3.00,02/08/2018,2018.0
22,Cleveland St. (Independent),1,0-1,2,2.00,02/08/2018,2018.0
22,Mercer (SoCon),1,0-1,2,2.00,02/08/2018,2018.0
24,Robert Morris (NEC),1,0-1,1,1.00,02/08/2018,2018.0
24,Air Force (SoCon),1,0-1,1,1.00,02/08/2018,2018.0
1,Duke (ACC),1,1-0,12,12.00,02/04/2018,2018.0
2,Boston U. (Patriot),1,1-0,10,10.00,02/04/2018,2018.0
3,Rutgers (Big Ten),1,1-0,9,9.00,02/04/2018,2018.0
3,Lehigh (Patriot),1,1-0,9,9.00,02/04/2018,2018.0
5,Jacksonville (SoCon),1,1-0,8,8.00,02/04/2018,2018.0
6,North Carolina (ACC),1,1-0,7,7.00,02/04/2018,2018.0
6,Navy (Patriot),1,0-1,7,7.00,02/04/2018,2018.0
6,Bucknell (Patriot),1,1-0,7,7.00,02/04/2018,2018.0
9,Villanova (Big East),1,1-0,6,6.00,02/04/2018,2018.0
9,Penn St. (Big Ten),1,0-1,6,6.00,02/04/2018,2018.0
9,Marist (MAAC),1,0-1,6,6.00,02/04/2018,2018.0
9,Lafayette (Patriot),1,0-1,6,6.00,02/04/2018,2018.0
9,Providence (Big East),1,0-1,6,6.00,02/04/2018,2018.0
14,Manhattan (MAAC),1,0-1,5,5.00,02/04/2018,2018.0
15,Hampton (DI Independent),1,0-1,4,4.00,02/04/2018,2018.0
15,Bryant (NEC),1,1-0,4,4.00,02/04/2018,2018.0
15,Vermont (America East),2,2-0,8,4.00,02/04/2018,2018.0
15,Ohio St. (Big Ten),1,1-0,4,4.00,02/04/2018,2018.0
15,NJIT (Independent),1,0-1,4,4.00,02/04/2018,2018.0
20,Furman (SoCon),1,0-1,3,3.00,02/04/2018,2018.0
21,Cleveland St. (Independent),1,0-1,2,2.00,02/04/2018,2018.0
21,Mercer (SoCon),1,0-1,2,2.00,02/04/2018,2018.0
23,Robert Morris (NEC),1,0-1,1,1.00,02/04/2018,2018.0
23,Air Force (SoCon),1,0-1,1,1.00,02/04/2018,2018.0
1,Vermont (America East),1,1-0,5,5.00,02/01/2018,2018.0
2,Furman (SoCon),1,0-1,3,3.00,02/01/2018,2018.0
1,Penn St. (Big Ten),18,16-2,195,10.83,05/27/2019-Final Statistics,2019.0
2,Yale (Ivy League),19,15-4,177,9.32,05/27/2019-Final Statistics,2019.0
3,Hobart (NEC),16,11-5,148,9.25,05/27/2019-Final Statistics,2019.0
4,Cornell (Ivy League),15,10-5,134,8.93,05/27/2019-Final Statistics,2019.0
5,Robert Morris (NEC),17,9-8,150,8.82,05/27/2019-Final Statistics,2019.0
6,Georgetown (Big East),18,13-5,155,8.61,05/27/2019-Final Statistics,2019.0
7,Virginia (ACC),20,17-3,172,8.60,05/27/2019-Final Statistics,2019.0
8,Loyola Maryland (Patriot),17,12-5,146,8.59,05/27/2019-Final Statistics,2019.0
9,Boston U. (Patriot),17,11-6,145,8.53,05/27/2019-Final Statistics,2019.0
10,Princeton (Ivy League),14,7-7,119,8.50,05/27/2019-Final Statistics,2019.0
11,Penn (Ivy League),16,12-4,134,8.38,05/27/2019-Final Statistics,2019.0
12,Maryland (Big Ten),17,12-5,138,8.12,05/27/2019-Final Statistics,2019.0
13,Massachusetts (CAA),15,10-5,121,8.07,05/27/2019-Final Statistics,2019.0
14,Hampton (DI Independent),11,6-5,84,7.64,05/27/2019-Final Statistics,2019.0
15,High Point (SoCon),16,13-3,122,7.63,05/27/2019-Final Statistics,2019.0
16,Siena (MAAC),13,6-7,99,7.62,05/27/2019-Final Statistics,2019.0
17,Cleveland St. (DI Independent),15,8-7,113,7.53,05/27/2019-Final Statistics,2019.0
18,Richmond (SoCon),17,10-7,125,7.35,05/27/2019-Final Statistics,2019.0
19,Johns Hopkins (Big Ten),16,8-8,116,7.25,05/27/2019-Final Statistics,2019.0
20,Harvard (Ivy League),13,5-8,94,7.23,05/27/2019-Final Statistics,2019.0
21,Fairfield (CAA),14,5-9,101,7.21,05/27/2019-Final Statistics,2019.0
22,Brown (Ivy League),16,7-9,115,7.19,05/27/2019-Final Statistics,2019.0
23,Navy (Patriot),13,6-7,92,7.08,05/27/2019-Final Statistics,2019.0
24,Rutgers (Big Ten),15,7-8,106,7.07,05/27/2019-Final Statistics,2019.0
25,Army West Point (Patriot),18,13-5,125,6.94,05/27/2019-Final Statistics,2019.0
26,Drexel (CAA),15,7-8,104,6.93,05/27/2019-Final Statistics,2019.0
27,Syracuse (ACC),14,9-5,97,6.93,05/27/2019-Final Statistics,2019.0
28,Sacred Heart (NEC),15,9-6,103,6.87,05/27/2019-Final Statistics,2019.0
28,Vermont (America East),15,8-7,103,6.87,05/27/2019-Final Statistics,2019.0
28,Denver (Big East),15,10-5,103,6.87,05/27/2019-Final Statistics,2019.0
31,Villanova (Big East),15,8-7,102,6.80,05/27/2019-Final Statistics,2019.0
32,Duke (ACC),18,13-5,122,6.78,05/27/2019-Final Statistics,2019.0
33,Air Force (SoCon),15,10-5,100,6.67,05/27/2019-Final Statistics,2019.0
33,Hartford (America East),15,4-11,100,6.67,05/27/2019-Final Statistics,2019.0
35,Quinnipiac (MAAC),16,9-7,106,6.63,05/27/2019-Final Statistics,2019.0
36,Michigan (Big Ten),13,4-9,86,6.62,05/27/2019-Final Statistics,2019.0
37,Lehigh (Patriot),17,9-8,112,6.59,05/27/2019-Final Statistics,2019.0
38,UAlbany (America East),14,5-9,92,6.57,05/27/2019-Final Statistics,2019.0
38,Furman (SoCon),14,4-10,92,6.57,05/27/2019-Final Statistics,2019.0
40,Towson (CAA),16,11-5,104,6.50,05/27/2019-Final Statistics,2019.0
41,UMass Lowell (America East),14,5-9,90,6.43,05/27/2019-Final Statistics,2019.0
42,Delaware (CAA),15,10-5,95,6.33,05/27/2019-Final Statistics,2019.0
43,Bellarmine (SoCon),13,3-10,82,6.31,05/27/2019-Final Statistics,2019.0
44,St. John's (NY) (Big East),14,4-10,87,6.21,05/27/2019-Final Statistics,2019.0
45,Jacksonville (SoCon),15,6-9,93,6.20,05/27/2019-Final Statistics,2019.0
45,North Carolina (ACC),15,8-7,93,6.20,05/27/2019-Final Statistics,2019.0
47,Detroit Mercy (MAAC),15,8-7,92,6.13,05/27/2019-Final Statistics,2019.0
48,Saint Joseph's (NEC),14,7-7,85,6.07,05/27/2019-Final Statistics,2019.0
48,Marquette (Big East),14,6-8,85,6.07,05/27/2019-Final Statistics,2019.0
50,Providence (Big East),16,7-9,96,6.00,05/27/2019-Final Statistics,2019.0
51,Utah (DI Independent),15,5-10,89,5.93,05/27/2019-Final Statistics,2019.0
51,Stony Brook (America East),15,9-6,89,5.93,05/27/2019-Final Statistics,2019.0
53,Ohio St. (Big Ten),12,8-4,71,5.92,05/27/2019-Final Statistics,2019.0
54,UMBC (America East),16,7-9,94,5.88,05/27/2019-Final Statistics,2019.0
55,Bucknell (Patriot),15,6-9,88,5.87,05/27/2019-Final Statistics,2019.0
56,Holy Cross (Patriot),14,7-7,82,5.86,05/27/2019-Final Statistics,2019.0
57,Manhattan (MAAC),14,6-8,81,5.79,05/27/2019-Final Statistics,2019.0
58,NJIT (DI Independent),15,2-13,81,5.40,05/27/2019-Final Statistics,2019.0
59,Colgate (Patriot),13,4-9,70,5.38,05/27/2019-Final Statistics,2019.0
60,Notre Dame (ACC),16,9-7,86,5.38,05/27/2019-Final Statistics,2019.0
61,Mercer (SoCon),13,1-12,68,5.23,05/27/2019-Final Statistics,2019.0
62,Canisius (MAAC),16,8-8,83,5.19,05/27/2019-Final Statistics,2019.0
63,Marist (MAAC),17,10-7,87,5.12,05/27/2019-Final Statistics,2019.0
64,VMI (SoCon),13,4-9,66,5.08,05/27/2019-Final Statistics,2019.0
65,Mount St. Mary's (NEC),16,9-7,80,5.00,05/27/2019-Final Statistics,2019.0
65,Binghamton (America East),13,2-11,65,5.00,05/27/2019-Final Statistics,2019.0
67,Bryant (NEC),14,3-11,66,4.71,05/27/2019-Final Statistics,2019.0
68,Dartmouth (Ivy League),13,2-11,55,4.23,05/27/2019-Final Statistics,2019.0
69,Lafayette (Patriot),15,4-11,63,4.20,05/27/2019-Final Statistics,2019.0
70,Hofstra (CAA),14,5-9,56,4.00,05/27/2019-Final Statistics,2019.0
71,Wagner (NEC),14,2-12,54,3.86,05/27/2019-Final Statistics,2019.0
72,Monmouth (MAAC),12,4-8,43,3.58,05/27/2019-Final Statistics,2019.0
73,St. Bonaventure (MAAC),13,0-13,41,3.15,05/27/2019-Final Statistics,2019.0
1,Penn St. (Big Ten),3,2-1,38,12.67,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
2,Yale (Ivy League),4,3-1,43,10.75,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
3,Maryland (Big Ten),2,1-1,19,9.50,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
4,Robert Morris (NEC),1,0-1,9,9.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
4,Virginia (ACC),4,4-0,36,9.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
6,Loyola Maryland (Patriot),2,1-1,16,8.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
7,Notre Dame (ACC),2,1-1,15,7.50,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
8,Richmond (SoCon),1,0-1,7,7.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
9,Penn (Ivy League),2,1-1,13,6.50,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
10,Duke (ACC),3,2-1,18,6.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
10,Georgetown (Big East),1,0-1,6,6.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
10,Syracuse (ACC),1,0-1,6,6.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
13,Towson (CAA),1,0-1,5,5.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
13,Marist (MAAC),1,0-1,5,5.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
15,UMBC (America East),2,1-1,9,4.50,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
16,Johns Hopkins (Big Ten),1,0-1,4,4.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
17,Army West Point (Patriot),1,0-1,3,3.00,05/08/2019 - 05/27/2019-DI Men's Lacrosse Tournament,2019.0
1,Penn St. (Big Ten),18,16-2,195,10.83,05/25/2019,2019.0
2,Yale (Ivy League),18,15-3,171,9.50,05/25/2019,2019.0
3,Hobart (NEC),16,11-5,148,9.25,05/25/2019,2019.0
4,Cornell (Ivy League),15,10-5,134,8.93,05/25/2019,2019.0
5,Virginia (ACC),19,16-3,169,8.89,05/25/2019,2019.0
6,Robert Morris (NEC),17,9-8,150,8.82,05/25/2019,2019.0
7,Georgetown (Big East),18,13-5,155,8.61,05/25/2019,2019.0
8,Loyola Maryland (Patriot),17,12-5,146,8.59,05/25/2019,2019.0
9,Boston U. (Patriot),17,11-6,145,8.53,05/25/2019,2019.0
10,Princeton (Ivy League),14,7-7,119,8.50,05/25/2019,2019.0
11,Penn (Ivy League),16,12-4,134,8.38,05/25/2019,2019.0
12,Maryland (Big Ten),17,12-5,138,8.12,05/25/2019,2019.0
13,Massachusetts (CAA),15,10-5,121,8.07,05/25/2019,2019.0
14,Hampton (DI Independent),11,6-5,84,7.64,05/25/2019,2019.0
15,High Point (SoCon),16,13-3,122,7.63,05/25/2019,2019.0
16,Siena (MAAC),13,6-7,99,7.62,05/25/2019,2019.0
17,Cleveland St. (DI Independent),15,8-7,113,7.53,05/25/2019,2019.0
18,Richmond (SoCon),17,10-7,125,7.35,05/25/2019,2019.0
19,Johns Hopkins (Big Ten),16,8-8,116,7.25,05/25/2019,2019.0
20,Harvard (Ivy League),13,5-8,94,7.23,05/25/2019,2019.0
21,Fairfield (CAA),14,5-9,101,7.21,05/25/2019,2019.0
22,Brown (Ivy League),16,7-9,115,7.19,05/25/2019,2019.0
23,Navy (Patriot),13,6-7,92,7.08,05/25/2019,2019.0
