Rank,Team,Games,W-L,Saves,Per Game,Date,Academic Year
17,Bryant (America East),3,2-1,42,14.00,03/01/2023,2023.0
17,Penn (Ivy League),2,1-1,28,14.00,03/01/2023,2023.0
17,Sacred Heart (MAAC),4,0-4,56,14.00,03/01/2023,2023.0
17,Vermont (America East),4,2-2,56,14.00,03/01/2023,2023.0
21,Massachusetts (Atlantic 10),3,2-1,40,13.33,03/01/2023,2023.0
21,Princeton (Ivy League),3,2-1,40,13.33,03/01/2023,2023.0
21,Robert Morris (ASUN),3,3-0,40,13.33,03/01/2023,2023.0
24,Duke (ACC),5,4-1,66,13.20,03/01/2023,2023.0
24,VMI (MAAC),5,3-2,66,13.20,03/01/2023,2023.0
26,Georgetown (Big East),3,0-3,39,13.00,03/01/2023,2023.0
26,Harvard (Ivy League),2,1-1,26,13.00,03/01/2023,2023.0
26,Lehigh (Patriot),3,2-1,39,13.00,03/01/2023,2023.0
26,St. John's (NY) (Big East),4,0-4,52,13.00,03/01/2023,2023.0
26,UMass Lowell (America East),3,0-3,39,13.00,03/01/2023,2023.0
26,Utah (ASUN),4,1-3,52,13.00,03/01/2023,2023.0
32,Air Force (ASUN),4,2-2,50,12.50,03/01/2023,2023.0
32,Cleveland St. (ASUN),2,0-2,25,12.50,03/01/2023,2023.0
32,Marist (MAAC),4,0-4,50,12.50,03/01/2023,2023.0
32,North Carolina (ACC),4,3-1,50,12.50,03/01/2023,2023.0
36,Brown (Ivy League),3,2-1,37,12.33,03/01/2023,2023.0
36,Virginia (ACC),3,3-0,37,12.33,03/01/2023,2023.0
38,Stony Brook (CAA),4,2-2,49,12.25,03/01/2023,2023.0
39,Mount St. Mary's (MAAC),5,1-4,60,12.00,03/01/2023,2023.0
39,St. Bonaventure (Atlantic 10),5,1-4,60,12.00,03/01/2023,2023.0
39,Villanova (Big East),3,2-1,36,12.00,03/01/2023,2023.0
42,Lafayette (Patriot),5,2-3,59,11.80,03/01/2023,2023.0
43,Bellarmine (ASUN),4,3-1,47,11.75,03/01/2023,2023.0
44,Mercer (ASUN),4,1-3,46,11.50,03/01/2023,2023.0
45,Rutgers (Big Ten),5,4-1,57,11.40,03/01/2023,2023.0
46,Fairfield (CAA),4,2-2,43,10.75,03/01/2023,2023.0
46,Maryland (Big Ten),4,3-1,43,10.75,03/01/2023,2023.0
48,Hofstra (CAA),5,2-3,53,10.60,03/01/2023,2023.0
49,Delaware (CAA),4,3-1,42,10.50,03/01/2023,2023.0
49,LIU (MAAC),4,0-4,42,10.50,03/01/2023,2023.0
49,Towson (CAA),4,1-3,42,10.50,03/01/2023,2023.0
52,Navy (Patriot),5,3-2,52,10.40,03/01/2023,2023.0
53,Cornell (Ivy League),3,3-0,31,10.33,03/01/2023,2023.0
54,Monmouth (CAA),4,3-1,41,10.25,03/01/2023,2023.0
55,Boston U. (Patriot),3,2-1,30,10.00,03/01/2023,2023.0
55,Colgate (Patriot),2,0-2,20,10.00,03/01/2023,2023.0
55,Michigan (Big Ten),4,2-2,40,10.00,03/01/2023,2023.0
58,High Point (Atlantic 10),5,4-1,49,9.80,03/01/2023,2023.0
59,Marquette (Big East),4,2-2,39,9.75,03/01/2023,2023.0
59,Ohio St. (Big Ten),4,3-1,39,9.75,03/01/2023,2023.0
61,Notre Dame (ACC),3,3-0,29,9.67,03/01/2023,2023.0
61,Siena (MAAC),3,2-1,29,9.67,03/01/2023,2023.0
63,UMBC (America East),3,3-0,28,9.33,03/01/2023,2023.0
64,Richmond (Atlantic 10),4,3-1,37,9.25,03/01/2023,2023.0
65,Army West Point (Patriot),4,3-1,35,8.75,03/01/2023,2023.0
65,Bucknell (Patriot),4,1-3,35,8.75,03/01/2023,2023.0
67,Dartmouth (Ivy League),2,2-0,17,8.50,03/01/2023,2023.0
67,Hampton (CAA),4,1-3,34,8.50,03/01/2023,2023.0
69,Drexel (CAA),3,1-2,25,8.33,03/01/2023,2023.0
70,Denver (Big East),4,2-2,33,8.25,03/01/2023,2023.0
71,UAlbany (America East),3,1-2,20,6.67,03/01/2023,2023.0
72,Saint Joseph's (Atlantic 10),3,3-0,18,6.00,03/01/2023,2023.0
-,Merrimack (America East),5,3-2,65,13.00,03/01/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,03/01/2023,2023.0
-,Queens (NC) (ASUN),4,1-3,32,8.00,03/01/2023,2023.0
1,Providence (Big East),5,2-3,85,17.00,02/28/2023,2023.0
2,Holy Cross (Patriot),5,0-5,83,16.60,02/28/2023,2023.0
3,NJIT (America East),4,0-4,65,16.25,02/28/2023,2023.0
4,Detroit Mercy (ASUN),2,0-2,32,16.00,02/28/2023,2023.0
4,Quinnipiac (MAAC),3,2-1,48,16.00,02/28/2023,2023.0
6,Binghamton (America East),3,2-1,47,15.67,02/28/2023,2023.0
7,Manhattan (MAAC),4,3-1,62,15.50,02/28/2023,2023.0
8,Loyola Maryland (Patriot),3,2-1,46,15.33,02/28/2023,2023.0
9,Yale (Ivy League),2,1-1,30,15.00,02/28/2023,2023.0
10,Johns Hopkins (Big Ten),5,3-2,74,14.80,02/28/2023,2023.0
10,Syracuse (ACC),5,3-2,74,14.80,02/28/2023,2023.0
12,Wagner (MAAC),4,1-3,59,14.75,02/28/2023,2023.0
13,Jacksonville (ASUN),3,2-1,44,14.67,02/28/2023,2023.0
14,Canisius (MAAC),4,0-4,58,14.50,02/28/2023,2023.0
15,Hobart (Atlantic 10),4,2-2,57,14.25,02/28/2023,2023.0
15,Penn St. (Big Ten),4,3-1,57,14.25,02/28/2023,2023.0
17,Bryant (America East),3,2-1,42,14.00,02/28/2023,2023.0
17,Penn (Ivy League),2,1-1,28,14.00,02/28/2023,2023.0
17,Sacred Heart (MAAC),4,0-4,56,14.00,02/28/2023,2023.0
17,Vermont (America East),4,2-2,56,14.00,02/28/2023,2023.0
21,Massachusetts (Atlantic 10),3,2-1,40,13.33,02/28/2023,2023.0
21,Princeton (Ivy League),3,2-1,40,13.33,02/28/2023,2023.0
21,Robert Morris (ASUN),3,3-0,40,13.33,02/28/2023,2023.0
24,Duke (ACC),5,4-1,66,13.20,02/28/2023,2023.0
24,VMI (MAAC),5,3-2,66,13.20,02/28/2023,2023.0
26,Georgetown (Big East),3,0-3,39,13.00,02/28/2023,2023.0
26,Harvard (Ivy League),2,1-1,26,13.00,02/28/2023,2023.0
26,Lehigh (Patriot),3,2-1,39,13.00,02/28/2023,2023.0
26,St. John's (NY) (Big East),4,0-4,52,13.00,02/28/2023,2023.0
26,UMass Lowell (America East),3,0-3,39,13.00,02/28/2023,2023.0
26,Utah (ASUN),4,1-3,52,13.00,02/28/2023,2023.0
32,Air Force (ASUN),4,2-2,50,12.50,02/28/2023,2023.0
32,Cleveland St. (ASUN),2,0-2,25,12.50,02/28/2023,2023.0
32,Marist (MAAC),4,0-4,50,12.50,02/28/2023,2023.0
32,North Carolina (ACC),4,3-1,50,12.50,02/28/2023,2023.0
36,Virginia (ACC),3,3-0,37,12.33,02/28/2023,2023.0
37,Stony Brook (CAA),4,2-2,49,12.25,02/28/2023,2023.0
38,Brown (Ivy League),3,2-1,36,12.00,02/28/2023,2023.0
38,Mount St. Mary's (MAAC),5,1-4,60,12.00,02/28/2023,2023.0
38,Villanova (Big East),3,2-1,36,12.00,02/28/2023,2023.0
41,Lafayette (Patriot),5,2-3,59,11.80,02/28/2023,2023.0
42,Bellarmine (ASUN),4,3-1,47,11.75,02/28/2023,2023.0
43,Mercer (ASUN),4,1-3,46,11.50,02/28/2023,2023.0
44,Rutgers (Big Ten),5,4-1,57,11.40,02/28/2023,2023.0
45,Fairfield (CAA),4,2-2,43,10.75,02/28/2023,2023.0
45,Maryland (Big Ten),4,3-1,43,10.75,02/28/2023,2023.0
45,St. Bonaventure (Atlantic 10),4,1-3,43,10.75,02/28/2023,2023.0
48,Towson (CAA),3,1-2,32,10.67,02/28/2023,2023.0
49,Hofstra (CAA),5,2-3,53,10.60,02/28/2023,2023.0
50,Delaware (CAA),4,3-1,42,10.50,02/28/2023,2023.0
50,LIU (MAAC),4,0-4,42,10.50,02/28/2023,2023.0
52,Navy (Patriot),5,3-2,52,10.40,02/28/2023,2023.0
53,Cornell (Ivy League),3,3-0,31,10.33,02/28/2023,2023.0
54,Monmouth (CAA),4,3-1,41,10.25,02/28/2023,2023.0
55,Boston U. (Patriot),3,2-1,30,10.00,02/28/2023,2023.0
55,Colgate (Patriot),2,0-2,20,10.00,02/28/2023,2023.0
55,Michigan (Big Ten),4,2-2,40,10.00,02/28/2023,2023.0
55,UMBC (America East),2,2-0,20,10.00,02/28/2023,2023.0
59,High Point (Atlantic 10),5,4-1,49,9.80,02/28/2023,2023.0
60,Marquette (Big East),4,2-2,39,9.75,02/28/2023,2023.0
60,Ohio St. (Big Ten),4,3-1,39,9.75,02/28/2023,2023.0
62,Hampton (CAA),3,0-3,29,9.67,02/28/2023,2023.0
62,Notre Dame (ACC),3,3-0,29,9.67,02/28/2023,2023.0
62,Siena (MAAC),3,2-1,29,9.67,02/28/2023,2023.0
65,Richmond (Atlantic 10),4,3-1,37,9.25,02/28/2023,2023.0
66,Army West Point (Patriot),4,3-1,35,8.75,02/28/2023,2023.0
66,Bucknell (Patriot),4,1-3,35,8.75,02/28/2023,2023.0
68,Dartmouth (Ivy League),2,2-0,17,8.50,02/28/2023,2023.0
69,Drexel (CAA),3,1-2,25,8.33,02/28/2023,2023.0
70,Denver (Big East),4,2-2,33,8.25,02/28/2023,2023.0
71,UAlbany (America East),3,1-2,20,6.67,02/28/2023,2023.0
72,Saint Joseph's (Atlantic 10),3,3-0,18,6.00,02/28/2023,2023.0
-,Merrimack (America East),5,3-2,65,13.00,02/28/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,02/28/2023,2023.0
-,Queens (NC) (ASUN),4,1-3,32,8.00,02/28/2023,2023.0
1,Providence (Big East),5,2-3,85,17.00,02/26/2023,2023.0
2,Holy Cross (Patriot),5,0-5,83,16.60,02/26/2023,2023.0
3,NJIT (America East),4,0-4,65,16.25,02/26/2023,2023.0
4,Detroit Mercy (ASUN),2,0-2,32,16.00,02/26/2023,2023.0
4,Quinnipiac (MAAC),3,2-1,48,16.00,02/26/2023,2023.0
6,Binghamton (America East),3,2-1,47,15.67,02/26/2023,2023.0
6,Hobart (Atlantic 10),3,2-1,47,15.67,02/26/2023,2023.0
8,Manhattan (MAAC),4,3-1,62,15.50,02/26/2023,2023.0
9,Loyola Maryland (Patriot),3,2-1,46,15.33,02/26/2023,2023.0
10,Yale (Ivy League),2,1-1,30,15.00,02/26/2023,2023.0
11,Johns Hopkins (Big Ten),5,3-2,74,14.80,02/26/2023,2023.0
11,Syracuse (ACC),5,3-2,74,14.80,02/26/2023,2023.0
13,Jacksonville (ASUN),3,2-1,44,14.67,02/26/2023,2023.0
14,Penn St. (Big Ten),4,3-1,57,14.25,02/26/2023,2023.0
14,Vermont (America East),4,2-2,57,14.25,02/26/2023,2023.0
16,Bryant (America East),3,2-1,42,14.00,02/26/2023,2023.0
16,Penn (Ivy League),2,1-1,28,14.00,02/26/2023,2023.0
16,Sacred Heart (MAAC),4,0-4,56,14.00,02/26/2023,2023.0
16,Wagner (MAAC),3,1-2,42,14.00,02/26/2023,2023.0
20,Georgetown (Big East),3,0-3,40,13.33,02/26/2023,2023.0
20,Massachusetts (Atlantic 10),3,2-1,40,13.33,02/26/2023,2023.0
20,Princeton (Ivy League),3,2-1,40,13.33,02/26/2023,2023.0
23,Duke (ACC),5,4-1,66,13.20,02/26/2023,2023.0
23,VMI (MAAC),5,3-2,66,13.20,02/26/2023,2023.0
25,Harvard (Ivy League),2,1-1,26,13.00,02/26/2023,2023.0
25,Lehigh (Patriot),3,2-1,39,13.00,02/26/2023,2023.0
25,St. John's (NY) (Big East),3,0-3,39,13.00,02/26/2023,2023.0
25,UMass Lowell (America East),3,0-3,39,13.00,02/26/2023,2023.0
25,Utah (ASUN),4,1-3,52,13.00,02/26/2023,2023.0
30,Air Force (ASUN),4,2-2,50,12.50,02/26/2023,2023.0
30,Cleveland St. (ASUN),2,0-2,25,12.50,02/26/2023,2023.0
30,Marist (MAAC),4,0-4,50,12.50,02/26/2023,2023.0
30,North Carolina (ACC),4,3-1,50,12.50,02/26/2023,2023.0
34,Virginia (ACC),3,3-0,37,12.33,02/26/2023,2023.0
35,Stony Brook (CAA),4,2-2,49,12.25,02/26/2023,2023.0
36,Mount St. Mary's (MAAC),5,1-4,60,12.00,02/26/2023,2023.0
37,Lafayette (Patriot),5,2-3,59,11.80,02/26/2023,2023.0
38,Bellarmine (ASUN),4,3-1,47,11.75,02/26/2023,2023.0
39,Villanova (Big East),3,2-1,35,11.67,02/26/2023,2023.0
40,Mercer (ASUN),4,1-3,46,11.50,02/26/2023,2023.0
40,Rutgers (Big Ten),4,3-1,46,11.50,02/26/2023,2023.0
42,Brown (Ivy League),3,2-1,33,11.00,02/26/2023,2023.0
43,Fairfield (CAA),4,2-2,43,10.75,02/26/2023,2023.0
43,Maryland (Big Ten),4,3-1,43,10.75,02/26/2023,2023.0
43,St. Bonaventure (Atlantic 10),4,1-3,43,10.75,02/26/2023,2023.0
46,Towson (CAA),3,1-2,32,10.67,02/26/2023,2023.0
47,Hofstra (CAA),5,2-3,53,10.60,02/26/2023,2023.0
48,Canisius (MAAC),4,0-4,42,10.50,02/26/2023,2023.0
48,Delaware (CAA),4,3-1,42,10.50,02/26/2023,2023.0
48,LIU (MAAC),4,0-4,42,10.50,02/26/2023,2023.0
51,Navy (Patriot),5,3-2,52,10.40,02/26/2023,2023.0
52,Boston U. (Patriot),3,2-1,30,10.00,02/26/2023,2023.0
52,Colgate (Patriot),2,0-2,20,10.00,02/26/2023,2023.0
52,Michigan (Big Ten),4,2-2,40,10.00,02/26/2023,2023.0
52,Robert Morris (ASUN),3,3-0,30,10.00,02/26/2023,2023.0
52,UMBC (America East),2,2-0,20,10.00,02/26/2023,2023.0
57,High Point (Atlantic 10),5,4-1,49,9.80,02/26/2023,2023.0
58,Ohio St. (Big Ten),4,3-1,39,9.75,02/26/2023,2023.0
59,Hampton (CAA),3,0-3,29,9.67,02/26/2023,2023.0
59,Monmouth (CAA),3,2-1,29,9.67,02/26/2023,2023.0
59,Siena (MAAC),3,2-1,29,9.67,02/26/2023,2023.0
62,Notre Dame (ACC),3,3-0,28,9.33,02/26/2023,2023.0
63,Marquette (Big East),4,2-2,37,9.25,02/26/2023,2023.0
63,Richmond (Atlantic 10),4,3-1,37,9.25,02/26/2023,2023.0
65,Bucknell (Patriot),4,1-3,35,8.75,02/26/2023,2023.0
66,Dartmouth (Ivy League),2,2-0,17,8.50,02/26/2023,2023.0
67,Drexel (CAA),3,1-2,25,8.33,02/26/2023,2023.0
68,Army West Point (Patriot),4,3-1,33,8.25,02/26/2023,2023.0
68,Denver (Big East),4,2-2,33,8.25,02/26/2023,2023.0
70,Cornell (Ivy League),2,2-0,15,7.50,02/26/2023,2023.0
71,UAlbany (America East),3,1-2,20,6.67,02/26/2023,2023.0
72,Saint Joseph's (Atlantic 10),3,3-0,18,6.00,02/26/2023,2023.0
-,Merrimack (America East),5,3-2,65,13.00,02/26/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,02/26/2023,2023.0
-,Queens (NC) (ASUN),4,1-3,32,8.00,02/26/2023,2023.0
1,Penn (Ivy League),1,1-0,18,18.00,02/22/2023,2023.0
1,Yale (Ivy League),1,1-0,18,18.00,02/22/2023,2023.0
3,Manhattan (MAAC),3,2-1,53,17.67,02/22/2023,2023.0
4,Providence (Big East),4,2-2,66,16.50,02/22/2023,2023.0
5,NJIT (America East),3,0-3,49,16.33,02/22/2023,2023.0
6,Detroit Mercy (ASUN),2,0-2,32,16.00,02/22/2023,2023.0
6,Loyola Maryland (Patriot),2,2-0,32,16.00,02/22/2023,2023.0
6,Stony Brook (CAA),2,0-2,32,16.00,02/22/2023,2023.0
9,Binghamton (America East),2,2-0,31,15.50,02/22/2023,2023.0
9,Wagner (MAAC),2,0-2,31,15.50,02/22/2023,2023.0
11,Hobart (Atlantic 10),2,1-1,30,15.00,02/22/2023,2023.0
11,Quinnipiac (MAAC),2,2-0,30,15.00,02/22/2023,2023.0
11,Robert Morris (ASUN),2,2-0,30,15.00,02/22/2023,2023.0
14,Holy Cross (Patriot),4,0-4,59,14.75,02/22/2023,2023.0
14,Johns Hopkins (Big Ten),4,2-2,59,14.75,02/22/2023,2023.0
16,Jacksonville (ASUN),3,2-1,44,14.67,02/22/2023,2023.0
17,Virginia (ACC),2,2-0,29,14.50,02/22/2023,2023.0
18,Vermont (America East),3,2-1,43,14.33,02/22/2023,2023.0
19,Syracuse (ACC),4,3-1,57,14.25,02/22/2023,2023.0
19,VMI (MAAC),4,3-1,57,14.25,02/22/2023,2023.0
21,Canisius (MAAC),3,0-3,42,14.00,02/22/2023,2023.0
21,Massachusetts (Atlantic 10),2,2-0,28,14.00,02/22/2023,2023.0
21,Penn St. (Big Ten),3,2-1,42,14.00,02/22/2023,2023.0
21,Villanova (Big East),2,1-1,28,14.00,02/22/2023,2023.0
25,Air Force (ASUN),3,2-1,41,13.67,02/22/2023,2023.0
26,Bryant (America East),2,1-1,27,13.50,02/22/2023,2023.0
27,Georgetown (Big East),2,0-2,26,13.00,02/22/2023,2023.0
27,Mount St. Mary's (MAAC),4,1-3,52,13.00,02/22/2023,2023.0
27,St. John's (NY) (Big East),2,0-2,26,13.00,02/22/2023,2023.0
27,UMass Lowell (America East),2,0-2,26,13.00,02/22/2023,2023.0
31,North Carolina (ACC),3,2-1,38,12.67,02/22/2023,2023.0
31,Sacred Heart (MAAC),3,0-3,38,12.67,02/22/2023,2023.0
31,Utah (ASUN),3,1-2,38,12.67,02/22/2023,2023.0
34,Cleveland St. (ASUN),2,0-2,25,12.50,02/22/2023,2023.0
34,Lehigh (Patriot),2,2-0,25,12.50,02/22/2023,2023.0
36,Bellarmine (ASUN),3,2-1,37,12.33,02/22/2023,2023.0
37,Lafayette (Patriot),4,1-3,49,12.25,02/22/2023,2023.0
38,Colgate (Patriot),1,0-1,12,12.00,02/22/2023,2023.0
38,Marist (MAAC),3,0-3,36,12.00,02/22/2023,2023.0
38,Princeton (Ivy League),2,2-0,24,12.00,02/22/2023,2023.0
41,Duke (ACC),4,3-1,47,11.75,02/22/2023,2023.0
42,High Point (Atlantic 10),3,2-1,35,11.67,02/22/2023,2023.0
43,Boston U. (Patriot),2,1-1,23,11.50,02/22/2023,2023.0
43,Navy (Patriot),4,3-1,46,11.50,02/22/2023,2023.0
45,Cornell (Ivy League),1,1-0,11,11.00,02/22/2023,2023.0
45,Hofstra (CAA),4,1-3,44,11.00,02/22/2023,2023.0
45,LIU (MAAC),3,0-3,33,11.00,02/22/2023,2023.0
48,Fairfield (CAA),3,2-1,32,10.67,02/22/2023,2023.0
49,Hampton (CAA),2,0-2,21,10.50,02/22/2023,2023.0
50,Mercer (ASUN),3,1-2,31,10.33,02/22/2023,2023.0
51,Brown (Ivy League),2,1-1,20,10.00,02/22/2023,2023.0
51,Dartmouth (Ivy League),1,1-0,10,10.00,02/22/2023,2023.0
51,Marquette (Big East),3,1-2,30,10.00,02/22/2023,2023.0
51,Monmouth (CAA),2,1-1,20,10.00,02/22/2023,2023.0
51,Richmond (Atlantic 10),2,1-1,20,10.00,02/22/2023,2023.0
51,Rutgers (Big Ten),3,2-1,30,10.00,02/22/2023,2023.0
51,Towson (CAA),2,1-1,20,10.00,02/22/2023,2023.0
51,UMBC (America East),1,1-0,10,10.00,02/22/2023,2023.0
59,Maryland (Big Ten),3,2-1,29,9.67,02/22/2023,2023.0
59,St. Bonaventure (Atlantic 10),3,0-3,29,9.67,02/22/2023,2023.0
61,Notre Dame (ACC),2,2-0,19,9.50,02/22/2023,2023.0
61,Siena (MAAC),2,1-1,19,9.50,02/22/2023,2023.0
63,Army West Point (Patriot),3,2-1,27,9.00,02/22/2023,2023.0
63,Harvard (Ivy League),1,0-1,9,9.00,02/22/2023,2023.0
63,Michigan (Big Ten),3,2-1,27,9.00,02/22/2023,2023.0
63,Ohio St. (Big Ten),3,3-0,27,9.00,02/22/2023,2023.0
67,Drexel (CAA),2,1-1,17,8.50,02/22/2023,2023.0
68,Delaware (CAA),3,3-0,24,8.00,02/22/2023,2023.0
68,Denver (Big East),3,1-2,24,8.00,02/22/2023,2023.0
70,Bucknell (Patriot),3,1-2,21,7.00,02/22/2023,2023.0
70,UAlbany (America East),2,0-2,14,7.00,02/22/2023,2023.0
72,Saint Joseph's (Atlantic 10),2,2-0,12,6.00,02/22/2023,2023.0
-,Merrimack (America East),4,3-1,43,10.75,02/22/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,02/22/2023,2023.0
-,Queens (NC) (ASUN),3,1-2,22,7.33,02/22/2023,2023.0
1,Penn (Ivy League),1,1-0,18,18.00,02/21/2023,2023.0
1,Yale (Ivy League),1,1-0,18,18.00,02/21/2023,2023.0
3,Manhattan (MAAC),3,2-1,53,17.67,02/21/2023,2023.0
4,Providence (Big East),4,2-2,66,16.50,02/21/2023,2023.0
5,NJIT (America East),3,0-3,49,16.33,02/21/2023,2023.0
6,Detroit Mercy (ASUN),2,0-2,32,16.00,02/21/2023,2023.0
6,Loyola Maryland (Patriot),2,2-0,32,16.00,02/21/2023,2023.0
6,Stony Brook (CAA),2,0-2,32,16.00,02/21/2023,2023.0
9,Binghamton (America East),2,2-0,31,15.50,02/21/2023,2023.0
9,Wagner (MAAC),2,0-2,31,15.50,02/21/2023,2023.0
11,Hobart (Atlantic 10),2,1-1,30,15.00,02/21/2023,2023.0
11,Quinnipiac (MAAC),2,2-0,30,15.00,02/21/2023,2023.0
13,Holy Cross (Patriot),4,0-4,59,14.75,02/21/2023,2023.0
13,Johns Hopkins (Big Ten),4,2-2,59,14.75,02/21/2023,2023.0
15,Jacksonville (ASUN),3,2-1,44,14.67,02/21/2023,2023.0
16,Virginia (ACC),2,2-0,29,14.50,02/21/2023,2023.0
17,Vermont (America East),3,2-1,43,14.33,02/21/2023,2023.0
18,Syracuse (ACC),4,3-1,57,14.25,02/21/2023,2023.0
18,VMI (MAAC),4,3-1,57,14.25,02/21/2023,2023.0
20,Canisius (MAAC),3,0-3,42,14.00,02/21/2023,2023.0
20,Massachusetts (Atlantic 10),2,2-0,28,14.00,02/21/2023,2023.0
20,Penn St. (Big Ten),3,2-1,42,14.00,02/21/2023,2023.0
20,Robert Morris (ASUN),2,2-0,28,14.00,02/21/2023,2023.0
20,Villanova (Big East),2,1-1,28,14.00,02/21/2023,2023.0
25,Air Force (ASUN),3,2-1,41,13.67,02/21/2023,2023.0
26,Bryant (America East),2,1-1,27,13.50,02/21/2023,2023.0
27,Georgetown (Big East),2,0-2,26,13.00,02/21/2023,2023.0
27,Mount St. Mary's (MAAC),4,1-3,52,13.00,02/21/2023,2023.0
27,St. John's (NY) (Big East),2,0-2,26,13.00,02/21/2023,2023.0
27,UMass Lowell (America East),2,0-2,26,13.00,02/21/2023,2023.0
31,North Carolina (ACC),3,2-1,38,12.67,02/21/2023,2023.0
31,Utah (ASUN),3,1-2,38,12.67,02/21/2023,2023.0
33,Cleveland St. (ASUN),2,0-2,25,12.50,02/21/2023,2023.0
33,Lehigh (Patriot),2,2-0,25,12.50,02/21/2023,2023.0
35,Bellarmine (ASUN),3,2-1,37,12.33,02/21/2023,2023.0
36,Lafayette (Patriot),4,1-3,49,12.25,02/21/2023,2023.0
37,Colgate (Patriot),1,0-1,12,12.00,02/21/2023,2023.0
37,Marist (MAAC),3,0-3,36,12.00,02/21/2023,2023.0
37,Princeton (Ivy League),2,2-0,24,12.00,02/21/2023,2023.0
40,Duke (ACC),4,3-1,47,11.75,02/21/2023,2023.0
41,High Point (Atlantic 10),3,2-1,35,11.67,02/21/2023,2023.0
42,Boston U. (Patriot),2,1-1,23,11.50,02/21/2023,2023.0
42,Fairfield (CAA),2,1-1,23,11.50,02/21/2023,2023.0
42,Navy (Patriot),4,3-1,46,11.50,02/21/2023,2023.0
42,Sacred Heart (MAAC),2,0-2,23,11.50,02/21/2023,2023.0
46,Hofstra (CAA),4,1-3,44,11.00,02/21/2023,2023.0
46,LIU (MAAC),3,0-3,33,11.00,02/21/2023,2023.0
48,Hampton (CAA),2,0-2,21,10.50,02/21/2023,2023.0
49,Mercer (ASUN),3,1-2,31,10.33,02/21/2023,2023.0
50,Brown (Ivy League),2,1-1,20,10.00,02/21/2023,2023.0
50,Cornell (Ivy League),1,1-0,10,10.00,02/21/2023,2023.0
50,Dartmouth (Ivy League),1,1-0,10,10.00,02/21/2023,2023.0
50,Marquette (Big East),3,1-2,30,10.00,02/21/2023,2023.0
50,Monmouth (CAA),2,1-1,20,10.00,02/21/2023,2023.0
50,Richmond (Atlantic 10),2,1-1,20,10.00,02/21/2023,2023.0
50,Rutgers (Big Ten),3,2-1,30,10.00,02/21/2023,2023.0
50,Towson (CAA),2,1-1,20,10.00,02/21/2023,2023.0
50,UMBC (America East),1,1-0,10,10.00,02/21/2023,2023.0
59,Maryland (Big Ten),3,2-1,29,9.67,02/21/2023,2023.0
59,St. Bonaventure (Atlantic 10),3,0-3,29,9.67,02/21/2023,2023.0
61,Notre Dame (ACC),2,2-0,19,9.50,02/21/2023,2023.0
61,Siena (MAAC),2,1-1,19,9.50,02/21/2023,2023.0
63,Army West Point (Patriot),3,2-1,27,9.00,02/21/2023,2023.0
63,Harvard (Ivy League),1,0-1,9,9.00,02/21/2023,2023.0
63,Michigan (Big Ten),3,2-1,27,9.00,02/21/2023,2023.0
63,Ohio St. (Big Ten),3,3-0,27,9.00,02/21/2023,2023.0
67,Drexel (CAA),2,1-1,17,8.50,02/21/2023,2023.0
68,Delaware (CAA),3,3-0,24,8.00,02/21/2023,2023.0
68,Denver (Big East),3,1-2,24,8.00,02/21/2023,2023.0
70,Bucknell (Patriot),3,1-2,21,7.00,02/21/2023,2023.0
70,UAlbany (America East),2,0-2,14,7.00,02/21/2023,2023.0
72,Saint Joseph's (Atlantic 10),2,2-0,12,6.00,02/21/2023,2023.0
-,Merrimack (America East),4,3-1,43,10.75,02/21/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,02/21/2023,2023.0
-,Queens (NC) (ASUN),3,1-2,22,7.33,02/21/2023,2023.0
1,NJIT (America East),2,0-2,38,19.00,02/19/2023,2023.0
2,Manhattan (MAAC),2,2-0,36,18.00,02/19/2023,2023.0
2,Penn (Ivy League),1,1-0,18,18.00,02/19/2023,2023.0
2,Yale (Ivy League),1,1-0,18,18.00,02/19/2023,2023.0
5,Providence (Big East),3,2-1,50,16.67,02/19/2023,2023.0
6,Canisius (MAAC),1,0-1,16,16.00,02/19/2023,2023.0
6,Detroit Mercy (ASUN),2,0-2,32,16.00,02/19/2023,2023.0
6,Loyola Maryland (Patriot),2,2-0,32,16.00,02/19/2023,2023.0
6,Robert Morris (ASUN),1,1-0,16,16.00,02/19/2023,2023.0
6,Stony Brook (CAA),2,0-2,32,16.00,02/19/2023,2023.0
6,Vermont (America East),2,1-1,32,16.00,02/19/2023,2023.0
12,Binghamton (America East),2,2-0,31,15.50,02/19/2023,2023.0
13,VMI (MAAC),3,2-1,46,15.33,02/19/2023,2023.0
14,Hobart (Atlantic 10),2,1-1,30,15.00,02/19/2023,2023.0
14,Quinnipiac (MAAC),2,2-0,30,15.00,02/19/2023,2023.0
16,Johns Hopkins (Big Ten),4,2-2,59,14.75,02/19/2023,2023.0
17,Jacksonville (ASUN),3,2-1,44,14.67,02/19/2023,2023.0
18,Virginia (ACC),2,2-0,29,14.50,02/19/2023,2023.0
19,Syracuse (ACC),4,3-1,57,14.25,02/19/2023,2023.0
20,Bellarmine (ASUN),2,1-1,28,14.00,02/19/2023,2023.0
