Rank,Team,Games,W-L,Saves,Per Game,Date,Academic Year
18,Utah (ASUN),5,1-4,67,13.40,03/12/2023,2023.0
19,Binghamton (America East),6,4-2,80,13.33,03/12/2023,2023.0
19,Jacksonville (ASUN),6,5-1,80,13.33,03/12/2023,2023.0
21,VMI (MAAC),7,3-4,92,13.14,03/12/2023,2023.0
22,Canisius (MAAC),6,0-6,78,13.00,03/12/2023,2023.0
22,Colgate (Patriot),4,1-3,52,13.00,03/12/2023,2023.0
22,Lehigh (Patriot),6,5-1,78,13.00,03/12/2023,2023.0
25,NJIT (America East),6,2-4,77,12.83,03/12/2023,2023.0
25,Towson (CAA),6,1-5,77,12.83,03/12/2023,2023.0
27,Vermont (America East),6,2-4,76,12.67,03/12/2023,2023.0
28,Brown (Ivy League),5,3-2,62,12.40,03/12/2023,2023.0
29,Duke (ACC),7,6-1,86,12.29,03/12/2023,2023.0
30,Hobart (Atlantic 10),6,3-3,73,12.17,03/12/2023,2023.0
30,St. Bonaventure (Atlantic 10),6,1-5,73,12.17,03/12/2023,2023.0
32,Air Force (ASUN),6,4-2,72,12.00,03/12/2023,2023.0
32,Bryant (America East),6,4-2,72,12.00,03/12/2023,2023.0
32,Cornell (Ivy League),5,4-1,60,12.00,03/12/2023,2023.0
32,Harvard (Ivy League),4,2-2,48,12.00,03/12/2023,2023.0
32,Robert Morris (ASUN),5,3-2,60,12.00,03/12/2023,2023.0
32,Stony Brook (CAA),6,2-4,72,12.00,03/12/2023,2023.0
38,Rutgers (Big Ten),7,6-1,83,11.86,03/12/2023,2023.0
39,Georgetown (Big East),5,2-3,59,11.80,03/12/2023,2023.0
40,Cleveland St. (ASUN),4,2-2,47,11.75,03/12/2023,2023.0
41,Lafayette (Patriot),7,2-5,82,11.71,03/12/2023,2023.0
42,Drexel (CAA),6,3-3,70,11.67,03/12/2023,2023.0
42,Marist (MAAC),6,2-4,70,11.67,03/12/2023,2023.0
44,Michigan (Big Ten),6,4-2,69,11.50,03/12/2023,2023.0
45,Fairfield (CAA),7,2-5,80,11.43,03/12/2023,2023.0
46,Notre Dame (ACC),5,5-0,57,11.40,03/12/2023,2023.0
47,Maryland (Big Ten),6,4-2,68,11.33,03/12/2023,2023.0
47,North Carolina (ACC),6,4-2,68,11.33,03/12/2023,2023.0
47,Ohio St. (Big Ten),6,3-3,68,11.33,03/12/2023,2023.0
50,Hofstra (CAA),6,2-4,67,11.17,03/12/2023,2023.0
50,Villanova (Big East),6,5-1,67,11.17,03/12/2023,2023.0
52,Mercer (ASUN),7,1-6,78,11.14,03/12/2023,2023.0
53,Bellarmine (ASUN),6,5-1,66,11.00,03/12/2023,2023.0
53,Marquette (Big East),6,3-3,66,11.00,03/12/2023,2023.0
53,Mount St. Mary's (MAAC),7,1-6,77,11.00,03/12/2023,2023.0
53,Siena (MAAC),5,3-2,55,11.00,03/12/2023,2023.0
53,Virginia (ACC),6,6-0,66,11.00,03/12/2023,2023.0
58,LIU (MAAC),6,2-4,64,10.67,03/12/2023,2023.0
59,Richmond (Atlantic 10),7,4-3,74,10.57,03/12/2023,2023.0
60,Monmouth (CAA),6,4-2,60,10.00,03/12/2023,2023.0
61,Bucknell (Patriot),6,1-5,59,9.83,03/12/2023,2023.0
62,UMBC (America East),6,5-1,58,9.67,03/12/2023,2023.0
63,Navy (Patriot),7,3-4,66,9.43,03/12/2023,2023.0
64,Army West Point (Patriot),6,5-1,56,9.33,03/12/2023,2023.0
65,High Point (Atlantic 10),8,6-2,74,9.25,03/12/2023,2023.0
66,Hampton (CAA),5,2-3,46,9.20,03/12/2023,2023.0
67,Delaware (CAA),7,5-2,64,9.14,03/12/2023,2023.0
68,Boston U. (Patriot),5,4-1,45,9.00,03/12/2023,2023.0
69,Denver (Big East),6,3-3,51,8.50,03/12/2023,2023.0
70,Dartmouth (Ivy League),4,4-0,33,8.25,03/12/2023,2023.0
71,UAlbany (America East),5,1-4,40,8.00,03/12/2023,2023.0
72,Saint Joseph's (Atlantic 10),6,3-3,37,6.17,03/12/2023,2023.0
-,Merrimack (America East),6,4-2,83,13.83,03/12/2023,2023.0
-,Queens (NC) (ASUN),5,1-4,46,9.20,03/12/2023,2023.0
-,Hartford (DI Independent),1,1-0,9,9.00,03/12/2023,2023.0
-,Lindenwood (ASUN),3,1-2,21,7.00,03/12/2023,2023.0
1,Yale (Ivy League),3,2-1,53,17.67,03/10/2023,2023.0
2,Holy Cross (Patriot),6,0-6,101,16.83,03/10/2023,2023.0
3,Detroit Mercy (ASUN),3,0-3,48,16.00,03/10/2023,2023.0
3,Syracuse (ACC),6,3-3,96,16.00,03/10/2023,2023.0
5,Wagner (MAAC),5,1-4,78,15.60,03/10/2023,2023.0
6,Quinnipiac (MAAC),4,2-2,62,15.50,03/10/2023,2023.0
7,NJIT (America East),5,1-4,77,15.40,03/10/2023,2023.0
8,Providence (Big East),6,3-3,90,15.00,03/10/2023,2023.0
9,Loyola Maryland (Patriot),6,4-2,89,14.83,03/10/2023,2023.0
10,Manhattan (MAAC),5,3-2,73,14.60,03/10/2023,2023.0
10,Sacred Heart (MAAC),5,0-5,73,14.60,03/10/2023,2023.0
12,Penn (Ivy League),4,2-2,58,14.50,03/10/2023,2023.0
13,Princeton (Ivy League),4,2-2,57,14.25,03/10/2023,2023.0
14,Massachusetts (Atlantic 10),5,3-2,71,14.20,03/10/2023,2023.0
15,Jacksonville (ASUN),5,4-1,70,14.00,03/10/2023,2023.0
16,Binghamton (America East),5,3-2,69,13.80,03/10/2023,2023.0
16,Lehigh (Patriot),5,4-1,69,13.80,03/10/2023,2023.0
16,UMass Lowell (America East),5,0-5,69,13.80,03/10/2023,2023.0
19,Johns Hopkins (Big Ten),7,4-3,96,13.71,03/10/2023,2023.0
20,Vermont (America East),5,2-3,68,13.60,03/10/2023,2023.0
21,Georgetown (Big East),4,1-3,54,13.50,03/10/2023,2023.0
22,Utah (ASUN),5,1-4,67,13.40,03/10/2023,2023.0
23,Penn St. (Big Ten),5,4-1,66,13.20,03/10/2023,2023.0
24,VMI (MAAC),6,3-3,79,13.17,03/10/2023,2023.0
25,Harvard (Ivy League),3,2-1,39,13.00,03/10/2023,2023.0
25,St. John's (NY) (Big East),5,0-5,65,13.00,03/10/2023,2023.0
27,Canisius (MAAC),5,0-5,62,12.40,03/10/2023,2023.0
28,Duke (ACC),7,6-1,86,12.29,03/10/2023,2023.0
29,St. Bonaventure (Atlantic 10),5,1-4,61,12.20,03/10/2023,2023.0
30,Hobart (Atlantic 10),6,3-3,73,12.17,03/10/2023,2023.0
31,Air Force (ASUN),5,3-2,60,12.00,03/10/2023,2023.0
31,Mount St. Mary's (MAAC),6,1-5,72,12.00,03/10/2023,2023.0
31,Robert Morris (ASUN),4,3-1,48,12.00,03/10/2023,2023.0
31,Stony Brook (CAA),5,2-3,60,12.00,03/10/2023,2023.0
35,Bellarmine (ASUN),5,4-1,59,11.80,03/10/2023,2023.0
35,Bryant (America East),5,4-1,59,11.80,03/10/2023,2023.0
35,Marist (MAAC),5,1-4,59,11.80,03/10/2023,2023.0
38,Brown (Ivy League),4,3-1,47,11.75,03/10/2023,2023.0
39,Rutgers (Big Ten),6,5-1,70,11.67,03/10/2023,2023.0
40,North Carolina (ACC),5,3-2,58,11.60,03/10/2023,2023.0
41,Marquette (Big East),5,3-2,57,11.40,03/10/2023,2023.0
41,Towson (CAA),5,1-4,57,11.40,03/10/2023,2023.0
43,Villanova (Big East),5,4-1,56,11.20,03/10/2023,2023.0
43,Virginia (ACC),5,5-0,56,11.20,03/10/2023,2023.0
45,Hofstra (CAA),6,2-4,67,11.17,03/10/2023,2023.0
45,Mercer (ASUN),6,1-5,67,11.17,03/10/2023,2023.0
47,Fairfield (CAA),6,2-4,66,11.00,03/10/2023,2023.0
47,Maryland (Big Ten),5,3-2,55,11.00,03/10/2023,2023.0
49,Drexel (CAA),5,2-3,54,10.80,03/10/2023,2023.0
49,Ohio St. (Big Ten),5,3-2,54,10.80,03/10/2023,2023.0
51,Notre Dame (ACC),4,4-0,43,10.75,03/10/2023,2023.0
52,Cleveland St. (ASUN),3,1-2,32,10.67,03/10/2023,2023.0
53,LIU (MAAC),5,1-4,53,10.60,03/10/2023,2023.0
53,Monmouth (CAA),5,4-1,53,10.60,03/10/2023,2023.0
55,Siena (MAAC),4,2-2,42,10.50,03/10/2023,2023.0
56,Lafayette (Patriot),7,2-5,73,10.43,03/10/2023,2023.0
57,Michigan (Big Ten),5,3-2,52,10.40,03/10/2023,2023.0
58,Colgate (Patriot),3,0-3,31,10.33,03/10/2023,2023.0
58,Navy (Patriot),6,3-3,62,10.33,03/10/2023,2023.0
60,Cornell (Ivy League),4,4-0,39,9.75,03/10/2023,2023.0
61,UMBC (America East),5,4-1,48,9.60,03/10/2023,2023.0
62,Boston U. (Patriot),4,3-1,38,9.50,03/10/2023,2023.0
63,Hampton (CAA),5,2-3,46,9.20,03/10/2023,2023.0
64,Delaware (CAA),6,4-2,55,9.17,03/10/2023,2023.0
64,Richmond (Atlantic 10),6,4-2,55,9.17,03/10/2023,2023.0
66,Bucknell (Patriot),5,1-4,45,9.00,03/10/2023,2023.0
67,High Point (Atlantic 10),7,5-2,62,8.86,03/10/2023,2023.0
68,Dartmouth (Ivy League),4,4-0,33,8.25,03/10/2023,2023.0
69,Denver (Big East),5,3-2,40,8.00,03/10/2023,2023.0
70,UAlbany (America East),4,1-3,30,7.50,03/10/2023,2023.0
71,Army West Point (Patriot),6,5-1,43,7.17,03/10/2023,2023.0
72,Saint Joseph's (Atlantic 10),5,3-2,30,6.00,03/10/2023,2023.0
-,Merrimack (America East),6,4-2,83,13.83,03/10/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,03/10/2023,2023.0
-,Queens (NC) (ASUN),5,1-4,46,9.20,03/10/2023,2023.0
-,Hartford (DI Independent),1,1-0,9,9.00,03/10/2023,2023.0
1,Yale (Ivy League),3,2-1,53,17.67,03/08/2023,2023.0
2,Holy Cross (Patriot),6,0-6,101,16.83,03/08/2023,2023.0
3,Detroit Mercy (ASUN),3,0-3,48,16.00,03/08/2023,2023.0
3,Syracuse (ACC),6,3-3,96,16.00,03/08/2023,2023.0
5,Wagner (MAAC),5,1-4,78,15.60,03/08/2023,2023.0
6,Quinnipiac (MAAC),4,2-2,62,15.50,03/08/2023,2023.0
7,NJIT (America East),5,1-4,77,15.40,03/08/2023,2023.0
8,Providence (Big East),6,3-3,90,15.00,03/08/2023,2023.0
9,Loyola Maryland (Patriot),5,4-1,74,14.80,03/08/2023,2023.0
10,Manhattan (MAAC),5,3-2,73,14.60,03/08/2023,2023.0
10,Sacred Heart (MAAC),5,0-5,73,14.60,03/08/2023,2023.0
12,Penn (Ivy League),4,2-2,58,14.50,03/08/2023,2023.0
13,Princeton (Ivy League),4,2-2,57,14.25,03/08/2023,2023.0
14,Massachusetts (Atlantic 10),5,3-2,71,14.20,03/08/2023,2023.0
15,Jacksonville (ASUN),5,4-1,70,14.00,03/08/2023,2023.0
16,Binghamton (America East),5,3-2,69,13.80,03/08/2023,2023.0
16,Lehigh (Patriot),5,4-1,69,13.80,03/08/2023,2023.0
16,UMass Lowell (America East),5,0-5,69,13.80,03/08/2023,2023.0
19,Johns Hopkins (Big Ten),7,4-3,96,13.71,03/08/2023,2023.0
20,Vermont (America East),5,2-3,68,13.60,03/08/2023,2023.0
21,Georgetown (Big East),4,1-3,54,13.50,03/08/2023,2023.0
22,Utah (ASUN),5,1-4,67,13.40,03/08/2023,2023.0
23,Penn St. (Big Ten),5,4-1,66,13.20,03/08/2023,2023.0
24,VMI (MAAC),6,3-3,79,13.17,03/08/2023,2023.0
25,Harvard (Ivy League),3,2-1,39,13.00,03/08/2023,2023.0
25,St. John's (NY) (Big East),5,0-5,65,13.00,03/08/2023,2023.0
27,Duke (ACC),6,5-1,77,12.83,03/08/2023,2023.0
28,Canisius (MAAC),5,0-5,62,12.40,03/08/2023,2023.0
29,St. Bonaventure (Atlantic 10),5,1-4,61,12.20,03/08/2023,2023.0
30,Hobart (Atlantic 10),6,3-3,73,12.17,03/08/2023,2023.0
30,Lafayette (Patriot),6,2-4,73,12.17,03/08/2023,2023.0
32,Air Force (ASUN),5,3-2,60,12.00,03/08/2023,2023.0
32,Mount St. Mary's (MAAC),6,1-5,72,12.00,03/08/2023,2023.0
32,Robert Morris (ASUN),4,3-1,48,12.00,03/08/2023,2023.0
32,Stony Brook (CAA),5,2-3,60,12.00,03/08/2023,2023.0
36,Bellarmine (ASUN),5,4-1,59,11.80,03/08/2023,2023.0
36,Bryant (America East),5,4-1,59,11.80,03/08/2023,2023.0
36,Marist (MAAC),5,1-4,59,11.80,03/08/2023,2023.0
39,Brown (Ivy League),4,3-1,47,11.75,03/08/2023,2023.0
40,Rutgers (Big Ten),6,5-1,70,11.67,03/08/2023,2023.0
41,North Carolina (ACC),5,3-2,58,11.60,03/08/2023,2023.0
42,Marquette (Big East),5,3-2,57,11.40,03/08/2023,2023.0
42,Towson (CAA),5,1-4,57,11.40,03/08/2023,2023.0
44,Villanova (Big East),5,4-1,56,11.20,03/08/2023,2023.0
44,Virginia (ACC),5,5-0,56,11.20,03/08/2023,2023.0
46,Hofstra (CAA),6,2-4,67,11.17,03/08/2023,2023.0
46,Mercer (ASUN),6,1-5,67,11.17,03/08/2023,2023.0
48,Fairfield (CAA),6,2-4,66,11.00,03/08/2023,2023.0
48,Maryland (Big Ten),5,3-2,55,11.00,03/08/2023,2023.0
50,Drexel (CAA),5,2-3,54,10.80,03/08/2023,2023.0
50,Ohio St. (Big Ten),5,3-2,54,10.80,03/08/2023,2023.0
52,Notre Dame (ACC),4,4-0,43,10.75,03/08/2023,2023.0
53,Cleveland St. (ASUN),3,1-2,32,10.67,03/08/2023,2023.0
54,LIU (MAAC),5,1-4,53,10.60,03/08/2023,2023.0
54,Monmouth (CAA),5,4-1,53,10.60,03/08/2023,2023.0
56,Siena (MAAC),4,2-2,42,10.50,03/08/2023,2023.0
57,Michigan (Big Ten),5,3-2,52,10.40,03/08/2023,2023.0
58,Colgate (Patriot),3,0-3,31,10.33,03/08/2023,2023.0
58,Navy (Patriot),6,3-3,62,10.33,03/08/2023,2023.0
60,Cornell (Ivy League),4,4-0,39,9.75,03/08/2023,2023.0
61,UMBC (America East),5,4-1,48,9.60,03/08/2023,2023.0
62,Boston U. (Patriot),4,3-1,38,9.50,03/08/2023,2023.0
63,Delaware (CAA),6,4-2,55,9.17,03/08/2023,2023.0
63,Richmond (Atlantic 10),6,4-2,55,9.17,03/08/2023,2023.0
65,Bucknell (Patriot),5,1-4,45,9.00,03/08/2023,2023.0
66,High Point (Atlantic 10),7,5-2,62,8.86,03/08/2023,2023.0
67,Army West Point (Patriot),5,4-1,43,8.60,03/08/2023,2023.0
68,Hampton (CAA),4,1-3,34,8.50,03/08/2023,2023.0
69,Dartmouth (Ivy League),4,4-0,33,8.25,03/08/2023,2023.0
70,Denver (Big East),5,3-2,40,8.00,03/08/2023,2023.0
71,UAlbany (America East),4,1-3,30,7.50,03/08/2023,2023.0
72,Saint Joseph's (Atlantic 10),5,3-2,30,6.00,03/08/2023,2023.0
-,Merrimack (America East),6,4-2,83,13.83,03/08/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,03/08/2023,2023.0
-,Queens (NC) (ASUN),5,1-4,46,9.20,03/08/2023,2023.0
-,Hartford (DI Independent),1,1-0,9,9.00,03/08/2023,2023.0
1,Yale (Ivy League),3,2-1,53,17.67,03/07/2023,2023.0
2,Holy Cross (Patriot),6,0-6,101,16.83,03/07/2023,2023.0
3,Detroit Mercy (ASUN),3,0-3,48,16.00,03/07/2023,2023.0
3,Syracuse (ACC),6,3-3,96,16.00,03/07/2023,2023.0
5,Wagner (MAAC),5,1-4,78,15.60,03/07/2023,2023.0
6,Quinnipiac (MAAC),4,2-2,62,15.50,03/07/2023,2023.0
7,NJIT (America East),5,1-4,77,15.40,03/07/2023,2023.0
8,Providence (Big East),6,3-3,90,15.00,03/07/2023,2023.0
9,Loyola Maryland (Patriot),5,4-1,74,14.80,03/07/2023,2023.0
10,Jacksonville (ASUN),4,3-1,59,14.75,03/07/2023,2023.0
11,Penn (Ivy League),3,1-2,44,14.67,03/07/2023,2023.0
12,Manhattan (MAAC),5,3-2,73,14.60,03/07/2023,2023.0
12,Sacred Heart (MAAC),5,0-5,73,14.60,03/07/2023,2023.0
14,Princeton (Ivy League),4,2-2,57,14.25,03/07/2023,2023.0
15,Massachusetts (Atlantic 10),5,3-2,71,14.20,03/07/2023,2023.0
16,Binghamton (America East),5,3-2,69,13.80,03/07/2023,2023.0
16,Lehigh (Patriot),5,4-1,69,13.80,03/07/2023,2023.0
18,Johns Hopkins (Big Ten),7,4-3,96,13.71,03/07/2023,2023.0
19,Vermont (America East),5,2-3,68,13.60,03/07/2023,2023.0
20,Georgetown (Big East),4,1-3,54,13.50,03/07/2023,2023.0
21,Utah (ASUN),5,1-4,67,13.40,03/07/2023,2023.0
22,Penn St. (Big Ten),5,4-1,66,13.20,03/07/2023,2023.0
23,VMI (MAAC),6,3-3,79,13.17,03/07/2023,2023.0
24,Harvard (Ivy League),3,2-1,39,13.00,03/07/2023,2023.0
24,St. John's (NY) (Big East),5,0-5,65,13.00,03/07/2023,2023.0
24,UMass Lowell (America East),4,0-4,52,13.00,03/07/2023,2023.0
27,Duke (ACC),6,5-1,77,12.83,03/07/2023,2023.0
28,Canisius (MAAC),5,0-5,62,12.40,03/07/2023,2023.0
29,St. Bonaventure (Atlantic 10),5,1-4,61,12.20,03/07/2023,2023.0
30,Hobart (Atlantic 10),6,3-3,73,12.17,03/07/2023,2023.0
30,Lafayette (Patriot),6,2-4,73,12.17,03/07/2023,2023.0
32,Air Force (ASUN),5,3-2,60,12.00,03/07/2023,2023.0
32,Mount St. Mary's (MAAC),6,1-5,72,12.00,03/07/2023,2023.0
32,Stony Brook (CAA),5,2-3,60,12.00,03/07/2023,2023.0
35,Bellarmine (ASUN),5,4-1,59,11.80,03/07/2023,2023.0
35,Bryant (America East),5,4-1,59,11.80,03/07/2023,2023.0
35,Marist (MAAC),5,1-4,59,11.80,03/07/2023,2023.0
38,Brown (Ivy League),4,3-1,47,11.75,03/07/2023,2023.0
38,Robert Morris (ASUN),4,3-1,47,11.75,03/07/2023,2023.0
40,Rutgers (Big Ten),6,5-1,70,11.67,03/07/2023,2023.0
41,North Carolina (ACC),5,3-2,58,11.60,03/07/2023,2023.0
42,Marquette (Big East),5,3-2,57,11.40,03/07/2023,2023.0
42,Towson (CAA),5,1-4,57,11.40,03/07/2023,2023.0
44,Virginia (ACC),5,5-0,56,11.20,03/07/2023,2023.0
45,Hofstra (CAA),6,2-4,67,11.17,03/07/2023,2023.0
45,Mercer (ASUN),6,1-5,67,11.17,03/07/2023,2023.0
47,Fairfield (CAA),6,2-4,66,11.00,03/07/2023,2023.0
47,Maryland (Big Ten),5,3-2,55,11.00,03/07/2023,2023.0
47,Villanova (Big East),4,3-1,44,11.00,03/07/2023,2023.0
50,Ohio St. (Big Ten),5,3-2,54,10.80,03/07/2023,2023.0
51,Notre Dame (ACC),4,4-0,43,10.75,03/07/2023,2023.0
52,Cleveland St. (ASUN),3,1-2,32,10.67,03/07/2023,2023.0
53,LIU (MAAC),5,1-4,53,10.60,03/07/2023,2023.0
53,Monmouth (CAA),5,4-1,53,10.60,03/07/2023,2023.0
55,Siena (MAAC),4,2-2,42,10.50,03/07/2023,2023.0
56,Michigan (Big Ten),5,3-2,52,10.40,03/07/2023,2023.0
57,Colgate (Patriot),3,0-3,31,10.33,03/07/2023,2023.0
57,Navy (Patriot),6,3-3,62,10.33,03/07/2023,2023.0
59,Drexel (CAA),4,2-2,41,10.25,03/07/2023,2023.0
60,UMBC (America East),5,4-1,49,9.80,03/07/2023,2023.0
61,Cornell (Ivy League),4,4-0,39,9.75,03/07/2023,2023.0
62,Boston U. (Patriot),4,3-1,38,9.50,03/07/2023,2023.0
63,Bucknell (Patriot),5,1-4,46,9.20,03/07/2023,2023.0
64,Delaware (CAA),6,4-2,55,9.17,03/07/2023,2023.0
65,Richmond (Atlantic 10),6,4-2,54,9.00,03/07/2023,2023.0
66,High Point (Atlantic 10),7,5-2,62,8.86,03/07/2023,2023.0
67,Army West Point (Patriot),5,4-1,43,8.60,03/07/2023,2023.0
68,Hampton (CAA),4,1-3,34,8.50,03/07/2023,2023.0
69,Dartmouth (Ivy League),4,4-0,33,8.25,03/07/2023,2023.0
70,Denver (Big East),5,3-2,40,8.00,03/07/2023,2023.0
71,UAlbany (America East),4,1-3,30,7.50,03/07/2023,2023.0
72,Saint Joseph's (Atlantic 10),4,3-1,24,6.00,03/07/2023,2023.0
-,Merrimack (America East),6,4-2,83,13.83,03/07/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,03/07/2023,2023.0
-,Queens (NC) (ASUN),5,1-4,46,9.20,03/07/2023,2023.0
-,Hartford (DI Independent),1,1-0,9,9.00,03/07/2023,2023.0
1,Yale (Ivy League),3,2-1,53,17.67,03/05/2023,2023.0
2,Holy Cross (Patriot),6,0-6,101,16.83,03/05/2023,2023.0
3,Detroit Mercy (ASUN),3,0-3,48,16.00,03/05/2023,2023.0
3,Syracuse (ACC),6,3-3,96,16.00,03/05/2023,2023.0
5,Wagner (MAAC),5,1-4,78,15.60,03/05/2023,2023.0
6,Quinnipiac (MAAC),4,2-2,62,15.50,03/05/2023,2023.0
7,NJIT (America East),5,1-4,77,15.40,03/05/2023,2023.0
8,Providence (Big East),6,3-3,90,15.00,03/05/2023,2023.0
9,Loyola Maryland (Patriot),5,4-1,74,14.80,03/05/2023,2023.0
10,Penn (Ivy League),3,1-2,44,14.67,03/05/2023,2023.0
11,Manhattan (MAAC),5,3-2,73,14.60,03/05/2023,2023.0
11,Sacred Heart (MAAC),5,0-5,73,14.60,03/05/2023,2023.0
13,Canisius (MAAC),4,0-4,58,14.50,03/05/2023,2023.0
14,Binghamton (America East),4,3-1,57,14.25,03/05/2023,2023.0
14,Princeton (Ivy League),4,2-2,57,14.25,03/05/2023,2023.0
16,Johns Hopkins (Big Ten),6,4-2,85,14.17,03/05/2023,2023.0
17,Massachusetts (Atlantic 10),4,2-2,56,14.00,03/05/2023,2023.0
18,Lehigh (Patriot),4,3-1,55,13.75,03/05/2023,2023.0
19,Vermont (America East),5,2-3,68,13.60,03/05/2023,2023.0
20,Georgetown (Big East),4,1-3,54,13.50,03/05/2023,2023.0
21,Utah (ASUN),5,1-4,67,13.40,03/05/2023,2023.0
22,Hobart (Atlantic 10),5,3-2,66,13.20,03/05/2023,2023.0
22,Penn St. (Big Ten),5,4-1,66,13.20,03/05/2023,2023.0
24,VMI (MAAC),6,3-3,79,13.17,03/05/2023,2023.0
25,Harvard (Ivy League),3,2-1,39,13.00,03/05/2023,2023.0
25,St. John's (NY) (Big East),5,0-5,65,13.00,03/05/2023,2023.0
25,UMass Lowell (America East),4,0-4,52,13.00,03/05/2023,2023.0
28,Duke (ACC),6,5-1,77,12.83,03/05/2023,2023.0
29,Air Force (ASUN),4,2-2,50,12.50,03/05/2023,2023.0
29,Cleveland St. (ASUN),2,0-2,25,12.50,03/05/2023,2023.0
31,St. Bonaventure (Atlantic 10),5,1-4,61,12.20,03/05/2023,2023.0
32,Lafayette (Patriot),6,2-4,73,12.17,03/05/2023,2023.0
33,Mount St. Mary's (MAAC),6,1-5,72,12.00,03/05/2023,2023.0
33,Stony Brook (CAA),5,2-3,60,12.00,03/05/2023,2023.0
35,Bellarmine (ASUN),5,4-1,59,11.80,03/05/2023,2023.0
35,Fairfield (CAA),5,2-3,59,11.80,03/05/2023,2023.0
35,Marist (MAAC),5,1-4,59,11.80,03/05/2023,2023.0
38,Brown (Ivy League),4,3-1,47,11.75,03/05/2023,2023.0
38,Robert Morris (ASUN),4,3-1,47,11.75,03/05/2023,2023.0
38,Virginia (ACC),4,4-0,47,11.75,03/05/2023,2023.0
41,Rutgers (Big Ten),6,5-1,70,11.67,03/05/2023,2023.0
42,North Carolina (ACC),5,3-2,58,11.60,03/05/2023,2023.0
43,Bryant (America East),4,3-1,46,11.50,03/05/2023,2023.0
43,Mercer (ASUN),4,1-3,46,11.50,03/05/2023,2023.0
45,Marquette (Big East),5,3-2,57,11.40,03/05/2023,2023.0
45,Towson (CAA),5,1-4,57,11.40,03/05/2023,2023.0
47,Hofstra (CAA),6,2-4,67,11.17,03/05/2023,2023.0
48,Jacksonville (ASUN),4,3-1,44,11.00,03/05/2023,2023.0
48,Maryland (Big Ten),5,3-2,55,11.00,03/05/2023,2023.0
48,Villanova (Big East),4,3-1,44,11.00,03/05/2023,2023.0
51,Ohio St. (Big Ten),5,3-2,54,10.80,03/05/2023,2023.0
52,Notre Dame (ACC),4,4-0,43,10.75,03/05/2023,2023.0
53,LIU (MAAC),5,1-4,53,10.60,03/05/2023,2023.0
53,Monmouth (CAA),5,4-1,53,10.60,03/05/2023,2023.0
55,Siena (MAAC),4,2-2,42,10.50,03/05/2023,2023.0
56,Michigan (Big Ten),5,3-2,52,10.40,03/05/2023,2023.0
57,Colgate (Patriot),3,0-3,31,10.33,03/05/2023,2023.0
57,Navy (Patriot),6,3-3,62,10.33,03/05/2023,2023.0
59,Drexel (CAA),4,2-2,41,10.25,03/05/2023,2023.0
60,Delaware (CAA),5,3-2,49,9.80,03/05/2023,2023.0
61,Cornell (Ivy League),4,4-0,39,9.75,03/05/2023,2023.0
62,Boston U. (Patriot),4,3-1,38,9.50,03/05/2023,2023.0
63,Bucknell (Patriot),5,1-4,45,9.00,03/05/2023,2023.0
63,Hartford (DI Independent),1,1-0,9,9.00,03/05/2023,2023.0
63,Richmond (Atlantic 10),5,3-2,45,9.00,03/05/2023,2023.0
63,UMBC (America East),4,4-0,36,9.00,03/05/2023,2023.0
67,Dartmouth (Ivy League),3,3-0,26,8.67,03/05/2023,2023.0
68,Army West Point (Patriot),5,4-1,43,8.60,03/05/2023,2023.0
69,Hampton (CAA),4,1-3,34,8.50,03/05/2023,2023.0
70,High Point (Atlantic 10),6,4-2,49,8.17,03/05/2023,2023.0
71,Denver (Big East),5,3-2,40,8.00,03/05/2023,2023.0
72,UAlbany (America East),3,1-2,20,6.67,03/05/2023,2023.0
73,Saint Joseph's (Atlantic 10),4,3-1,24,6.00,03/05/2023,2023.0
-,Merrimack (America East),6,4-2,83,13.83,03/05/2023,2023.0
-,Lindenwood (ASUN),2,1-1,21,10.50,03/05/2023,2023.0
-,Queens (NC) (ASUN),4,1-3,32,8.00,03/05/2023,2023.0
1,Providence (Big East),5,2-3,85,17.00,03/01/2023,2023.0
2,Holy Cross (Patriot),5,0-5,83,16.60,03/01/2023,2023.0
3,NJIT (America East),4,0-4,65,16.25,03/01/2023,2023.0
4,Detroit Mercy (ASUN),2,0-2,32,16.00,03/01/2023,2023.0
4,Quinnipiac (MAAC),3,2-1,48,16.00,03/01/2023,2023.0
6,Binghamton (America East),3,2-1,47,15.67,03/01/2023,2023.0
7,Manhattan (MAAC),4,3-1,62,15.50,03/01/2023,2023.0
8,Loyola Maryland (Patriot),4,3-1,61,15.25,03/01/2023,2023.0
9,Yale (Ivy League),2,1-1,30,15.00,03/01/2023,2023.0
10,Johns Hopkins (Big Ten),5,3-2,74,14.80,03/01/2023,2023.0
10,Syracuse (ACC),5,3-2,74,14.80,03/01/2023,2023.0
12,Wagner (MAAC),4,1-3,59,14.75,03/01/2023,2023.0
13,Jacksonville (ASUN),3,2-1,44,14.67,03/01/2023,2023.0
14,Canisius (MAAC),4,0-4,58,14.50,03/01/2023,2023.0
15,Hobart (Atlantic 10),4,2-2,57,14.25,03/01/2023,2023.0
15,Penn St. (Big Ten),4,3-1,57,14.25,03/01/2023,2023.0
