Rank,Team,Games,W-L,Goals,Per Game,Date,Academic Year
72,UMass Lowell (America East),12,0-12,79,6.58,05/11/2024,2024.0
73,Hampton (CAA),13,0-13,61,4.69,05/11/2024,2024.0
-,Le Moyne (NEC),11,3-8,99,9.00,05/11/2024,2024.0
-,Queens (NC) (ASUN),13,2-11,112,8.62,05/11/2024,2024.0
-,Lindenwood (ASUN),12,0-12,78,6.50,05/11/2024,2024.0
1,Notre Dame (ACC),13,12-1,208,16.00,05/08/2024,2024.0
2,Yale (Ivy League),15,11-4,233,15.53,05/08/2024,2024.0
3,Utah (ASUN),16,12-4,245,15.31,05/08/2024,2024.0
4,Cornell (Ivy League),14,9-5,211,15.07,05/08/2024,2024.0
5,Duke (ACC),17,12-5,253,14.88,05/08/2024,2024.0
6,Syracuse (ACC),16,11-5,237,14.81,05/08/2024,2024.0
7,Towson (CAA),16,13-3,232,14.50,05/08/2024,2024.0
8,Jacksonville (ASUN),18,13-5,258,14.33,05/08/2024,2024.0
9,Virginia (ACC),15,10-5,214,14.27,05/08/2024,2024.0
10,Army West Point (Patriot),14,11-3,198,14.14,05/08/2024,2024.0
11,Harvard (Ivy League),13,8-5,181,13.92,05/08/2024,2024.0
12,Richmond (Atlantic 10),16,10-6,218,13.63,05/08/2024,2024.0
13,Princeton (Ivy League),15,11-4,203,13.53,05/08/2024,2024.0
14,Penn St. (Big Ten),15,11-4,202,13.47,05/08/2024,2024.0
15,High Point (Atlantic 10),16,9-7,214,13.38,05/08/2024,2024.0
16,Sacred Heart (MAAC),18,13-5,240,13.33,05/08/2024,2024.0
17,Bryant (America East),14,9-5,185,13.21,05/08/2024,2024.0
18,Saint Joseph's (Atlantic 10),15,12-3,198,13.20,05/08/2024,2024.0
19,Boston U. (Patriot),17,10-7,224,13.18,05/08/2024,2024.0
20,Quinnipiac (MAAC),14,9-5,183,13.07,05/08/2024,2024.0
21,UAlbany (America East),17,10-7,221,13.00,05/08/2024,2024.0
21,Michigan (Big Ten),16,10-6,208,13.00,05/08/2024,2024.0
23,Colgate (Patriot),15,8-7,194,12.93,05/08/2024,2024.0
24,Georgetown (Big East),15,12-3,193,12.87,05/08/2024,2024.0
25,Delaware (CAA),14,9-5,177,12.64,05/08/2024,2024.0
26,North Carolina (ACC),14,7-7,173,12.36,05/08/2024,2024.0
27,Vermont (America East),16,8-8,197,12.31,05/08/2024,2024.0
28,Hofstra (CAA),15,6-9,183,12.20,05/08/2024,2024.0
28,VMI (MAAC),15,7-8,183,12.20,05/08/2024,2024.0
30,Bellarmine (ASUN),17,9-8,207,12.18,05/08/2024,2024.0
31,UMBC (America East),12,5-7,145,12.08,05/08/2024,2024.0
32,Lafayette (Patriot),13,6-7,157,12.08,05/08/2024,2024.0
33,Denver (Big East),14,11-3,169,12.07,05/08/2024,2024.0
34,Siena (MAAC),16,8-8,193,12.06,05/08/2024,2024.0
35,Binghamton (America East),13,6-7,156,12.00,05/08/2024,2024.0
36,Massachusetts (Atlantic 10),14,6-8,166,11.86,05/08/2024,2024.0
36,Stony Brook (CAA),14,4-10,166,11.86,05/08/2024,2024.0
38,Marist (MAAC),15,8-7,177,11.80,05/08/2024,2024.0
39,NJIT (America East),14,8-6,165,11.79,05/08/2024,2024.0
40,Providence (Big East),15,7-8,175,11.67,05/08/2024,2024.0
41,Johns Hopkins (Big Ten),14,10-4,162,11.57,05/08/2024,2024.0
42,Air Force (ASUN),15,9-6,173,11.53,05/08/2024,2024.0
43,LIU (MAAC),14,10-4,160,11.43,05/08/2024,2024.0
44,Fairfield (CAA),15,8-7,169,11.27,05/08/2024,2024.0
44,Loyola Maryland (Patriot),15,7-8,169,11.27,05/08/2024,2024.0
46,Navy (Patriot),16,9-7,174,10.88,05/08/2024,2024.0
46,Villanova (Big East),16,9-7,174,10.88,05/08/2024,2024.0
48,Penn (Ivy League),15,9-6,163,10.87,05/08/2024,2024.0
49,Lehigh (Patriot),16,10-6,172,10.75,05/08/2024,2024.0
50,Hobart (Atlantic 10),13,4-9,139,10.69,05/08/2024,2024.0
50,Maryland (Big Ten),13,8-5,139,10.69,05/08/2024,2024.0
52,Ohio St. (Big Ten),15,6-9,158,10.53,05/08/2024,2024.0
53,Bucknell (Patriot),14,4-10,146,10.43,05/08/2024,2024.0
53,Rutgers (Big Ten),14,7-7,146,10.43,05/08/2024,2024.0
55,Merrimack (America East),15,6-9,156,10.40,05/08/2024,2024.0
55,Robert Morris (ASUN),15,5-10,156,10.40,05/08/2024,2024.0
57,Dartmouth (Ivy League),13,3-10,131,10.08,05/08/2024,2024.0
58,Marquette (Big East),14,4-10,140,10.00,05/08/2024,2024.0
59,Cleveland St. (ASUN),17,9-8,167,9.82,05/08/2024,2024.0
60,Detroit Mercy (ASUN),13,3-10,127,9.77,05/08/2024,2024.0
61,Drexel (CAA),15,6-9,146,9.73,05/08/2024,2024.0
62,Manhattan (MAAC),17,8-9,165,9.71,05/08/2024,2024.0
63,Canisius (MAAC),15,5-10,144,9.60,05/08/2024,2024.0
64,Monmouth (CAA),13,5-8,124,9.54,05/08/2024,2024.0
65,Mercer (ASUN),14,4-10,131,9.36,05/08/2024,2024.0
66,Brown (Ivy League),14,3-11,130,9.29,05/08/2024,2024.0
67,St. John's (NY) (Big East),15,4-11,137,9.13,05/08/2024,2024.0
68,Holy Cross (Patriot),13,2-11,108,8.31,05/08/2024,2024.0
69,St. Bonaventure (Atlantic 10),12,1-11,95,7.92,05/08/2024,2024.0
70,Mount St. Mary's (MAAC),15,1-14,118,7.87,05/08/2024,2024.0
71,Wagner (MAAC),15,1-14,104,6.93,05/08/2024,2024.0
72,UMass Lowell (America East),12,0-12,79,6.58,05/08/2024,2024.0
73,Hampton (CAA),13,0-13,61,4.69,05/08/2024,2024.0
-,Le Moyne (NEC),11,3-8,99,9.00,05/08/2024,2024.0
-,Queens (NC) (ASUN),13,2-11,112,8.62,05/08/2024,2024.0
-,Lindenwood (ASUN),12,0-12,78,6.50,05/08/2024,2024.0
1,Notre Dame (ACC),13,12-1,208,16.00,05/05/2024,2024.0
2,Yale (Ivy League),15,11-4,233,15.53,05/05/2024,2024.0
3,Utah (ASUN),16,12-4,245,15.31,05/05/2024,2024.0
4,Cornell (Ivy League),14,9-5,211,15.07,05/05/2024,2024.0
5,Duke (ACC),17,12-5,253,14.88,05/05/2024,2024.0
6,Syracuse (ACC),16,11-5,237,14.81,05/05/2024,2024.0
7,Towson (CAA),16,13-3,232,14.50,05/05/2024,2024.0
8,Jacksonville (ASUN),18,13-5,258,14.33,05/05/2024,2024.0
9,Virginia (ACC),15,10-5,214,14.27,05/05/2024,2024.0
10,Army West Point (Patriot),14,11-3,198,14.14,05/05/2024,2024.0
11,Harvard (Ivy League),13,8-5,181,13.92,05/05/2024,2024.0
12,Sacred Heart (MAAC),17,13-4,233,13.71,05/05/2024,2024.0
13,Richmond (Atlantic 10),16,10-6,218,13.63,05/05/2024,2024.0
14,Princeton (Ivy League),15,11-4,203,13.53,05/05/2024,2024.0
15,Penn St. (Big Ten),15,11-4,202,13.47,05/05/2024,2024.0
16,Boston U. (Patriot),16,10-6,214,13.38,05/05/2024,2024.0
16,High Point (Atlantic 10),16,9-7,214,13.38,05/05/2024,2024.0
18,Bryant (America East),14,9-5,185,13.21,05/05/2024,2024.0
19,Saint Joseph's (Atlantic 10),15,12-3,198,13.20,05/05/2024,2024.0
20,Quinnipiac (MAAC),14,9-5,183,13.07,05/05/2024,2024.0
21,Michigan (Big Ten),16,10-6,208,13.00,05/05/2024,2024.0
21,UAlbany (America East),16,9-7,208,13.00,05/05/2024,2024.0
23,Colgate (Patriot),15,8-7,194,12.93,05/05/2024,2024.0
24,Georgetown (Big East),15,12-3,193,12.87,05/05/2024,2024.0
25,Delaware (CAA),14,9-5,177,12.64,05/05/2024,2024.0
26,North Carolina (ACC),14,7-7,173,12.36,05/05/2024,2024.0
27,Vermont (America East),16,8-8,197,12.31,05/05/2024,2024.0
28,Hofstra (CAA),15,6-9,183,12.20,05/05/2024,2024.0
28,VMI (MAAC),15,7-8,183,12.20,05/05/2024,2024.0
30,Bellarmine (ASUN),17,9-8,207,12.18,05/05/2024,2024.0
31,UMBC (America East),12,5-7,145,12.08,05/05/2024,2024.0
32,Lafayette (Patriot),13,6-7,157,12.08,05/05/2024,2024.0
33,Denver (Big East),14,11-3,169,12.07,05/05/2024,2024.0
34,Siena (MAAC),16,8-8,193,12.06,05/05/2024,2024.0
35,Binghamton (America East),13,6-7,156,12.00,05/05/2024,2024.0
36,Massachusetts (Atlantic 10),14,6-8,166,11.86,05/05/2024,2024.0
36,Stony Brook (CAA),14,4-10,166,11.86,05/05/2024,2024.0
38,Marist (MAAC),15,8-7,177,11.80,05/05/2024,2024.0
39,NJIT (America East),14,8-6,165,11.79,05/05/2024,2024.0
40,Providence (Big East),15,7-8,175,11.67,05/05/2024,2024.0
41,Johns Hopkins (Big Ten),14,10-4,162,11.57,05/05/2024,2024.0
42,Air Force (ASUN),15,9-6,173,11.53,05/05/2024,2024.0
43,LIU (MAAC),14,10-4,160,11.43,05/05/2024,2024.0
44,Fairfield (CAA),15,8-7,169,11.27,05/05/2024,2024.0
44,Loyola Maryland (Patriot),15,7-8,169,11.27,05/05/2024,2024.0
46,Navy (Patriot),16,9-7,174,10.88,05/05/2024,2024.0
46,Villanova (Big East),16,9-7,174,10.88,05/05/2024,2024.0
48,Penn (Ivy League),15,9-6,163,10.87,05/05/2024,2024.0
49,Lehigh (Patriot),15,9-6,161,10.73,05/05/2024,2024.0
50,Hobart (Atlantic 10),13,4-9,139,10.69,05/05/2024,2024.0
50,Maryland (Big Ten),13,8-5,139,10.69,05/05/2024,2024.0
52,Ohio St. (Big Ten),15,6-9,158,10.53,05/05/2024,2024.0
53,Bucknell (Patriot),14,4-10,146,10.43,05/05/2024,2024.0
53,Rutgers (Big Ten),14,7-7,146,10.43,05/05/2024,2024.0
55,Merrimack (America East),15,6-9,156,10.40,05/05/2024,2024.0
55,Robert Morris (ASUN),15,5-10,156,10.40,05/05/2024,2024.0
57,Dartmouth (Ivy League),13,3-10,131,10.08,05/05/2024,2024.0
58,Marquette (Big East),14,4-10,140,10.00,05/05/2024,2024.0
59,Cleveland St. (ASUN),17,9-8,167,9.82,05/05/2024,2024.0
60,Detroit Mercy (ASUN),13,3-10,127,9.77,05/05/2024,2024.0
61,Drexel (CAA),15,6-9,146,9.73,05/05/2024,2024.0
62,Manhattan (MAAC),17,8-9,165,9.71,05/05/2024,2024.0
63,Canisius (MAAC),15,5-10,144,9.60,05/05/2024,2024.0
64,Monmouth (CAA),13,5-8,124,9.54,05/05/2024,2024.0
65,Mercer (ASUN),14,4-10,131,9.36,05/05/2024,2024.0
66,Brown (Ivy League),14,3-11,130,9.29,05/05/2024,2024.0
67,St. John's (NY) (Big East),15,4-11,137,9.13,05/05/2024,2024.0
68,Holy Cross (Patriot),13,2-11,108,8.31,05/05/2024,2024.0
69,St. Bonaventure (Atlantic 10),12,1-11,95,7.92,05/05/2024,2024.0
70,Mount St. Mary's (MAAC),15,1-14,118,7.87,05/05/2024,2024.0
71,Wagner (MAAC),15,1-14,104,6.93,05/05/2024,2024.0
72,UMass Lowell (America East),12,0-12,79,6.58,05/05/2024,2024.0
73,Hampton (CAA),13,0-13,61,4.69,05/05/2024,2024.0
-,Le Moyne (NEC),11,3-8,99,9.00,05/05/2024,2024.0
-,Queens (NC) (ASUN),13,2-11,112,8.62,05/05/2024,2024.0
-,Lindenwood (ASUN),12,0-12,78,6.50,05/05/2024,2024.0
1,Notre Dame (ACC),12,11-1,192,16.00,05/04/2024,2024.0
2,Yale (Ivy League),15,11-4,233,15.53,05/04/2024,2024.0
3,Duke (ACC),16,12-4,247,15.44,05/04/2024,2024.0
4,Utah (ASUN),15,11-4,229,15.27,05/04/2024,2024.0
5,Cornell (Ivy League),14,9-5,211,15.07,05/04/2024,2024.0
6,Syracuse (ACC),16,11-5,237,14.81,05/04/2024,2024.0
7,Towson (CAA),16,13-3,232,14.50,05/04/2024,2024.0
8,Jacksonville (ASUN),17,13-4,245,14.41,05/04/2024,2024.0
9,Virginia (ACC),15,10-5,214,14.27,05/04/2024,2024.0
10,Harvard (Ivy League),13,8-5,181,13.92,05/04/2024,2024.0
11,Richmond (Atlantic 10),16,10-6,218,13.63,05/04/2024,2024.0
12,Penn St. (Big Ten),15,11-4,202,13.47,05/04/2024,2024.0
13,Army West Point (Patriot),14,11-3,188,13.43,05/04/2024,2024.0
14,High Point (Atlantic 10),16,9-7,214,13.38,05/04/2024,2024.0
15,Bryant (America East),14,9-5,185,13.21,05/04/2024,2024.0
15,Princeton (Ivy League),14,10-4,185,13.21,05/04/2024,2024.0
17,Saint Joseph's (Atlantic 10),15,12-3,198,13.20,05/04/2024,2024.0
18,Quinnipiac (MAAC),14,9-5,183,13.07,05/04/2024,2024.0
19,Sacred Heart (MAAC),17,13-4,222,13.06,05/04/2024,2024.0
20,Michigan (Big Ten),16,10-6,208,13.00,05/04/2024,2024.0
20,UAlbany (America East),16,9-7,208,13.00,05/04/2024,2024.0
22,Colgate (Patriot),15,8-7,194,12.93,05/04/2024,2024.0
23,Georgetown (Big East),15,12-3,193,12.87,05/04/2024,2024.0
24,Boston U. (Patriot),16,10-6,203,12.69,05/04/2024,2024.0
25,Delaware (CAA),14,9-5,177,12.64,05/04/2024,2024.0
26,North Carolina (ACC),14,7-7,173,12.36,05/04/2024,2024.0
27,Vermont (America East),16,8-8,197,12.31,05/04/2024,2024.0
28,Hofstra (CAA),15,6-9,183,12.20,05/04/2024,2024.0
28,VMI (MAAC),15,7-8,183,12.20,05/04/2024,2024.0
30,Bellarmine (ASUN),17,9-8,207,12.18,05/04/2024,2024.0
31,UMBC (America East),12,5-7,145,12.08,05/04/2024,2024.0
32,Lafayette (Patriot),13,6-7,157,12.08,05/04/2024,2024.0
33,Denver (Big East),14,11-3,169,12.07,05/04/2024,2024.0
34,Siena (MAAC),16,8-8,193,12.06,05/04/2024,2024.0
35,Binghamton (America East),13,6-7,156,12.00,05/04/2024,2024.0
36,Massachusetts (Atlantic 10),14,6-8,166,11.86,05/04/2024,2024.0
36,Stony Brook (CAA),14,4-10,166,11.86,05/04/2024,2024.0
38,Marist (MAAC),15,8-7,177,11.80,05/04/2024,2024.0
39,NJIT (America East),14,8-6,165,11.79,05/04/2024,2024.0
40,Providence (Big East),15,7-8,175,11.67,05/04/2024,2024.0
41,Johns Hopkins (Big Ten),14,10-4,162,11.57,05/04/2024,2024.0
42,Air Force (ASUN),15,9-6,173,11.53,05/04/2024,2024.0
43,LIU (MAAC),14,10-4,160,11.43,05/04/2024,2024.0
44,Fairfield (CAA),15,8-7,169,11.27,05/04/2024,2024.0
44,Loyola Maryland (Patriot),15,7-8,169,11.27,05/04/2024,2024.0
46,Navy (Patriot),16,9-7,174,10.88,05/04/2024,2024.0
46,Villanova (Big East),16,9-7,174,10.88,05/04/2024,2024.0
48,Penn (Ivy League),14,9-5,152,10.86,05/04/2024,2024.0
49,Lehigh (Patriot),15,9-6,161,10.73,05/04/2024,2024.0
50,Hobart (Atlantic 10),13,4-9,139,10.69,05/04/2024,2024.0
50,Maryland (Big Ten),13,8-5,139,10.69,05/04/2024,2024.0
52,Ohio St. (Big Ten),15,6-9,158,10.53,05/04/2024,2024.0
53,Bucknell (Patriot),14,4-10,146,10.43,05/04/2024,2024.0
53,Rutgers (Big Ten),14,7-7,146,10.43,05/04/2024,2024.0
55,Merrimack (America East),15,6-9,156,10.40,05/04/2024,2024.0
55,Robert Morris (ASUN),15,5-10,156,10.40,05/04/2024,2024.0
57,Dartmouth (Ivy League),13,3-10,131,10.08,05/04/2024,2024.0
58,Marquette (Big East),14,4-10,140,10.00,05/04/2024,2024.0
59,Cleveland St. (ASUN),17,9-8,167,9.82,05/04/2024,2024.0
60,Detroit Mercy (ASUN),13,3-10,127,9.77,05/04/2024,2024.0
61,Drexel (CAA),15,6-9,146,9.73,05/04/2024,2024.0
62,Canisius (MAAC),15,5-10,144,9.60,05/04/2024,2024.0
63,Monmouth (CAA),13,5-8,124,9.54,05/04/2024,2024.0
64,Manhattan (MAAC),17,8-9,160,9.41,05/04/2024,2024.0
65,Mercer (ASUN),14,4-10,131,9.36,05/04/2024,2024.0
66,Brown (Ivy League),14,3-11,130,9.29,05/04/2024,2024.0
67,St. John's (NY) (Big East),15,4-11,137,9.13,05/04/2024,2024.0
68,Holy Cross (Patriot),13,2-11,108,8.31,05/04/2024,2024.0
69,St. Bonaventure (Atlantic 10),12,1-11,95,7.92,05/04/2024,2024.0
70,Mount St. Mary's (MAAC),15,1-14,118,7.87,05/04/2024,2024.0
71,Wagner (MAAC),15,1-14,104,6.93,05/04/2024,2024.0
72,UMass Lowell (America East),12,0-12,79,6.58,05/04/2024,2024.0
73,Hampton (CAA),13,0-13,61,4.69,05/04/2024,2024.0
-,Le Moyne (NEC),11,3-8,99,9.00,05/04/2024,2024.0
-,Queens (NC) (ASUN),13,2-11,112,8.62,05/04/2024,2024.0
-,Lindenwood (ASUN),12,0-12,78,6.50,05/04/2024,2024.0
1,Notre Dame (ACC),12,11-1,192,16.00,05/03/2024,2024.0
2,Yale (Ivy League),15,11-4,233,15.53,05/03/2024,2024.0
3,Duke (ACC),16,12-4,247,15.44,05/03/2024,2024.0
4,Utah (ASUN),15,11-4,229,15.27,05/03/2024,2024.0
5,Cornell (Ivy League),14,9-5,211,15.07,05/03/2024,2024.0
6,Syracuse (ACC),16,11-5,237,14.81,05/03/2024,2024.0
7,Towson (CAA),15,12-3,217,14.47,05/03/2024,2024.0
8,Jacksonville (ASUN),17,13-4,245,14.41,05/03/2024,2024.0
9,Virginia (ACC),15,10-5,214,14.27,05/03/2024,2024.0
10,Army West Point (Patriot),14,11-3,198,14.14,05/03/2024,2024.0
10,Penn St. (Big Ten),14,11-3,198,14.14,05/03/2024,2024.0
12,Harvard (Ivy League),13,8-5,181,13.92,05/03/2024,2024.0
13,Sacred Heart (MAAC),16,12-4,222,13.88,05/03/2024,2024.0
14,Richmond (Atlantic 10),15,10-5,205,13.67,05/03/2024,2024.0
15,Boston U. (Patriot),16,10-6,214,13.38,05/03/2024,2024.0
15,High Point (Atlantic 10),16,9-7,214,13.38,05/03/2024,2024.0
17,Bryant (America East),14,9-5,185,13.21,05/03/2024,2024.0
17,Princeton (Ivy League),14,10-4,185,13.21,05/03/2024,2024.0
19,Delaware (CAA),13,9-4,171,13.15,05/03/2024,2024.0
20,Quinnipiac (MAAC),14,9-5,183,13.07,05/03/2024,2024.0
21,UAlbany (America East),15,8-7,196,13.07,05/03/2024,2024.0
22,Georgetown (Big East),14,11-3,182,13.00,05/03/2024,2024.0
23,Colgate (Patriot),15,8-7,194,12.93,05/03/2024,2024.0
24,Saint Joseph's (Atlantic 10),14,11-3,181,12.93,05/03/2024,2024.0
25,Michigan (Big Ten),15,9-6,192,12.80,05/03/2024,2024.0
26,Vermont (America East),15,8-7,186,12.40,05/03/2024,2024.0
27,North Carolina (ACC),14,7-7,173,12.36,05/03/2024,2024.0
28,Hofstra (CAA),15,6-9,183,12.20,05/03/2024,2024.0
28,VMI (MAAC),15,7-8,183,12.20,05/03/2024,2024.0
30,Bellarmine (ASUN),17,9-8,207,12.18,05/03/2024,2024.0
31,UMBC (America East),12,5-7,145,12.08,05/03/2024,2024.0
32,Lafayette (Patriot),13,6-7,157,12.08,05/03/2024,2024.0
33,Denver (Big East),14,11-3,169,12.07,05/03/2024,2024.0
34,Siena (MAAC),16,8-8,193,12.06,05/03/2024,2024.0
35,Binghamton (America East),13,6-7,156,12.00,05/03/2024,2024.0
36,Massachusetts (Atlantic 10),14,6-8,166,11.86,05/03/2024,2024.0
36,Stony Brook (CAA),14,4-10,166,11.86,05/03/2024,2024.0
38,Marist (MAAC),15,8-7,177,11.80,05/03/2024,2024.0
39,NJIT (America East),14,8-6,165,11.79,05/03/2024,2024.0
40,Providence (Big East),15,7-8,175,11.67,05/03/2024,2024.0
41,Johns Hopkins (Big Ten),14,10-4,162,11.57,05/03/2024,2024.0
42,Air Force (ASUN),15,9-6,173,11.53,05/03/2024,2024.0
43,Fairfield (CAA),15,8-7,169,11.27,05/03/2024,2024.0
43,Loyola Maryland (Patriot),15,7-8,169,11.27,05/03/2024,2024.0
45,Villanova (Big East),15,9-6,164,10.93,05/03/2024,2024.0
46,LIU (MAAC),14,10-4,153,10.93,05/03/2024,2024.0
47,Navy (Patriot),16,9-7,174,10.88,05/03/2024,2024.0
48,Penn (Ivy League),14,9-5,152,10.86,05/03/2024,2024.0
49,Lehigh (Patriot),15,9-6,161,10.73,05/03/2024,2024.0
50,Hobart (Atlantic 10),13,4-9,139,10.69,05/03/2024,2024.0
50,Maryland (Big Ten),13,8-5,139,10.69,05/03/2024,2024.0
52,Ohio St. (Big Ten),15,6-9,158,10.53,05/03/2024,2024.0
53,Bucknell (Patriot),14,4-10,146,10.43,05/03/2024,2024.0
53,Rutgers (Big Ten),14,7-7,146,10.43,05/03/2024,2024.0
55,Merrimack (America East),15,6-9,156,10.40,05/03/2024,2024.0
55,Robert Morris (ASUN),15,5-10,156,10.40,05/03/2024,2024.0
57,Dartmouth (Ivy League),13,3-10,131,10.08,05/03/2024,2024.0
58,Marquette (Big East),14,4-10,140,10.00,05/03/2024,2024.0
59,Cleveland St. (ASUN),17,9-8,167,9.82,05/03/2024,2024.0
60,Detroit Mercy (ASUN),13,3-10,127,9.77,05/03/2024,2024.0
61,Drexel (CAA),15,6-9,146,9.73,05/03/2024,2024.0
62,Canisius (MAAC),15,5-10,144,9.60,05/03/2024,2024.0
63,Monmouth (CAA),13,5-8,124,9.54,05/03/2024,2024.0
64,Manhattan (MAAC),16,8-8,152,9.50,05/03/2024,2024.0
65,Mercer (ASUN),14,4-10,131,9.36,05/03/2024,2024.0
66,Brown (Ivy League),14,3-11,130,9.29,05/03/2024,2024.0
67,St. John's (NY) (Big East),15,4-11,137,9.13,05/03/2024,2024.0
68,Holy Cross (Patriot),13,2-11,108,8.31,05/03/2024,2024.0
69,St. Bonaventure (Atlantic 10),12,1-11,95,7.92,05/03/2024,2024.0
70,Mount St. Mary's (MAAC),15,1-14,118,7.87,05/03/2024,2024.0
71,Wagner (MAAC),15,1-14,104,6.93,05/03/2024,2024.0
72,UMass Lowell (America East),12,0-12,79,6.58,05/03/2024,2024.0
73,Hampton (CAA),13,0-13,61,4.69,05/03/2024,2024.0
-,Le Moyne (NEC),11,3-8,99,9.00,05/03/2024,2024.0
-,Queens (NC) (ASUN),13,2-11,112,8.62,05/03/2024,2024.0
-,Lindenwood (ASUN),12,0-12,78,6.50,05/03/2024,2024.0
1,Yale (Ivy League),14,11-3,223,15.93,05/02/2024,2024.0
2,Notre Dame (ACC),11,10-1,174,15.82,05/02/2024,2024.0
3,Cornell (Ivy League),13,9-4,202,15.54,05/02/2024,2024.0
4,Duke (ACC),15,11-4,229,15.27,05/02/2024,2024.0
5,Syracuse (ACC),15,11-4,224,14.93,05/02/2024,2024.0
6,Utah (ASUN),14,10-4,208,14.86,05/02/2024,2024.0
7,Virginia (ACC),14,10-4,205,14.64,05/02/2024,2024.0
8,Towson (CAA),15,12-3,217,14.47,05/02/2024,2024.0
9,Army West Point (Patriot),13,11-2,188,14.46,05/02/2024,2024.0
10,Jacksonville (ASUN),16,12-4,230,14.38,05/02/2024,2024.0
11,Penn St. (Big Ten),14,11-3,198,14.14,05/02/2024,2024.0
12,Harvard (Ivy League),13,8-5,181,13.92,05/02/2024,2024.0
13,Sacred Heart (MAAC),16,12-4,222,13.88,05/02/2024,2024.0
14,Richmond (Atlantic 10),15,10-5,205,13.67,05/02/2024,2024.0
15,Boston U. (Patriot),15,9-6,203,13.53,05/02/2024,2024.0
16,High Point (Atlantic 10),16,9-7,214,13.38,05/02/2024,2024.0
17,Bryant (America East),14,9-5,185,13.21,05/02/2024,2024.0
18,Delaware (CAA),13,9-4,171,13.15,05/02/2024,2024.0
18,Princeton (Ivy League),13,9-4,171,13.15,05/02/2024,2024.0
20,Quinnipiac (MAAC),14,9-5,183,13.07,05/02/2024,2024.0
21,UAlbany (America East),15,8-7,196,13.07,05/02/2024,2024.0
22,Georgetown (Big East),14,11-3,182,13.00,05/02/2024,2024.0
23,Colgate (Patriot),15,8-7,194,12.93,05/02/2024,2024.0
24,Saint Joseph's (Atlantic 10),14,11-3,181,12.93,05/02/2024,2024.0
25,Michigan (Big Ten),15,9-6,192,12.80,05/02/2024,2024.0
26,Vermont (America East),15,8-7,186,12.40,05/02/2024,2024.0
27,North Carolina (ACC),14,7-7,173,12.36,05/02/2024,2024.0
28,Hofstra (CAA),15,6-9,183,12.20,05/02/2024,2024.0
28,VMI (MAAC),15,7-8,183,12.20,05/02/2024,2024.0
30,Bellarmine (ASUN),17,9-8,207,12.18,05/02/2024,2024.0
31,UMBC (America East),12,5-7,145,12.08,05/02/2024,2024.0
32,Lafayette (Patriot),13,6-7,157,12.08,05/02/2024,2024.0
33,Denver (Big East),14,11-3,169,12.07,05/02/2024,2024.0
34,Siena (MAAC),16,8-8,193,12.06,05/02/2024,2024.0
35,Binghamton (America East),13,6-7,156,12.00,05/02/2024,2024.0
36,Massachusetts (Atlantic 10),14,6-8,166,11.86,05/02/2024,2024.0
36,Stony Brook (CAA),14,4-10,166,11.86,05/02/2024,2024.0
38,Marist (MAAC),15,8-7,177,11.80,05/02/2024,2024.0
39,NJIT (America East),14,8-6,165,11.79,05/02/2024,2024.0
40,Providence (Big East),15,7-8,175,11.67,05/02/2024,2024.0
41,Air Force (ASUN),14,9-5,163,11.64,05/02/2024,2024.0
42,Johns Hopkins (Big Ten),14,10-4,162,11.57,05/02/2024,2024.0
43,Fairfield (CAA),15,8-7,169,11.27,05/02/2024,2024.0
43,Loyola Maryland (Patriot),15,7-8,169,11.27,05/02/2024,2024.0
45,Navy (Patriot),15,9-6,166,11.07,05/02/2024,2024.0
46,Villanova (Big East),15,9-6,164,10.93,05/02/2024,2024.0
47,LIU (MAAC),14,10-4,153,10.93,05/02/2024,2024.0
48,Hobart (Atlantic 10),13,4-9,139,10.69,05/02/2024,2024.0
48,Maryland (Big Ten),13,8-5,139,10.69,05/02/2024,2024.0
48,Penn (Ivy League),13,8-5,139,10.69,05/02/2024,2024.0
51,Lehigh (Patriot),14,8-6,149,10.64,05/02/2024,2024.0
52,Ohio St. (Big Ten),15,6-9,158,10.53,05/02/2024,2024.0
53,Bucknell (Patriot),14,4-10,146,10.43,05/02/2024,2024.0
53,Rutgers (Big Ten),14,7-7,146,10.43,05/02/2024,2024.0
55,Merrimack (America East),15,6-9,156,10.40,05/02/2024,2024.0
55,Robert Morris (ASUN),15,5-10,156,10.40,05/02/2024,2024.0
57,Cleveland St. (ASUN),16,9-7,162,10.13,05/02/2024,2024.0
58,Dartmouth (Ivy League),13,3-10,131,10.08,05/02/2024,2024.0
59,Marquette (Big East),14,4-10,140,10.00,05/02/2024,2024.0
60,Detroit Mercy (ASUN),13,3-10,127,9.77,05/02/2024,2024.0
61,Drexel (CAA),15,6-9,146,9.73,05/02/2024,2024.0
62,Canisius (MAAC),15,5-10,144,9.60,05/02/2024,2024.0
63,Monmouth (CAA),13,5-8,124,9.54,05/02/2024,2024.0
64,Manhattan (MAAC),16,8-8,152,9.50,05/02/2024,2024.0
65,Mercer (ASUN),14,4-10,131,9.36,05/02/2024,2024.0
66,Brown (Ivy League),14,3-11,130,9.29,05/02/2024,2024.0
67,St. John's (NY) (Big East),15,4-11,137,9.13,05/02/2024,2024.0
68,Holy Cross (Patriot),13,2-11,108,8.31,05/02/2024,2024.0
69,St. Bonaventure (Atlantic 10),12,1-11,95,7.92,05/02/2024,2024.0
70,Mount St. Mary's (MAAC),15,1-14,118,7.87,05/02/2024,2024.0
