Rank,Team,Games,W-L,FOs Won,FOs Lost,TM FOT,Pct.,Date,Academic Year
25,Jacksonville (ASUN),14,11-3,215,180,395,0.544,04/23/2023,2023.0
26,Virginia (ACC),12,9-3,221,186,407,0.543,04/23/2023,2023.0
27,Towson (CAA),13,5-8,184,155,339,0.543,04/23/2023,2023.0
28,Marquette (Big East),13,6-7,200,177,377,0.531,04/23/2023,2023.0
29,Robert Morris (ASUN),13,7-6,192,172,364,0.527,04/23/2023,2023.0
30,Utah (ASUN),13,9-4,204,189,393,0.519,04/23/2023,2023.0
31,Manhattan (MAAC),14,10-4,148,141,289,0.512,04/23/2023,2023.0
32,Hobart (Atlantic 10),12,5-7,193,185,378,0.511,04/23/2023,2023.0
33,Boston U. (Patriot),12,9-3,171,168,339,0.504,04/23/2023,2023.0
34,UAlbany (America East),12,5-7,152,150,302,0.503,04/23/2023,2023.0
35,Cornell (Ivy League),12,10-2,170,170,340,0.500,04/23/2023,2023.0
36,Delaware (CAA),13,10-3,176,177,353,0.499,04/23/2023,2023.0
37,Bellarmine (ASUN),14,10-4,191,193,384,0.497,04/23/2023,2023.0
38,Richmond (Atlantic 10),12,8-4,159,161,320,0.497,04/23/2023,2023.0
39,Colgate (Patriot),10,1-9,127,129,256,0.496,04/23/2023,2023.0
40,North Carolina (ACC),13,7-6,188,191,379,0.496,04/23/2023,2023.0
41,Yale (Ivy League),11,7-4,167,170,337,0.496,04/23/2023,2023.0
42,VMI (MAAC),15,6-9,198,204,402,0.493,04/23/2023,2023.0
43,Penn St. (Big Ten),12,9-3,162,169,331,0.489,04/23/2023,2023.0
44,Johns Hopkins (Big Ten),15,11-4,200,209,409,0.489,04/23/2023,2023.0
45,NJIT (America East),12,2-10,156,165,321,0.486,04/23/2023,2023.0
46,Marist (MAAC),14,7-7,189,200,389,0.486,04/23/2023,2023.0
47,Stony Brook (CAA),13,7-6,178,193,371,0.480,04/23/2023,2023.0
48,St. Bonaventure (Atlantic 10),13,1-12,158,173,331,0.477,04/23/2023,2023.0
49,Canisius (MAAC),15,2-13,195,215,410,0.476,04/23/2023,2023.0
50,UMBC (America East),12,8-4,141,157,298,0.473,04/23/2023,2023.0
51,Cleveland St. (ASUN),12,5-7,139,157,296,0.470,04/23/2023,2023.0
52,Sacred Heart (MAAC),14,5-9,165,192,357,0.462,04/23/2023,2023.0
53,Princeton (Ivy League),11,6-5,145,170,315,0.460,04/23/2023,2023.0
54,Fairfield (CAA),13,4-9,167,198,365,0.458,04/23/2023,2023.0
55,LIU (MAAC),14,5-9,167,199,366,0.456,04/23/2023,2023.0
56,Ohio St. (Big Ten),13,5-8,164,198,362,0.453,04/23/2023,2023.0
57,Lafayette (Patriot),14,6-8,171,209,380,0.450,04/23/2023,2023.0
58,Hampton (CAA),13,2-11,148,181,329,0.450,04/23/2023,2023.0
59,Harvard (Ivy League),11,5-6,145,178,323,0.449,04/23/2023,2023.0
60,Notre Dame (ACC),10,9-1,133,168,301,0.442,04/23/2023,2023.0
61,Loyola Maryland (Patriot),13,7-6,149,195,344,0.433,04/23/2023,2023.0
62,Siena (MAAC),13,7-6,144,195,339,0.425,04/23/2023,2023.0
63,Penn (Ivy League),11,6-5,126,171,297,0.424,04/23/2023,2023.0
64,Syracuse (ACC),14,8-6,174,237,411,0.423,04/23/2023,2023.0
65,Holy Cross (Patriot),13,1-12,151,206,357,0.423,04/23/2023,2023.0
66,Bucknell (Patriot),12,3-9,134,192,326,0.411,04/23/2023,2023.0
67,Air Force (ASUN),14,9-5,146,217,363,0.402,04/23/2023,2023.0
68,Wagner (MAAC),14,3-11,125,187,312,0.401,04/23/2023,2023.0
69,Providence (Big East),13,5-8,143,231,374,0.382,04/23/2023,2023.0
70,Detroit Mercy (ASUN),12,2-10,115,215,330,0.348,04/23/2023,2023.0
71,UMass Lowell (America East),12,0-12,112,210,322,0.348,04/23/2023,2023.0
72,St. John's (NY) (Big East),13,0-13,88,240,328,0.268,04/23/2023,2023.0
-,Hartford (DI Independent),6,6-0,99,36,135,0.733,04/23/2023,2023.0
-,Lindenwood (ASUN),11,2-9,138,168,306,0.451,04/23/2023,2023.0
-,Merrimack (America East),12,6-6,127,183,310,0.410,04/23/2023,2023.0
-,Queens (NC) (ASUN),13,2-11,138,220,358,0.385,04/23/2023,2023.0
1,Lehigh (Patriot),11,8-3,201,112,313,0.642,04/18/2023,2023.0
2,Saint Joseph's (Atlantic 10),12,8-4,220,124,344,0.640,04/18/2023,2023.0
3,Maryland (Big Ten),11,8-3,180,110,290,0.621,04/18/2023,2023.0
4,Army West Point (Patriot),11,9-2,166,102,268,0.619,04/18/2023,2023.0
5,Duke (ACC),13,11-2,234,147,381,0.614,04/18/2023,2023.0
6,Denver (Big East),11,7-4,161,107,268,0.601,04/18/2023,2023.0
7,Michigan (Big Ten),11,5-6,190,128,318,0.597,04/18/2023,2023.0
8,Mount St. Mary's (MAAC),14,8-6,214,150,364,0.588,04/18/2023,2023.0
9,Bryant (America East),11,8-3,198,140,338,0.586,04/18/2023,2023.0
10,Brown (Ivy League),11,5-6,185,133,318,0.582,04/18/2023,2023.0
11,Mercer (ASUN),13,4-9,204,150,354,0.576,04/18/2023,2023.0
12,Dartmouth (Ivy League),10,6-4,170,128,298,0.570,04/18/2023,2023.0
13,Vermont (America East),11,7-4,161,122,283,0.569,04/18/2023,2023.0
14,Binghamton (America East),11,8-3,178,137,315,0.565,04/18/2023,2023.0
15,Monmouth (CAA),12,5-7,163,127,290,0.562,04/18/2023,2023.0
16,Navy (Patriot),13,7-6,177,140,317,0.558,04/18/2023,2023.0
17,Massachusetts (Atlantic 10),11,7-4,132,105,237,0.557,04/18/2023,2023.0
18,Hofstra (CAA),12,4-8,162,129,291,0.557,04/18/2023,2023.0
19,Quinnipiac (MAAC),12,6-6,188,151,339,0.555,04/18/2023,2023.0
20,High Point (Atlantic 10),13,7-6,217,175,392,0.554,04/18/2023,2023.0
21,Towson (CAA),12,4-8,171,138,309,0.553,04/18/2023,2023.0
22,Drexel (CAA),11,7-4,162,131,293,0.553,04/18/2023,2023.0
23,Georgetown (Big East),11,8-3,176,145,321,0.548,04/18/2023,2023.0
24,Marquette (Big East),12,6-6,187,155,342,0.547,04/18/2023,2023.0
25,Virginia (ACC),11,8-3,202,171,373,0.542,04/18/2023,2023.0
26,Rutgers (Big Ten),12,8-4,171,145,316,0.541,04/18/2023,2023.0
27,Villanova (Big East),12,9-3,172,147,319,0.539,04/18/2023,2023.0
28,Jacksonville (ASUN),13,11-2,195,172,367,0.531,04/18/2023,2023.0
29,Utah (ASUN),12,8-4,204,189,393,0.519,04/18/2023,2023.0
30,Boston U. (Patriot),11,8-3,160,151,311,0.514,04/18/2023,2023.0
31,Cornell (Ivy League),11,9-2,159,152,311,0.511,04/18/2023,2023.0
32,Richmond (Atlantic 10),11,7-4,142,139,281,0.505,04/18/2023,2023.0
33,Hobart (Atlantic 10),11,5-6,170,167,337,0.504,04/18/2023,2023.0
34,Penn St. (Big Ten),11,8-3,154,154,308,0.500,04/18/2023,2023.0
35,Delaware (CAA),12,9-3,159,160,319,0.498,04/18/2023,2023.0
36,Manhattan (MAAC),13,9-4,138,140,278,0.496,04/18/2023,2023.0
37,VMI (MAAC),14,6-8,186,189,375,0.496,04/18/2023,2023.0
38,Robert Morris (ASUN),12,6-6,163,167,330,0.494,04/18/2023,2023.0
39,Yale (Ivy League),10,6-4,154,160,314,0.490,04/18/2023,2023.0
40,UAlbany (America East),10,4-6,123,129,252,0.488,04/18/2023,2023.0
41,Johns Hopkins (Big Ten),14,10-4,186,196,382,0.487,04/18/2023,2023.0
42,Colgate (Patriot),9,1-8,110,116,226,0.487,04/18/2023,2023.0
43,Stony Brook (CAA),12,6-6,163,173,336,0.485,04/18/2023,2023.0
44,Bellarmine (ASUN),13,9-4,175,186,361,0.485,04/18/2023,2023.0
45,St. Bonaventure (Atlantic 10),12,1-11,146,157,303,0.482,04/18/2023,2023.0
46,North Carolina (ACC),12,7-5,168,181,349,0.481,04/18/2023,2023.0
47,NJIT (America East),11,2-9,142,153,295,0.481,04/18/2023,2023.0
48,Marist (MAAC),13,6-7,174,188,362,0.481,04/18/2023,2023.0
49,Canisius (MAAC),14,2-12,184,199,383,0.480,04/18/2023,2023.0
50,Ohio St. (Big Ten),12,5-7,156,169,325,0.480,04/18/2023,2023.0
51,UMBC (America East),11,7-4,129,143,272,0.474,04/18/2023,2023.0
52,Cleveland St. (ASUN),11,5-6,139,157,296,0.470,04/18/2023,2023.0
53,LIU (MAAC),13,5-8,153,178,331,0.462,04/18/2023,2023.0
54,Princeton (Ivy League),10,5-5,130,155,285,0.456,04/18/2023,2023.0
55,Notre Dame (ACC),9,8-1,123,148,271,0.454,04/18/2023,2023.0
56,Sacred Heart (MAAC),13,4-9,149,181,330,0.452,04/18/2023,2023.0
57,Hampton (CAA),12,2-10,138,168,306,0.451,04/18/2023,2023.0
58,Siena (MAAC),12,6-6,139,172,311,0.447,04/18/2023,2023.0
59,Fairfield (CAA),12,4-8,147,183,330,0.445,04/18/2023,2023.0
60,Harvard (Ivy League),10,5-5,130,163,293,0.444,04/18/2023,2023.0
61,Penn (Ivy League),10,5-5,117,153,270,0.433,04/18/2023,2023.0
62,Loyola Maryland (Patriot),12,6-6,136,178,314,0.433,04/18/2023,2023.0
63,Lafayette (Patriot),13,5-8,151,198,349,0.433,04/18/2023,2023.0
64,Holy Cross (Patriot),13,1-12,151,206,357,0.423,04/18/2023,2023.0
65,Syracuse (ACC),13,8-5,159,218,377,0.422,04/18/2023,2023.0
66,Bucknell (Patriot),11,3-8,123,172,295,0.417,04/18/2023,2023.0
67,Wagner (MAAC),13,3-10,124,177,301,0.412,04/18/2023,2023.0
68,Air Force (ASUN),13,8-5,138,197,335,0.412,04/18/2023,2023.0
69,Providence (Big East),12,5-7,133,216,349,0.381,04/18/2023,2023.0
70,UMass Lowell (America East),11,0-11,108,187,295,0.366,04/18/2023,2023.0
71,Detroit Mercy (ASUN),11,2-9,109,198,307,0.355,04/18/2023,2023.0
72,St. John's (NY) (Big East),12,0-12,88,240,328,0.268,04/18/2023,2023.0
-,Hartford (DI Independent),5,5-0,86,28,114,0.754,04/18/2023,2023.0
-,Lindenwood (ASUN),10,2-8,132,140,272,0.485,04/18/2023,2023.0
-,Merrimack (America East),11,6-5,119,164,283,0.420,04/18/2023,2023.0
-,Queens (NC) (ASUN),12,2-10,130,202,332,0.392,04/18/2023,2023.0
1,Lehigh (Patriot),11,8-3,201,112,313,0.642,04/16/2023,2023.0
2,Saint Joseph's (Atlantic 10),12,8-4,220,124,344,0.640,04/16/2023,2023.0
3,Maryland (Big Ten),11,8-3,180,110,290,0.621,04/16/2023,2023.0
4,Army West Point (Patriot),11,9-2,166,102,268,0.619,04/16/2023,2023.0
5,Duke (ACC),13,11-2,234,147,381,0.614,04/16/2023,2023.0
6,Denver (Big East),11,7-4,161,107,268,0.601,04/16/2023,2023.0
7,Michigan (Big Ten),11,5-6,190,128,318,0.597,04/16/2023,2023.0
8,Mount St. Mary's (MAAC),14,8-6,214,150,364,0.588,04/16/2023,2023.0
9,Bryant (America East),11,8-3,198,140,338,0.586,04/16/2023,2023.0
10,Brown (Ivy League),11,5-6,185,133,318,0.582,04/16/2023,2023.0
11,Mercer (ASUN),13,4-9,204,150,354,0.576,04/16/2023,2023.0
12,Dartmouth (Ivy League),10,6-4,170,128,298,0.570,04/16/2023,2023.0
13,Vermont (America East),11,7-4,160,123,283,0.565,04/16/2023,2023.0
14,Binghamton (America East),11,8-3,178,137,315,0.565,04/16/2023,2023.0
15,Monmouth (CAA),12,5-7,163,128,291,0.560,04/16/2023,2023.0
16,Navy (Patriot),13,7-6,177,140,317,0.558,04/16/2023,2023.0
17,Massachusetts (Atlantic 10),11,7-4,132,105,237,0.557,04/16/2023,2023.0
18,Hofstra (CAA),12,4-8,162,129,291,0.557,04/16/2023,2023.0
19,Quinnipiac (MAAC),12,6-6,188,151,339,0.555,04/16/2023,2023.0
20,High Point (Atlantic 10),13,7-6,217,175,392,0.554,04/16/2023,2023.0
21,Towson (CAA),12,4-8,171,138,309,0.553,04/16/2023,2023.0
22,Drexel (CAA),11,7-4,162,131,293,0.553,04/16/2023,2023.0
23,Marquette (Big East),12,6-6,187,155,342,0.547,04/16/2023,2023.0
24,Virginia (ACC),11,8-3,202,171,373,0.542,04/16/2023,2023.0
25,Rutgers (Big Ten),12,8-4,171,145,316,0.541,04/16/2023,2023.0
26,Georgetown (Big East),10,7-3,155,132,287,0.540,04/16/2023,2023.0
27,Villanova (Big East),12,9-3,172,147,319,0.539,04/16/2023,2023.0
28,Jacksonville (ASUN),13,11-2,195,172,367,0.531,04/16/2023,2023.0
29,Utah (ASUN),12,8-4,204,189,393,0.519,04/16/2023,2023.0
30,Boston U. (Patriot),11,8-3,160,151,311,0.514,04/16/2023,2023.0
31,Cornell (Ivy League),11,9-2,159,152,311,0.511,04/16/2023,2023.0
32,Richmond (Atlantic 10),11,7-4,142,139,281,0.505,04/16/2023,2023.0
33,Hobart (Atlantic 10),11,5-6,170,167,337,0.504,04/16/2023,2023.0
34,Penn St. (Big Ten),11,8-3,154,154,308,0.500,04/16/2023,2023.0
35,Delaware (CAA),12,9-3,159,160,319,0.498,04/16/2023,2023.0
36,Manhattan (MAAC),13,9-4,138,140,278,0.496,04/16/2023,2023.0
37,VMI (MAAC),14,6-8,186,189,375,0.496,04/16/2023,2023.0
38,Robert Morris (ASUN),12,6-6,162,168,330,0.491,04/16/2023,2023.0
39,Yale (Ivy League),10,6-4,154,160,314,0.490,04/16/2023,2023.0
40,UAlbany (America East),10,4-6,123,129,252,0.488,04/16/2023,2023.0
41,Johns Hopkins (Big Ten),14,10-4,186,196,382,0.487,04/16/2023,2023.0
42,Colgate (Patriot),9,1-8,110,116,226,0.487,04/16/2023,2023.0
43,Stony Brook (CAA),12,6-6,163,173,336,0.485,04/16/2023,2023.0
44,Bellarmine (ASUN),13,9-4,175,186,361,0.485,04/16/2023,2023.0
45,St. Bonaventure (Atlantic 10),12,1-11,146,157,303,0.482,04/16/2023,2023.0
46,North Carolina (ACC),12,7-5,168,181,349,0.481,04/16/2023,2023.0
47,NJIT (America East),11,2-9,142,153,295,0.481,04/16/2023,2023.0
48,Marist (MAAC),13,6-7,174,188,362,0.481,04/16/2023,2023.0
49,Canisius (MAAC),14,2-12,184,199,383,0.480,04/16/2023,2023.0
50,Ohio St. (Big Ten),12,5-7,156,169,325,0.480,04/16/2023,2023.0
51,UMBC (America East),11,7-4,129,143,272,0.474,04/16/2023,2023.0
52,Cleveland St. (ASUN),11,5-6,139,157,296,0.470,04/16/2023,2023.0
53,LIU (MAAC),13,5-8,153,178,331,0.462,04/16/2023,2023.0
54,Princeton (Ivy League),10,5-5,130,155,285,0.456,04/16/2023,2023.0
55,Notre Dame (ACC),9,8-1,123,148,271,0.454,04/16/2023,2023.0
56,Sacred Heart (MAAC),13,4-9,149,181,330,0.452,04/16/2023,2023.0
57,Hampton (CAA),12,2-10,138,168,306,0.451,04/16/2023,2023.0
58,Fairfield (CAA),12,4-8,148,183,331,0.447,04/16/2023,2023.0
59,Harvard (Ivy League),10,5-5,131,162,293,0.447,04/16/2023,2023.0
60,Siena (MAAC),12,6-6,139,172,311,0.447,04/16/2023,2023.0
61,Loyola Maryland (Patriot),11,6-5,123,157,280,0.439,04/16/2023,2023.0
62,Penn (Ivy League),10,5-5,117,153,270,0.433,04/16/2023,2023.0
63,Lafayette (Patriot),13,5-8,151,198,349,0.433,04/16/2023,2023.0
64,Syracuse (ACC),13,8-5,159,218,377,0.422,04/16/2023,2023.0
65,Bucknell (Patriot),11,3-8,123,172,295,0.417,04/16/2023,2023.0
66,Wagner (MAAC),13,3-10,124,177,301,0.412,04/16/2023,2023.0
67,Air Force (ASUN),13,8-5,138,197,335,0.412,04/16/2023,2023.0
68,Holy Cross (Patriot),12,0-12,135,199,334,0.404,04/16/2023,2023.0
69,Providence (Big East),12,5-7,133,216,349,0.381,04/16/2023,2023.0
70,UMass Lowell (America East),10,0-10,101,171,272,0.371,04/16/2023,2023.0
71,Detroit Mercy (ASUN),11,2-9,109,198,307,0.355,04/16/2023,2023.0
72,St. John's (NY) (Big East),12,0-12,88,240,328,0.268,04/16/2023,2023.0
-,Hartford (DI Independent),5,5-0,86,28,114,0.754,04/16/2023,2023.0
-,Lindenwood (ASUN),10,2-8,132,140,272,0.485,04/16/2023,2023.0
-,Merrimack (America East),11,6-5,119,164,283,0.420,04/16/2023,2023.0
-,Queens (NC) (ASUN),12,2-10,131,201,332,0.395,04/16/2023,2023.0
1,Lehigh (Patriot),10,7-3,184,102,286,0.643,04/13/2023,2023.0
2,Saint Joseph's (Atlantic 10),11,7-4,204,116,320,0.638,04/13/2023,2023.0
3,Army West Point (Patriot),10,9-1,153,91,244,0.627,04/13/2023,2023.0
4,Maryland (Big Ten),10,7-3,166,103,269,0.617,04/13/2023,2023.0
5,Duke (ACC),12,10-2,213,136,349,0.610,04/13/2023,2023.0
6,Michigan (Big Ten),10,5-5,176,118,294,0.599,04/13/2023,2023.0
7,Vermont (America East),10,6-4,151,104,255,0.592,04/13/2023,2023.0
8,Mount St. Mary's (MAAC),13,7-6,196,140,336,0.583,04/13/2023,2023.0
9,Mercer (ASUN),12,4-8,184,133,317,0.580,04/13/2023,2023.0
10,Denver (Big East),10,6-4,140,102,242,0.579,04/13/2023,2023.0
11,Bryant (America East),10,8-2,179,131,310,0.577,04/13/2023,2023.0
12,Binghamton (America East),10,7-3,163,120,283,0.576,04/13/2023,2023.0
13,Dartmouth (Ivy League),9,6-3,156,115,271,0.576,04/13/2023,2023.0
14,Hofstra (CAA),11,3-8,156,116,272,0.574,04/13/2023,2023.0
15,Brown (Ivy League),10,5-5,163,125,288,0.566,04/13/2023,2023.0
16,Virginia (ACC),10,8-2,191,150,341,0.560,04/13/2023,2023.0
17,Towson (CAA),11,3-8,159,125,284,0.560,04/13/2023,2023.0
18,Rutgers (Big Ten),11,8-3,164,131,295,0.556,04/13/2023,2023.0
19,Marquette (Big East),11,6-5,171,138,309,0.553,04/13/2023,2023.0
20,High Point (Atlantic 10),12,7-5,203,164,367,0.553,04/13/2023,2023.0
21,Quinnipiac (MAAC),11,5-6,169,139,308,0.549,04/13/2023,2023.0
22,Massachusetts (Atlantic 10),10,6-4,119,98,217,0.548,04/13/2023,2023.0
23,Monmouth (CAA),11,5-6,141,117,258,0.547,04/13/2023,2023.0
24,Navy (Patriot),12,6-6,163,136,299,0.545,04/13/2023,2023.0
25,Drexel (CAA),10,7-3,149,125,274,0.544,04/13/2023,2023.0
26,Georgetown (Big East),9,6-3,138,116,254,0.543,04/13/2023,2023.0
27,Villanova (Big East),11,8-3,154,133,287,0.537,04/13/2023,2023.0
28,Utah (ASUN),11,7-4,187,169,356,0.525,04/13/2023,2023.0
29,Hobart (Atlantic 10),10,5-5,162,151,313,0.518,04/13/2023,2023.0
30,Jacksonville (ASUN),12,10-2,178,166,344,0.517,04/13/2023,2023.0
31,Cornell (Ivy League),10,8-2,148,139,287,0.516,04/13/2023,2023.0
32,Yale (Ivy League),9,5-4,146,138,284,0.514,04/13/2023,2023.0
33,Boston U. (Patriot),10,7-3,145,138,283,0.512,04/13/2023,2023.0
34,Richmond (Atlantic 10),10,6-4,131,125,256,0.512,04/13/2023,2023.0
35,Penn St. (Big Ten),10,7-3,144,140,284,0.507,04/13/2023,2023.0
36,Delaware (CAA),11,8-3,149,145,294,0.507,04/13/2023,2023.0
37,VMI (MAAC),13,6-7,174,170,344,0.506,04/13/2023,2023.0
38,Colgate (Patriot),8,1-7,100,99,199,0.503,04/13/2023,2023.0
39,Ohio St. (Big Ten),11,5-6,148,148,296,0.500,04/13/2023,2023.0
40,St. Bonaventure (Atlantic 10),11,1-10,139,144,283,0.491,04/13/2023,2023.0
41,Cleveland St. (ASUN),10,5-5,133,139,272,0.489,04/13/2023,2023.0
42,Manhattan (MAAC),12,9-3,126,132,258,0.488,04/13/2023,2023.0
43,Robert Morris (ASUN),11,5-6,147,155,302,0.487,04/13/2023,2023.0
44,Canisius (MAAC),13,2-11,176,188,364,0.484,04/13/2023,2023.0
45,NJIT (America East),10,2-8,131,140,271,0.483,04/13/2023,2023.0
46,UAlbany (America East),9,3-6,110,118,228,0.482,04/13/2023,2023.0
47,Marist (MAAC),12,5-7,158,174,332,0.476,04/13/2023,2023.0
48,Stony Brook (CAA),11,6-5,148,163,311,0.476,04/13/2023,2023.0
49,Johns Hopkins (Big Ten),13,9-4,165,188,353,0.467,04/13/2023,2023.0
50,UMBC (America East),10,7-3,112,128,240,0.467,04/13/2023,2023.0
51,Bellarmine (ASUN),12,8-4,157,180,337,0.466,04/13/2023,2023.0
52,LIU (MAAC),12,5-7,139,162,301,0.462,04/13/2023,2023.0
53,North Carolina (ACC),11,7-4,146,171,317,0.461,04/13/2023,2023.0
54,Sacred Heart (MAAC),12,4-8,139,163,302,0.460,04/13/2023,2023.0
55,Fairfield (CAA),11,3-8,137,161,298,0.460,04/13/2023,2023.0
56,Notre Dame (ACC),9,8-1,123,148,271,0.454,04/13/2023,2023.0
57,Princeton (Ivy League),9,4-5,117,141,258,0.453,04/13/2023,2023.0
58,Siena (MAAC),11,5-6,131,160,291,0.450,04/13/2023,2023.0
59,Hampton (CAA),11,2-9,125,156,281,0.445,04/13/2023,2023.0
60,Lafayette (Patriot),12,5-7,147,184,331,0.444,04/13/2023,2023.0
61,Harvard (Ivy League),9,5-4,118,148,266,0.444,04/13/2023,2023.0
62,Loyola Maryland (Patriot),10,6-4,110,142,252,0.437,04/13/2023,2023.0
63,Syracuse (ACC),12,7-5,149,196,345,0.432,04/13/2023,2023.0
64,Penn (Ivy League),9,4-5,103,140,243,0.424,04/13/2023,2023.0
65,Holy Cross (Patriot),11,0-11,122,179,301,0.405,04/13/2023,2023.0
66,Air Force (ASUN),12,7-5,122,180,302,0.404,04/13/2023,2023.0
67,Wagner (MAAC),12,2-10,113,169,282,0.401,04/13/2023,2023.0
68,Bucknell (Patriot),10,2-8,103,159,262,0.393,04/13/2023,2023.0
69,UMass Lowell (America East),9,0-9,93,154,247,0.377,04/13/2023,2023.0
70,Providence (Big East),11,5-6,119,198,317,0.375,04/13/2023,2023.0
71,Detroit Mercy (ASUN),10,2-8,92,182,274,0.336,04/13/2023,2023.0
72,St. John's (NY) (Big East),11,0-11,83,219,302,0.275,04/13/2023,2023.0
-,Hartford (DI Independent),5,5-0,86,28,114,0.754,04/13/2023,2023.0
-,Lindenwood (ASUN),9,2-7,126,123,249,0.506,04/13/2023,2023.0
-,Merrimack (America East),10,5-5,102,156,258,0.395,04/13/2023,2023.0
-,Queens (NC) (ASUN),11,2-9,118,186,304,0.388,04/13/2023,2023.0
1,Lehigh (Patriot),10,7-3,184,102,286,0.643,04/12/2023,2023.0
2,Saint Joseph's (Atlantic 10),11,7-4,204,116,320,0.638,04/12/2023,2023.0
3,Army West Point (Patriot),10,9-1,153,91,244,0.627,04/12/2023,2023.0
4,Maryland (Big Ten),10,7-3,166,103,269,0.617,04/12/2023,2023.0
5,Duke (ACC),12,10-2,213,136,349,0.610,04/12/2023,2023.0
6,Denver (Big East),9,5-4,130,86,216,0.602,04/12/2023,2023.0
7,Michigan (Big Ten),10,5-5,176,118,294,0.599,04/12/2023,2023.0
8,Vermont (America East),10,6-4,151,104,255,0.592,04/12/2023,2023.0
9,Mercer (ASUN),12,4-8,184,133,317,0.580,04/12/2023,2023.0
10,Mount St. Mary's (MAAC),13,7-6,195,141,336,0.580,04/12/2023,2023.0
11,Bryant (America East),10,8-2,179,131,310,0.577,04/12/2023,2023.0
12,Binghamton (America East),10,7-3,163,120,283,0.576,04/12/2023,2023.0
13,Dartmouth (Ivy League),9,6-3,156,115,271,0.576,04/12/2023,2023.0
14,Hofstra (CAA),11,3-8,156,116,272,0.574,04/12/2023,2023.0
15,Brown (Ivy League),10,5-5,163,125,288,0.566,04/12/2023,2023.0
16,Virginia (ACC),10,8-2,191,150,341,0.560,04/12/2023,2023.0
17,Rutgers (Big Ten),11,8-3,164,131,295,0.556,04/12/2023,2023.0
18,Towson (CAA),10,3-7,143,115,258,0.554,04/12/2023,2023.0
19,Marquette (Big East),11,6-5,171,138,309,0.553,04/12/2023,2023.0
20,High Point (Atlantic 10),12,7-5,203,164,367,0.553,04/12/2023,2023.0
21,Quinnipiac (MAAC),11,5-6,169,139,308,0.549,04/12/2023,2023.0
22,Massachusetts (Atlantic 10),10,6-4,119,98,217,0.548,04/12/2023,2023.0
23,Monmouth (CAA),11,5-6,141,117,258,0.547,04/12/2023,2023.0
24,Navy (Patriot),12,6-6,163,136,299,0.545,04/12/2023,2023.0
25,Drexel (CAA),10,7-3,149,125,274,0.544,04/12/2023,2023.0
26,Georgetown (Big East),9,6-3,138,116,254,0.543,04/12/2023,2023.0
27,Villanova (Big East),11,8-3,154,133,287,0.537,04/12/2023,2023.0
28,Utah (ASUN),11,7-4,187,169,356,0.525,04/12/2023,2023.0
29,Hobart (Atlantic 10),10,5-5,162,151,313,0.518,04/12/2023,2023.0
30,Jacksonville (ASUN),12,10-2,178,166,344,0.517,04/12/2023,2023.0
31,Cornell (Ivy League),10,8-2,148,139,287,0.516,04/12/2023,2023.0
32,Yale (Ivy League),9,5-4,146,138,284,0.514,04/12/2023,2023.0
33,Boston U. (Patriot),10,7-3,145,138,283,0.512,04/12/2023,2023.0
34,Richmond (Atlantic 10),10,6-4,131,125,256,0.512,04/12/2023,2023.0
35,Penn St. (Big Ten),10,7-3,144,140,284,0.507,04/12/2023,2023.0
36,Delaware (CAA),11,8-3,149,145,294,0.507,04/12/2023,2023.0
37,VMI (MAAC),13,6-7,174,170,344,0.506,04/12/2023,2023.0
38,Colgate (Patriot),8,1-7,100,99,199,0.503,04/12/2023,2023.0
39,Ohio St. (Big Ten),11,5-6,148,148,296,0.500,04/12/2023,2023.0
40,St. Bonaventure (Atlantic 10),11,1-10,139,144,283,0.491,04/12/2023,2023.0
41,Cleveland St. (ASUN),10,5-5,133,139,272,0.489,04/12/2023,2023.0
42,Manhattan (MAAC),12,9-3,126,132,258,0.488,04/12/2023,2023.0
43,Robert Morris (ASUN),11,5-6,147,155,302,0.487,04/12/2023,2023.0
44,Canisius (MAAC),13,2-11,177,187,364,0.486,04/12/2023,2023.0
45,NJIT (America East),10,2-8,131,140,271,0.483,04/12/2023,2023.0
46,UAlbany (America East),9,3-6,110,118,228,0.482,04/12/2023,2023.0
47,Marist (MAAC),12,5-7,158,174,332,0.476,04/12/2023,2023.0
48,Stony Brook (CAA),11,6-5,148,163,311,0.476,04/12/2023,2023.0
49,Johns Hopkins (Big Ten),13,9-4,165,188,353,0.467,04/12/2023,2023.0
50,UMBC (America East),10,7-3,112,128,240,0.467,04/12/2023,2023.0
51,Bellarmine (ASUN),12,8-4,157,180,337,0.466,04/12/2023,2023.0
52,LIU (MAAC),12,5-7,139,162,301,0.462,04/12/2023,2023.0
53,North Carolina (ACC),11,7-4,146,171,317,0.461,04/12/2023,2023.0
54,Sacred Heart (MAAC),12,4-8,139,163,302,0.460,04/12/2023,2023.0
55,Fairfield (CAA),11,3-8,137,161,298,0.460,04/12/2023,2023.0
56,Notre Dame (ACC),9,8-1,123,148,271,0.454,04/12/2023,2023.0
57,Princeton (Ivy League),9,4-5,117,141,258,0.453,04/12/2023,2023.0
58,Siena (MAAC),11,5-6,131,160,291,0.450,04/12/2023,2023.0
59,Hampton (CAA),11,2-9,125,156,281,0.445,04/12/2023,2023.0
60,Lafayette (Patriot),12,5-7,147,184,331,0.444,04/12/2023,2023.0
61,Harvard (Ivy League),9,5-4,118,148,266,0.444,04/12/2023,2023.0
