Rank,Team,Games,W-L,FOs Won,FOs Lost,TM FOT,Pct.,Date,Academic Year
64,Syracuse (ACC),15,8-7,187,259,446,0.419,05/02/2023,2023.0
65,Loyola Maryland (Patriot),15,8-7,161,232,393,0.410,05/02/2023,2023.0
66,Providence (Big East),14,6-8,164,237,401,0.409,05/02/2023,2023.0
67,Air Force (ASUN),15,10-5,156,229,385,0.405,05/02/2023,2023.0
68,Wagner (MAAC),14,3-11,125,187,312,0.401,05/02/2023,2023.0
69,Bucknell (Patriot),13,3-10,140,211,351,0.399,05/02/2023,2023.0
70,Detroit Mercy (ASUN),13,2-11,130,230,360,0.361,05/02/2023,2023.0
71,UMass Lowell (America East),13,0-13,120,226,346,0.347,05/02/2023,2023.0
72,St. John's (NY) (Big East),14,0-14,103,286,389,0.265,05/02/2023,2023.0
-,Hartford (DI Independent),6,6-0,99,36,135,0.733,05/02/2023,2023.0
-,Lindenwood (ASUN),12,2-10,142,187,329,0.432,05/02/2023,2023.0
-,Merrimack (America East),13,7-6,138,197,335,0.412,05/02/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,147,237,384,0.383,05/02/2023,2023.0
1,Lehigh (Patriot),13,9-4,238,130,368,0.647,04/30/2023,2023.0
2,Saint Joseph's (Atlantic 10),14,10-4,249,150,399,0.624,04/30/2023,2023.0
3,Maryland (Big Ten),13,9-4,213,131,344,0.619,04/30/2023,2023.0
4,Army West Point (Patriot),13,10-3,195,121,316,0.617,04/30/2023,2023.0
5,Duke (ACC),14,12-2,256,160,416,0.615,04/30/2023,2023.0
6,Michigan (Big Ten),13,7-6,234,149,383,0.611,04/30/2023,2023.0
7,Denver (Big East),13,9-4,197,127,324,0.608,04/30/2023,2023.0
8,Mount St. Mary's (MAAC),15,8-7,237,155,392,0.605,04/30/2023,2023.0
9,Vermont (America East),13,9-4,200,132,332,0.602,04/30/2023,2023.0
10,Mercer (ASUN),15,6-9,241,162,403,0.598,04/30/2023,2023.0
11,Brown (Ivy League),14,6-8,240,168,408,0.588,04/30/2023,2023.0
12,Bryant (America East),14,10-4,243,181,424,0.573,04/30/2023,2023.0
13,Hofstra (CAA),14,5-9,194,145,339,0.572,04/30/2023,2023.0
14,Navy (Patriot),15,8-7,205,158,363,0.565,04/30/2023,2023.0
15,Georgetown (Big East),13,10-3,214,165,379,0.565,04/30/2023,2023.0
16,Binghamton (America East),13,9-4,212,165,377,0.562,04/30/2023,2023.0
17,Massachusetts (Atlantic 10),13,8-5,158,126,284,0.556,04/30/2023,2023.0
18,Monmouth (CAA),14,5-9,193,154,347,0.556,04/30/2023,2023.0
19,Dartmouth (Ivy League),12,6-6,195,158,353,0.552,04/30/2023,2023.0
20,Towson (CAA),14,6-8,202,165,367,0.550,04/30/2023,2023.0
21,High Point (Atlantic 10),15,8-7,247,205,452,0.546,04/30/2023,2023.0
22,Virginia (ACC),14,11-3,254,211,465,0.546,04/30/2023,2023.0
23,Drexel (CAA),13,8-5,193,161,354,0.545,04/30/2023,2023.0
24,Jacksonville (ASUN),15,12-3,229,194,423,0.541,04/30/2023,2023.0
25,Villanova (Big East),14,10-4,204,174,378,0.540,04/30/2023,2023.0
26,Quinnipiac (MAAC),14,7-7,229,197,426,0.538,04/30/2023,2023.0
27,Utah (ASUN),14,10-4,241,213,454,0.531,04/30/2023,2023.0
28,Robert Morris (ASUN),14,7-7,204,182,386,0.528,04/30/2023,2023.0
29,Rutgers (Big Ten),14,8-6,193,173,366,0.527,04/30/2023,2023.0
30,Cornell (Ivy League),13,11-2,192,179,371,0.518,04/30/2023,2023.0
31,Marquette (Big East),14,6-8,212,198,410,0.517,04/30/2023,2023.0
32,Manhattan (MAAC),14,10-4,148,141,289,0.512,04/30/2023,2023.0
33,Colgate (Patriot),11,2-9,148,143,291,0.509,04/30/2023,2023.0
34,Richmond (Atlantic 10),13,9-4,183,177,360,0.508,04/30/2023,2023.0
35,Yale (Ivy League),12,8-4,186,180,366,0.508,04/30/2023,2023.0
36,Hobart (Atlantic 10),13,5-8,203,199,402,0.505,04/30/2023,2023.0
37,Marist (MAAC),15,8-7,221,220,441,0.501,04/30/2023,2023.0
38,NJIT (America East),13,3-10,172,173,345,0.499,04/30/2023,2023.0
39,Bellarmine (ASUN),15,10-5,205,207,412,0.498,04/30/2023,2023.0
40,North Carolina (ACC),13,7-6,188,191,379,0.496,04/30/2023,2023.0
41,Boston U. (Patriot),13,10-3,181,185,366,0.495,04/30/2023,2023.0
42,VMI (MAAC),15,6-9,198,204,402,0.493,04/30/2023,2023.0
43,Penn St. (Big Ten),12,9-3,162,169,331,0.489,04/30/2023,2023.0
44,Johns Hopkins (Big Ten),15,11-4,200,209,409,0.489,04/30/2023,2023.0
45,Delaware (CAA),14,10-4,186,195,381,0.488,04/30/2023,2023.0
46,UAlbany (America East),14,5-9,175,190,365,0.479,04/30/2023,2023.0
47,Canisius (MAAC),15,2-13,195,215,410,0.476,04/30/2023,2023.0
48,St. Bonaventure (Atlantic 10),14,1-13,174,197,371,0.469,04/30/2023,2023.0
49,Cleveland St. (ASUN),13,6-7,169,192,361,0.468,04/30/2023,2023.0
50,Stony Brook (CAA),14,8-6,184,212,396,0.465,04/30/2023,2023.0
51,Fairfield (CAA),14,5-9,182,214,396,0.460,04/30/2023,2023.0
52,UMBC (America East),13,8-5,147,173,320,0.459,04/30/2023,2023.0
53,LIU (MAAC),14,5-9,167,199,366,0.456,04/30/2023,2023.0
54,Hampton (CAA),14,2-12,164,196,360,0.456,04/30/2023,2023.0
55,Ohio St. (Big Ten),14,5-9,177,213,390,0.454,04/30/2023,2023.0
56,Sacred Heart (MAAC),15,5-10,173,210,383,0.452,04/30/2023,2023.0
57,Lafayette (Patriot),15,6-9,186,227,413,0.450,04/30/2023,2023.0
58,Penn (Ivy League),12,7-5,146,180,326,0.448,04/30/2023,2023.0
59,Princeton (Ivy League),12,6-6,154,192,346,0.445,04/30/2023,2023.0
60,Siena (MAAC),14,8-6,162,203,365,0.444,04/30/2023,2023.0
61,Harvard (Ivy League),12,5-7,155,197,352,0.440,04/30/2023,2023.0
62,Notre Dame (ACC),11,9-2,143,183,326,0.439,04/30/2023,2023.0
63,Holy Cross (Patriot),14,1-13,165,227,392,0.421,04/30/2023,2023.0
64,Loyola Maryland (Patriot),14,7-7,156,215,371,0.420,04/30/2023,2023.0
65,Syracuse (ACC),15,8-7,187,259,446,0.419,04/30/2023,2023.0
66,Providence (Big East),14,6-8,164,237,401,0.409,04/30/2023,2023.0
67,Air Force (ASUN),15,10-5,156,229,385,0.405,04/30/2023,2023.0
68,Wagner (MAAC),14,3-11,125,187,312,0.401,04/30/2023,2023.0
69,Bucknell (Patriot),13,3-10,140,211,351,0.399,04/30/2023,2023.0
70,Detroit Mercy (ASUN),13,2-11,130,230,360,0.361,04/30/2023,2023.0
71,UMass Lowell (America East),13,0-13,120,226,346,0.347,04/30/2023,2023.0
72,St. John's (NY) (Big East),14,0-14,103,286,389,0.265,04/30/2023,2023.0
-,Hartford (DI Independent),6,6-0,99,36,135,0.733,04/30/2023,2023.0
-,Lindenwood (ASUN),12,2-10,142,187,329,0.432,04/30/2023,2023.0
-,Merrimack (America East),13,7-6,138,197,335,0.412,04/30/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,147,237,384,0.383,04/30/2023,2023.0
1,Lehigh (Patriot),12,8-4,218,123,341,0.639,04/26/2023,2023.0
2,Saint Joseph's (Atlantic 10),13,9-4,231,136,367,0.629,04/26/2023,2023.0
3,Michigan (Big Ten),12,6-6,219,136,355,0.617,04/26/2023,2023.0
4,Army West Point (Patriot),12,10-2,178,111,289,0.616,04/26/2023,2023.0
5,Duke (ACC),13,11-2,234,147,381,0.614,04/26/2023,2023.0
6,Maryland (Big Ten),12,8-4,193,124,317,0.609,04/26/2023,2023.0
7,Mount St. Mary's (MAAC),15,8-7,237,155,392,0.605,04/26/2023,2023.0
8,Denver (Big East),12,8-4,175,116,291,0.601,04/26/2023,2023.0
9,Vermont (America East),12,8-4,184,126,310,0.594,04/26/2023,2023.0
10,Mercer (ASUN),14,5-9,222,158,380,0.584,04/26/2023,2023.0
11,Dartmouth (Ivy League),11,6-5,188,137,325,0.578,04/26/2023,2023.0
12,Brown (Ivy League),13,5-8,219,161,380,0.576,04/26/2023,2023.0
13,Bryant (America East),13,10-3,229,170,399,0.574,04/26/2023,2023.0
14,Georgetown (Big East),12,9-3,201,154,355,0.566,04/26/2023,2023.0
15,Monmouth (CAA),13,5-8,180,140,320,0.563,04/26/2023,2023.0
16,Binghamton (America East),12,8-4,192,151,343,0.560,04/26/2023,2023.0
17,Quinnipiac (MAAC),13,7-6,209,165,374,0.559,04/26/2023,2023.0
18,Hofstra (CAA),13,5-8,175,139,314,0.557,04/26/2023,2023.0
19,High Point (Atlantic 10),14,8-6,233,187,420,0.555,04/26/2023,2023.0
20,Massachusetts (Atlantic 10),12,7-5,144,116,260,0.554,04/26/2023,2023.0
21,Navy (Patriot),14,7-7,186,152,338,0.550,04/26/2023,2023.0
22,Rutgers (Big Ten),13,8-5,186,153,339,0.549,04/26/2023,2023.0
23,Drexel (CAA),12,7-5,179,148,327,0.547,04/26/2023,2023.0
24,Villanova (Big East),13,10-3,193,161,354,0.545,04/26/2023,2023.0
25,Jacksonville (ASUN),14,11-3,215,180,395,0.544,04/26/2023,2023.0
26,Virginia (ACC),13,10-3,239,201,440,0.543,04/26/2023,2023.0
27,Towson (CAA),13,5-8,184,155,339,0.543,04/26/2023,2023.0
28,Marquette (Big East),13,6-7,201,176,377,0.533,04/26/2023,2023.0
29,Robert Morris (ASUN),13,7-6,192,172,364,0.527,04/26/2023,2023.0
30,Utah (ASUN),13,9-4,224,204,428,0.523,04/26/2023,2023.0
31,Manhattan (MAAC),14,10-4,148,141,289,0.512,04/26/2023,2023.0
32,Hobart (Atlantic 10),12,5-7,193,185,378,0.511,04/26/2023,2023.0
33,Boston U. (Patriot),12,9-3,171,168,339,0.504,04/26/2023,2023.0
34,Cornell (Ivy League),12,10-2,170,170,340,0.500,04/26/2023,2023.0
35,Delaware (CAA),13,10-3,176,177,353,0.499,04/26/2023,2023.0
36,Bellarmine (ASUN),14,10-4,191,193,384,0.497,04/26/2023,2023.0
37,Richmond (Atlantic 10),12,8-4,159,161,320,0.497,04/26/2023,2023.0
38,Colgate (Patriot),10,1-9,127,129,256,0.496,04/26/2023,2023.0
39,North Carolina (ACC),13,7-6,188,191,379,0.496,04/26/2023,2023.0
40,Yale (Ivy League),11,7-4,167,170,337,0.496,04/26/2023,2023.0
41,VMI (MAAC),15,6-9,198,204,402,0.493,04/26/2023,2023.0
42,Penn St. (Big Ten),12,9-3,162,169,331,0.489,04/26/2023,2023.0
43,Johns Hopkins (Big Ten),15,11-4,200,209,409,0.489,04/26/2023,2023.0
44,UAlbany (America East),13,5-8,161,170,331,0.486,04/26/2023,2023.0
45,NJIT (America East),12,2-10,156,165,321,0.486,04/26/2023,2023.0
46,Marist (MAAC),14,7-7,189,200,389,0.486,04/26/2023,2023.0
47,Stony Brook (CAA),13,7-6,178,193,371,0.480,04/26/2023,2023.0
48,St. Bonaventure (Atlantic 10),13,1-12,158,173,331,0.477,04/26/2023,2023.0
49,Canisius (MAAC),15,2-13,195,215,410,0.476,04/26/2023,2023.0
50,UMBC (America East),12,8-4,141,157,298,0.473,04/26/2023,2023.0
51,Cleveland St. (ASUN),12,5-7,154,177,331,0.465,04/26/2023,2023.0
52,Sacred Heart (MAAC),14,5-9,165,192,357,0.462,04/26/2023,2023.0
53,Princeton (Ivy League),11,6-5,145,170,315,0.460,04/26/2023,2023.0
54,Fairfield (CAA),13,4-9,167,198,365,0.458,04/26/2023,2023.0
55,LIU (MAAC),14,5-9,167,199,366,0.456,04/26/2023,2023.0
56,Ohio St. (Big Ten),13,5-8,164,198,362,0.453,04/26/2023,2023.0
57,Lafayette (Patriot),15,6-9,186,227,413,0.450,04/26/2023,2023.0
58,Hampton (CAA),13,2-11,148,181,329,0.450,04/26/2023,2023.0
59,Harvard (Ivy League),11,5-6,145,178,323,0.449,04/26/2023,2023.0
60,Penn (Ivy League),12,7-5,146,180,326,0.448,04/26/2023,2023.0
61,Notre Dame (ACC),10,9-1,133,168,301,0.442,04/26/2023,2023.0
62,Loyola Maryland (Patriot),13,7-6,149,195,344,0.433,04/26/2023,2023.0
63,Siena (MAAC),13,7-6,144,195,339,0.425,04/26/2023,2023.0
64,Syracuse (ACC),14,8-6,174,237,411,0.423,04/26/2023,2023.0
65,Holy Cross (Patriot),13,1-12,151,206,357,0.423,04/26/2023,2023.0
66,Bucknell (Patriot),12,3-9,134,192,326,0.411,04/26/2023,2023.0
67,Air Force (ASUN),14,9-5,146,217,363,0.402,04/26/2023,2023.0
68,Wagner (MAAC),14,3-11,125,187,312,0.401,04/26/2023,2023.0
69,Providence (Big East),13,5-8,143,231,374,0.382,04/26/2023,2023.0
70,Detroit Mercy (ASUN),12,2-10,115,215,330,0.348,04/26/2023,2023.0
71,UMass Lowell (America East),12,0-12,112,210,322,0.348,04/26/2023,2023.0
72,St. John's (NY) (Big East),13,0-13,97,265,362,0.268,04/26/2023,2023.0
-,Hartford (DI Independent),6,6-0,99,36,135,0.733,04/26/2023,2023.0
-,Lindenwood (ASUN),11,2-9,138,168,306,0.451,04/26/2023,2023.0
-,Merrimack (America East),12,6-6,127,183,310,0.410,04/26/2023,2023.0
-,Queens (NC) (ASUN),13,2-11,138,220,358,0.385,04/26/2023,2023.0
1,Lehigh (Patriot),12,8-4,218,123,341,0.639,04/25/2023,2023.0
2,Saint Joseph's (Atlantic 10),13,9-4,231,136,367,0.629,04/25/2023,2023.0
3,Michigan (Big Ten),12,6-6,219,136,355,0.617,04/25/2023,2023.0
4,Army West Point (Patriot),12,10-2,178,111,289,0.616,04/25/2023,2023.0
5,Duke (ACC),13,11-2,234,147,381,0.614,04/25/2023,2023.0
6,Maryland (Big Ten),12,8-4,193,124,317,0.609,04/25/2023,2023.0
7,Mount St. Mary's (MAAC),15,8-7,237,155,392,0.605,04/25/2023,2023.0
8,Denver (Big East),12,8-4,175,116,291,0.601,04/25/2023,2023.0
9,Vermont (America East),12,8-4,184,126,310,0.594,04/25/2023,2023.0
10,Mercer (ASUN),14,5-9,222,158,380,0.584,04/25/2023,2023.0
11,Dartmouth (Ivy League),11,6-5,188,137,325,0.578,04/25/2023,2023.0
12,Brown (Ivy League),13,5-8,219,161,380,0.576,04/25/2023,2023.0
13,Bryant (America East),13,10-3,229,170,399,0.574,04/25/2023,2023.0
14,Georgetown (Big East),12,9-3,201,154,355,0.566,04/25/2023,2023.0
15,Monmouth (CAA),13,5-8,180,140,320,0.563,04/25/2023,2023.0
16,Binghamton (America East),12,8-4,192,151,343,0.560,04/25/2023,2023.0
17,Quinnipiac (MAAC),13,7-6,209,165,374,0.559,04/25/2023,2023.0
18,Hofstra (CAA),13,5-8,175,139,314,0.557,04/25/2023,2023.0
19,High Point (Atlantic 10),14,8-6,233,187,420,0.555,04/25/2023,2023.0
20,Massachusetts (Atlantic 10),12,7-5,144,116,260,0.554,04/25/2023,2023.0
21,Navy (Patriot),14,7-7,186,152,338,0.550,04/25/2023,2023.0
22,Rutgers (Big Ten),13,8-5,186,153,339,0.549,04/25/2023,2023.0
23,Drexel (CAA),12,7-5,179,148,327,0.547,04/25/2023,2023.0
24,Villanova (Big East),13,10-3,193,161,354,0.545,04/25/2023,2023.0
25,Jacksonville (ASUN),14,11-3,215,180,395,0.544,04/25/2023,2023.0
26,Virginia (ACC),13,10-3,239,201,440,0.543,04/25/2023,2023.0
27,Towson (CAA),13,5-8,184,155,339,0.543,04/25/2023,2023.0
28,Marquette (Big East),13,6-7,201,176,377,0.533,04/25/2023,2023.0
29,Robert Morris (ASUN),13,7-6,192,172,364,0.527,04/25/2023,2023.0
30,Utah (ASUN),13,9-4,224,204,428,0.523,04/25/2023,2023.0
31,Manhattan (MAAC),14,10-4,148,141,289,0.512,04/25/2023,2023.0
32,Hobart (Atlantic 10),12,5-7,193,185,378,0.511,04/25/2023,2023.0
33,Boston U. (Patriot),12,9-3,171,168,339,0.504,04/25/2023,2023.0
34,UAlbany (America East),12,5-7,152,150,302,0.503,04/25/2023,2023.0
35,Cornell (Ivy League),12,10-2,170,170,340,0.500,04/25/2023,2023.0
36,Delaware (CAA),13,10-3,176,177,353,0.499,04/25/2023,2023.0
37,Bellarmine (ASUN),14,10-4,191,193,384,0.497,04/25/2023,2023.0
38,Richmond (Atlantic 10),12,8-4,159,161,320,0.497,04/25/2023,2023.0
39,Colgate (Patriot),10,1-9,127,129,256,0.496,04/25/2023,2023.0
40,North Carolina (ACC),13,7-6,188,191,379,0.496,04/25/2023,2023.0
41,Yale (Ivy League),11,7-4,167,170,337,0.496,04/25/2023,2023.0
42,VMI (MAAC),15,6-9,198,204,402,0.493,04/25/2023,2023.0
43,Penn St. (Big Ten),12,9-3,162,169,331,0.489,04/25/2023,2023.0
44,Johns Hopkins (Big Ten),15,11-4,200,209,409,0.489,04/25/2023,2023.0
45,NJIT (America East),12,2-10,156,165,321,0.486,04/25/2023,2023.0
46,Marist (MAAC),14,7-7,189,200,389,0.486,04/25/2023,2023.0
47,Stony Brook (CAA),13,7-6,178,193,371,0.480,04/25/2023,2023.0
48,St. Bonaventure (Atlantic 10),13,1-12,158,173,331,0.477,04/25/2023,2023.0
49,Canisius (MAAC),15,2-13,195,215,410,0.476,04/25/2023,2023.0
50,UMBC (America East),12,8-4,141,157,298,0.473,04/25/2023,2023.0
51,Cleveland St. (ASUN),12,5-7,154,177,331,0.465,04/25/2023,2023.0
52,Sacred Heart (MAAC),14,5-9,165,192,357,0.462,04/25/2023,2023.0
53,Princeton (Ivy League),11,6-5,145,170,315,0.460,04/25/2023,2023.0
54,Fairfield (CAA),13,4-9,167,198,365,0.458,04/25/2023,2023.0
55,LIU (MAAC),14,5-9,167,199,366,0.456,04/25/2023,2023.0
56,Ohio St. (Big Ten),13,5-8,164,198,362,0.453,04/25/2023,2023.0
57,Lafayette (Patriot),15,6-9,186,227,413,0.450,04/25/2023,2023.0
58,Hampton (CAA),13,2-11,148,181,329,0.450,04/25/2023,2023.0
59,Harvard (Ivy League),11,5-6,145,178,323,0.449,04/25/2023,2023.0
60,Notre Dame (ACC),10,9-1,133,168,301,0.442,04/25/2023,2023.0
61,Loyola Maryland (Patriot),13,7-6,149,195,344,0.433,04/25/2023,2023.0
62,Siena (MAAC),13,7-6,144,195,339,0.425,04/25/2023,2023.0
63,Penn (Ivy League),11,6-5,126,171,297,0.424,04/25/2023,2023.0
64,Syracuse (ACC),14,8-6,174,237,411,0.423,04/25/2023,2023.0
65,Holy Cross (Patriot),13,1-12,151,206,357,0.423,04/25/2023,2023.0
66,Bucknell (Patriot),12,3-9,134,192,326,0.411,04/25/2023,2023.0
67,Air Force (ASUN),14,9-5,146,217,363,0.402,04/25/2023,2023.0
68,Wagner (MAAC),14,3-11,125,187,312,0.401,04/25/2023,2023.0
69,Providence (Big East),13,5-8,143,231,374,0.382,04/25/2023,2023.0
70,Detroit Mercy (ASUN),12,2-10,115,215,330,0.348,04/25/2023,2023.0
71,UMass Lowell (America East),12,0-12,112,210,322,0.348,04/25/2023,2023.0
72,St. John's (NY) (Big East),13,0-13,97,265,362,0.268,04/25/2023,2023.0
-,Hartford (DI Independent),6,6-0,99,36,135,0.733,04/25/2023,2023.0
-,Lindenwood (ASUN),11,2-9,138,168,306,0.451,04/25/2023,2023.0
-,Merrimack (America East),12,6-6,127,183,310,0.410,04/25/2023,2023.0
-,Queens (NC) (ASUN),13,2-11,138,220,358,0.385,04/25/2023,2023.0
1,Lehigh (Patriot),12,8-4,218,123,341,0.639,04/24/2023,2023.0
2,Saint Joseph's (Atlantic 10),13,9-4,231,136,367,0.629,04/24/2023,2023.0
3,Michigan (Big Ten),12,6-6,219,136,355,0.617,04/24/2023,2023.0
4,Army West Point (Patriot),12,10-2,178,111,289,0.616,04/24/2023,2023.0
5,Duke (ACC),13,11-2,234,147,381,0.614,04/24/2023,2023.0
6,Maryland (Big Ten),12,8-4,193,124,317,0.609,04/24/2023,2023.0
7,Mount St. Mary's (MAAC),15,8-7,237,155,392,0.605,04/24/2023,2023.0
8,Denver (Big East),12,8-4,175,116,291,0.601,04/24/2023,2023.0
9,Vermont (America East),12,8-4,184,126,310,0.594,04/24/2023,2023.0
10,Brown (Ivy League),12,5-7,203,144,347,0.585,04/24/2023,2023.0
11,Mercer (ASUN),14,5-9,222,158,380,0.584,04/24/2023,2023.0
12,Bryant (America East),12,9-3,212,154,366,0.579,04/24/2023,2023.0
13,Dartmouth (Ivy League),11,6-5,188,137,325,0.578,04/24/2023,2023.0
14,Georgetown (Big East),12,9-3,201,154,355,0.566,04/24/2023,2023.0
15,Monmouth (CAA),13,5-8,180,140,320,0.563,04/24/2023,2023.0
16,Binghamton (America East),12,8-4,192,151,343,0.560,04/24/2023,2023.0
17,Quinnipiac (MAAC),13,7-6,209,165,374,0.559,04/24/2023,2023.0
18,Hofstra (CAA),13,5-8,175,139,314,0.557,04/24/2023,2023.0
19,High Point (Atlantic 10),14,8-6,233,187,420,0.555,04/24/2023,2023.0
20,Massachusetts (Atlantic 10),12,7-5,144,116,260,0.554,04/24/2023,2023.0
21,Navy (Patriot),14,7-7,186,152,338,0.550,04/24/2023,2023.0
22,Rutgers (Big Ten),13,8-5,186,153,339,0.549,04/24/2023,2023.0
23,Drexel (CAA),12,7-5,179,148,327,0.547,04/24/2023,2023.0
24,Villanova (Big East),13,10-3,193,161,354,0.545,04/24/2023,2023.0
25,Jacksonville (ASUN),14,11-3,215,180,395,0.544,04/24/2023,2023.0
26,Virginia (ACC),12,9-3,221,186,407,0.543,04/24/2023,2023.0
27,Towson (CAA),13,5-8,184,155,339,0.543,04/24/2023,2023.0
28,Marquette (Big East),13,6-7,201,176,377,0.533,04/24/2023,2023.0
29,Robert Morris (ASUN),13,7-6,192,172,364,0.527,04/24/2023,2023.0
30,Utah (ASUN),13,9-4,224,204,428,0.523,04/24/2023,2023.0
31,Manhattan (MAAC),14,10-4,148,141,289,0.512,04/24/2023,2023.0
32,Hobart (Atlantic 10),12,5-7,193,185,378,0.511,04/24/2023,2023.0
33,Boston U. (Patriot),12,9-3,171,168,339,0.504,04/24/2023,2023.0
34,UAlbany (America East),12,5-7,152,150,302,0.503,04/24/2023,2023.0
35,Cornell (Ivy League),12,10-2,170,170,340,0.500,04/24/2023,2023.0
36,Delaware (CAA),13,10-3,176,177,353,0.499,04/24/2023,2023.0
37,Bellarmine (ASUN),14,10-4,191,193,384,0.497,04/24/2023,2023.0
38,Richmond (Atlantic 10),12,8-4,159,161,320,0.497,04/24/2023,2023.0
39,Colgate (Patriot),10,1-9,127,129,256,0.496,04/24/2023,2023.0
40,North Carolina (ACC),13,7-6,188,191,379,0.496,04/24/2023,2023.0
41,Yale (Ivy League),11,7-4,167,170,337,0.496,04/24/2023,2023.0
42,VMI (MAAC),15,6-9,198,204,402,0.493,04/24/2023,2023.0
43,Penn St. (Big Ten),12,9-3,162,169,331,0.489,04/24/2023,2023.0
44,Johns Hopkins (Big Ten),15,11-4,200,209,409,0.489,04/24/2023,2023.0
45,NJIT (America East),12,2-10,156,165,321,0.486,04/24/2023,2023.0
46,Marist (MAAC),14,7-7,189,200,389,0.486,04/24/2023,2023.0
47,Stony Brook (CAA),13,7-6,178,193,371,0.480,04/24/2023,2023.0
48,St. Bonaventure (Atlantic 10),13,1-12,158,173,331,0.477,04/24/2023,2023.0
49,Canisius (MAAC),15,2-13,195,215,410,0.476,04/24/2023,2023.0
50,UMBC (America East),12,8-4,141,157,298,0.473,04/24/2023,2023.0
51,Cleveland St. (ASUN),12,5-7,154,177,331,0.465,04/24/2023,2023.0
52,Sacred Heart (MAAC),14,5-9,165,192,357,0.462,04/24/2023,2023.0
53,Princeton (Ivy League),11,6-5,145,170,315,0.460,04/24/2023,2023.0
54,Fairfield (CAA),13,4-9,167,198,365,0.458,04/24/2023,2023.0
55,LIU (MAAC),14,5-9,167,199,366,0.456,04/24/2023,2023.0
56,Ohio St. (Big Ten),13,5-8,164,198,362,0.453,04/24/2023,2023.0
57,Lafayette (Patriot),14,6-8,171,209,380,0.450,04/24/2023,2023.0
58,Hampton (CAA),13,2-11,148,181,329,0.450,04/24/2023,2023.0
59,Harvard (Ivy League),11,5-6,145,178,323,0.449,04/24/2023,2023.0
60,Notre Dame (ACC),10,9-1,133,168,301,0.442,04/24/2023,2023.0
61,Loyola Maryland (Patriot),13,7-6,149,195,344,0.433,04/24/2023,2023.0
62,Siena (MAAC),13,7-6,144,195,339,0.425,04/24/2023,2023.0
63,Penn (Ivy League),11,6-5,126,171,297,0.424,04/24/2023,2023.0
64,Syracuse (ACC),14,8-6,174,237,411,0.423,04/24/2023,2023.0
65,Holy Cross (Patriot),13,1-12,151,206,357,0.423,04/24/2023,2023.0
66,Bucknell (Patriot),12,3-9,134,192,326,0.411,04/24/2023,2023.0
67,Air Force (ASUN),14,9-5,146,217,363,0.402,04/24/2023,2023.0
68,Wagner (MAAC),14,3-11,125,187,312,0.401,04/24/2023,2023.0
69,Providence (Big East),13,5-8,143,231,374,0.382,04/24/2023,2023.0
70,Detroit Mercy (ASUN),12,2-10,115,215,330,0.348,04/24/2023,2023.0
71,UMass Lowell (America East),12,0-12,112,210,322,0.348,04/24/2023,2023.0
72,St. John's (NY) (Big East),13,0-13,97,265,362,0.268,04/24/2023,2023.0
-,Hartford (DI Independent),6,6-0,99,36,135,0.733,04/24/2023,2023.0
-,Lindenwood (ASUN),11,2-9,138,168,306,0.451,04/24/2023,2023.0
-,Merrimack (America East),12,6-6,127,183,310,0.410,04/24/2023,2023.0
-,Queens (NC) (ASUN),13,2-11,138,220,358,0.385,04/24/2023,2023.0
1,Lehigh (Patriot),12,8-4,218,123,341,0.639,04/23/2023,2023.0
2,Saint Joseph's (Atlantic 10),13,9-4,231,136,367,0.629,04/23/2023,2023.0
3,Michigan (Big Ten),12,6-6,219,136,355,0.617,04/23/2023,2023.0
4,Army West Point (Patriot),12,10-2,178,111,289,0.616,04/23/2023,2023.0
5,Duke (ACC),13,11-2,234,147,381,0.614,04/23/2023,2023.0
6,Maryland (Big Ten),12,8-4,193,124,317,0.609,04/23/2023,2023.0
7,Mount St. Mary's (MAAC),15,8-7,237,155,392,0.605,04/23/2023,2023.0
8,Denver (Big East),12,8-4,175,116,291,0.601,04/23/2023,2023.0
9,Vermont (America East),12,8-4,184,126,310,0.594,04/23/2023,2023.0
10,Brown (Ivy League),12,5-7,203,144,347,0.585,04/23/2023,2023.0
11,Mercer (ASUN),14,5-9,222,158,380,0.584,04/23/2023,2023.0
12,Bryant (America East),12,9-3,212,154,366,0.579,04/23/2023,2023.0
13,Dartmouth (Ivy League),11,6-5,188,137,325,0.578,04/23/2023,2023.0
14,Monmouth (CAA),13,5-8,180,140,320,0.563,04/23/2023,2023.0
15,Binghamton (America East),12,8-4,192,151,343,0.560,04/23/2023,2023.0
16,Quinnipiac (MAAC),13,7-6,209,165,374,0.559,04/23/2023,2023.0
17,Hofstra (CAA),13,5-8,175,139,314,0.557,04/23/2023,2023.0
18,High Point (Atlantic 10),14,8-6,233,187,420,0.555,04/23/2023,2023.0
19,Massachusetts (Atlantic 10),12,7-5,144,116,260,0.554,04/23/2023,2023.0
20,Navy (Patriot),14,7-7,186,152,338,0.550,04/23/2023,2023.0
21,Rutgers (Big Ten),13,8-5,186,153,339,0.549,04/23/2023,2023.0
22,Georgetown (Big East),12,9-3,176,145,321,0.548,04/23/2023,2023.0
23,Villanova (Big East),13,10-3,194,160,354,0.548,04/23/2023,2023.0
24,Drexel (CAA),12,7-5,179,148,327,0.547,04/23/2023,2023.0
