Rank,Team,Games,W-L,Goals,Goals Allowed,Margin,Date,Academic Year
32,High Point (Atlantic 10),17,9-8,240,222,1.06,05/10/2023,2023.0
33,Johns Hopkins (Big Ten),16,11-5,195,179,1.00,05/10/2023,2023.0
34,Vermont (America East),14,9-5,157,144,0.93,05/10/2023,2023.0
35,Marquette (Big East),14,6-8,186,175,0.79,05/10/2023,2023.0
36,Marist (MAAC),18,10-8,242,230,0.67,05/10/2023,2023.0
37,Drexel (CAA),14,8-6,173,164,0.64,05/10/2023,2023.0
37,Massachusetts (Atlantic 10),14,8-6,141,132,0.64,05/10/2023,2023.0
39,Penn (Ivy League),13,7-6,154,146,0.62,05/10/2023,2023.0
40,Siena (MAAC),16,9-7,179,179,0.00,05/10/2023,2023.0
41,Robert Morris (ASUN),16,8-8,186,188,-0.13,05/10/2023,2023.0
42,Navy (Patriot),16,8-8,164,167,-0.19,05/10/2023,2023.0
43,Hofstra (CAA),14,5-9,145,149,-0.29,05/10/2023,2023.0
44,Fairfield (CAA),14,5-9,168,178,-0.71,05/10/2023,2023.0
45,Loyola Maryland (Patriot),17,9-8,185,199,-0.82,05/10/2023,2023.0
46,Brown (Ivy League),14,6-8,173,185,-0.86,05/10/2023,2023.0
47,Colgate (Patriot),11,2-9,122,132,-0.91,05/10/2023,2023.0
48,Harvard (Ivy League),12,5-7,150,161,-0.92,05/10/2023,2023.0
49,UAlbany (America East),16,6-10,171,188,-1.06,05/10/2023,2023.0
50,Hobart (Atlantic 10),13,5-8,172,187,-1.15,05/10/2023,2023.0
50,Bucknell (Patriot),13,3-10,147,162,-1.15,05/10/2023,2023.0
52,Mount St. Mary's (MAAC),16,8-8,172,193,-1.31,05/10/2023,2023.0
53,LIU (MAAC),14,5-9,150,169,-1.36,05/10/2023,2023.0
54,Cleveland St. (ASUN),13,6-7,150,168,-1.38,05/10/2023,2023.0
55,Sacred Heart (MAAC),15,5-10,155,176,-1.40,05/10/2023,2023.0
56,Quinnipiac (MAAC),14,7-7,183,203,-1.43,05/10/2023,2023.0
57,Lafayette (Patriot),16,6-10,178,205,-1.69,05/10/2023,2023.0
58,Ohio St. (Big Ten),14,5-9,158,182,-1.71,05/10/2023,2023.0
59,NJIT (America East),13,3-10,136,170,-2.62,05/10/2023,2023.0
60,Dartmouth (Ivy League),12,6-6,140,173,-2.75,05/10/2023,2023.0
61,Monmouth (CAA),14,5-9,129,168,-2.79,05/10/2023,2023.0
62,Mercer (ASUN),16,6-10,169,215,-2.88,05/10/2023,2023.0
63,VMI (MAAC),15,6-9,155,200,-3.00,05/10/2023,2023.0
64,Providence (Big East),15,6-9,164,214,-3.33,05/10/2023,2023.0
65,Canisius (MAAC),15,2-13,155,206,-3.40,05/10/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,05/10/2023,2023.0
67,St. John's (NY) (Big East),14,0-14,130,216,-6.14,05/10/2023,2023.0
68,Holy Cross (Patriot),14,1-13,123,221,-7.00,05/10/2023,2023.0
69,Detroit Mercy (ASUN),13,2-11,112,204,-7.08,05/10/2023,2023.0
70,UMass Lowell (America East),13,0-13,103,205,-7.85,05/10/2023,2023.0
71,St. Bonaventure (Atlantic 10),14,1-13,108,219,-7.93,05/10/2023,2023.0
72,Hampton (CAA),14,2-12,104,235,-9.36,05/10/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,05/10/2023,2023.0
-,Merrimack (America East),14,7-7,147,157,-0.71,05/10/2023,2023.0
-,Lindenwood (ASUN),12,2-10,113,176,-5.25,05/10/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,117,224,-7.64,05/10/2023,2023.0
1,Notre Dame (ACC),12,10-2,190,118,6.00,05/07/2023,2023.0
2,Virginia (ACC),14,11-3,247,171,5.43,05/07/2023,2023.0
3,Delaware (CAA),16,12-4,229,148,5.06,05/07/2023,2023.0
4,Duke (ACC),15,13-2,230,160,4.67,05/07/2023,2023.0
5,Utah (ASUN),16,12-4,267,194,4.56,05/07/2023,2023.0
6,Georgetown (Big East),15,12-3,219,155,4.27,05/07/2023,2023.0
7,Army West Point (Patriot),15,12-3,193,130,4.20,05/07/2023,2023.0
8,Jacksonville (ASUN),16,12-4,231,164,4.19,05/07/2023,2023.0
9,Cornell (Ivy League),14,11-3,208,154,3.86,05/07/2023,2023.0
10,North Carolina (ACC),14,7-7,205,153,3.71,05/07/2023,2023.0
11,Saint Joseph's (Atlantic 10),15,10-5,217,163,3.60,05/07/2023,2023.0
12,Princeton (Ivy League),14,8-6,199,153,3.29,05/07/2023,2023.0
13,Penn St. (Big Ten),13,9-4,178,139,3.00,05/07/2023,2023.0
14,Bryant (America East),16,12-4,233,187,2.88,05/07/2023,2023.0
15,Boston U. (Patriot),14,10-4,193,155,2.71,05/07/2023,2023.0
16,Bellarmine (ASUN),17,11-6,233,193,2.35,05/07/2023,2023.0
17,Richmond (Atlantic 10),15,11-4,198,163,2.33,05/07/2023,2023.0
18,UMBC (America East),13,8-5,154,125,2.23,05/07/2023,2023.0
19,Syracuse (ACC),15,8-7,215,182,2.20,05/07/2023,2023.0
19,Lehigh (Patriot),15,10-5,206,173,2.20,05/07/2023,2023.0
21,Air Force (ASUN),17,11-6,206,170,2.12,05/07/2023,2023.0
22,Villanova (Big East),15,10-5,194,163,2.07,05/07/2023,2023.0
23,Binghamton (America East),14,9-5,187,164,1.64,05/07/2023,2023.0
24,Marist (MAAC),17,10-7,232,205,1.59,05/07/2023,2023.0
25,Rutgers (Big Ten),14,8-6,173,151,1.57,05/07/2023,2023.0
26,Stony Brook (CAA),16,9-7,209,184,1.56,05/07/2023,2023.0
27,Maryland (Big Ten),15,10-5,181,159,1.47,05/07/2023,2023.0
27,Towson (CAA),15,6-9,179,157,1.47,05/07/2023,2023.0
27,Denver (Big East),15,10-5,174,152,1.47,05/07/2023,2023.0
27,Manhattan (MAAC),15,10-5,142,120,1.47,05/07/2023,2023.0
31,Michigan (Big Ten),15,9-6,207,186,1.40,05/07/2023,2023.0
32,Yale (Ivy League),14,9-5,210,191,1.36,05/07/2023,2023.0
33,High Point (Atlantic 10),17,9-8,240,222,1.06,05/07/2023,2023.0
34,Johns Hopkins (Big Ten),16,11-5,195,179,1.00,05/07/2023,2023.0
35,Vermont (America East),14,9-5,157,144,0.93,05/07/2023,2023.0
36,Marquette (Big East),14,6-8,186,175,0.79,05/07/2023,2023.0
37,Drexel (CAA),14,8-6,173,164,0.64,05/07/2023,2023.0
37,Massachusetts (Atlantic 10),14,8-6,141,132,0.64,05/07/2023,2023.0
39,Penn (Ivy League),13,7-6,154,146,0.62,05/07/2023,2023.0
40,Siena (MAAC),16,9-7,179,179,0.00,05/07/2023,2023.0
41,Robert Morris (ASUN),16,8-8,186,188,-0.13,05/07/2023,2023.0
42,Navy (Patriot),16,8-8,164,167,-0.19,05/07/2023,2023.0
43,Hofstra (CAA),14,5-9,145,149,-0.29,05/07/2023,2023.0
44,Fairfield (CAA),14,5-9,168,178,-0.71,05/07/2023,2023.0
45,Loyola Maryland (Patriot),17,9-8,185,199,-0.82,05/07/2023,2023.0
46,Brown (Ivy League),14,6-8,173,185,-0.86,05/07/2023,2023.0
47,Colgate (Patriot),11,2-9,122,132,-0.91,05/07/2023,2023.0
48,Harvard (Ivy League),12,5-7,150,161,-0.92,05/07/2023,2023.0
49,UAlbany (America East),16,6-10,171,188,-1.06,05/07/2023,2023.0
50,Hobart (Atlantic 10),13,5-8,172,187,-1.15,05/07/2023,2023.0
50,Bucknell (Patriot),13,3-10,147,162,-1.15,05/07/2023,2023.0
52,Mount St. Mary's (MAAC),16,8-8,172,193,-1.31,05/07/2023,2023.0
53,LIU (MAAC),14,5-9,150,169,-1.36,05/07/2023,2023.0
54,Cleveland St. (ASUN),13,6-7,150,168,-1.38,05/07/2023,2023.0
55,Sacred Heart (MAAC),15,5-10,155,176,-1.40,05/07/2023,2023.0
56,Quinnipiac (MAAC),14,7-7,183,203,-1.43,05/07/2023,2023.0
57,Lafayette (Patriot),16,6-10,178,205,-1.69,05/07/2023,2023.0
58,Ohio St. (Big Ten),14,5-9,158,182,-1.71,05/07/2023,2023.0
59,NJIT (America East),13,3-10,136,170,-2.62,05/07/2023,2023.0
60,Dartmouth (Ivy League),12,6-6,140,173,-2.75,05/07/2023,2023.0
61,Monmouth (CAA),14,5-9,129,168,-2.79,05/07/2023,2023.0
62,Mercer (ASUN),16,6-10,169,215,-2.88,05/07/2023,2023.0
63,VMI (MAAC),15,6-9,155,200,-3.00,05/07/2023,2023.0
64,Providence (Big East),15,6-9,164,214,-3.33,05/07/2023,2023.0
65,Canisius (MAAC),15,2-13,155,206,-3.40,05/07/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,05/07/2023,2023.0
67,St. John's (NY) (Big East),14,0-14,130,216,-6.14,05/07/2023,2023.0
68,Holy Cross (Patriot),14,1-13,123,221,-7.00,05/07/2023,2023.0
69,Detroit Mercy (ASUN),13,2-11,112,204,-7.08,05/07/2023,2023.0
70,UMass Lowell (America East),13,0-13,103,205,-7.85,05/07/2023,2023.0
71,St. Bonaventure (Atlantic 10),14,1-13,108,219,-7.93,05/07/2023,2023.0
72,Hampton (CAA),14,2-12,104,235,-9.36,05/07/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,05/07/2023,2023.0
-,Merrimack (America East),14,7-7,147,157,-0.71,05/07/2023,2023.0
-,Lindenwood (ASUN),12,2-10,113,176,-5.25,05/07/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,117,224,-7.64,05/07/2023,2023.0
1,Notre Dame (ACC),12,10-2,190,118,6.00,05/06/2023,2023.0
2,Virginia (ACC),14,11-3,247,171,5.43,05/06/2023,2023.0
3,Delaware (CAA),16,12-4,229,148,5.06,05/06/2023,2023.0
4,Utah (ASUN),15,11-4,256,185,4.73,05/06/2023,2023.0
5,Army West Point (Patriot),14,11-3,183,122,4.36,05/06/2023,2023.0
6,Georgetown (Big East),15,12-3,219,155,4.27,05/06/2023,2023.0
7,Jacksonville (ASUN),16,12-4,231,164,4.19,05/06/2023,2023.0
8,Duke (ACC),14,12-2,216,158,4.14,05/06/2023,2023.0
9,Cornell (Ivy League),14,11-3,208,154,3.86,05/06/2023,2023.0
10,North Carolina (ACC),14,7-7,205,153,3.71,05/06/2023,2023.0
11,Saint Joseph's (Atlantic 10),15,10-5,217,163,3.60,05/06/2023,2023.0
12,Penn St. (Big Ten),13,9-4,178,139,3.00,05/06/2023,2023.0
13,Bryant (America East),16,12-4,233,187,2.88,05/06/2023,2023.0
14,Princeton (Ivy League),13,7-6,180,143,2.85,05/06/2023,2023.0
15,Boston U. (Patriot),14,10-4,193,155,2.71,05/06/2023,2023.0
16,Air Force (ASUN),16,11-5,197,159,2.38,05/06/2023,2023.0
17,Bellarmine (ASUN),17,11-6,233,193,2.35,05/06/2023,2023.0
18,Richmond (Atlantic 10),15,11-4,198,163,2.33,05/06/2023,2023.0
19,UMBC (America East),13,8-5,154,125,2.23,05/06/2023,2023.0
20,Syracuse (ACC),15,8-7,215,182,2.20,05/06/2023,2023.0
20,Lehigh (Patriot),15,10-5,206,173,2.20,05/06/2023,2023.0
22,Yale (Ivy League),13,9-4,200,172,2.15,05/06/2023,2023.0
23,Villanova (Big East),15,10-5,194,163,2.07,05/06/2023,2023.0
24,Binghamton (America East),14,9-5,187,164,1.64,05/06/2023,2023.0
25,Marist (MAAC),17,10-7,232,205,1.59,05/06/2023,2023.0
26,Rutgers (Big Ten),14,8-6,173,151,1.57,05/06/2023,2023.0
27,Stony Brook (CAA),16,9-7,209,184,1.56,05/06/2023,2023.0
28,Maryland (Big Ten),15,10-5,181,159,1.47,05/06/2023,2023.0
28,Towson (CAA),15,6-9,179,157,1.47,05/06/2023,2023.0
28,Denver (Big East),15,10-5,174,152,1.47,05/06/2023,2023.0
28,Manhattan (MAAC),15,10-5,142,120,1.47,05/06/2023,2023.0
32,Michigan (Big Ten),15,9-6,207,186,1.40,05/06/2023,2023.0
33,High Point (Atlantic 10),17,9-8,240,222,1.06,05/06/2023,2023.0
34,Johns Hopkins (Big Ten),16,11-5,195,179,1.00,05/06/2023,2023.0
35,Vermont (America East),14,9-5,157,144,0.93,05/06/2023,2023.0
36,Marquette (Big East),14,6-8,186,175,0.79,05/06/2023,2023.0
37,Drexel (CAA),14,8-6,173,164,0.64,05/06/2023,2023.0
37,Massachusetts (Atlantic 10),14,8-6,141,132,0.64,05/06/2023,2023.0
39,Penn (Ivy League),13,7-6,154,146,0.62,05/06/2023,2023.0
40,Siena (MAAC),16,9-7,179,179,0.00,05/06/2023,2023.0
41,Robert Morris (ASUN),16,8-8,186,188,-0.13,05/06/2023,2023.0
42,Navy (Patriot),16,8-8,164,167,-0.19,05/06/2023,2023.0
43,Hofstra (CAA),14,5-9,145,149,-0.29,05/06/2023,2023.0
44,Fairfield (CAA),14,5-9,168,178,-0.71,05/06/2023,2023.0
45,Loyola Maryland (Patriot),16,9-7,177,189,-0.75,05/06/2023,2023.0
46,Brown (Ivy League),14,6-8,173,185,-0.86,05/06/2023,2023.0
47,Colgate (Patriot),11,2-9,122,132,-0.91,05/06/2023,2023.0
48,Harvard (Ivy League),12,5-7,150,161,-0.92,05/06/2023,2023.0
49,UAlbany (America East),16,6-10,171,188,-1.06,05/06/2023,2023.0
50,Hobart (Atlantic 10),13,5-8,172,187,-1.15,05/06/2023,2023.0
50,Bucknell (Patriot),13,3-10,147,162,-1.15,05/06/2023,2023.0
52,Mount St. Mary's (MAAC),16,8-8,172,193,-1.31,05/06/2023,2023.0
53,LIU (MAAC),14,5-9,150,169,-1.36,05/06/2023,2023.0
54,Cleveland St. (ASUN),13,6-7,150,168,-1.38,05/06/2023,2023.0
55,Sacred Heart (MAAC),15,5-10,155,176,-1.40,05/06/2023,2023.0
56,Quinnipiac (MAAC),14,7-7,183,203,-1.43,05/06/2023,2023.0
57,Lafayette (Patriot),16,6-10,178,205,-1.69,05/06/2023,2023.0
58,Ohio St. (Big Ten),14,5-9,158,182,-1.71,05/06/2023,2023.0
59,NJIT (America East),13,3-10,136,170,-2.62,05/06/2023,2023.0
60,Dartmouth (Ivy League),12,6-6,140,173,-2.75,05/06/2023,2023.0
61,Monmouth (CAA),14,5-9,129,168,-2.79,05/06/2023,2023.0
62,Mercer (ASUN),16,6-10,169,215,-2.88,05/06/2023,2023.0
63,VMI (MAAC),15,6-9,155,200,-3.00,05/06/2023,2023.0
64,Providence (Big East),15,6-9,164,214,-3.33,05/06/2023,2023.0
65,Canisius (MAAC),15,2-13,155,206,-3.40,05/06/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,05/06/2023,2023.0
67,St. John's (NY) (Big East),14,0-14,130,216,-6.14,05/06/2023,2023.0
68,Holy Cross (Patriot),14,1-13,123,221,-7.00,05/06/2023,2023.0
69,Detroit Mercy (ASUN),13,2-11,112,204,-7.08,05/06/2023,2023.0
70,UMass Lowell (America East),13,0-13,103,205,-7.85,05/06/2023,2023.0
71,St. Bonaventure (Atlantic 10),14,1-13,108,219,-7.93,05/06/2023,2023.0
72,Hampton (CAA),14,2-12,104,235,-9.36,05/06/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,05/06/2023,2023.0
-,Merrimack (America East),13,7-6,145,143,0.15,05/06/2023,2023.0
-,Lindenwood (ASUN),12,2-10,113,176,-5.25,05/06/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,117,224,-7.64,05/06/2023,2023.0
1,Notre Dame (ACC),11,9-2,172,109,5.73,05/05/2023,2023.0
2,Virginia (ACC),14,11-3,247,171,5.43,05/05/2023,2023.0
3,Delaware (CAA),15,11-4,216,138,5.20,05/05/2023,2023.0
4,Utah (ASUN),15,11-4,256,185,4.73,05/05/2023,2023.0
5,North Carolina (ACC),13,7-6,196,135,4.69,05/05/2023,2023.0
6,Army West Point (Patriot),14,11-3,183,122,4.36,05/05/2023,2023.0
7,Jacksonville (ASUN),16,12-4,231,164,4.19,05/05/2023,2023.0
8,Duke (ACC),14,12-2,216,158,4.14,05/05/2023,2023.0
9,Georgetown (Big East),14,11-3,205,150,3.93,05/05/2023,2023.0
10,Cornell (Ivy League),14,11-3,208,154,3.86,05/05/2023,2023.0
11,Saint Joseph's (Atlantic 10),15,10-5,217,163,3.60,05/05/2023,2023.0
12,Bryant (America East),15,11-4,221,176,3.00,05/05/2023,2023.0
12,Penn St. (Big Ten),13,9-4,178,139,3.00,05/05/2023,2023.0
14,Princeton (Ivy League),13,7-6,180,143,2.85,05/05/2023,2023.0
15,Boston U. (Patriot),14,10-4,193,155,2.71,05/05/2023,2023.0
16,Air Force (ASUN),16,11-5,197,159,2.38,05/05/2023,2023.0
17,Bellarmine (ASUN),17,11-6,233,193,2.35,05/05/2023,2023.0
18,UMBC (America East),13,8-5,154,125,2.23,05/05/2023,2023.0
19,Maryland (Big Ten),14,10-4,176,145,2.21,05/05/2023,2023.0
19,Denver (Big East),14,10-4,169,138,2.21,05/05/2023,2023.0
21,Syracuse (ACC),15,8-7,215,182,2.20,05/05/2023,2023.0
21,Lehigh (Patriot),15,10-5,206,173,2.20,05/05/2023,2023.0
23,Yale (Ivy League),13,9-4,200,172,2.15,05/05/2023,2023.0
24,Villanova (Big East),15,10-5,194,163,2.07,05/05/2023,2023.0
25,Richmond (Atlantic 10),14,10-4,183,155,2.00,05/05/2023,2023.0
26,Stony Brook (CAA),15,9-6,199,171,1.87,05/05/2023,2023.0
27,Binghamton (America East),14,9-5,187,164,1.64,05/05/2023,2023.0
28,Rutgers (Big Ten),14,8-6,173,151,1.57,05/05/2023,2023.0
29,High Point (Atlantic 10),16,9-7,232,207,1.56,05/05/2023,2023.0
30,Towson (CAA),15,6-9,179,157,1.47,05/05/2023,2023.0
30,Manhattan (MAAC),15,10-5,142,120,1.47,05/05/2023,2023.0
32,Marist (MAAC),16,9-7,220,198,1.38,05/05/2023,2023.0
33,Johns Hopkins (Big Ten),16,11-5,195,179,1.00,05/05/2023,2023.0
34,Vermont (America East),14,9-5,157,144,0.93,05/05/2023,2023.0
35,Michigan (Big Ten),14,8-6,193,181,0.86,05/05/2023,2023.0
36,Marquette (Big East),14,6-8,186,175,0.79,05/05/2023,2023.0
37,Drexel (CAA),14,8-6,173,164,0.64,05/05/2023,2023.0
37,Massachusetts (Atlantic 10),14,8-6,141,132,0.64,05/05/2023,2023.0
39,Penn (Ivy League),13,7-6,154,146,0.62,05/05/2023,2023.0
40,Siena (MAAC),15,9-6,172,167,0.33,05/05/2023,2023.0
41,Robert Morris (ASUN),16,8-8,186,188,-0.13,05/05/2023,2023.0
42,Navy (Patriot),16,8-8,164,167,-0.19,05/05/2023,2023.0
43,Hofstra (CAA),14,5-9,145,149,-0.29,05/05/2023,2023.0
44,Fairfield (CAA),14,5-9,168,178,-0.71,05/05/2023,2023.0
45,Loyola Maryland (Patriot),16,9-7,177,189,-0.75,05/05/2023,2023.0
46,Brown (Ivy League),14,6-8,173,185,-0.86,05/05/2023,2023.0
47,Colgate (Patriot),11,2-9,122,132,-0.91,05/05/2023,2023.0
48,Harvard (Ivy League),12,5-7,150,161,-0.92,05/05/2023,2023.0
49,UAlbany (America East),15,6-9,160,176,-1.07,05/05/2023,2023.0
50,Hobart (Atlantic 10),13,5-8,172,187,-1.15,05/05/2023,2023.0
50,Bucknell (Patriot),13,3-10,147,162,-1.15,05/05/2023,2023.0
52,Mount St. Mary's (MAAC),16,8-8,172,193,-1.31,05/05/2023,2023.0
53,LIU (MAAC),14,5-9,150,169,-1.36,05/05/2023,2023.0
54,Cleveland St. (ASUN),13,6-7,150,168,-1.38,05/05/2023,2023.0
55,Sacred Heart (MAAC),15,5-10,155,176,-1.40,05/05/2023,2023.0
56,Quinnipiac (MAAC),14,7-7,183,203,-1.43,05/05/2023,2023.0
57,Lafayette (Patriot),16,6-10,178,205,-1.69,05/05/2023,2023.0
58,Ohio St. (Big Ten),14,5-9,158,182,-1.71,05/05/2023,2023.0
59,NJIT (America East),13,3-10,136,170,-2.62,05/05/2023,2023.0
60,Dartmouth (Ivy League),12,6-6,140,173,-2.75,05/05/2023,2023.0
61,Monmouth (CAA),14,5-9,129,168,-2.79,05/05/2023,2023.0
62,Mercer (ASUN),16,6-10,169,215,-2.88,05/05/2023,2023.0
63,VMI (MAAC),15,6-9,155,200,-3.00,05/05/2023,2023.0
64,Providence (Big East),15,6-9,164,214,-3.33,05/05/2023,2023.0
65,Canisius (MAAC),15,2-13,155,206,-3.40,05/05/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,05/05/2023,2023.0
67,St. John's (NY) (Big East),14,0-14,130,216,-6.14,05/05/2023,2023.0
68,Holy Cross (Patriot),14,1-13,123,221,-7.00,05/05/2023,2023.0
69,Detroit Mercy (ASUN),13,2-11,112,204,-7.08,05/05/2023,2023.0
70,UMass Lowell (America East),13,0-13,103,205,-7.85,05/05/2023,2023.0
71,St. Bonaventure (Atlantic 10),14,1-13,108,219,-7.93,05/05/2023,2023.0
72,Hampton (CAA),14,2-12,104,235,-9.36,05/05/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,05/05/2023,2023.0
-,Merrimack (America East),13,7-6,145,143,0.15,05/05/2023,2023.0
-,Lindenwood (ASUN),12,2-10,113,176,-5.25,05/05/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,117,224,-7.64,05/05/2023,2023.0
1,Notre Dame (ACC),11,9-2,172,109,5.73,05/04/2023,2023.0
2,Virginia (ACC),14,11-3,247,171,5.43,05/04/2023,2023.0
3,Delaware (CAA),15,11-4,216,138,5.20,05/04/2023,2023.0
4,Utah (ASUN),14,10-4,239,171,4.86,05/04/2023,2023.0
5,North Carolina (ACC),13,7-6,196,135,4.69,05/04/2023,2023.0
5,Cornell (Ivy League),13,11-2,193,132,4.69,05/04/2023,2023.0
7,Army West Point (Patriot),13,10-3,164,109,4.23,05/04/2023,2023.0
8,Jacksonville (ASUN),16,12-4,231,164,4.19,05/04/2023,2023.0
9,Duke (ACC),14,12-2,216,158,4.14,05/04/2023,2023.0
10,Georgetown (Big East),14,11-3,205,150,3.93,05/04/2023,2023.0
11,Saint Joseph's (Atlantic 10),15,10-5,217,163,3.60,05/04/2023,2023.0
12,Bryant (America East),15,11-4,221,176,3.00,05/04/2023,2023.0
12,Boston U. (Patriot),13,10-3,182,143,3.00,05/04/2023,2023.0
12,Penn St. (Big Ten),13,9-4,178,139,3.00,05/04/2023,2023.0
12,Princeton (Ivy League),12,6-6,171,135,3.00,05/04/2023,2023.0
16,Lehigh (Patriot),14,10-4,193,154,2.79,05/04/2023,2023.0
17,Bellarmine (ASUN),16,11-5,219,176,2.69,05/04/2023,2023.0
18,UMBC (America East),13,8-5,154,125,2.23,05/04/2023,2023.0
19,Maryland (Big Ten),14,10-4,176,145,2.21,05/04/2023,2023.0
19,Denver (Big East),14,10-4,169,138,2.21,05/04/2023,2023.0
21,Syracuse (ACC),15,8-7,215,182,2.20,05/04/2023,2023.0
22,Villanova (Big East),15,10-5,194,163,2.07,05/04/2023,2023.0
23,Air Force (ASUN),15,10-5,185,155,2.00,05/04/2023,2023.0
23,Richmond (Atlantic 10),14,10-4,183,155,2.00,05/04/2023,2023.0
25,Stony Brook (CAA),15,9-6,199,171,1.87,05/04/2023,2023.0
26,Yale (Ivy League),12,8-4,178,157,1.75,05/04/2023,2023.0
27,Binghamton (America East),14,9-5,187,164,1.64,05/04/2023,2023.0
28,Rutgers (Big Ten),14,8-6,173,151,1.57,05/04/2023,2023.0
29,High Point (Atlantic 10),16,9-7,232,207,1.56,05/04/2023,2023.0
30,Towson (CAA),15,6-9,179,157,1.47,05/04/2023,2023.0
30,Manhattan (MAAC),15,10-5,142,120,1.47,05/04/2023,2023.0
32,Marist (MAAC),16,9-7,220,198,1.38,05/04/2023,2023.0
33,Johns Hopkins (Big Ten),16,11-5,195,179,1.00,05/04/2023,2023.0
34,Vermont (America East),14,9-5,157,144,0.93,05/04/2023,2023.0
35,Michigan (Big Ten),14,8-6,193,181,0.86,05/04/2023,2023.0
36,Marquette (Big East),14,6-8,186,175,0.79,05/04/2023,2023.0
37,Penn (Ivy League),12,7-5,146,137,0.75,05/04/2023,2023.0
38,Drexel (CAA),14,8-6,173,164,0.64,05/04/2023,2023.0
38,Massachusetts (Atlantic 10),14,8-6,141,132,0.64,05/04/2023,2023.0
40,Robert Morris (ASUN),15,8-7,182,176,0.40,05/04/2023,2023.0
41,Siena (MAAC),15,9-6,172,167,0.33,05/04/2023,2023.0
42,Navy (Patriot),16,8-8,164,167,-0.19,05/04/2023,2023.0
43,Hofstra (CAA),14,5-9,145,149,-0.29,05/04/2023,2023.0
44,Fairfield (CAA),14,5-9,168,178,-0.71,05/04/2023,2023.0
45,Brown (Ivy League),14,6-8,173,185,-0.86,05/04/2023,2023.0
46,Loyola Maryland (Patriot),15,8-7,165,178,-0.87,05/04/2023,2023.0
47,Colgate (Patriot),11,2-9,122,132,-0.91,05/04/2023,2023.0
48,Harvard (Ivy League),12,5-7,150,161,-0.92,05/04/2023,2023.0
49,UAlbany (America East),15,6-9,160,176,-1.07,05/04/2023,2023.0
50,Hobart (Atlantic 10),13,5-8,172,187,-1.15,05/04/2023,2023.0
50,Bucknell (Patriot),13,3-10,147,162,-1.15,05/04/2023,2023.0
52,Mount St. Mary's (MAAC),16,8-8,172,193,-1.31,05/04/2023,2023.0
53,LIU (MAAC),14,5-9,150,169,-1.36,05/04/2023,2023.0
54,Cleveland St. (ASUN),13,6-7,150,168,-1.38,05/04/2023,2023.0
55,Sacred Heart (MAAC),15,5-10,155,176,-1.40,05/04/2023,2023.0
56,Quinnipiac (MAAC),14,7-7,183,203,-1.43,05/04/2023,2023.0
57,Lafayette (Patriot),16,6-10,178,205,-1.69,05/04/2023,2023.0
58,Ohio St. (Big Ten),14,5-9,158,182,-1.71,05/04/2023,2023.0
59,NJIT (America East),13,3-10,136,170,-2.62,05/04/2023,2023.0
60,Dartmouth (Ivy League),12,6-6,140,173,-2.75,05/04/2023,2023.0
61,Monmouth (CAA),14,5-9,129,168,-2.79,05/04/2023,2023.0
62,Mercer (ASUN),16,6-10,169,215,-2.88,05/04/2023,2023.0
63,VMI (MAAC),15,6-9,155,200,-3.00,05/04/2023,2023.0
64,Providence (Big East),15,6-9,164,214,-3.33,05/04/2023,2023.0
65,Canisius (MAAC),15,2-13,155,206,-3.40,05/04/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,05/04/2023,2023.0
67,St. John's (NY) (Big East),14,0-14,130,216,-6.14,05/04/2023,2023.0
68,Holy Cross (Patriot),14,1-13,123,221,-7.00,05/04/2023,2023.0
69,Detroit Mercy (ASUN),13,2-11,112,204,-7.08,05/04/2023,2023.0
70,UMass Lowell (America East),13,0-13,103,205,-7.85,05/04/2023,2023.0
71,St. Bonaventure (Atlantic 10),14,1-13,108,219,-7.93,05/04/2023,2023.0
72,Hampton (CAA),14,2-12,104,235,-9.36,05/04/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,05/04/2023,2023.0
-,Merrimack (America East),13,7-6,145,143,0.15,05/04/2023,2023.0
-,Lindenwood (ASUN),12,2-10,113,176,-5.25,05/04/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,117,224,-7.64,05/04/2023,2023.0
1,Notre Dame (ACC),11,9-2,172,109,5.73,05/02/2023,2023.0
2,Virginia (ACC),14,11-3,247,171,5.43,05/02/2023,2023.0
3,Delaware (CAA),14,10-4,205,130,5.36,05/02/2023,2023.0
4,Utah (ASUN),14,10-4,239,171,4.86,05/02/2023,2023.0
5,North Carolina (ACC),13,7-6,196,135,4.69,05/02/2023,2023.0
