Date,Team,Man Down Defense Percent
2019-02-18,Hartford,0.667
2019-02-18,Bucknell,0.667
2019-02-18,Binghamton,0.667
2019-02-18,Syracuse,0.667
2019-02-18,Yale,0.667
2019-02-18,Drexel,0.667
2019-02-18,Virginia,0.647
2019-02-18,Furman,0.625
2019-02-18,North Carolina,0.625
2019-02-18,Marquette,0.625
2019-02-18,Georgetown,0.625
2019-02-18,Canisius,0.625
2019-02-18,Ohio St.,0.615
2019-02-18,Towson,0.6
2019-02-18,Sacred Heart,0.6
2019-02-18,Richmond,0.6
2019-02-18,Penn St.,0.583
2019-02-18,Colgate,0.571
2019-02-18,Maryland,0.571
2019-02-18,Villanova,0.571
2019-02-18,UAlbany,0.571
2019-02-18,Bellarmine,0.556
2019-02-18,Jacksonville,0.533
2019-02-18,Detroit Mercy,0.5
2019-02-18,Quinnipiac,0.5
2019-02-18,Hobart,0.5
2019-02-18,Robert Morris,0.5
2019-02-18,Harvard,0.5
2019-02-18,UMBC,0.5
2019-02-18,Manhattan,0.5
2019-02-18,Notre Dame,0.5
2019-02-18,Mount St. Mary's,0.462
2019-02-18,Utah,0.364
2019-02-18,Siena,0.333
2019-02-18,Penn,0.333
2019-02-18,Massachusetts,0.25
2019-02-18,Fairfield,0.25
2019-02-18,St. John's,0.25
2019-02-17,Stony Brook,1.0
2019-02-17,Princeton,1.0
2019-02-17,Navy,1.0
2019-02-17,Michigan,1.0
2019-02-17,Marist,1.0
2019-02-17,VMI,1.0
2019-02-17,Denver,1.0
2019-02-17,Delaware,1.0
2019-02-17,Hofstra,1.0
2019-02-17,Holy Cross,1.0
2019-02-17,Bryant,1.0
2019-02-17,Air Force,1.0
2019-02-17,Lehigh,0.9
2019-02-17,Vermont,0.889
2019-02-17,St. Bonaventure,0.889
2019-02-17,Brown,0.875
2019-02-17,Johns Hopkins,0.857
2019-02-17,Rutgers,0.857
2019-02-17,Cleveland St.,0.846
2019-02-17,Monmouth,0.8
2019-02-17,UMass Lowell,0.8
2019-02-17,Saint Joseph's,0.778
2019-02-17,Mercer,0.75
2019-02-17,Providence,0.75
2019-02-17,NJIT,0.75
2019-02-17,Army West Point,0.75
2019-02-17,Wagner,0.75
2019-02-17,Duke,0.727
2019-02-17,Boston U.,0.714
2019-02-17,Loyola Maryland,0.7
2019-02-17,Lafayette,0.7
2019-02-17,High Point,0.688
2019-02-17,Bucknell,0.667
2019-02-17,Binghamton,0.667
2019-02-17,Hartford,0.667
2019-02-17,Syracuse,0.667
2019-02-17,Drexel,0.667
2019-02-17,Yale,0.667
2019-02-17,North Carolina,0.625
2019-02-17,Furman,0.625
2019-02-17,Marquette,0.625
2019-02-17,Georgetown,0.625
2019-02-17,Canisius,0.625
2019-02-17,Ohio St.,0.615
2019-02-17,Virginia,0.615
2019-02-17,Towson,0.6
2019-02-17,Sacred Heart,0.6
2019-02-17,Richmond,0.6
2019-02-17,Penn St.,0.583
2019-02-17,Maryland,0.571
2019-02-17,UAlbany,0.571
2019-02-17,Villanova,0.571
2019-02-17,Colgate,0.571
2019-02-17,Bellarmine,0.556
2019-02-17,Jacksonville,0.533
2019-02-17,Quinnipiac,0.5
2019-02-17,Detroit Mercy,0.5
2019-02-17,Hobart,0.5
2019-02-17,Robert Morris,0.5
2019-02-17,Manhattan,0.5
2019-02-17,UMBC,0.5
2019-02-17,Notre Dame,0.5
2019-02-17,Mount St. Mary's,0.462
2019-02-17,Utah,0.364
2019-02-17,Siena,0.333
2019-02-17,Penn,0.333
2019-02-17,Harvard,0.25
2019-02-17,St. John's,0.25
2019-02-17,Massachusetts,0.25
2019-02-17,Fairfield,0.25
2019-02-15,Johns Hopkins,1.0
2019-02-15,Air Force,1.0
2019-02-15,Navy,1.0
2019-02-15,Cleveland St.,1.0
2019-02-15,Delaware,1.0
2019-02-15,Hofstra,1.0
2019-02-15,Holy Cross,1.0
2019-02-15,Providence,1.0
2019-02-15,Michigan,1.0
2019-02-15,Denver,1.0
2019-02-15,Bryant,1.0
2019-02-15,Lehigh,0.9
2019-02-15,St. Bonaventure,0.889
2019-02-15,High Point,0.889
2019-02-15,Vermont,0.857
2019-02-15,Rutgers,0.8
2019-02-15,Boston U.,0.8
2019-02-15,UMass Lowell,0.8
2019-02-15,Bucknell,0.75
2019-02-15,Bellarmine,0.75
2019-02-15,Saint Joseph's,0.75
2019-02-15,Wagner,0.75
2019-02-15,NJIT,0.714
2019-02-15,Loyola Maryland,0.714
2019-02-15,Lafayette,0.7
2019-02-15,Jacksonville,0.667
2019-02-15,North Carolina,0.667
2019-02-15,Duke,0.667
2019-02-15,Sacred Heart,0.667
2019-02-15,Syracuse,0.667
2019-02-15,Army West Point,0.667
2019-02-15,Marquette,0.625
2019-02-15,Furman,0.625
2019-02-15,Virginia,0.615
2019-02-15,Towson,0.6
2019-02-15,Maryland,0.6
2019-02-15,Georgetown,0.6
2019-02-15,Hobart,0.6
2019-02-15,Villanova,0.6
2019-02-15,Detroit Mercy,0.571
2019-02-15,Ohio St.,0.545
2019-02-15,Penn St.,0.5
2019-02-15,Mercer,0.5
2019-02-15,Quinnipiac,0.5
2019-02-15,Canisius,0.5
2019-02-15,UMBC,0.5
2019-02-15,Richmond,0.5
2019-02-15,St. John's,0.5
2019-02-15,Massachusetts,0.5
2019-02-15,Mount St. Mary's,0.462
2019-02-15,Colgate,0.4
2019-02-15,Robert Morris,0.333
2019-02-15,Utah,0.2
2019-02-10,Denver,1.0
2019-02-10,Delaware,1.0
2019-02-10,Cleveland St.,1.0
2019-02-10,Johns Hopkins,1.0
2019-02-10,Hofstra,1.0
2019-02-10,Michigan,1.0
2019-02-10,Holy Cross,1.0
2019-02-10,Providence,1.0
2019-02-10,Bryant,1.0
2019-02-10,Air Force,1.0
2019-02-10,Lehigh,0.889
2019-02-10,St. Bonaventure,0.889
2019-02-10,High Point,0.889
2019-02-10,Vermont,0.857
2019-02-10,UMass Lowell,0.8
2019-02-10,Boston U.,0.8
2019-02-10,Rutgers,0.8
2019-02-10,Canisius,0.75
2019-02-10,Lafayette,0.75
2019-02-10,Quinnipiac,0.75
2019-02-10,Bellarmine,0.75
2019-02-10,Saint Joseph's,0.75
2019-02-10,Bucknell,0.75
2019-02-10,NJIT,0.714
2019-02-10,Loyola Maryland,0.714
2019-02-10,North Carolina,0.667
2019-02-10,Duke,0.667
2019-02-10,Virginia,0.667
2019-02-10,Sacred Heart,0.667
2019-02-10,Syracuse,0.667
2019-02-10,Towson,0.667
2019-02-10,Army West Point,0.667
2019-02-10,Jacksonville,0.636
2019-02-10,Furman,0.625
2019-02-10,Maryland,0.6
2019-02-10,Villanova,0.6
2019-02-10,Georgetown,0.6
2019-02-10,Hobart,0.6
2019-02-10,Mount St. Mary's,0.571
2019-02-10,Detroit Mercy,0.571
2019-02-10,Ohio St.,0.545
2019-02-10,Penn St.,0.5
2019-02-10,Mercer,0.5
2019-02-10,Marquette,0.5
2019-02-10,Richmond,0.5
2019-02-10,St. John's,0.5
2019-02-10,Massachusetts,0.5
2019-02-10,Colgate,0.4
2019-02-10,Robert Morris,0.333
2019-02-10,Utah,0.2
2019-02-09,Providence,1.0
2019-02-09,Delaware,1.0
2019-02-09,Cleveland St.,1.0
2019-02-09,Johns Hopkins,1.0
2019-02-09,Holy Cross,1.0
2019-02-09,Hofstra,1.0
2019-02-09,Air Force,1.0
2019-02-09,Denver,1.0
2019-02-09,Bucknell,1.0
2019-02-09,Michigan,1.0
2019-02-09,St. Bonaventure,0.889
2019-02-09,High Point,0.889
2019-02-09,Lehigh,0.889
2019-02-09,Vermont,0.857
2019-02-09,Boston U.,0.8
2019-02-09,UMass Lowell,0.8
2019-02-09,Rutgers,0.8
2019-02-09,Saint Joseph's,0.75
2019-02-09,Canisius,0.75
2019-02-09,Quinnipiac,0.75
2019-02-09,Lafayette,0.75
2019-02-09,Bellarmine,0.75
2019-02-09,Loyola Maryland,0.714
2019-02-09,NJIT,0.714
2019-02-09,North Carolina,0.667
2019-02-09,Duke,0.667
2019-02-09,Virginia,0.667
2019-02-09,Sacred Heart,0.667
2019-02-09,Syracuse,0.667
2019-02-09,Towson,0.667
2019-02-09,Army West Point,0.667
2019-02-09,Jacksonville,0.636
2019-02-09,Furman,0.625
2019-02-09,Villanova,0.6
2019-02-09,Georgetown,0.6
2019-02-09,Hobart,0.6
2019-02-09,Maryland,0.6
2019-02-09,Detroit Mercy,0.571
2019-02-09,Mount St. Mary's,0.571
2019-02-09,Ohio St.,0.545
2019-02-09,Penn St.,0.5
2019-02-09,Mercer,0.5
2019-02-09,Marquette,0.5
2019-02-09,Richmond,0.5
2019-02-09,St. John's,0.5
2019-02-09,Massachusetts,0.5
2019-02-09,Colgate,0.4
2019-02-09,Robert Morris,0.333
2019-02-09,Utah,0.2
2019-02-08,Rutgers,1.0
2019-02-08,Boston U.,1.0
2019-02-08,Bucknell,1.0
2019-02-08,Cleveland St.,1.0
2019-02-08,Vermont,1.0
2019-02-08,Maryland,1.0
2019-02-08,Providence,1.0
2019-02-08,St. Bonaventure,1.0
2019-02-08,Bellarmine,1.0
2019-02-08,High Point,0.889
2019-02-08,Lehigh,0.857
2019-02-08,Penn St.,0.833
2019-02-08,North Carolina,0.8
2019-02-08,Duke,0.8
2019-02-08,Furman,0.667
2019-02-08,Syracuse,0.667
2019-02-08,Villanova,0.6
2019-02-08,Mercer,0.6
2019-02-08,Detroit Mercy,0.571
2019-02-08,Jacksonville,0.571
2019-02-08,NJIT,0.5
2019-02-08,Colgate,0.4
2019-02-08,Ohio St.,0.4
2019-02-06,Rutgers,1.0
2019-02-06,Bellarmine,1.0
2019-02-06,Providence,1.0
2019-02-06,St. Bonaventure,1.0
2019-02-06,Boston U.,1.0
2019-02-06,Bucknell,1.0
2019-02-06,Cleveland St.,1.0
2019-02-06,Vermont,1.0
2019-02-06,Maryland,1.0
2019-02-06,High Point,0.889
2019-02-06,Lehigh,0.857
2019-02-06,Penn St.,0.833
2019-02-06,North Carolina,0.8
2019-02-06,Duke,0.8
2019-02-06,Furman,0.667
2019-02-06,Villanova,0.6
2019-02-06,Mercer,0.6
2019-02-06,Detroit Mercy,0.571
2019-02-06,Jacksonville,0.571
2019-02-06,NJIT,0.5
2019-02-06,Ohio St.,0.4
2019-02-03,Rutgers,1.0
2019-02-03,Bellarmine,1.0
2019-02-03,Providence,1.0
2019-02-03,St. Bonaventure,1.0
2019-02-03,Boston U.,1.0
2019-02-03,Bucknell,1.0
2019-02-03,High Point,1.0
2019-02-03,Cleveland St.,1.0
2019-02-03,Duke,1.0
2019-02-03,Vermont,1.0
2019-02-03,Maryland,1.0
2019-02-03,Lehigh,0.857
2019-02-03,Penn St.,0.833
2019-02-03,North Carolina,0.8
2019-02-03,Furman,0.667
2019-02-03,Mercer,0.6
2019-02-03,Villanova,0.6
2019-02-03,Detroit Mercy,0.571
2019-02-03,Jacksonville,0.571
2019-02-03,NJIT,0.5
2019-02-03,Ohio St.,0.4
2020-03-12,Providence,0.938
2020-03-12,UMBC,0.9
2020-03-12,Loyola Maryland,0.889
2020-03-12,Harvard,0.867
2020-03-12,Maryland,0.842
2020-03-12,Rutgers,0.842
2020-03-12,Vermont,0.833
2020-03-12,Marquette,0.815
2020-03-12,Marist,0.808
2020-03-12,Mercer,0.8
2020-03-12,Georgetown,0.786
2020-03-12,Navy,0.786
2020-03-12,Monmouth,0.773
2020-03-12,Army West Point,0.769
2020-03-12,Massachusetts,0.767
2020-03-12,Air Force,0.741
2020-03-12,Ohio St.,0.737
2020-03-12,Detroit Mercy,0.737
2020-03-12,Manhattan,0.733
2020-03-12,NJIT,0.733
2020-03-12,Boston U.,0.722
2020-03-12,Jacksonville,0.72
2020-03-12,Hofstra,0.708
2020-03-12,UMass Lowell,0.694
2020-03-12,Richmond,0.688
2020-03-12,Bryant,0.684
2020-03-12,Michigan,0.68
2020-03-12,Robert Morris,0.667
2020-03-12,St. John's,0.667
2020-03-12,Duke,0.654
2020-03-12,Saint Joseph's,0.652
2020-03-12,LIU,0.643
2020-03-12,Virginia,0.64
2020-03-12,Mount St. Mary's,0.625
2020-03-12,Brown,0.619
2020-03-12,Hobart,0.619
2020-03-12,UAlbany,0.615
2020-03-12,Delaware,0.6
2020-03-12,Syracuse,0.6
2020-03-12,Siena,0.593
2020-03-12,Cornell,0.593
2020-03-12,Utah,0.588
2020-03-12,Bellarmine,0.579
2020-03-12,Furman,0.579
2020-03-12,Cleveland St.,0.579
2020-03-12,Bucknell,0.579
2020-03-12,VMI,0.571
2020-03-12,Fairfield,0.556
2020-03-12,Quinnipiac,0.552
2020-03-12,Stony Brook,0.542
2020-03-12,Yale,0.538
2020-03-12,Drexel,0.533
2020-03-12,Johns Hopkins,0.533
2020-03-12,Canisius,0.529
2020-03-12,Wagner,0.529
2020-03-12,Holy Cross,0.526
2020-03-12,High Point,0.515
2020-03-12,North Carolina,0.5
2020-03-12,Sacred Heart,0.5
2020-03-12,Hampton,0.5
2020-03-12,Dartmouth,0.5
2020-03-12,Villanova,0.483
2020-03-12,Hartford,0.48
2020-03-12,Penn St.,0.471
2020-03-12,Denver,0.467
2020-03-12,Penn,0.462
2020-03-12,Colgate,0.458
2020-03-12,Lafayette,0.44
2020-03-12,St. Bonaventure,0.417
2020-03-12,Towson,0.412
2020-03-12,Binghamton,0.389
2020-03-12,Lehigh,0.375
2020-03-12,Princeton,0.353
2020-03-12,Notre Dame,0.308
2020-03-12,Merrimack,0.522
2020-03-11,Providence,0.938
2020-03-11,UMBC,0.9
2020-03-11,Loyola Maryland,0.889
2020-03-11,Harvard,0.867
2020-03-11,Maryland,0.842
2020-03-11,Rutgers,0.842
2020-03-11,Vermont,0.833
2020-03-11,Marquette,0.815
2020-03-11,Marist,0.808
2020-03-11,Mercer,0.8
2020-03-11,Georgetown,0.786
2020-03-11,Navy,0.786
2020-03-11,Monmouth,0.773
2020-03-11,Army West Point,0.769
2020-03-11,Massachusetts,0.767
2020-03-11,Air Force,0.741
2020-03-11,Ohio St.,0.737
2020-03-11,Detroit Mercy,0.737
2020-03-11,Manhattan,0.733
2020-03-11,NJIT,0.733
2020-03-11,Boston U.,0.722
2020-03-11,Jacksonville,0.72
2020-03-11,Hofstra,0.708
2020-03-11,UMass Lowell,0.694
2020-03-11,Richmond,0.688
2020-03-11,Bryant,0.684
2020-03-11,Michigan,0.68
2020-03-11,Robert Morris,0.667
2020-03-11,St. John's,0.667
2020-03-11,Duke,0.654
2020-03-11,Saint Joseph's,0.652
2020-03-11,LIU,0.643
2020-03-11,Virginia,0.64
2020-03-11,Mount St. Mary's,0.625
2020-03-11,Brown,0.619
2020-03-11,Hobart,0.619
2020-03-11,UAlbany,0.615
2020-03-11,Delaware,0.6
2020-03-11,Syracuse,0.6
2020-03-11,Siena,0.593
2020-03-11,Cornell,0.593
2020-03-11,Utah,0.588
2020-03-11,Bellarmine,0.579
2020-03-11,Furman,0.579
2020-03-11,Cleveland St.,0.579
2020-03-11,Bucknell,0.579
2020-03-11,VMI,0.571
2020-03-11,Fairfield,0.556
2020-03-11,Quinnipiac,0.552
2020-03-11,Stony Brook,0.542
2020-03-11,Yale,0.538
2020-03-11,Drexel,0.533
2020-03-11,Johns Hopkins,0.533
2020-03-11,Canisius,0.529
2020-03-11,Wagner,0.529
2020-03-11,Holy Cross,0.526
2020-03-11,High Point,0.515
2020-03-11,North Carolina,0.5
2020-03-11,Sacred Heart,0.5
2020-03-11,Hampton,0.5
2020-03-11,Dartmouth,0.5
2020-03-11,Villanova,0.483
2020-03-11,Hartford,0.48
2020-03-11,Penn St.,0.471
2020-03-11,Denver,0.467
2020-03-11,Penn,0.462
2020-03-11,Colgate,0.458
2020-03-11,Lafayette,0.44
2020-03-11,St. Bonaventure,0.417
2020-03-11,Towson,0.412
2020-03-11,Binghamton,0.389
2020-03-11,Lehigh,0.375
2020-03-11,Princeton,0.353
2020-03-11,Notre Dame,0.308
2020-03-11,Merrimack,0.522
2020-03-10,Providence,0.938
2020-03-10,UMBC,0.9
2020-03-10,Loyola Maryland,0.889
2020-03-10,Harvard,0.867
2020-03-10,Maryland,0.842
2020-03-10,Rutgers,0.842
2020-03-10,Vermont,0.833
2020-03-10,Marquette,0.826
2020-03-10,Marist,0.808
2020-03-10,Mercer,0.8
2020-03-10,Georgetown,0.786
2020-03-10,Navy,0.786
2020-03-10,Monmouth,0.773
2020-03-10,Army West Point,0.769
2020-03-10,Massachusetts,0.767
2020-03-10,Air Force,0.741
2020-03-10,Ohio St.,0.737
2020-03-10,Detroit Mercy,0.737
2020-03-10,Manhattan,0.733
2020-03-10,NJIT,0.733
2020-03-10,Boston U.,0.722
2020-03-10,Jacksonville,0.72
2020-03-10,Hofstra,0.708
2020-03-10,UMass Lowell,0.694
2020-03-10,Richmond,0.688
2020-03-10,Bryant,0.684
2020-03-10,Robert Morris,0.667
2020-03-10,St. John's,0.667
2020-03-10,Duke,0.654
2020-03-10,Saint Joseph's,0.652
2020-03-10,Michigan,0.652
2020-03-10,LIU,0.643
2020-03-10,Virginia,0.64
2020-03-10,Mount St. Mary's,0.625
2020-03-10,Brown,0.619
2020-03-10,Hobart,0.619
2020-03-10,UAlbany,0.615
2020-03-10,Delaware,0.6
2020-03-10,Syracuse,0.6
2020-03-10,Siena,0.593
2020-03-10,Cornell,0.593
2020-03-10,Utah,0.588
2020-03-10,Bellarmine,0.579
2020-03-10,Furman,0.579
2020-03-10,Cleveland St.,0.579
2020-03-10,Bucknell,0.579
2020-03-10,VMI,0.571
2020-03-10,Fairfield,0.556
2020-03-10,Quinnipiac,0.552
2020-03-10,Stony Brook,0.542
2020-03-10,Yale,0.538
2020-03-10,Drexel,0.533
2020-03-10,Johns Hopkins,0.533
2020-03-10,Canisius,0.529
2020-03-10,Wagner,0.529
2020-03-10,Holy Cross,0.526
2020-03-10,High Point,0.515
2020-03-10,North Carolina,0.5
2020-03-10,Sacred Heart,0.5
2020-03-10,Dartmouth,0.5
2020-03-10,Villanova,0.483
2020-03-10,Hartford,0.48
2020-03-10,Penn St.,0.471
2020-03-10,Hampton,0.467
2020-03-10,Denver,0.467
2020-03-10,Penn,0.462
2020-03-10,Colgate,0.458
2020-03-10,Lafayette,0.44
2020-03-10,St. Bonaventure,0.417
2020-03-10,Towson,0.412
2020-03-10,Binghamton,0.389
2020-03-10,Lehigh,0.375
2020-03-10,Princeton,0.353
2020-03-10,Notre Dame,0.308
2020-03-10,Merrimack,0.522
2020-03-09,Providence,0.938
2020-03-09,UMBC,0.9
2020-03-09,Loyola Maryland,0.889
2020-03-09,Harvard,0.867
2020-03-09,Rutgers,0.842
2020-03-09,Maryland,0.842
2020-03-09,Vermont,0.833
2020-03-09,Marquette,0.826
2020-03-09,Marist,0.808
2020-03-09,Mercer,0.8
2020-03-09,Navy,0.786
2020-03-09,Georgetown,0.786
2020-03-09,Massachusetts,0.778
2020-03-09,Monmouth,0.773
2020-03-09,Army West Point,0.769
2020-03-09,Ohio St.,0.75
2020-03-09,Air Force,0.741
2020-03-09,Hofstra,0.739
2020-03-09,Detroit Mercy,0.737
2020-03-09,NJIT,0.733
2020-03-09,Manhattan,0.733
2020-03-09,Bryant,0.722
2020-03-09,Boston U.,0.722
2020-03-09,UMass Lowell,0.694
2020-03-09,LIU,0.692
2020-03-09,Richmond,0.688
2020-03-09,St. John's,0.684
2020-03-09,Siena,0.682
2020-03-09,Jacksonville,0.682
2020-03-09,Robert Morris,0.667
2020-03-09,Saint Joseph's,0.652
2020-03-09,Michigan,0.652
2020-03-09,Virginia,0.64
2020-03-09,Duke,0.625
2020-03-09,Hobart,0.619
2020-03-09,Mount St. Mary's,0.619
2020-03-09,Brown,0.619
2020-03-09,UAlbany,0.615
2020-03-09,Delaware,0.6
2020-03-09,Syracuse,0.6
2020-03-09,Cornell,0.593
2020-03-09,Fairfield,0.591
2020-03-09,Utah,0.588
2020-03-09,Furman,0.588
2020-03-09,Bucknell,0.579
2020-03-09,Cleveland St.,0.579
2020-03-09,Bellarmine,0.579
2020-03-09,VMI,0.571
2020-03-09,Penn St.,0.571
2020-03-09,Notre Dame,0.571
2020-03-09,Johns Hopkins,0.56
2020-03-09,Quinnipiac,0.552
2020-03-09,Stony Brook,0.542
2020-03-09,Yale,0.538
2020-03-09,Drexel,0.533
2020-03-09,Wagner,0.529
2020-03-09,Canisius,0.529
2020-03-09,Holy Cross,0.526
2020-03-09,High Point,0.515
2020-03-09,Sacred Heart,0.5
2020-03-09,North Carolina,0.5
2020-03-09,Dartmouth,0.5
2020-03-09,Villanova,0.483
2020-03-09,Hartford,0.48
2020-03-09,Denver,0.467
2020-03-09,Hampton,0.467
2020-03-09,Penn,0.462
2020-03-09,Colgate,0.458
2020-03-09,Lafayette,0.44
2020-03-09,St. Bonaventure,0.417
2020-03-09,Towson,0.412
2020-03-09,Binghamton,0.389
2020-03-09,Lehigh,0.375
2020-03-09,Princeton,0.353
2020-03-09,Merrimack,0.522
2020-03-08,Providence,0.938
2020-03-08,Harvard,0.933
2020-03-08,UMBC,0.9
2020-03-08,Maryland,0.895
2020-03-08,Loyola Maryland,0.889
2020-03-08,Rutgers,0.842
2020-03-08,Vermont,0.833
2020-03-08,Marquette,0.826
2020-03-08,Ohio St.,0.824
2020-03-08,Marist,0.808
2020-03-08,Mercer,0.8
2020-03-08,Navy,0.786
2020-03-08,Georgetown,0.786
2020-03-08,Massachusetts,0.778
2020-03-08,Monmouth,0.773
2020-03-08,Army West Point,0.769
2020-03-08,Air Force,0.741
2020-03-08,Hofstra,0.739
2020-03-08,Detroit Mercy,0.737
2020-03-08,NJIT,0.733
2020-03-08,Manhattan,0.733
2020-03-08,Boston U.,0.722
2020-03-08,Bryant,0.722
2020-03-08,UMass Lowell,0.694
2020-03-08,LIU,0.692
2020-03-08,Richmond,0.688
2020-03-08,St. John's,0.684
2020-03-08,Siena,0.682
2020-03-08,Jacksonville,0.682
2020-03-08,Robert Morris,0.667
2020-03-08,Saint Joseph's,0.652
2020-03-08,Michigan,0.652
2020-03-08,Virginia,0.64
2020-03-08,Duke,0.625
2020-03-08,Brown,0.619
2020-03-08,Hobart,0.619
2020-03-08,Mount St. Mary's,0.619
2020-03-08,UAlbany,0.615
2020-03-08,Delaware,0.6
2020-03-08,Syracuse,0.6
2020-03-08,Fairfield,0.591
2020-03-08,Utah,0.588
2020-03-08,Furman,0.588
2020-03-08,Bucknell,0.579
2020-03-08,Bellarmine,0.579
2020-03-08,Cornell,0.577
2020-03-08,Penn St.,0.571
2020-03-08,VMI,0.571
2020-03-08,Notre Dame,0.571
2020-03-08,Johns Hopkins,0.56
2020-03-08,Quinnipiac,0.552
2020-03-08,Stony Brook,0.542
2020-03-08,Yale,0.538
2020-03-08,Drexel,0.533
2020-03-08,Wagner,0.529
2020-03-08,Canisius,0.529
2020-03-08,Cleveland St.,0.529
2020-03-08,Holy Cross,0.526
2020-03-08,High Point,0.515
2020-03-08,Sacred Heart,0.5
2020-03-08,North Carolina,0.5
2020-03-08,Dartmouth,0.5
2020-03-08,Villanova,0.483
2020-03-08,Hartford,0.48
2020-03-08,Denver,0.467
2020-03-08,Hampton,0.467
2020-03-08,Penn,0.462
2020-03-08,Colgate,0.458
2020-03-08,Lafayette,0.44
2020-03-08,St. Bonaventure,0.417
2020-03-08,Towson,0.412
2020-03-08,Binghamton,0.389
2020-03-08,Lehigh,0.375
2020-03-08,Princeton,0.353
2020-03-08,Merrimack,0.522
2020-03-06,Vermont,1.0
2020-03-06,Harvard,1.0
2020-03-06,Providence,0.933
2020-03-06,Loyola Maryland,0.875
2020-03-06,UMBC,0.875
2020-03-06,Rutgers,0.867
2020-03-06,Marist,0.857
2020-03-06,Maryland,0.857
2020-03-06,Bryant,0.833
2020-03-06,Navy,0.833
2020-03-06,Ohio St.,0.824
2020-03-06,Marquette,0.818
2020-03-06,Mercer,0.813
2020-03-06,Monmouth,0.8
2020-03-06,Massachusetts,0.778
2020-03-06,Georgetown,0.769
2020-03-06,Duke,0.765
2020-03-06,Siena,0.765
2020-03-06,Army West Point,0.76
2020-03-06,Detroit Mercy,0.737
2020-03-06,NJIT,0.733
2020-03-06,Hofstra,0.727
2020-03-06,Boston U.,0.722
2020-03-06,Air Force,0.72
2020-03-06,Richmond,0.714
2020-03-06,Manhattan,0.692
2020-03-06,Michigan,0.684
2020-03-06,Jacksonville,0.682
2020-03-06,Delaware,0.682
2020-03-06,Virginia,0.667
2020-03-06,Yale,0.667
2020-03-06,LIU,0.65
2020-03-06,Hobart,0.65
2020-03-06,St. John's,0.647
2020-03-06,UMass Lowell,0.645
2020-03-06,Robert Morris,0.636
2020-03-06,Penn St.,0.615
2020-03-06,Mount St. Mary's,0.611
2020-03-06,Cornell,0.6
2020-03-06,Fairfield,0.6
2020-03-06,Johns Hopkins,0.6
2020-03-06,Utah,0.6
2020-03-06,UAlbany,0.6
2020-03-06,Wagner,0.6
2020-03-06,Furman,0.588
2020-03-06,Bellarmine,0.579
2020-03-06,Bucknell,0.579
2020-03-06,Penn,0.556
2020-03-06,Brown,0.533
2020-03-06,Holy Cross,0.529
2020-03-06,Cleveland St.,0.529
2020-03-06,Sacred Heart,0.526
2020-03-06,Colgate,0.524
2020-03-06,Stony Brook,0.524
2020-03-06,High Point,0.519
2020-03-06,North Carolina,0.5
2020-03-06,Hartford,0.5
2020-03-06,Canisius,0.5
2020-03-06,Saint Joseph's,0.5
2020-03-06,Syracuse,0.5
2020-03-06,VMI,0.5
2020-03-06,Notre Dame,0.5
2020-03-06,Villanova,0.476
2020-03-06,Drexel,0.474
2020-03-06,Quinnipiac,0.474
2020-03-06,Hampton,0.467
2020-03-06,Dartmouth,0.455
2020-03-06,St. Bonaventure,0.417
2020-03-06,Denver,0.417
2020-03-06,Lafayette,0.409
2020-03-06,Princeton,0.4
2020-03-06,Binghamton,0.375
2020-03-06,Towson,0.375
2020-03-06,Lehigh,0.333
2020-03-06,Merrimack,0.474
2020-03-04,Vermont,1.0
2020-03-04,Harvard,1.0
2020-03-04,Providence,0.933
2020-03-04,Loyola Maryland,0.875
2020-03-04,UMBC,0.875
2020-03-04,Rutgers,0.867
2020-03-04,Marist,0.857
2020-03-04,Maryland,0.857
2020-03-04,Bryant,0.833
2020-03-04,Navy,0.833
2020-03-04,Ohio St.,0.824
2020-03-04,Marquette,0.818
2020-03-04,Mercer,0.813
2020-03-04,Monmouth,0.8
2020-03-04,Massachusetts,0.778
2020-03-04,Georgetown,0.769
2020-03-04,Duke,0.765
2020-03-04,Siena,0.765
2020-03-04,Army West Point,0.76
2020-03-04,Detroit Mercy,0.737
2020-03-04,NJIT,0.733
2020-03-04,Hofstra,0.727
2020-03-04,Boston U.,0.722
2020-03-04,Air Force,0.72
2020-03-04,Richmond,0.714
2020-03-04,Manhattan,0.692
2020-03-04,Michigan,0.684
2020-03-04,Delaware,0.682
2020-03-04,Virginia,0.667
2020-03-04,Yale,0.667
2020-03-04,Jacksonville,0.65
2020-03-04,Hobart,0.65
2020-03-04,LIU,0.65
2020-03-04,St. John's,0.647
2020-03-04,UMass Lowell,0.645
2020-03-04,Robert Morris,0.636
2020-03-04,Penn St.,0.615
2020-03-04,Mount St. Mary's,0.611
2020-03-04,Johns Hopkins,0.6
2020-03-04,Cornell,0.6
2020-03-04,Fairfield,0.6
2020-03-04,Utah,0.6
2020-03-04,UAlbany,0.6
2020-03-04,Wagner,0.6
2020-03-04,Furman,0.588
2020-03-04,Bucknell,0.579
2020-03-04,Bellarmine,0.563
2020-03-04,North Carolina,0.55
2020-03-04,Cleveland St.,0.533
2020-03-04,Brown,0.533
2020-03-04,Holy Cross,0.529
2020-03-04,Sacred Heart,0.526
2020-03-04,Stony Brook,0.524
2020-03-04,Colgate,0.524
2020-03-04,High Point,0.519
2020-03-04,Hartford,0.5
