Date,Team,Man Down Defense Percent
2022-05-01,Hobart,0.633
2022-05-01,Boston U.,0.633
2022-05-01,Holy Cross,0.632
2022-05-01,Duke,0.627
2022-05-01,Towson,0.625
2022-05-01,Johns Hopkins,0.625
2022-05-01,Saint Joseph's,0.615
2022-05-01,Princeton,0.614
2022-05-01,Navy,0.606
2022-05-01,Penn St.,0.596
2022-05-01,Massachusetts,0.591
2022-05-01,Notre Dame,0.581
2022-05-01,Delaware,0.578
2022-05-01,Cleveland St.,0.575
2022-05-01,Dartmouth,0.565
2022-05-01,Marist,0.561
2022-05-01,Sacred Heart,0.558
2022-05-01,Denver,0.556
2022-05-01,Maryland,0.556
2022-05-01,Rutgers,0.553
2022-05-01,Richmond,0.548
2022-05-01,Stony Brook,0.547
2022-05-01,Canisius,0.541
2022-05-01,Penn,0.541
2022-05-01,Harvard,0.537
2022-05-01,Detroit Mercy,0.513
2022-05-01,North Carolina,0.512
2022-05-01,St. John's,0.509
2022-05-01,Quinnipiac,0.48
2022-05-01,Syracuse,0.426
2022-05-01,Merrimack,0.703
2022-04-28,Wagner,0.846
2022-04-28,Vermont,0.78
2022-04-28,Monmouth,0.778
2022-04-28,UMBC,0.774
2022-04-28,Brown,0.767
2022-04-28,Bellarmine,0.762
2022-04-28,Utah,0.75
2022-04-28,Villanova,0.743
2022-04-28,Robert Morris,0.732
2022-04-28,Bryant,0.729
2022-04-28,Drexel,0.725
2022-04-28,UAlbany,0.725
2022-04-28,Jacksonville,0.717
2022-04-28,Ohio St.,0.711
2022-04-28,Virginia,0.694
2022-04-28,Hampton,0.69
2022-04-28,High Point,0.689
2022-04-28,LIU,0.684
2022-04-28,Marquette,0.683
2022-04-28,Yale,0.681
2022-04-28,Army West Point,0.674
2022-04-28,Fairfield,0.667
2022-04-28,Mercer,0.667
2022-04-28,St. Bonaventure,0.667
2022-04-28,Bucknell,0.667
2022-04-28,Providence,0.667
2022-04-28,Air Force,0.667
2022-04-28,Siena,0.659
2022-04-28,Lehigh,0.657
2022-04-28,Colgate,0.655
2022-04-28,VMI,0.655
2022-04-28,Boston U.,0.652
2022-04-28,Lafayette,0.65
2022-04-28,Michigan,0.65
2022-04-28,Manhattan,0.649
2022-04-28,Mount St. Mary's,0.648
2022-04-28,Hofstra,0.643
2022-04-28,Cornell,0.636
2022-04-28,Georgetown,0.636
2022-04-28,Princeton,0.634
2022-04-28,Hobart,0.633
2022-04-28,Johns Hopkins,0.633
2022-04-28,Loyola Maryland,0.632
2022-04-28,NJIT,0.628
2022-04-28,Holy Cross,0.622
2022-04-28,Duke,0.62
2022-04-28,Towson,0.617
2022-04-28,Binghamton,0.615
2022-04-28,Navy,0.606
2022-04-28,Dartmouth,0.605
2022-04-28,Penn St.,0.605
2022-04-28,UMass Lowell,0.604
2022-04-28,Saint Joseph's,0.6
2022-04-28,Denver,0.6
2022-04-28,Harvard,0.595
2022-04-28,Massachusetts,0.571
2022-04-28,Delaware,0.565
2022-04-28,Cleveland St.,0.564
2022-04-28,Richmond,0.561
2022-04-28,Penn,0.559
2022-04-28,Maryland,0.556
2022-04-28,Marist,0.553
2022-04-28,Rutgers,0.553
2022-04-28,Stony Brook,0.548
2022-04-28,Sacred Heart,0.543
2022-04-28,Canisius,0.541
2022-04-28,Detroit Mercy,0.528
2022-04-28,North Carolina,0.512
2022-04-28,Notre Dame,0.5
2022-04-28,St. John's,0.469
2022-04-28,Syracuse,0.444
2022-04-28,Quinnipiac,0.432
2022-04-28,Merrimack,0.667
2022-04-26,Wagner,0.846
2022-04-26,Vermont,0.78
2022-04-26,Monmouth,0.778
2022-04-26,UMBC,0.774
2022-04-26,Brown,0.767
2022-04-26,Bellarmine,0.762
2022-04-26,Utah,0.75
2022-04-26,Villanova,0.743
2022-04-26,Robert Morris,0.732
2022-04-26,Bryant,0.729
2022-04-26,Drexel,0.725
2022-04-26,UAlbany,0.725
2022-04-26,Jacksonville,0.717
2022-04-26,Ohio St.,0.711
2022-04-26,Virginia,0.697
2022-04-26,Marquette,0.69
2022-04-26,Hampton,0.69
2022-04-26,High Point,0.689
2022-04-26,LIU,0.684
2022-04-26,Yale,0.681
2022-04-26,Army West Point,0.674
2022-04-26,Fairfield,0.667
2022-04-26,Mercer,0.667
2022-04-26,St. Bonaventure,0.667
2022-04-26,Lafayette,0.667
2022-04-26,Bucknell,0.667
2022-04-26,Providence,0.667
2022-04-26,Air Force,0.667
2022-04-26,Siena,0.659
2022-04-26,Lehigh,0.657
2022-04-26,Colgate,0.655
2022-04-26,VMI,0.655
2022-04-26,Boston U.,0.652
2022-04-26,Michigan,0.65
2022-04-26,Manhattan,0.649
2022-04-26,Mount St. Mary's,0.648
2022-04-26,Hofstra,0.643
2022-04-26,Cornell,0.636
2022-04-26,Georgetown,0.636
2022-04-26,Princeton,0.634
2022-04-26,Hobart,0.633
2022-04-26,Johns Hopkins,0.633
2022-04-26,Loyola Maryland,0.632
2022-04-26,NJIT,0.628
2022-04-26,Holy Cross,0.622
2022-04-26,Duke,0.62
2022-04-26,Towson,0.617
2022-04-26,Binghamton,0.615
2022-04-26,Navy,0.606
2022-04-26,Dartmouth,0.605
2022-04-26,Penn St.,0.605
2022-04-26,UMass Lowell,0.604
2022-04-26,Saint Joseph's,0.6
2022-04-26,Denver,0.6
2022-04-26,Harvard,0.595
2022-04-26,Massachusetts,0.571
2022-04-26,Delaware,0.565
2022-04-26,Cleveland St.,0.564
2022-04-26,Richmond,0.561
2022-04-26,Penn,0.559
2022-04-26,Maryland,0.556
2022-04-26,Marist,0.553
2022-04-26,Rutgers,0.553
2022-04-26,Stony Brook,0.548
2022-04-26,Sacred Heart,0.543
2022-04-26,Canisius,0.541
2022-04-26,Detroit Mercy,0.528
2022-04-26,North Carolina,0.512
2022-04-26,Notre Dame,0.5
2022-04-26,St. John's,0.469
2022-04-26,Syracuse,0.444
2022-04-26,Quinnipiac,0.432
2022-04-26,Merrimack,0.667
2022-04-24,Wagner,0.846
2022-04-24,Vermont,0.78
2022-04-24,Monmouth,0.778
2022-04-24,UMBC,0.774
2022-04-24,Bellarmine,0.762
2022-04-24,Utah,0.75
2022-04-24,Brown,0.744
2022-04-24,Villanova,0.743
2022-04-24,Bryant,0.733
2022-04-24,Robert Morris,0.732
2022-04-24,Drexel,0.725
2022-04-24,UAlbany,0.725
2022-04-24,Jacksonville,0.717
2022-04-24,Ohio St.,0.711
2022-04-24,Hampton,0.7
2022-04-24,Virginia,0.697
2022-04-24,Marquette,0.69
2022-04-24,High Point,0.689
2022-04-24,LIU,0.684
2022-04-24,Army West Point,0.674
2022-04-24,Fairfield,0.667
2022-04-24,Mercer,0.667
2022-04-24,Lafayette,0.667
2022-04-24,Bucknell,0.667
2022-04-24,Providence,0.667
2022-04-24,Air Force,0.667
2022-04-24,St. Bonaventure,0.66
2022-04-24,Siena,0.659
2022-04-24,Yale,0.659
2022-04-24,Lehigh,0.657
2022-04-24,Colgate,0.655
2022-04-24,VMI,0.655
2022-04-24,Boston U.,0.652
2022-04-24,Hofstra,0.651
2022-04-24,Michigan,0.65
2022-04-24,Manhattan,0.649
2022-04-24,Mount St. Mary's,0.648
2022-04-24,Cornell,0.636
2022-04-24,Georgetown,0.636
2022-04-24,Princeton,0.634
2022-04-24,Hobart,0.633
2022-04-24,Johns Hopkins,0.633
2022-04-24,Loyola Maryland,0.632
2022-04-24,NJIT,0.628
2022-04-24,Holy Cross,0.622
2022-04-24,Duke,0.62
2022-04-24,Towson,0.617
2022-04-24,Binghamton,0.615
2022-04-24,Navy,0.606
2022-04-24,Dartmouth,0.605
2022-04-24,Penn St.,0.605
2022-04-24,UMass Lowell,0.604
2022-04-24,Denver,0.6
2022-04-24,Saint Joseph's,0.596
2022-04-24,Harvard,0.595
2022-04-24,Massachusetts,0.571
2022-04-24,Delaware,0.565
2022-04-24,Cleveland St.,0.564
2022-04-24,Penn,0.563
2022-04-24,Richmond,0.561
2022-04-24,Maryland,0.556
2022-04-24,Marist,0.553
2022-04-24,Rutgers,0.553
2022-04-24,Stony Brook,0.548
2022-04-24,Sacred Heart,0.543
2022-04-24,Canisius,0.541
2022-04-24,Detroit Mercy,0.528
2022-04-24,North Carolina,0.512
2022-04-24,Notre Dame,0.5
2022-04-24,St. John's,0.469
2022-04-24,Syracuse,0.444
2022-04-24,Quinnipiac,0.405
2022-04-24,Merrimack,0.667
2022-04-21,Wagner,0.826
2022-04-21,UMBC,0.808
2022-04-21,Vermont,0.789
2022-04-21,Monmouth,0.765
2022-04-21,Bellarmine,0.759
2022-04-21,Ohio St.,0.758
2022-04-21,UAlbany,0.758
2022-04-21,Bryant,0.756
2022-04-21,Utah,0.75
2022-04-21,Villanova,0.75
2022-04-21,Brown,0.73
2022-04-21,Hampton,0.72
2022-04-21,Robert Morris,0.718
2022-04-21,Air Force,0.714
2022-04-21,Jacksonville,0.711
2022-04-21,High Point,0.707
2022-04-21,Drexel,0.706
2022-04-21,Army West Point,0.69
2022-04-21,Virginia,0.69
2022-04-21,Marquette,0.686
2022-04-21,LIU,0.685
2022-04-21,Lafayette,0.684
2022-04-21,Mercer,0.683
2022-04-21,Fairfield,0.68
2022-04-21,Michigan,0.667
2022-04-21,Hobart,0.667
2022-04-21,Mount St. Mary's,0.662
2022-04-21,Penn St.,0.658
2022-04-21,Bucknell,0.657
2022-04-21,Colgate,0.655
2022-04-21,Johns Hopkins,0.655
2022-04-21,St. Bonaventure,0.651
2022-04-21,Yale,0.65
2022-04-21,Lehigh,0.647
2022-04-21,Manhattan,0.647
2022-04-21,Holy Cross,0.639
2022-04-21,Providence,0.633
2022-04-21,VMI,0.63
2022-04-21,Boston U.,0.628
2022-04-21,NJIT,0.625
2022-04-21,Siena,0.625
2022-04-21,Georgetown,0.625
2022-04-21,Towson,0.622
2022-04-21,Hofstra,0.622
2022-04-21,Duke,0.62
2022-04-21,Dartmouth,0.615
2022-04-21,Cornell,0.613
2022-04-21,UMass Lowell,0.604
2022-04-21,Cleveland St.,0.6
2022-04-21,Princeton,0.595
2022-04-21,Harvard,0.594
2022-04-21,Loyola Maryland,0.588
2022-04-21,Saint Joseph's,0.578
2022-04-21,Massachusetts,0.575
2022-04-21,Binghamton,0.571
2022-04-21,Delaware,0.568
2022-04-21,Navy,0.567
2022-04-21,Maryland,0.56
2022-04-21,Marist,0.559
2022-04-21,Stony Brook,0.556
2022-04-21,Canisius,0.552
2022-04-21,Penn,0.552
2022-04-21,Denver,0.543
2022-04-21,Richmond,0.529
2022-04-21,Sacred Heart,0.525
2022-04-21,Detroit Mercy,0.515
2022-04-21,North Carolina,0.512
2022-04-21,Rutgers,0.5
2022-04-21,Notre Dame,0.5
2022-04-21,Syracuse,0.465
2022-04-21,St. John's,0.447
2022-04-21,Quinnipiac,0.436
2022-04-21,Merrimack,0.692
2022-04-20,Wagner,0.826
2022-04-20,UMBC,0.808
2022-04-20,Vermont,0.789
2022-04-20,Monmouth,0.765
2022-04-20,Bellarmine,0.759
2022-04-20,Ohio St.,0.758
2022-04-20,UAlbany,0.758
2022-04-20,Bryant,0.756
2022-04-20,Utah,0.75
2022-04-20,Villanova,0.75
2022-04-20,Brown,0.73
2022-04-20,Hampton,0.72
2022-04-20,Robert Morris,0.718
2022-04-20,Air Force,0.714
2022-04-20,Jacksonville,0.711
2022-04-20,High Point,0.707
2022-04-20,Drexel,0.706
2022-04-20,Army West Point,0.69
2022-04-20,Virginia,0.69
2022-04-20,Marquette,0.686
2022-04-20,LIU,0.685
2022-04-20,Lafayette,0.684
2022-04-20,Mercer,0.683
2022-04-20,Fairfield,0.68
2022-04-20,Michigan,0.667
2022-04-20,Hobart,0.667
2022-04-20,Mount St. Mary's,0.662
2022-04-20,Penn St.,0.658
2022-04-20,Bucknell,0.657
2022-04-20,Colgate,0.655
2022-04-20,Johns Hopkins,0.655
2022-04-20,St. Bonaventure,0.651
2022-04-20,Yale,0.65
2022-04-20,Lehigh,0.647
2022-04-20,Manhattan,0.647
2022-04-20,Holy Cross,0.639
2022-04-20,Providence,0.633
2022-04-20,VMI,0.63
2022-04-20,Boston U.,0.628
2022-04-20,NJIT,0.625
2022-04-20,Siena,0.625
2022-04-20,Georgetown,0.625
2022-04-20,Towson,0.622
2022-04-20,Hofstra,0.622
2022-04-20,Duke,0.62
2022-04-20,Dartmouth,0.615
2022-04-20,Cornell,0.613
2022-04-20,UMass Lowell,0.604
2022-04-20,Cleveland St.,0.6
2022-04-20,Princeton,0.595
2022-04-20,Harvard,0.594
2022-04-20,Loyola Maryland,0.588
2022-04-20,Saint Joseph's,0.578
2022-04-20,Massachusetts,0.575
2022-04-20,Binghamton,0.571
2022-04-20,Delaware,0.568
2022-04-20,Navy,0.567
2022-04-20,Maryland,0.56
2022-04-20,Marist,0.559
2022-04-20,Stony Brook,0.556
2022-04-20,Canisius,0.552
2022-04-20,Penn,0.552
2022-04-20,Denver,0.543
2022-04-20,Richmond,0.529
2022-04-20,North Carolina,0.526
2022-04-20,Sacred Heart,0.525
2022-04-20,Notre Dame,0.522
2022-04-20,Detroit Mercy,0.515
2022-04-20,Rutgers,0.5
2022-04-20,Syracuse,0.465
2022-04-20,St. John's,0.447
2022-04-20,Quinnipiac,0.436
2022-04-20,Merrimack,0.692
2022-04-19,Wagner,0.826
2022-04-19,UMBC,0.808
2022-04-19,Vermont,0.789
2022-04-19,Monmouth,0.765
2022-04-19,Bellarmine,0.759
2022-04-19,Ohio St.,0.758
2022-04-19,UAlbany,0.758
2022-04-19,Bryant,0.756
2022-04-19,Utah,0.75
2022-04-19,Villanova,0.75
2022-04-19,Brown,0.73
2022-04-19,Hampton,0.72
2022-04-19,Robert Morris,0.718
2022-04-19,Air Force,0.714
2022-04-19,Jacksonville,0.711
2022-04-19,High Point,0.707
2022-04-19,Drexel,0.706
2022-04-19,Army West Point,0.69
2022-04-19,Virginia,0.69
2022-04-19,Marquette,0.686
2022-04-19,LIU,0.685
2022-04-19,Lafayette,0.684
2022-04-19,Mercer,0.683
2022-04-19,Fairfield,0.68
2022-04-19,Michigan,0.667
2022-04-19,Hobart,0.667
2022-04-19,Mount St. Mary's,0.662
2022-04-19,Penn St.,0.658
2022-04-19,Bucknell,0.657
2022-04-19,Colgate,0.655
2022-04-19,Johns Hopkins,0.655
2022-04-19,St. Bonaventure,0.651
2022-04-19,Yale,0.65
2022-04-19,Lehigh,0.647
2022-04-19,Manhattan,0.647
2022-04-19,Providence,0.633
2022-04-19,VMI,0.63
2022-04-19,Boston U.,0.628
2022-04-19,NJIT,0.625
2022-04-19,Siena,0.625
2022-04-19,Georgetown,0.625
2022-04-19,Towson,0.622
2022-04-19,Hofstra,0.622
2022-04-19,Duke,0.62
2022-04-19,Dartmouth,0.615
2022-04-19,Cornell,0.613
2022-04-19,Cleveland St.,0.6
2022-04-19,Princeton,0.595
2022-04-19,Harvard,0.594
2022-04-19,Holy Cross,0.594
2022-04-19,Loyola Maryland,0.588
2022-04-19,Saint Joseph's,0.578
2022-04-19,Massachusetts,0.575
2022-04-19,Binghamton,0.571
2022-04-19,Delaware,0.568
2022-04-19,Navy,0.567
2022-04-19,UMass Lowell,0.563
2022-04-19,Maryland,0.56
2022-04-19,Marist,0.559
2022-04-19,Stony Brook,0.556
2022-04-19,Canisius,0.552
2022-04-19,Penn,0.552
2022-04-19,Denver,0.543
2022-04-19,Richmond,0.529
2022-04-19,North Carolina,0.526
2022-04-19,Sacred Heart,0.525
2022-04-19,Notre Dame,0.522
2022-04-19,Detroit Mercy,0.515
2022-04-19,Rutgers,0.5
2022-04-19,Syracuse,0.465
2022-04-19,St. John's,0.447
2022-04-19,Quinnipiac,0.436
2022-04-19,Merrimack,0.692
2022-04-17,Wagner,0.826
2022-04-17,UMBC,0.808
2022-04-17,Vermont,0.789
2022-04-17,Monmouth,0.765
2022-04-17,Bellarmine,0.759
2022-04-17,Ohio St.,0.758
2022-04-17,UAlbany,0.758
2022-04-17,Bryant,0.756
2022-04-17,Utah,0.75
2022-04-17,Villanova,0.75
2022-04-17,Brown,0.73
2022-04-17,Hampton,0.72
2022-04-17,Robert Morris,0.718
2022-04-17,Air Force,0.714
2022-04-17,Jacksonville,0.711
2022-04-17,High Point,0.707
2022-04-17,Drexel,0.706
2022-04-17,Army West Point,0.69
2022-04-17,Virginia,0.69
2022-04-17,Marquette,0.686
2022-04-17,LIU,0.685
2022-04-17,Lafayette,0.684
2022-04-17,Mercer,0.683
2022-04-17,Fairfield,0.667
2022-04-17,Michigan,0.667
2022-04-17,Hobart,0.667
2022-04-17,Mount St. Mary's,0.662
2022-04-17,Penn St.,0.658
2022-04-17,Bucknell,0.657
2022-04-17,Colgate,0.655
2022-04-17,Johns Hopkins,0.655
2022-04-17,St. Bonaventure,0.651
2022-04-17,Yale,0.65
2022-04-17,Lehigh,0.647
2022-04-17,Manhattan,0.647
2022-04-17,NJIT,0.633
2022-04-17,Providence,0.633
2022-04-17,VMI,0.63
2022-04-17,Boston U.,0.628
2022-04-17,Siena,0.625
2022-04-17,Towson,0.622
2022-04-17,Hofstra,0.622
2022-04-17,Duke,0.62
2022-04-17,Dartmouth,0.615
2022-04-17,Cornell,0.613
2022-04-17,Cleveland St.,0.6
2022-04-17,Georgetown,0.6
2022-04-17,Princeton,0.595
2022-04-17,Harvard,0.594
2022-04-17,Holy Cross,0.594
2022-04-17,Saint Joseph's,0.587
2022-04-17,Massachusetts,0.575
2022-04-17,Delaware,0.568
2022-04-17,Navy,0.567
2022-04-17,UMass Lowell,0.563
2022-04-17,Loyola Maryland,0.563
2022-04-17,Maryland,0.56
2022-04-17,Marist,0.559
2022-04-17,Stony Brook,0.556
2022-04-17,Canisius,0.552
2022-04-17,Penn,0.552
2022-04-17,Denver,0.543
2022-04-17,Richmond,0.529
2022-04-17,North Carolina,0.526
2022-04-17,Sacred Heart,0.525
2022-04-17,Notre Dame,0.522
2022-04-17,Detroit Mercy,0.515
2022-04-17,Rutgers,0.5
2022-04-17,Binghamton,0.5
2022-04-17,Syracuse,0.465
2022-04-17,St. John's,0.447
2022-04-17,Quinnipiac,0.436
2022-04-17,Merrimack,0.692
2022-04-14,UMBC,0.826
2022-04-14,Wagner,0.818
2022-04-14,Villanova,0.786
2022-04-14,Bellarmine,0.774
2022-04-14,Vermont,0.771
2022-04-14,Bryant,0.744
2022-04-14,Brown,0.743
2022-04-14,Monmouth,0.742
2022-04-14,Ohio St.,0.733
2022-04-14,Utah,0.733
2022-04-14,UAlbany,0.714
2022-04-14,Virginia,0.714
2022-04-14,Air Force,0.708
2022-04-14,Jacksonville,0.707
2022-04-14,Drexel,0.706
2022-04-14,Fairfield,0.705
2022-04-14,Army West Point,0.7
2022-04-14,St. Bonaventure,0.694
2022-04-14,LIU,0.688
2022-04-14,Robert Morris,0.686
2022-04-14,Manhattan,0.677
2022-04-14,Lafayette,0.676
2022-04-14,Mercer,0.667
2022-04-14,Hobart,0.667
2022-04-14,Hampton,0.667
2022-04-14,Mount St. Mary's,0.661
2022-04-14,Yale,0.658
2022-04-14,High Point,0.657
2022-04-14,Michigan,0.657
2022-04-14,Marquette,0.656
2022-04-14,Providence,0.655
2022-04-14,Georgetown,0.652
2022-04-14,Bucknell,0.647
2022-04-14,Siena,0.641
2022-04-14,Dartmouth,0.639
2022-04-14,Penn St.,0.636
2022-04-14,Holy Cross,0.633
2022-04-14,NJIT,0.633
2022-04-14,Hofstra,0.629
2022-04-14,Boston U.,0.628
2022-04-14,Towson,0.628
2022-04-14,Colgate,0.625
2022-04-14,Duke,0.62
2022-04-14,Harvard,0.615
2022-04-14,Cornell,0.613
2022-04-14,Massachusetts,0.611
2022-04-14,Johns Hopkins,0.609
2022-04-14,Princeton,0.6
2022-04-14,Lehigh,0.6
2022-04-14,Cleveland St.,0.594
2022-04-14,VMI,0.591
2022-04-14,Saint Joseph's,0.587
2022-04-14,Navy,0.586
2022-04-14,Marist,0.581
2022-04-14,Delaware,0.571
2022-04-14,Loyola Maryland,0.563
2022-04-14,Maryland,0.56
2022-04-14,Detroit Mercy,0.552
2022-04-14,UMass Lowell,0.545
2022-04-14,Denver,0.545
2022-04-14,North Carolina,0.543
2022-04-14,Stony Brook,0.543
2022-04-14,Sacred Heart,0.541
2022-04-14,Notre Dame,0.522
2022-04-14,Canisius,0.519
2022-04-14,Richmond,0.517
2022-04-14,Rutgers,0.515
2022-04-14,Binghamton,0.5
2022-04-14,Syracuse,0.476
2022-04-14,Quinnipiac,0.459
2022-04-14,St. John's,0.457
2022-04-14,Penn,0.455
2022-04-14,Merrimack,0.667
2022-04-12,UMBC,0.826
2022-04-12,Wagner,0.818
2022-04-12,Villanova,0.786
2022-04-12,Bellarmine,0.774
2022-04-12,Vermont,0.771
2022-04-12,Bryant,0.744
2022-04-12,Brown,0.743
2022-04-12,Monmouth,0.742
2022-04-12,Ohio St.,0.733
2022-04-12,Utah,0.733
2022-04-12,UAlbany,0.714
2022-04-12,Virginia,0.714
2022-04-12,Air Force,0.708
2022-04-12,Jacksonville,0.707
2022-04-12,Drexel,0.706
2022-04-12,Fairfield,0.705
2022-04-12,Army West Point,0.7
2022-04-12,St. Bonaventure,0.694
2022-04-12,LIU,0.688
2022-04-12,Robert Morris,0.686
2022-04-12,Manhattan,0.677
2022-04-12,Lafayette,0.676
2022-04-12,Mercer,0.667
2022-04-12,Hobart,0.667
2022-04-12,Hampton,0.667
2022-04-12,Mount St. Mary's,0.661
2022-04-12,Yale,0.658
2022-04-12,High Point,0.657
2022-04-12,Michigan,0.657
2022-04-12,Marquette,0.656
2022-04-12,Providence,0.655
2022-04-12,Georgetown,0.652
2022-04-12,Bucknell,0.647
2022-04-12,Siena,0.641
2022-04-12,Dartmouth,0.639
2022-04-12,Penn St.,0.636
2022-04-12,Holy Cross,0.633
2022-04-12,NJIT,0.633
2022-04-12,Duke,0.633
2022-04-12,Hofstra,0.629
2022-04-12,Boston U.,0.628
2022-04-12,Towson,0.628
2022-04-12,Colgate,0.625
2022-04-12,Harvard,0.615
2022-04-12,Cornell,0.613
2022-04-12,Massachusetts,0.611
2022-04-12,Saint Joseph's,0.609
2022-04-12,Johns Hopkins,0.609
2022-04-12,Princeton,0.6
2022-04-12,Lehigh,0.6
2022-04-12,Cleveland St.,0.594
2022-04-12,VMI,0.591
2022-04-12,Navy,0.586
2022-04-12,Marist,0.581
2022-04-12,Delaware,0.571
2022-04-12,Loyola Maryland,0.563
2022-04-12,Maryland,0.56
2022-04-12,Detroit Mercy,0.552
2022-04-12,UMass Lowell,0.545
2022-04-12,Denver,0.545
2022-04-12,North Carolina,0.543
2022-04-12,Stony Brook,0.543
2022-04-12,Sacred Heart,0.541
2022-04-12,Notre Dame,0.522
2022-04-12,Canisius,0.519
2022-04-12,Richmond,0.517
2022-04-12,Rutgers,0.515
2022-04-12,Binghamton,0.5
2022-04-12,Syracuse,0.476
2022-04-12,Quinnipiac,0.459
2022-04-12,St. John's,0.457
2022-04-12,Penn,0.455
2022-04-12,Merrimack,0.667
2022-04-11,UMBC,0.826
2022-04-11,Wagner,0.818
2022-04-11,Villanova,0.786
2022-04-11,Bellarmine,0.774
2022-04-11,Vermont,0.771
2022-04-11,Bryant,0.744
2022-04-11,Brown,0.743
2022-04-11,Monmouth,0.742
2022-04-11,Ohio St.,0.733
2022-04-11,Utah,0.733
2022-04-11,UAlbany,0.714
2022-04-11,Virginia,0.714
2022-04-11,Air Force,0.708
2022-04-11,Jacksonville,0.707
2022-04-11,Drexel,0.706
2022-04-11,Fairfield,0.705
2022-04-11,Army West Point,0.7
2022-04-11,St. Bonaventure,0.694
2022-04-11,LIU,0.688
2022-04-11,Robert Morris,0.686
2022-04-11,Manhattan,0.677
2022-04-11,Lafayette,0.676
2022-04-11,Mercer,0.667
2022-04-11,Hobart,0.667
2022-04-11,Hampton,0.667
2022-04-11,Mount St. Mary's,0.661
2022-04-11,Yale,0.658
2022-04-11,High Point,0.657
2022-04-11,Michigan,0.657
2022-04-11,Providence,0.655
2022-04-11,NJIT,0.654
2022-04-11,Georgetown,0.652
2022-04-11,Bucknell,0.647
2022-04-11,Marquette,0.645
2022-04-11,Siena,0.641
2022-04-11,Dartmouth,0.639
2022-04-11,Penn St.,0.636
2022-04-11,Holy Cross,0.633
2022-04-11,Duke,0.633
2022-04-11,Hofstra,0.629
2022-04-11,Boston U.,0.628
2022-04-11,Towson,0.628
2022-04-11,Colgate,0.625
2022-04-11,Harvard,0.615
2022-04-11,Cornell,0.613
2022-04-11,Massachusetts,0.611
2022-04-11,Saint Joseph's,0.609
2022-04-11,Johns Hopkins,0.609
2022-04-11,Princeton,0.6
2022-04-11,Lehigh,0.6
2022-04-11,Cleveland St.,0.594
2022-04-11,Marist,0.593
2022-04-11,VMI,0.591
2022-04-11,Navy,0.586
2022-04-11,Delaware,0.571
2022-04-11,Loyola Maryland,0.563
2022-04-11,Maryland,0.56
2022-04-11,Detroit Mercy,0.552
2022-04-11,UMass Lowell,0.545
2022-04-11,Denver,0.545
2022-04-11,North Carolina,0.543
2022-04-11,Stony Brook,0.543
2022-04-11,Sacred Heart,0.541
2022-04-11,Notre Dame,0.529
2022-04-11,Canisius,0.519
2022-04-11,Richmond,0.517
2022-04-11,Rutgers,0.515
2022-04-11,Binghamton,0.5
2022-04-11,Syracuse,0.476
2022-04-11,Quinnipiac,0.459
2022-04-11,St. John's,0.457
2022-04-11,Penn,0.455
2022-04-11,Merrimack,0.667
2022-04-10,UMBC,0.826
2022-04-10,Wagner,0.818
2022-04-10,Villanova,0.793
2022-04-10,Bellarmine,0.774
2022-04-10,Vermont,0.771
2022-04-10,Bryant,0.744
2022-04-10,Brown,0.743
2022-04-10,Monmouth,0.742
2022-04-10,Ohio St.,0.733
2022-04-10,Utah,0.733
2022-04-10,UAlbany,0.714
2022-04-10,Virginia,0.714
2022-04-10,Air Force,0.708
2022-04-10,Jacksonville,0.707
2022-04-10,Drexel,0.706
2022-04-10,Fairfield,0.705
2022-04-10,Army West Point,0.7
2022-04-10,Manhattan,0.7
2022-04-10,St. Bonaventure,0.694
2022-04-10,LIU,0.688
2022-04-10,Robert Morris,0.686
2022-04-10,Lafayette,0.676
2022-04-10,Mercer,0.667
2022-04-10,Hobart,0.667
2022-04-10,Hampton,0.667
2022-04-10,Mount St. Mary's,0.661
2022-04-10,Yale,0.658
2022-04-10,High Point,0.657
2022-04-10,Michigan,0.657
2022-04-10,Providence,0.655
2022-04-10,NJIT,0.654
2022-04-10,Georgetown,0.652
2022-04-10,Bucknell,0.647
2022-04-10,Marquette,0.645
2022-04-10,Siena,0.641
2022-04-10,Dartmouth,0.639
2022-04-10,Penn St.,0.636
2022-04-10,Holy Cross,0.633
2022-04-10,Duke,0.633
2022-04-10,Hofstra,0.629
2022-04-10,Boston U.,0.628
2022-04-10,Towson,0.628
2022-04-10,Colgate,0.625
2022-04-10,Harvard,0.615
2022-04-10,Cornell,0.613
2022-04-10,Massachusetts,0.611
2022-04-10,Saint Joseph's,0.609
2022-04-10,Johns Hopkins,0.609
2022-04-10,Princeton,0.6
2022-04-10,Lehigh,0.6
2022-04-10,Cleveland St.,0.594
2022-04-10,Marist,0.593
2022-04-10,VMI,0.591
2022-04-10,Notre Dame,0.588
2022-04-10,Navy,0.586
2022-04-10,Delaware,0.571
2022-04-10,Loyola Maryland,0.563
2022-04-10,Maryland,0.56
2022-04-10,Denver,0.559
2022-04-10,Detroit Mercy,0.552
2022-04-10,UMass Lowell,0.545
2022-04-10,North Carolina,0.543
2022-04-10,Stony Brook,0.543
2022-04-10,Sacred Heart,0.541
2022-04-10,Canisius,0.519
2022-04-10,Richmond,0.517
2022-04-10,Rutgers,0.515
2022-04-10,Syracuse,0.5
2022-04-10,Binghamton,0.5
2022-04-10,Quinnipiac,0.459
2022-04-10,St. John's,0.457
