Date,Team,Faceoff Percent
2024-04-07,Cleveland St.,0.462
2024-04-07,Brown,0.46
2024-04-07,Boston U.,0.459
2024-04-07,Fairfield,0.459
2024-04-07,Penn St.,0.458
2024-04-07,Siena,0.457
2024-04-07,Providence,0.455
2024-04-07,Stony Brook,0.455
2024-04-07,Quinnipiac,0.453
2024-04-07,Air Force,0.452
2024-04-07,Utah,0.444
2024-04-07,Harvard,0.434
2024-04-07,Penn,0.432
2024-04-07,Wagner,0.416
2024-04-07,St. Bonaventure,0.416
2024-04-07,Mount St. Mary's,0.406
2024-04-07,Loyola Maryland,0.405
2024-04-07,Colgate,0.394
2024-04-07,Holy Cross,0.38
2024-04-07,Merrimack,0.372
2024-04-07,Manhattan,0.36
2024-04-07,Hampton,0.326
2024-04-07,Detroit Mercy,0.311
2024-04-07,Queens,0.467
2024-04-07,Le Moyne,0.463
2024-04-07,Lindenwood,0.412
2024-04-02,Yale,0.658
2024-04-02,Bryant,0.647
2024-04-02,North Carolina,0.641
2024-04-02,Army West Point,0.602
2024-04-02,Denver,0.598
2024-04-02,Michigan,0.595
2024-04-02,Syracuse,0.595
2024-04-02,NJIT,0.592
2024-04-02,Hobart,0.591
2024-04-02,Villanova,0.591
2024-04-02,Ohio St.,0.577
2024-04-02,Navy,0.574
2024-04-02,Maryland,0.573
2024-04-02,Towson,0.573
2024-04-02,Duke,0.572
2024-04-02,Notre Dame,0.571
2024-04-02,Georgetown,0.57
2024-04-02,Marquette,0.564
2024-04-02,UAlbany,0.555
2024-04-02,High Point,0.552
2024-04-02,Robert Morris,0.547
2024-04-02,Rutgers,0.547
2024-04-02,Sacred Heart,0.538
2024-04-02,Virginia,0.533
2024-04-02,Vermont,0.531
2024-04-02,Hofstra,0.529
2024-04-02,UMBC,0.524
2024-04-02,VMI,0.524
2024-04-02,Binghamton,0.519
2024-04-02,UMass Lowell,0.518
2024-04-02,Delaware,0.517
2024-04-02,Lafayette,0.516
2024-04-02,Drexel,0.516
2024-04-02,Mercer,0.514
2024-04-02,Dartmouth,0.513
2024-04-02,Bellarmine,0.511
2024-04-02,Richmond,0.507
2024-04-02,LIU,0.507
2024-04-02,Marist,0.506
2024-04-02,Lehigh,0.5
2024-04-02,Jacksonville,0.483
2024-04-02,Johns Hopkins,0.481
2024-04-02,Princeton,0.477
2024-04-02,St. John's,0.477
2024-04-02,Massachusetts,0.473
2024-04-02,Canisius,0.471
2024-04-02,Quinnipiac,0.47
2024-04-02,Cornell,0.47
2024-04-02,Monmouth,0.467
2024-04-02,Saint Joseph's,0.464
2024-04-02,Bucknell,0.462
2024-04-02,Brown,0.459
2024-04-02,Boston U.,0.459
2024-04-02,Penn St.,0.456
2024-04-02,Cleveland St.,0.452
2024-04-02,Fairfield,0.45
2024-04-02,Stony Brook,0.447
2024-04-02,Harvard,0.439
2024-04-02,Providence,0.438
2024-04-02,Air Force,0.436
2024-04-02,Utah,0.436
2024-04-02,Siena,0.432
2024-04-02,Penn,0.432
2024-04-02,St. Bonaventure,0.429
2024-04-02,Wagner,0.424
2024-04-02,Colgate,0.411
2024-04-02,Loyola Maryland,0.407
2024-04-02,Mount St. Mary's,0.396
2024-04-02,Holy Cross,0.379
2024-04-02,Merrimack,0.375
2024-04-02,Manhattan,0.36
2024-04-02,Hampton,0.32
2024-04-02,Detroit Mercy,0.279
2024-04-02,Queens,0.489
2024-04-02,Le Moyne,0.463
2024-04-02,Lindenwood,0.418
2024-03-31,Yale,0.658
2024-03-31,Bryant,0.642
2024-03-31,North Carolina,0.641
2024-03-31,Army West Point,0.602
2024-03-31,Denver,0.598
2024-03-31,NJIT,0.596
2024-03-31,Michigan,0.595
2024-03-31,Hobart,0.591
2024-03-31,Villanova,0.591
2024-03-31,Syracuse,0.59
2024-03-31,Ohio St.,0.577
2024-03-31,Navy,0.574
2024-03-31,Maryland,0.573
2024-03-31,Towson,0.573
2024-03-31,Duke,0.572
2024-03-31,Notre Dame,0.571
2024-03-31,Georgetown,0.57
2024-03-31,Marquette,0.564
2024-03-31,UAlbany,0.555
2024-03-31,High Point,0.552
2024-03-31,Robert Morris,0.547
2024-03-31,Rutgers,0.547
2024-03-31,Sacred Heart,0.537
2024-03-31,Virginia,0.533
2024-03-31,Vermont,0.531
2024-03-31,Hofstra,0.529
2024-03-31,UMBC,0.524
2024-03-31,VMI,0.524
2024-03-31,Jacksonville,0.522
2024-03-31,Binghamton,0.519
2024-03-31,UMass Lowell,0.518
2024-03-31,Delaware,0.517
2024-03-31,Lafayette,0.516
2024-03-31,Drexel,0.516
2024-03-31,Mercer,0.514
2024-03-31,Dartmouth,0.513
2024-03-31,Bellarmine,0.511
2024-03-31,LIU,0.509
2024-03-31,Richmond,0.507
2024-03-31,Marist,0.506
2024-03-31,Princeton,0.492
2024-03-31,Cornell,0.485
2024-03-31,Lehigh,0.483
2024-03-31,Johns Hopkins,0.481
2024-03-31,St. John's,0.477
2024-03-31,Massachusetts,0.473
2024-03-31,Canisius,0.471
2024-03-31,Quinnipiac,0.47
2024-03-31,Monmouth,0.467
2024-03-31,Saint Joseph's,0.464
2024-03-31,Bucknell,0.462
2024-03-31,Brown,0.459
2024-03-31,Boston U.,0.459
2024-03-31,Penn St.,0.456
2024-03-31,Cleveland St.,0.45
2024-03-31,Fairfield,0.45
2024-03-31,Stony Brook,0.447
2024-03-31,Harvard,0.439
2024-03-31,Providence,0.438
2024-03-31,Air Force,0.436
2024-03-31,Siena,0.432
2024-03-31,Penn,0.432
2024-03-31,St. Bonaventure,0.429
2024-03-31,Wagner,0.424
2024-03-31,Colgate,0.411
2024-03-31,Utah,0.409
2024-03-31,Loyola Maryland,0.407
2024-03-31,Mount St. Mary's,0.396
2024-03-31,Holy Cross,0.379
2024-03-31,Merrimack,0.375
2024-03-31,Manhattan,0.36
2024-03-31,Hampton,0.32
2024-03-31,Detroit Mercy,0.279
2024-03-31,Queens,0.489
2024-03-31,Le Moyne,0.463
2024-03-31,Lindenwood,0.418
2024-03-27,North Carolina,0.651
2024-03-27,Bryant,0.648
2024-03-27,Yale,0.632
2024-03-27,Army West Point,0.621
2024-03-27,Syracuse,0.616
2024-03-27,Villanova,0.614
2024-03-27,NJIT,0.613
2024-03-27,Hobart,0.599
2024-03-27,Michigan,0.592
2024-03-27,Denver,0.59
2024-03-27,Ohio St.,0.582
2024-03-27,Duke,0.572
2024-03-27,Navy,0.572
2024-03-27,UAlbany,0.571
2024-03-27,Maryland,0.569
2024-03-27,Marquette,0.564
2024-03-27,Georgetown,0.563
2024-03-27,Rutgers,0.556
2024-03-27,Towson,0.553
2024-03-27,High Point,0.552
2024-03-27,Notre Dame,0.55
2024-03-27,Hofstra,0.545
2024-03-27,Mercer,0.544
2024-03-27,VMI,0.537
2024-03-27,Virginia,0.533
2024-03-27,UMass Lowell,0.532
2024-03-27,Sacred Heart,0.531
2024-03-27,LIU,0.526
2024-03-27,Robert Morris,0.524
2024-03-27,Dartmouth,0.519
2024-03-27,Delaware,0.517
2024-03-27,UMBC,0.516
2024-03-27,Drexel,0.516
2024-03-27,Richmond,0.515
2024-03-27,Binghamton,0.511
2024-03-27,Lafayette,0.511
2024-03-27,Brown,0.508
2024-03-27,Vermont,0.506
2024-03-27,Bellarmine,0.496
2024-03-27,Johns Hopkins,0.494
2024-03-27,Jacksonville,0.488
2024-03-27,Princeton,0.486
2024-03-27,Marist,0.483
2024-03-27,St. John's,0.481
2024-03-27,Cornell,0.479
2024-03-27,Massachusetts,0.474
2024-03-27,Stony Brook,0.466
2024-03-27,Saint Joseph's,0.465
2024-03-27,Penn St.,0.464
2024-03-27,Bucknell,0.464
2024-03-27,Quinnipiac,0.459
2024-03-27,Canisius,0.456
2024-03-27,Lehigh,0.452
2024-03-27,Monmouth,0.447
2024-03-27,Fairfield,0.444
2024-03-27,Providence,0.444
2024-03-27,Air Force,0.444
2024-03-27,Boston U.,0.437
2024-03-27,Harvard,0.437
2024-03-27,Utah,0.436
2024-03-27,Cleveland St.,0.43
2024-03-27,Penn,0.428
2024-03-27,Siena,0.423
2024-03-27,Loyola Maryland,0.422
2024-03-27,Wagner,0.413
2024-03-27,Colgate,0.412
2024-03-27,St. Bonaventure,0.407
2024-03-27,Merrimack,0.389
2024-03-27,Mount St. Mary's,0.389
2024-03-27,Holy Cross,0.38
2024-03-27,Manhattan,0.369
2024-03-27,Hampton,0.302
2024-03-27,Detroit Mercy,0.276
2024-03-27,Le Moyne,0.463
2024-03-27,Queens,0.46
2024-03-27,Lindenwood,0.43
2024-03-26,North Carolina,0.651
2024-03-26,Bryant,0.648
2024-03-26,Yale,0.632
2024-03-26,Army West Point,0.621
2024-03-26,Syracuse,0.616
2024-03-26,Villanova,0.614
2024-03-26,NJIT,0.613
2024-03-26,Hobart,0.599
2024-03-26,Denver,0.59
2024-03-26,Michigan,0.588
2024-03-26,Ohio St.,0.582
2024-03-26,Maryland,0.573
2024-03-26,Navy,0.572
2024-03-26,UAlbany,0.571
2024-03-26,Duke,0.57
2024-03-26,Marquette,0.564
2024-03-26,Georgetown,0.563
2024-03-26,Rutgers,0.556
2024-03-26,Towson,0.553
2024-03-26,High Point,0.552
2024-03-26,Notre Dame,0.55
2024-03-26,Hofstra,0.545
2024-03-26,Mercer,0.544
2024-03-26,Sacred Heart,0.544
2024-03-26,VMI,0.538
2024-03-26,Virginia,0.533
2024-03-26,UMass Lowell,0.532
2024-03-26,LIU,0.526
2024-03-26,Robert Morris,0.524
2024-03-26,Dartmouth,0.519
2024-03-26,Delaware,0.517
2024-03-26,UMBC,0.516
2024-03-26,Drexel,0.516
2024-03-26,Richmond,0.515
2024-03-26,Binghamton,0.511
2024-03-26,Lafayette,0.511
2024-03-26,Brown,0.508
2024-03-26,Vermont,0.506
2024-03-26,Bellarmine,0.496
2024-03-26,Johns Hopkins,0.494
2024-03-26,Princeton,0.486
2024-03-26,St. John's,0.481
2024-03-26,Cornell,0.479
2024-03-26,Jacksonville,0.474
2024-03-26,Massachusetts,0.474
2024-03-26,Marist,0.47
2024-03-26,Stony Brook,0.466
2024-03-26,Saint Joseph's,0.465
2024-03-26,Penn St.,0.464
2024-03-26,Bucknell,0.464
2024-03-26,Quinnipiac,0.453
2024-03-26,Canisius,0.452
2024-03-26,Lehigh,0.452
2024-03-26,Monmouth,0.447
2024-03-26,Fairfield,0.444
2024-03-26,Providence,0.444
2024-03-26,Air Force,0.444
2024-03-26,Boston U.,0.441
2024-03-26,Harvard,0.437
2024-03-26,Utah,0.436
2024-03-26,Cleveland St.,0.43
2024-03-26,Penn,0.428
2024-03-26,Loyola Maryland,0.422
2024-03-26,Wagner,0.413
2024-03-26,Colgate,0.412
2024-03-26,Siena,0.41
2024-03-26,St. Bonaventure,0.407
2024-03-26,Merrimack,0.389
2024-03-26,Mount St. Mary's,0.38
2024-03-26,Holy Cross,0.38
2024-03-26,Manhattan,0.349
2024-03-26,Hampton,0.302
2024-03-26,Detroit Mercy,0.276
2024-03-26,Le Moyne,0.463
2024-03-26,Queens,0.46
2024-03-26,Lindenwood,0.43
2024-03-25,North Carolina,0.651
2024-03-25,Bryant,0.648
2024-03-25,Army West Point,0.621
2024-03-25,Yale,0.618
2024-03-25,Syracuse,0.616
2024-03-25,Villanova,0.614
2024-03-25,NJIT,0.613
2024-03-25,Hobart,0.599
2024-03-25,Denver,0.59
2024-03-25,Michigan,0.588
2024-03-25,Ohio St.,0.582
2024-03-25,Maryland,0.573
2024-03-25,Navy,0.572
2024-03-25,UAlbany,0.571
2024-03-25,Duke,0.57
2024-03-25,Marquette,0.564
2024-03-25,Georgetown,0.563
2024-03-25,Rutgers,0.556
2024-03-25,Towson,0.553
2024-03-25,High Point,0.552
2024-03-25,Notre Dame,0.55
2024-03-25,Hofstra,0.545
2024-03-25,Mercer,0.544
2024-03-25,Sacred Heart,0.544
2024-03-25,VMI,0.538
2024-03-25,Virginia,0.533
2024-03-25,UMass Lowell,0.532
2024-03-25,LIU,0.526
2024-03-25,Robert Morris,0.524
2024-03-25,Dartmouth,0.519
2024-03-25,Delaware,0.517
2024-03-25,UMBC,0.516
2024-03-25,Drexel,0.516
2024-03-25,Richmond,0.515
2024-03-25,Binghamton,0.511
2024-03-25,Lafayette,0.511
2024-03-25,Brown,0.508
2024-03-25,Vermont,0.506
2024-03-25,Bellarmine,0.496
2024-03-25,Johns Hopkins,0.494
2024-03-25,Princeton,0.486
2024-03-25,St. John's,0.481
2024-03-25,Cornell,0.479
2024-03-25,Jacksonville,0.474
2024-03-25,Massachusetts,0.474
2024-03-25,Marist,0.47
2024-03-25,Stony Brook,0.466
2024-03-25,Saint Joseph's,0.465
2024-03-25,Penn St.,0.464
2024-03-25,Bucknell,0.464
2024-03-25,Quinnipiac,0.453
2024-03-25,Canisius,0.452
2024-03-25,Lehigh,0.452
2024-03-25,Monmouth,0.447
2024-03-25,Fairfield,0.444
2024-03-25,Providence,0.444
2024-03-25,Air Force,0.444
2024-03-25,Boston U.,0.441
2024-03-25,Harvard,0.437
2024-03-25,Utah,0.436
2024-03-25,Cleveland St.,0.43
2024-03-25,Penn,0.428
2024-03-25,Loyola Maryland,0.422
2024-03-25,Wagner,0.413
2024-03-25,Colgate,0.412
2024-03-25,Siena,0.41
2024-03-25,St. Bonaventure,0.407
2024-03-25,Merrimack,0.389
2024-03-25,Mount St. Mary's,0.38
2024-03-25,Holy Cross,0.38
2024-03-25,Manhattan,0.349
2024-03-25,Hampton,0.302
2024-03-25,Detroit Mercy,0.276
2024-03-25,Le Moyne,0.5
2024-03-25,Queens,0.46
2024-03-25,Lindenwood,0.43
2024-03-24,North Carolina,0.651
2024-03-24,Bryant,0.648
2024-03-24,Army West Point,0.621
2024-03-24,Villanova,0.619
2024-03-24,Yale,0.618
2024-03-24,Syracuse,0.616
2024-03-24,NJIT,0.613
2024-03-24,Hobart,0.599
2024-03-24,Denver,0.59
2024-03-24,Michigan,0.588
2024-03-24,Ohio St.,0.582
2024-03-24,Maryland,0.573
2024-03-24,Navy,0.572
2024-03-24,UAlbany,0.571
2024-03-24,Duke,0.57
2024-03-24,Marquette,0.564
2024-03-24,Georgetown,0.563
2024-03-24,Rutgers,0.556
2024-03-24,Towson,0.553
2024-03-24,High Point,0.552
2024-03-24,Notre Dame,0.55
2024-03-24,Hofstra,0.545
2024-03-24,Mercer,0.544
2024-03-24,Sacred Heart,0.544
2024-03-24,VMI,0.538
2024-03-24,Virginia,0.533
2024-03-24,UMass Lowell,0.532
2024-03-24,LIU,0.526
2024-03-24,Robert Morris,0.524
2024-03-24,Dartmouth,0.519
2024-03-24,Delaware,0.517
2024-03-24,UMBC,0.516
2024-03-24,Richmond,0.515
2024-03-24,Brown,0.514
2024-03-24,Binghamton,0.511
2024-03-24,Lafayette,0.511
2024-03-24,Drexel,0.508
2024-03-24,Vermont,0.506
2024-03-24,Bellarmine,0.496
2024-03-24,Johns Hopkins,0.494
2024-03-24,Princeton,0.486
2024-03-24,St. John's,0.481
2024-03-24,Cornell,0.479
2024-03-24,Jacksonville,0.474
2024-03-24,Massachusetts,0.474
2024-03-24,Marist,0.47
2024-03-24,Stony Brook,0.466
2024-03-24,Saint Joseph's,0.465
2024-03-24,Penn St.,0.464
2024-03-24,Bucknell,0.464
2024-03-24,Quinnipiac,0.453
2024-03-24,Canisius,0.452
2024-03-24,Lehigh,0.452
2024-03-24,Monmouth,0.447
2024-03-24,Fairfield,0.444
2024-03-24,Providence,0.444
2024-03-24,Air Force,0.444
2024-03-24,Boston U.,0.441
2024-03-24,Harvard,0.437
2024-03-24,Utah,0.436
2024-03-24,Cleveland St.,0.43
2024-03-24,Penn,0.428
2024-03-24,Loyola Maryland,0.422
2024-03-24,Wagner,0.413
2024-03-24,Colgate,0.412
2024-03-24,Siena,0.41
2024-03-24,St. Bonaventure,0.407
2024-03-24,Merrimack,0.389
2024-03-24,Mount St. Mary's,0.38
2024-03-24,Holy Cross,0.38
2024-03-24,Manhattan,0.349
2024-03-24,Hampton,0.288
2024-03-24,Detroit Mercy,0.276
2024-03-24,Le Moyne,0.5
2024-03-24,Queens,0.46
2024-03-24,Lindenwood,0.43
2024-03-23,North Carolina,0.651
2024-03-23,Bryant,0.648
2024-03-23,Army West Point,0.621
2024-03-23,Villanova,0.619
2024-03-23,Yale,0.618
2024-03-23,Syracuse,0.616
2024-03-23,NJIT,0.613
2024-03-23,Hobart,0.599
2024-03-23,Denver,0.596
2024-03-23,Michigan,0.588
2024-03-23,Ohio St.,0.579
2024-03-23,Duke,0.579
2024-03-23,Maryland,0.573
2024-03-23,Navy,0.572
2024-03-23,UAlbany,0.571
2024-03-23,Marquette,0.564
2024-03-23,Georgetown,0.563
2024-03-23,Rutgers,0.56
2024-03-23,Hofstra,0.559
2024-03-23,Towson,0.553
2024-03-23,High Point,0.552
2024-03-23,Notre Dame,0.55
2024-03-23,Mercer,0.544
2024-03-23,Sacred Heart,0.544
2024-03-23,VMI,0.538
2024-03-23,Virginia,0.533
2024-03-23,UMass Lowell,0.532
2024-03-23,LIU,0.526
2024-03-23,Dartmouth,0.519
2024-03-23,UMBC,0.516
2024-03-23,Richmond,0.515
2024-03-23,Brown,0.514
2024-03-23,Robert Morris,0.512
2024-03-23,Binghamton,0.511
2024-03-23,Lafayette,0.511
2024-03-23,Drexel,0.508
2024-03-23,Delaware,0.507
2024-03-23,Vermont,0.506
2024-03-23,Bellarmine,0.496
2024-03-23,Johns Hopkins,0.495
2024-03-23,Princeton,0.486
2024-03-23,St. John's,0.481
2024-03-23,Cornell,0.479
2024-03-23,Jacksonville,0.474
2024-03-23,Massachusetts,0.474
2024-03-23,Penn St.,0.472
2024-03-23,Marist,0.47
2024-03-23,Stony Brook,0.466
2024-03-23,Saint Joseph's,0.465
2024-03-23,Bucknell,0.464
2024-03-23,Quinnipiac,0.453
2024-03-23,Canisius,0.452
2024-03-23,Lehigh,0.452
2024-03-23,Monmouth,0.447
2024-03-23,Fairfield,0.444
2024-03-23,Providence,0.444
2024-03-23,Air Force,0.444
2024-03-23,Boston U.,0.441
2024-03-23,Harvard,0.437
2024-03-23,Utah,0.436
2024-03-23,Cleveland St.,0.435
2024-03-23,Penn,0.428
2024-03-23,Loyola Maryland,0.422
2024-03-23,Wagner,0.413
2024-03-23,Colgate,0.412
2024-03-23,Siena,0.41
2024-03-23,St. Bonaventure,0.407
2024-03-23,Merrimack,0.389
2024-03-23,Mount St. Mary's,0.38
2024-03-23,Holy Cross,0.38
2024-03-23,Manhattan,0.349
2024-03-23,Hampton,0.288
2024-03-23,Detroit Mercy,0.276
2024-03-23,Le Moyne,0.5
2024-03-23,Queens,0.46
2024-03-23,Lindenwood,0.43
2024-03-22,North Carolina,0.682
2024-03-22,Bryant,0.674
2024-03-22,Syracuse,0.623
2024-03-22,Yale,0.622
2024-03-22,Army West Point,0.621
2024-03-22,Villanova,0.619
2024-03-22,Hobart,0.616
2024-03-22,NJIT,0.6
2024-03-22,Maryland,0.598
2024-03-22,Denver,0.596
2024-03-22,Michigan,0.588
2024-03-22,Ohio St.,0.579
2024-03-22,Duke,0.579
2024-03-22,Georgetown,0.567
2024-03-22,VMI,0.567
2024-03-22,Navy,0.562
2024-03-22,Rutgers,0.56
2024-03-22,Towson,0.56
2024-03-22,Hofstra,0.559
2024-03-22,UAlbany,0.553
2024-03-22,Mercer,0.551
2024-03-22,Notre Dame,0.55
2024-03-22,Marquette,0.55
2024-03-22,Binghamton,0.548
2024-03-22,High Point,0.548
2024-03-22,LIU,0.542
2024-03-22,Virginia,0.534
2024-03-22,Vermont,0.531
2024-03-22,UMass Lowell,0.527
2024-03-22,Sacred Heart,0.524
2024-03-22,Richmond,0.521
2024-03-22,Dartmouth,0.521
2024-03-22,Lafayette,0.521
2024-03-22,Brown,0.514
2024-03-22,Robert Morris,0.512
2024-03-22,Drexel,0.511
2024-03-22,Delaware,0.507
2024-03-22,Johns Hopkins,0.495
2024-03-22,Cornell,0.492
2024-03-22,Bucknell,0.481
2024-03-22,Bellarmine,0.48
2024-03-22,St. John's,0.479
2024-03-22,Massachusetts,0.474
2024-03-22,Penn St.,0.472
2024-03-22,Providence,0.47
2024-03-22,Jacksonville,0.468
2024-03-22,Stony Brook,0.464
2024-03-22,UMBC,0.461
2024-03-22,Marist,0.457
2024-03-22,Harvard,0.455
2024-03-22,Princeton,0.455
2024-03-22,Quinnipiac,0.454
2024-03-22,Air Force,0.443
2024-03-22,Boston U.,0.441
2024-03-22,Monmouth,0.441
2024-03-22,Fairfield,0.438
2024-03-22,Cleveland St.,0.435
2024-03-22,St. Bonaventure,0.424
2024-03-22,Lehigh,0.422
2024-03-22,Penn,0.42
2024-03-22,Saint Joseph's,0.418
2024-03-22,Canisius,0.417
2024-03-22,Colgate,0.412
2024-03-22,Merrimack,0.41
2024-03-22,Wagner,0.407
2024-03-22,Loyola Maryland,0.403
2024-03-22,Utah,0.393
2024-03-22,Siena,0.389
2024-03-22,Holy Cross,0.383
2024-03-22,Mount St. Mary's,0.366
2024-03-22,Manhattan,0.366
2024-03-22,Hampton,0.288
2024-03-22,Detroit Mercy,0.267
2024-03-22,Le Moyne,0.5
2024-03-22,Queens,0.479
2024-03-22,Lindenwood,0.406
2024-03-20,North Carolina,0.682
2024-03-20,Bryant,0.674
2024-03-20,Syracuse,0.623
2024-03-20,Yale,0.622
2024-03-20,Villanova,0.619
2024-03-20,Army West Point,0.617
2024-03-20,Hobart,0.616
2024-03-20,NJIT,0.6
2024-03-20,Maryland,0.598
2024-03-20,Denver,0.596
2024-03-20,Michigan,0.588
2024-03-20,Ohio St.,0.579
2024-03-20,Duke,0.579
2024-03-20,Georgetown,0.567
2024-03-20,VMI,0.567
2024-03-20,Navy,0.562
2024-03-20,Rutgers,0.56
2024-03-20,Towson,0.56
2024-03-20,Hofstra,0.559
2024-03-20,UAlbany,0.553
2024-03-20,Mercer,0.551
2024-03-20,Notre Dame,0.55
2024-03-20,Marquette,0.55
2024-03-20,Binghamton,0.548
2024-03-20,High Point,0.548
2024-03-20,LIU,0.542
2024-03-20,Virginia,0.534
2024-03-20,Vermont,0.531
2024-03-20,UMass Lowell,0.527
2024-03-20,Sacred Heart,0.524
2024-03-20,Richmond,0.521
2024-03-20,Dartmouth,0.521
2024-03-20,Lafayette,0.521
2024-03-20,Brown,0.513
2024-03-20,Robert Morris,0.512
2024-03-20,Drexel,0.511
2024-03-20,Delaware,0.507
2024-03-20,Johns Hopkins,0.495
2024-03-20,Cornell,0.492
2024-03-20,Bucknell,0.481
2024-03-20,Bellarmine,0.48
2024-03-20,St. John's,0.479
2024-03-20,Massachusetts,0.473
2024-03-20,Penn St.,0.472
2024-03-20,Providence,0.47
2024-03-20,Jacksonville,0.468
2024-03-20,Stony Brook,0.464
2024-03-20,UMBC,0.461
2024-03-20,Marist,0.457
2024-03-20,Harvard,0.455
2024-03-20,Boston U.,0.455
2024-03-20,Princeton,0.455
2024-03-20,Quinnipiac,0.454
2024-03-20,Air Force,0.443
2024-03-20,Monmouth,0.441
2024-03-20,Fairfield,0.438
2024-03-20,Cleveland St.,0.435
2024-03-20,St. Bonaventure,0.424
2024-03-20,Lehigh,0.422
2024-03-20,Penn,0.42
2024-03-20,Saint Joseph's,0.418
2024-03-20,Canisius,0.417
2024-03-20,Colgate,0.412
2024-03-20,Merrimack,0.41
2024-03-20,Wagner,0.407
2024-03-20,Loyola Maryland,0.403
2024-03-20,Utah,0.393
2024-03-20,Siena,0.389
2024-03-20,Holy Cross,0.383
2024-03-20,Mount St. Mary's,0.366
2024-03-20,Manhattan,0.366
2024-03-20,Hampton,0.288
2024-03-20,Detroit Mercy,0.267
2024-03-20,Le Moyne,0.5
2024-03-20,Queens,0.479
2024-03-20,Lindenwood,0.406
2024-03-19,North Carolina,0.682
2024-03-19,Bryant,0.674
2024-03-19,Syracuse,0.64
2024-03-19,Yale,0.622
2024-03-19,Villanova,0.619
2024-03-19,Hobart,0.616
2024-03-19,Army West Point,0.612
2024-03-19,NJIT,0.6
2024-03-19,Maryland,0.598
2024-03-19,Denver,0.596
2024-03-19,Michigan,0.588
2024-03-19,Ohio St.,0.579
2024-03-19,Duke,0.575
2024-03-19,Georgetown,0.567
2024-03-19,VMI,0.567
2024-03-19,Navy,0.562
2024-03-19,Rutgers,0.56
2024-03-19,Towson,0.56
2024-03-19,Hofstra,0.559
2024-03-19,Mercer,0.558
2024-03-19,UAlbany,0.553
2024-03-19,Notre Dame,0.55
2024-03-19,Marquette,0.55
2024-03-19,Binghamton,0.548
2024-03-19,High Point,0.548
2024-03-19,LIU,0.542
2024-03-19,Virginia,0.534
2024-03-19,Vermont,0.531
2024-03-19,UMass Lowell,0.527
2024-03-19,Sacred Heart,0.524
2024-03-19,Richmond,0.521
2024-03-19,Dartmouth,0.521
2024-03-19,Lafayette,0.521
2024-03-19,Brown,0.513
2024-03-19,Drexel,0.511
2024-03-19,Delaware,0.507
2024-03-19,Johns Hopkins,0.495
2024-03-19,Cornell,0.492
2024-03-19,Bucknell,0.481
2024-03-19,Bellarmine,0.48
2024-03-19,St. John's,0.479
2024-03-19,Massachusetts,0.473
2024-03-19,Penn St.,0.472
2024-03-19,Providence,0.47
2024-03-19,Jacksonville,0.468
2024-03-19,Stony Brook,0.464
2024-03-19,UMBC,0.461
2024-03-19,Marist,0.457
2024-03-19,Harvard,0.455
2024-03-19,Boston U.,0.455
2024-03-19,Princeton,0.455
2024-03-19,Quinnipiac,0.454
2024-03-19,Robert Morris,0.446
2024-03-19,Air Force,0.446
2024-03-19,Monmouth,0.441
2024-03-19,Fairfield,0.438
2024-03-19,Cleveland St.,0.435
2024-03-19,Lehigh,0.428
2024-03-19,St. Bonaventure,0.424
2024-03-19,Penn,0.42
2024-03-19,Saint Joseph's,0.418
2024-03-19,Canisius,0.417
2024-03-19,Colgate,0.412
2024-03-19,Merrimack,0.41
2024-03-19,Wagner,0.407
2024-03-19,Loyola Maryland,0.403
2024-03-19,Siena,0.389
2024-03-19,Holy Cross,0.383
2024-03-19,Mount St. Mary's,0.366
2024-03-19,Manhattan,0.366
2024-03-19,Utah,0.364
2024-03-19,Detroit Mercy,0.289
2024-03-19,Hampton,0.288
2024-03-19,Le Moyne,0.5
2024-03-19,Queens,0.473
2024-03-19,Lindenwood,0.398
2024-03-17,North Carolina,0.682
2024-03-17,Bryant,0.674
2024-03-17,Syracuse,0.64
2024-03-17,Yale,0.622
2024-03-17,Villanova,0.618
2024-03-17,Hobart,0.616
2024-03-17,Army West Point,0.612
2024-03-17,NJIT,0.6
2024-03-17,Maryland,0.598
2024-03-17,Denver,0.596
2024-03-17,Michigan,0.588
2024-03-17,Navy,0.588
2024-03-17,UAlbany,0.581
2024-03-17,Ohio St.,0.579
2024-03-17,Duke,0.575
2024-03-17,VMI,0.567
2024-03-17,Towson,0.56
2024-03-17,Hofstra,0.559
2024-03-17,Mercer,0.558
2024-03-17,Rutgers,0.558
2024-03-17,Georgetown,0.555
2024-03-17,Notre Dame,0.55
2024-03-17,Dartmouth,0.55
2024-03-17,Marquette,0.55
2024-03-17,Binghamton,0.543
2024-03-17,High Point,0.543
2024-03-17,LIU,0.542
2024-03-17,Vermont,0.531
2024-03-17,UMass Lowell,0.527
2024-03-17,Virginia,0.524
2024-03-17,Sacred Heart,0.524
2024-03-17,Richmond,0.521
2024-03-17,Lafayette,0.521
2024-03-17,Brown,0.513
2024-03-17,Drexel,0.511
2024-03-17,Delaware,0.507
2024-03-17,Johns Hopkins,0.495
2024-03-17,Cornell,0.492
2024-03-17,Jacksonville,0.49
2024-03-17,Bucknell,0.481
2024-03-17,Bellarmine,0.48
2024-03-17,St. John's,0.479
2024-03-17,Massachusetts,0.476
2024-03-17,Penn St.,0.472
2024-03-17,Providence,0.47
2024-03-17,Stony Brook,0.464
