Date,Team,Faceoff Percent
2015-03-07,Mercer,0.524
2015-03-07,Army West Point,0.516
2015-03-07,Penn,0.51
2015-03-07,North Carolina,0.506
2015-03-07,Michigan,0.504
2015-03-07,Marquette,0.504
2015-03-07,Princeton,0.5
2015-03-07,Towson,0.492
2015-03-07,Maryland,0.489
2015-03-07,Air Force,0.488
2015-03-07,Delaware,0.486
2015-03-07,Harvard,0.48
2015-03-07,NJIT,0.478
2015-03-07,Bellarmine,0.465
2015-03-07,Furman,0.458
2015-03-07,Canisius,0.455
2015-03-07,Sacred Heart,0.453
2015-03-07,Siena,0.45
2015-03-07,Massachusetts,0.439
2015-03-07,St. John's,0.43
2015-03-07,Lehigh,0.425
2015-03-07,UAlbany,0.423
2015-03-07,Colgate,0.42
2015-03-07,Richmond,0.42
2015-03-07,Bucknell,0.417
2015-03-07,Villanova,0.413
2015-03-07,VMI,0.411
2015-03-07,Dartmouth,0.396
2015-03-07,Binghamton,0.395
2015-03-07,Mount St. Mary's,0.392
2015-03-07,Robert Morris,0.39
2015-03-07,Holy Cross,0.387
2015-03-07,Wagner,0.387
2015-03-07,Detroit Mercy,0.378
2015-03-07,Hobart,0.375
2015-03-07,Lafayette,0.37
2015-03-07,Virginia,0.348
2015-03-07,UMBC,0.344
2015-03-07,Quinnipiac,0.337
2015-03-07,Providence,0.336
2015-03-07,Manhattan,0.329
2015-03-07,Monmouth,0.328
2015-03-07,UMass Lowell,0.263
2015-03-05,Ohio St.,0.752
2015-03-05,Syracuse,0.714
2015-03-05,Rutgers,0.664
2015-03-05,Denver,0.663
2015-03-05,Cornell,0.661
2015-03-05,Loyola Maryland,0.653
2015-03-05,Fairfield,0.647
2015-03-05,Navy,0.636
2015-03-05,Drexel,0.618
2015-03-05,Bryant,0.616
2015-03-05,Brown,0.616
2015-03-05,Jacksonville,0.61
2015-03-05,Marist,0.609
2015-03-05,Boston U.,0.609
2015-03-05,Vermont,0.6
2015-03-05,Hofstra,0.596
2015-03-05,Notre Dame,0.588
2015-03-05,Yale,0.583
2015-03-05,High Point,0.577
2015-03-05,Penn St.,0.574
2015-03-05,Duke,0.572
2015-03-05,Johns Hopkins,0.571
2015-03-05,Georgetown,0.547
2015-03-05,Stony Brook,0.546
2015-03-05,Penn,0.543
2015-03-05,Saint Joseph's,0.542
2015-03-05,Hartford,0.541
2015-03-05,Princeton,0.536
2015-03-05,Mercer,0.524
2015-03-05,Army West Point,0.521
2015-03-05,Michigan,0.504
2015-03-05,Colgate,0.5
2015-03-05,Sacred Heart,0.5
2015-03-05,Delaware,0.486
2015-03-05,Marquette,0.483
2015-03-05,Air Force,0.474
2015-03-05,UAlbany,0.473
2015-03-05,North Carolina,0.471
2015-03-05,Harvard,0.471
2015-03-05,Bellarmine,0.465
2015-03-05,Canisius,0.455
2015-03-05,St. John's,0.447
2015-03-05,Towson,0.444
2015-03-05,Maryland,0.443
2015-03-05,Furman,0.437
2015-03-05,Siena,0.432
2015-03-05,Lehigh,0.413
2015-03-05,VMI,0.398
2015-03-05,Binghamton,0.395
2015-03-05,Bucknell,0.39
2015-03-05,Massachusetts,0.388
2015-03-05,Mount St. Mary's,0.388
2015-03-05,Richmond,0.384
2015-03-05,NJIT,0.38
2015-03-05,Detroit Mercy,0.378
2015-03-05,Robert Morris,0.371
2015-03-05,Wagner,0.37
2015-03-05,Lafayette,0.37
2015-03-05,Virginia,0.368
2015-03-05,Holy Cross,0.362
2015-03-05,UMBC,0.361
2015-03-05,Hobart,0.355
2015-03-05,Quinnipiac,0.351
2015-03-05,Monmouth,0.348
2015-03-05,Villanova,0.347
2015-03-05,Dartmouth,0.338
2015-03-05,Manhattan,0.318
2015-03-05,UMass Lowell,0.289
2015-03-05,Providence,0.261
2015-03-04,Ohio St.,0.752
2015-03-04,Syracuse,0.714
2015-03-04,Rutgers,0.664
2015-03-04,Denver,0.663
2015-03-04,Cornell,0.661
2015-03-04,Loyola Maryland,0.653
2015-03-04,Fairfield,0.647
2015-03-04,Navy,0.636
2015-03-04,Drexel,0.618
2015-03-04,Bryant,0.616
2015-03-04,Brown,0.616
2015-03-04,Jacksonville,0.61
2015-03-04,Marist,0.609
2015-03-04,Boston U.,0.609
2015-03-04,Vermont,0.6
2015-03-04,Hofstra,0.596
2015-03-04,Notre Dame,0.588
2015-03-04,Yale,0.583
2015-03-04,High Point,0.577
2015-03-04,Penn St.,0.574
2015-03-04,Duke,0.572
2015-03-04,Johns Hopkins,0.571
2015-03-04,Georgetown,0.547
2015-03-04,Stony Brook,0.546
2015-03-04,Penn,0.543
2015-03-04,Saint Joseph's,0.542
2015-03-04,Hartford,0.541
2015-03-04,Princeton,0.536
2015-03-04,Mercer,0.524
2015-03-04,Army West Point,0.521
2015-03-04,Michigan,0.504
2015-03-04,Colgate,0.5
2015-03-04,Sacred Heart,0.5
2015-03-04,Delaware,0.486
2015-03-04,Marquette,0.483
2015-03-04,Air Force,0.474
2015-03-04,UAlbany,0.473
2015-03-04,North Carolina,0.471
2015-03-04,Harvard,0.471
2015-03-04,Bellarmine,0.465
2015-03-04,Canisius,0.455
2015-03-04,St. John's,0.447
2015-03-04,Towson,0.444
2015-03-04,Maryland,0.443
2015-03-04,Furman,0.437
2015-03-04,Siena,0.432
2015-03-04,Lehigh,0.413
2015-03-04,VMI,0.398
2015-03-04,Binghamton,0.395
2015-03-04,Bucknell,0.39
2015-03-04,Massachusetts,0.388
2015-03-04,Mount St. Mary's,0.388
2015-03-04,Richmond,0.384
2015-03-04,NJIT,0.38
2015-03-04,Detroit Mercy,0.378
2015-03-04,Robert Morris,0.371
2015-03-04,Wagner,0.37
2015-03-04,Lafayette,0.37
2015-03-04,Virginia,0.368
2015-03-04,Holy Cross,0.362
2015-03-04,UMBC,0.361
2015-03-04,Hobart,0.355
2015-03-04,Quinnipiac,0.351
2015-03-04,Monmouth,0.348
2015-03-04,Villanova,0.347
2015-03-04,Dartmouth,0.338
2015-03-04,Manhattan,0.318
2015-03-04,UMass Lowell,0.289
2015-03-04,Providence,0.261
2015-03-03,Ohio St.,0.752
2015-03-03,Syracuse,0.714
2015-03-03,Brown,0.672
2015-03-03,Rutgers,0.664
2015-03-03,Denver,0.663
2015-03-03,Cornell,0.661
2015-03-03,Loyola Maryland,0.653
2015-03-03,Fairfield,0.647
2015-03-03,Navy,0.636
2015-03-03,Marist,0.625
2015-03-03,Drexel,0.618
2015-03-03,Bryant,0.616
2015-03-03,Jacksonville,0.61
2015-03-03,Boston U.,0.609
2015-03-03,Vermont,0.6
2015-03-03,Hofstra,0.596
2015-03-03,Notre Dame,0.588
2015-03-03,Yale,0.583
2015-03-03,Stony Brook,0.579
2015-03-03,High Point,0.577
2015-03-03,Penn St.,0.574
2015-03-03,Duke,0.572
2015-03-03,Johns Hopkins,0.571
2015-03-03,Hartford,0.565
2015-03-03,Georgetown,0.547
2015-03-03,Penn,0.543
2015-03-03,Saint Joseph's,0.542
2015-03-03,Princeton,0.536
2015-03-03,Army West Point,0.521
2015-03-03,Michigan,0.504
2015-03-03,Colgate,0.5
2015-03-03,Mercer,0.5
2015-03-03,Delaware,0.486
2015-03-03,Marquette,0.483
2015-03-03,Air Force,0.474
2015-03-03,UAlbany,0.473
2015-03-03,North Carolina,0.471
2015-03-03,Harvard,0.471
2015-03-03,Bellarmine,0.465
2015-03-03,Canisius,0.455
2015-03-03,St. John's,0.447
2015-03-03,Towson,0.444
2015-03-03,Maryland,0.443
2015-03-03,Furman,0.437
2015-03-03,Siena,0.432
2015-03-03,Lehigh,0.413
2015-03-03,VMI,0.398
2015-03-03,Binghamton,0.395
2015-03-03,Bucknell,0.39
2015-03-03,Massachusetts,0.388
2015-03-03,Richmond,0.384
2015-03-03,Sacred Heart,0.381
2015-03-03,NJIT,0.38
2015-03-03,Detroit Mercy,0.375
2015-03-03,Robert Morris,0.371
2015-03-03,Wagner,0.37
2015-03-03,Lafayette,0.37
2015-03-03,Virginia,0.368
2015-03-03,Mount St. Mary's,0.367
2015-03-03,Holy Cross,0.362
2015-03-03,UMBC,0.361
2015-03-03,Hobart,0.355
2015-03-03,Quinnipiac,0.351
2015-03-03,Monmouth,0.348
2015-03-03,Villanova,0.347
2015-03-03,Dartmouth,0.32
2015-03-03,Manhattan,0.318
2015-03-03,UMass Lowell,0.289
2015-03-03,Providence,0.261
2015-03-01,Ohio St.,0.752
2015-03-01,Syracuse,0.714
2015-03-01,Brown,0.672
2015-03-01,Denver,0.663
2015-03-01,Cornell,0.661
2015-03-01,Rutgers,0.658
2015-03-01,Loyola Maryland,0.653
2015-03-01,Fairfield,0.647
2015-03-01,Navy,0.641
2015-03-01,Yale,0.625
2015-03-01,Marist,0.625
2015-03-01,Bryant,0.616
2015-03-01,Jacksonville,0.615
2015-03-01,Boston U.,0.609
2015-03-01,Drexel,0.604
2015-03-01,Saint Joseph's,0.6
2015-03-01,Hofstra,0.596
2015-03-01,Vermont,0.589
2015-03-01,Notre Dame,0.588
2015-03-01,Stony Brook,0.579
2015-03-01,High Point,0.577
2015-03-01,Penn St.,0.574
2015-03-01,Duke,0.572
2015-03-01,Johns Hopkins,0.571
2015-03-01,Hartford,0.565
2015-03-01,Army West Point,0.557
2015-03-01,Georgetown,0.547
2015-03-01,Princeton,0.536
2015-03-01,Michigan,0.529
2015-03-01,Penn,0.5
2015-03-01,Colgate,0.5
2015-03-01,Mercer,0.5
2015-03-01,Marquette,0.483
2015-03-01,Air Force,0.474
2015-03-01,UAlbany,0.473
2015-03-01,North Carolina,0.471
2015-03-01,Bellarmine,0.465
2015-03-01,Towson,0.462
2015-03-01,Canisius,0.455
2015-03-01,Delaware,0.45
2015-03-01,Maryland,0.443
2015-03-01,Furman,0.437
2015-03-01,Siena,0.432
2015-03-01,St. John's,0.422
2015-03-01,Lehigh,0.413
2015-03-01,Lafayette,0.413
2015-03-01,Harvard,0.406
2015-03-01,VMI,0.398
2015-03-01,Binghamton,0.395
2015-03-01,Bucknell,0.39
2015-03-01,NJIT,0.39
2015-03-01,Massachusetts,0.388
2015-03-01,Richmond,0.384
2015-03-01,Wagner,0.382
2015-03-01,Sacred Heart,0.381
2015-03-01,Detroit Mercy,0.375
2015-03-01,Robert Morris,0.371
2015-03-01,Virginia,0.368
2015-03-01,Mount St. Mary's,0.367
2015-03-01,UMBC,0.361
2015-03-01,Holy Cross,0.358
2015-03-01,Hobart,0.355
2015-03-01,Villanova,0.347
2015-03-01,Dartmouth,0.32
2015-03-01,Manhattan,0.318
2015-03-01,Quinnipiac,0.317
2015-03-01,UMass Lowell,0.289
2015-03-01,Providence,0.261
2015-03-01,Monmouth,0.212
2015-02-28,Ohio St.,0.735
2015-02-28,Syracuse,0.705
2015-02-28,Brown,0.672
2015-02-28,Denver,0.663
2015-02-28,Cornell,0.661
2015-02-28,Rutgers,0.658
2015-02-28,Loyola Maryland,0.653
2015-02-28,Fairfield,0.647
2015-02-28,Navy,0.641
2015-02-28,Yale,0.625
2015-02-28,Marist,0.625
2015-02-28,Bryant,0.616
2015-02-28,Jacksonville,0.615
2015-02-28,Boston U.,0.609
2015-02-28,Drexel,0.604
2015-02-28,Saint Joseph's,0.6
2015-02-28,Hofstra,0.596
2015-02-28,Vermont,0.589
2015-02-28,Notre Dame,0.588
2015-02-28,Stony Brook,0.579
2015-02-28,High Point,0.577
2015-02-28,Penn St.,0.574
2015-02-28,Johns Hopkins,0.571
2015-02-28,Hartford,0.565
2015-02-28,Marquette,0.559
2015-02-28,Army West Point,0.557
2015-02-28,Georgetown,0.547
2015-02-28,Princeton,0.536
2015-02-28,Duke,0.532
2015-02-28,Michigan,0.529
2015-02-28,Penn,0.5
2015-02-28,Colgate,0.5
2015-02-28,Mercer,0.5
2015-02-28,Air Force,0.474
2015-02-28,UAlbany,0.473
2015-02-28,North Carolina,0.471
2015-02-28,Towson,0.462
2015-02-28,Canisius,0.455
2015-02-28,Delaware,0.45
2015-02-28,Bellarmine,0.444
2015-02-28,Maryland,0.443
2015-02-28,Furman,0.437
2015-02-28,Siena,0.432
2015-02-28,St. John's,0.422
2015-02-28,Lehigh,0.413
2015-02-28,Lafayette,0.413
2015-02-28,Harvard,0.406
2015-02-28,Virginia,0.405
2015-02-28,VMI,0.398
2015-02-28,Binghamton,0.395
2015-02-28,Bucknell,0.39
2015-02-28,NJIT,0.39
2015-02-28,Massachusetts,0.388
2015-02-28,Richmond,0.384
2015-02-28,Wagner,0.382
2015-02-28,Sacred Heart,0.381
2015-02-28,Robert Morris,0.371
2015-02-28,Mount St. Mary's,0.367
2015-02-28,UMBC,0.361
2015-02-28,Holy Cross,0.358
2015-02-28,Hobart,0.355
2015-02-28,Villanova,0.347
2015-02-28,Detroit Mercy,0.341
2015-02-28,Dartmouth,0.32
2015-02-28,Manhattan,0.318
2015-02-28,Quinnipiac,0.317
2015-02-28,UMass Lowell,0.289
2015-02-28,Providence,0.281
2015-02-28,Monmouth,0.212
2015-02-27,Yale,0.795
2015-02-27,Ohio St.,0.735
2015-02-27,Brown,0.731
2015-02-27,Syracuse,0.705
2015-02-27,Cornell,0.688
2015-02-27,Denver,0.663
2015-02-27,Fairfield,0.651
2015-02-27,Boston U.,0.648
2015-02-27,Navy,0.645
2015-02-27,Stony Brook,0.644
2015-02-27,Hofstra,0.632
2015-02-27,Loyola Maryland,0.631
2015-02-27,Marist,0.625
2015-02-27,Johns Hopkins,0.62
2015-02-27,Jacksonville,0.615
2015-02-27,Drexel,0.61
2015-02-27,Rutgers,0.608
2015-02-27,Vermont,0.606
2015-02-27,Bryant,0.603
2015-02-27,Saint Joseph's,0.6
2015-02-27,Hartford,0.583
2015-02-27,Georgetown,0.574
2015-02-27,Penn St.,0.569
2015-02-27,Marquette,0.559
2015-02-27,High Point,0.551
2015-02-27,UAlbany,0.538
2015-02-27,Michigan,0.537
2015-02-27,Penn,0.536
2015-02-27,Notre Dame,0.534
2015-02-27,Harvard,0.533
2015-02-27,Army West Point,0.529
2015-02-27,Princeton,0.52
2015-02-27,Mercer,0.5
2015-02-27,Duke,0.479
2015-02-27,Furman,0.478
2015-02-27,North Carolina,0.471
2015-02-27,Lafayette,0.465
2015-02-27,Lehigh,0.465
2015-02-27,Delaware,0.462
2015-02-27,Towson,0.462
2015-02-27,Maryland,0.451
2015-02-27,Bellarmine,0.444
2015-02-27,Siena,0.443
2015-02-27,Canisius,0.441
2015-02-27,Colgate,0.438
2015-02-27,Air Force,0.417
2015-02-27,Bucknell,0.417
2015-02-27,Virginia,0.405
2015-02-27,Robert Morris,0.4
2015-02-27,Monmouth,0.4
2015-02-27,VMI,0.398
2015-02-27,Massachusetts,0.393
2015-02-27,Sacred Heart,0.381
2015-02-27,Mount St. Mary's,0.367
2015-02-27,St. John's,0.366
2015-02-27,Richmond,0.353
2015-02-27,Holy Cross,0.353
2015-02-27,Dartmouth,0.348
2015-02-27,Detroit Mercy,0.341
2015-02-27,Binghamton,0.327
2015-02-27,UMBC,0.315
2015-02-27,Hobart,0.308
2015-02-27,Wagner,0.295
2015-02-27,Villanova,0.286
2015-02-27,Manhattan,0.284
2015-02-27,Providence,0.281
2015-02-27,Quinnipiac,0.269
2015-02-27,NJIT,0.269
2015-02-27,UMass Lowell,0.212
2015-02-25,Yale,0.795
2015-02-25,Brown,0.731
2015-02-25,Ohio St.,0.725
2015-02-25,Denver,0.716
2015-02-25,Syracuse,0.705
2015-02-25,Cornell,0.688
2015-02-25,Fairfield,0.651
2015-02-25,Boston U.,0.648
2015-02-25,Navy,0.645
2015-02-25,Stony Brook,0.644
2015-02-25,Hofstra,0.632
2015-02-25,Loyola Maryland,0.631
2015-02-25,Marist,0.625
2015-02-25,Johns Hopkins,0.62
2015-02-25,Jacksonville,0.615
2015-02-25,Drexel,0.61
2015-02-25,Rutgers,0.608
2015-02-25,Vermont,0.606
2015-02-25,Bryant,0.603
2015-02-25,Saint Joseph's,0.6
2015-02-25,Hartford,0.583
2015-02-25,Georgetown,0.574
2015-02-25,Penn St.,0.569
2015-02-25,High Point,0.551
2015-02-25,UAlbany,0.538
2015-02-25,Michigan,0.537
2015-02-25,Penn,0.536
2015-02-25,Notre Dame,0.534
2015-02-25,Harvard,0.533
2015-02-25,Army West Point,0.529
2015-02-25,Marquette,0.528
2015-02-25,Princeton,0.52
2015-02-25,Bellarmine,0.519
2015-02-25,Mercer,0.5
2015-02-25,Duke,0.479
2015-02-25,Furman,0.478
2015-02-25,Lafayette,0.465
2015-02-25,Lehigh,0.465
2015-02-25,North Carolina,0.464
2015-02-25,Delaware,0.462
2015-02-25,Maryland,0.451
2015-02-25,Siena,0.443
2015-02-25,Canisius,0.441
2015-02-25,Colgate,0.438
2015-02-25,Air Force,0.417
2015-02-25,Bucknell,0.417
2015-02-25,Towson,0.413
2015-02-25,Virginia,0.405
2015-02-25,Robert Morris,0.4
2015-02-25,Monmouth,0.4
2015-02-25,VMI,0.398
2015-02-25,Massachusetts,0.393
2015-02-25,Sacred Heart,0.381
2015-02-25,Mount St. Mary's,0.378
2015-02-25,St. John's,0.366
2015-02-25,Richmond,0.353
2015-02-25,Holy Cross,0.353
2015-02-25,Dartmouth,0.348
2015-02-25,Detroit Mercy,0.343
2015-02-25,Binghamton,0.327
2015-02-25,UMBC,0.315
2015-02-25,Hobart,0.308
2015-02-25,Wagner,0.295
2015-02-25,Villanova,0.286
2015-02-25,Manhattan,0.284
2015-02-25,Providence,0.281
2015-02-25,Quinnipiac,0.269
2015-02-25,NJIT,0.269
2015-02-25,UMass Lowell,0.212
2015-02-24,Yale,0.795
2015-02-24,Brown,0.731
2015-02-24,Ohio St.,0.725
2015-02-24,Denver,0.716
2015-02-24,Syracuse,0.705
2015-02-24,Cornell,0.688
2015-02-24,Fairfield,0.651
2015-02-24,Navy,0.645
2015-02-24,Stony Brook,0.644
2015-02-24,Hofstra,0.632
2015-02-24,Loyola Maryland,0.631
2015-02-24,Marist,0.625
2015-02-24,Saint Joseph's,0.623
2015-02-24,Johns Hopkins,0.62
2015-02-24,Jacksonville,0.615
2015-02-24,Drexel,0.61
2015-02-24,Rutgers,0.608
2015-02-24,Vermont,0.606
2015-02-24,Boston U.,0.605
2015-02-24,Bryant,0.603
2015-02-24,Hartford,0.583
2015-02-24,Georgetown,0.574
2015-02-24,Penn St.,0.569
2015-02-24,High Point,0.551
2015-02-24,UAlbany,0.538
2015-02-24,Michigan,0.537
2015-02-24,Penn,0.536
2015-02-24,Notre Dame,0.534
2015-02-24,Harvard,0.533
2015-02-24,Army West Point,0.529
2015-02-24,Marquette,0.528
2015-02-24,Princeton,0.52
2015-02-24,Bellarmine,0.519
2015-02-24,Mercer,0.5
2015-02-24,Duke,0.479
2015-02-24,Furman,0.478
2015-02-24,Lafayette,0.465
2015-02-24,Lehigh,0.465
2015-02-24,North Carolina,0.464
2015-02-24,Delaware,0.462
2015-02-24,Maryland,0.451
2015-02-24,Siena,0.443
2015-02-24,Canisius,0.441
2015-02-24,Colgate,0.438
2015-02-24,Air Force,0.417
2015-02-24,Bucknell,0.417
2015-02-24,Towson,0.413
2015-02-24,Virginia,0.405
2015-02-24,Robert Morris,0.4
2015-02-24,Monmouth,0.4
2015-02-24,Massachusetts,0.393
2015-02-24,Sacred Heart,0.381
2015-02-24,VMI,0.378
2015-02-24,Mount St. Mary's,0.378
2015-02-24,St. John's,0.366
2015-02-24,Richmond,0.353
2015-02-24,Holy Cross,0.353
2015-02-24,Dartmouth,0.348
2015-02-24,Detroit Mercy,0.343
2015-02-24,Providence,0.333
2015-02-24,Binghamton,0.327
2015-02-24,UMBC,0.315
2015-02-24,Hobart,0.308
2015-02-24,Wagner,0.295
2015-02-24,Villanova,0.286
2015-02-24,Manhattan,0.284
2015-02-24,NJIT,0.269
2015-02-24,Quinnipiac,0.269
2015-02-24,UMass Lowell,0.212
2015-02-23,Yale,0.795
2015-02-23,Brown,0.731
2015-02-23,Ohio St.,0.725
2015-02-23,Denver,0.716
2015-02-23,Syracuse,0.705
2015-02-23,Cornell,0.686
2015-02-23,Fairfield,0.651
2015-02-23,Navy,0.645
2015-02-23,Stony Brook,0.644
2015-02-23,Loyola Maryland,0.631
2015-02-23,Marist,0.625
2015-02-23,Saint Joseph's,0.623
2015-02-23,Johns Hopkins,0.62
2015-02-23,Penn,0.617
2015-02-23,Jacksonville,0.615
2015-02-23,Vermont,0.606
2015-02-23,Boston U.,0.605
2015-02-23,Bryant,0.603
2015-02-23,Hartford,0.583
2015-02-23,Georgetown,0.574
2015-02-23,Penn St.,0.569
2015-02-23,Rutgers,0.563
2015-02-23,High Point,0.551
2015-02-23,UAlbany,0.538
2015-02-23,Drexel,0.537
2015-02-23,Michigan,0.537
2015-02-23,Notre Dame,0.534
2015-02-23,Harvard,0.533
2015-02-23,Army West Point,0.529
2015-02-23,Marquette,0.528
2015-02-23,Princeton,0.52
2015-02-23,Hofstra,0.519
2015-02-23,Bellarmine,0.519
2015-02-23,Siena,0.488
2015-02-23,Duke,0.479
2015-02-23,Furman,0.478
2015-02-23,Lafayette,0.465
2015-02-23,Lehigh,0.465
2015-02-23,North Carolina,0.464
2015-02-23,Canisius,0.441
2015-02-23,Colgate,0.438
2015-02-23,Air Force,0.417
2015-02-23,Bucknell,0.417
2015-02-23,Towson,0.413
2015-02-23,Mercer,0.407
2015-02-23,Delaware,0.406
2015-02-23,Virginia,0.405
2015-02-23,Robert Morris,0.4
2015-02-23,Monmouth,0.4
2015-02-23,Massachusetts,0.393
2015-02-23,Mount St. Mary's,0.381
2015-02-23,Sacred Heart,0.381
2015-02-23,VMI,0.378
2015-02-23,St. John's,0.366
2015-02-23,Richmond,0.353
2015-02-23,Holy Cross,0.353
2015-02-23,Manhattan,0.348
2015-02-23,Binghamton,0.348
2015-02-23,Dartmouth,0.348
2015-02-23,Detroit Mercy,0.343
2015-02-23,Providence,0.333
2015-02-23,Wagner,0.333
2015-02-23,UMBC,0.315
2015-02-23,Maryland,0.31
2015-02-23,Hobart,0.308
2015-02-23,Villanova,0.306
2015-02-23,Quinnipiac,0.269
2015-02-23,NJIT,0.269
2015-02-23,UMass Lowell,0.212
2015-02-22,Yale,0.795
2015-02-22,Brown,0.731
2015-02-22,Ohio St.,0.725
2015-02-22,Denver,0.716
2015-02-22,Syracuse,0.705
2015-02-22,Cornell,0.686
2015-02-22,Fairfield,0.651
2015-02-22,Navy,0.645
2015-02-22,Stony Brook,0.644
2015-02-22,Loyola Maryland,0.631
2015-02-22,Marist,0.625
2015-02-22,Saint Joseph's,0.623
2015-02-22,Johns Hopkins,0.62
2015-02-22,Penn,0.617
2015-02-22,Jacksonville,0.615
2015-02-22,Vermont,0.606
2015-02-22,Boston U.,0.605
2015-02-22,Bryant,0.603
2015-02-22,Hartford,0.583
2015-02-22,Georgetown,0.574
2015-02-22,Penn St.,0.569
2015-02-22,Rutgers,0.563
2015-02-22,High Point,0.551
2015-02-22,UAlbany,0.538
2015-02-22,Drexel,0.537
2015-02-22,Michigan,0.537
2015-02-22,Notre Dame,0.534
2015-02-22,Harvard,0.533
2015-02-22,Army West Point,0.529
2015-02-22,Marquette,0.528
2015-02-22,Princeton,0.52
2015-02-22,Hofstra,0.519
2015-02-22,Bellarmine,0.519
2015-02-22,Siena,0.488
2015-02-22,Duke,0.479
2015-02-22,Furman,0.478
2015-02-22,Lafayette,0.465
2015-02-22,Lehigh,0.465
2015-02-22,North Carolina,0.464
2015-02-22,Monmouth,0.455
2015-02-22,Canisius,0.441
2015-02-22,Colgate,0.438
2015-02-22,Air Force,0.417
2015-02-22,Bucknell,0.417
2015-02-22,Towson,0.413
2015-02-22,Mercer,0.407
2015-02-22,Delaware,0.406
2015-02-22,Virginia,0.405
2015-02-22,Robert Morris,0.4
2015-02-22,Massachusetts,0.393
2015-02-22,Mount St. Mary's,0.381
2015-02-22,Sacred Heart,0.381
2015-02-22,VMI,0.378
2015-02-22,St. John's,0.366
2015-02-22,Richmond,0.353
2015-02-22,Holy Cross,0.353
2015-02-22,Manhattan,0.348
2015-02-22,Binghamton,0.348
2015-02-22,Dartmouth,0.348
2015-02-22,Detroit Mercy,0.343
2015-02-22,Providence,0.333
2015-02-22,Wagner,0.333
2015-02-22,Maryland,0.31
2015-02-22,UMBC,0.309
2015-02-22,Hobart,0.308
2015-02-22,Villanova,0.306
2015-02-22,Quinnipiac,0.269
2015-02-22,NJIT,0.269
2015-02-22,UMass Lowell,0.212
2015-02-21,Yale,0.795
2015-02-21,Denver,0.75
2015-02-21,Bryant,0.735
2015-02-21,Brown,0.731
2015-02-21,Ohio St.,0.725
2015-02-21,Cornell,0.686
2015-02-21,Fairfield,0.651
2015-02-21,Army West Point,0.649
2015-02-21,Navy,0.645
2015-02-21,Stony Brook,0.644
2015-02-21,Syracuse,0.642
2015-02-21,Loyola Maryland,0.631
2015-02-21,Saint Joseph's,0.623
2015-02-21,Johns Hopkins,0.62
2015-02-21,Penn,0.617
2015-02-21,Jacksonville,0.615
2015-02-21,Vermont,0.606
2015-02-21,Boston U.,0.605
2015-02-21,Marist,0.588
2015-02-21,Penn St.,0.569
2015-02-21,Rutgers,0.563
2015-02-21,High Point,0.551
2015-02-21,UAlbany,0.538
2015-02-21,Drexel,0.537
2015-02-21,Michigan,0.537
2015-02-21,Notre Dame,0.534
2015-02-21,Harvard,0.533
2015-02-21,Marquette,0.521
2015-02-21,Princeton,0.52
2015-02-21,Bellarmine,0.519
2015-02-21,Hofstra,0.519
2015-02-21,Georgetown,0.517
2015-02-21,Furman,0.5
2015-02-21,Siena,0.488
2015-02-21,Duke,0.479
2015-02-21,Canisius,0.468
2015-02-21,Lafayette,0.465
2015-02-21,Lehigh,0.465
2015-02-21,North Carolina,0.464
2015-02-21,Monmouth,0.455
2015-02-21,Towson,0.444
2015-02-21,Colgate,0.438
2015-02-21,Bucknell,0.417
2015-02-21,Mercer,0.407
2015-02-21,Delaware,0.406
2015-02-21,Virginia,0.405
2015-02-21,Robert Morris,0.4
2015-02-21,Massachusetts,0.393
2015-02-21,Sacred Heart,0.381
2015-02-21,Mount St. Mary's,0.381
2015-02-21,VMI,0.378
2015-02-21,St. John's,0.366
2015-02-21,Holy Cross,0.353
2015-02-21,Air Force,0.349
2015-02-21,Manhattan,0.348
2015-02-21,Dartmouth,0.348
2015-02-21,Detroit Mercy,0.343
2015-02-21,Providence,0.333
2015-02-21,Wagner,0.333
2015-02-21,Maryland,0.31
2015-02-21,UMBC,0.309
2015-02-21,Hobart,0.308
2015-02-21,Villanova,0.306
2015-02-21,Richmond,0.295
2015-02-21,Quinnipiac,0.269
2015-02-21,NJIT,0.269
2015-02-21,UMass Lowell,0.212
2015-02-20,Yale,0.846
2015-02-20,Ohio St.,0.754
2015-02-20,Bryant,0.735
2015-02-20,Denver,0.735
2015-02-20,Navy,0.698
2015-02-20,Cornell,0.686
2015-02-20,Lafayette,0.667
2015-02-20,Army West Point,0.649
2015-02-20,Johns Hopkins,0.646
2015-02-20,Stony Brook,0.644
2015-02-20,Syracuse,0.642
2015-02-20,Saint Joseph's,0.623
2015-02-20,Fairfield,0.619
2015-02-20,Princeton,0.619
2015-02-20,Penn,0.617
2015-02-20,Boston U.,0.611
2015-02-20,Drexel,0.607
2015-02-20,Rutgers,0.604
2015-02-20,Michigan,0.604
2015-02-20,Loyola Maryland,0.6
2015-02-20,Marist,0.588
2015-02-20,Vermont,0.583
2015-02-20,High Point,0.539
2015-02-20,Penn St.,0.523
2015-02-20,Marquette,0.521
2015-02-20,Bellarmine,0.519
2015-02-20,Georgetown,0.517
2015-02-20,Furman,0.49
2015-02-20,Lehigh,0.49
2015-02-20,Notre Dame,0.483
2015-02-20,Hofstra,0.48
2015-02-20,Duke,0.479
2015-02-20,North Carolina,0.471
2015-02-20,Canisius,0.462
2015-02-20,Jacksonville,0.462
