Date,Team,Opponent Clear Percent
2020-02-26,Navy,0.754
2020-02-26,Furman,0.761
2020-02-26,Virginia,0.761
2020-02-26,Vermont,0.771
2020-02-26,Denver,0.776
2020-02-26,Bellarmine,0.777
2020-02-26,Fairfield,0.78
2020-02-26,Princeton,0.783
2020-02-26,Loyola Maryland,0.786
2020-02-26,Yale,0.791
2020-02-26,Robert Morris,0.792
2020-02-26,Siena,0.797
2020-02-26,Rutgers,0.797
2020-02-26,Georgetown,0.798
2020-02-26,Syracuse,0.803
2020-02-26,Army West Point,0.809
2020-02-26,Sacred Heart,0.812
2020-02-26,Massachusetts,0.815
2020-02-26,Michigan,0.817
2020-02-26,Manhattan,0.821
2020-02-26,UMass Lowell,0.825
2020-02-26,Cornell,0.826
2020-02-26,St. Bonaventure,0.827
2020-02-26,Dartmouth,0.829
2020-02-26,Cleveland St.,0.831
2020-02-26,Duke,0.831
2020-02-26,NJIT,0.833
2020-02-26,UAlbany,0.833
2020-02-26,Penn,0.833
2020-02-26,Drexel,0.844
2020-02-26,Villanova,0.845
2020-02-26,Bryant,0.849
2020-02-26,Richmond,0.851
2020-02-26,Hobart,0.86
2020-02-26,Lehigh,0.861
2020-02-26,VMI,0.861
2020-02-26,Brown,0.862
2020-02-26,Holy Cross,0.865
2020-02-26,Quinnipiac,0.865
2020-02-26,Colgate,0.865
2020-02-26,Boston U.,0.87
2020-02-26,Air Force,0.871
2020-02-26,Hampton,0.877
2020-02-26,Delaware,0.877
2020-02-26,Utah,0.879
2020-02-26,Marist,0.879
2020-02-26,Marquette,0.88
2020-02-26,Mercer,0.881
2020-02-26,Canisius,0.882
2020-02-26,Stony Brook,0.882
2020-02-26,Johns Hopkins,0.883
2020-02-26,St. John's,0.884
2020-02-26,Monmouth,0.885
2020-02-26,LIU,0.887
2020-02-26,Wagner,0.889
2020-02-26,Providence,0.889
2020-02-26,Towson,0.895
2020-02-26,Mount St. Mary's,0.895
2020-02-26,Hartford,0.902
2020-02-26,Maryland,0.913
2020-02-26,Binghamton,0.916
2020-02-26,High Point,0.916
2020-02-26,Lafayette,0.917
2020-02-26,UMBC,0.923
2020-02-26,Notre Dame,0.929
2020-02-26,Detroit Mercy,0.94
2020-02-26,Saint Joseph's,0.945
2020-02-26,Harvard,0.966
2020-02-26,Merrimack,0.848
2020-02-25,Bucknell,0.714
2020-02-25,Jacksonville,0.721
2020-02-25,North Carolina,0.724
2020-02-25,Penn St.,0.739
2020-02-25,Ohio St.,0.744
2020-02-25,Hofstra,0.753
2020-02-25,Navy,0.754
2020-02-25,Furman,0.761
2020-02-25,Virginia,0.762
2020-02-25,Vermont,0.771
2020-02-25,Denver,0.776
2020-02-25,Bellarmine,0.777
2020-02-25,Fairfield,0.78
2020-02-25,Princeton,0.783
2020-02-25,Yale,0.791
2020-02-25,Robert Morris,0.792
2020-02-25,Siena,0.797
2020-02-25,Rutgers,0.797
2020-02-25,Georgetown,0.798
2020-02-25,Syracuse,0.803
2020-02-25,Loyola Maryland,0.806
2020-02-25,Army West Point,0.809
2020-02-25,Sacred Heart,0.812
2020-02-25,Michigan,0.817
2020-02-25,Manhattan,0.821
2020-02-25,Cornell,0.826
2020-02-25,St. Bonaventure,0.827
2020-02-25,Dartmouth,0.829
2020-02-25,Massachusetts,0.83
2020-02-25,Cleveland St.,0.831
2020-02-25,Duke,0.831
2020-02-25,UAlbany,0.833
2020-02-25,Penn,0.833
2020-02-25,NJIT,0.833
2020-02-25,UMass Lowell,0.836
2020-02-25,Drexel,0.844
2020-02-25,Villanova,0.845
2020-02-25,Merrimack,0.848
2020-02-25,Bryant,0.849
2020-02-25,Richmond,0.851
2020-02-25,Towson,0.855
2020-02-25,Hobart,0.86
2020-02-25,Lehigh,0.861
2020-02-25,VMI,0.861
2020-02-25,Brown,0.862
2020-02-25,Holy Cross,0.865
2020-02-25,Quinnipiac,0.865
2020-02-25,Colgate,0.865
2020-02-25,Boston U.,0.87
2020-02-25,Air Force,0.871
2020-02-25,Hampton,0.877
2020-02-25,Delaware,0.877
2020-02-25,Utah,0.879
2020-02-25,Marist,0.879
2020-02-25,Marquette,0.88
2020-02-25,Mercer,0.881
2020-02-25,Stony Brook,0.882
2020-02-25,Canisius,0.882
2020-02-25,Johns Hopkins,0.883
2020-02-25,St. John's,0.884
2020-02-25,Monmouth,0.885
2020-02-25,LIU,0.887
2020-02-25,Providence,0.889
2020-02-25,Wagner,0.889
2020-02-25,Mount St. Mary's,0.895
2020-02-25,Hartford,0.902
2020-02-25,Maryland,0.913
2020-02-25,Binghamton,0.916
2020-02-25,High Point,0.916
2020-02-25,Lafayette,0.917
2020-02-25,UMBC,0.923
2020-02-25,Notre Dame,0.929
2020-02-25,Detroit Mercy,0.94
2020-02-25,Saint Joseph's,0.945
2020-02-25,Harvard,0.966
2020-02-23,Jacksonville,0.721
2020-02-23,North Carolina,0.724
2020-02-23,Penn St.,0.739
2020-02-23,Ohio St.,0.744
2020-02-23,Bucknell,0.753
2020-02-23,Navy,0.754
2020-02-23,Georgetown,0.761
2020-02-23,Furman,0.761
2020-02-23,Hofstra,0.762
2020-02-23,Virginia,0.764
2020-02-23,Vermont,0.771
2020-02-23,Denver,0.776
2020-02-23,Bellarmine,0.777
2020-02-23,Fairfield,0.78
2020-02-23,Princeton,0.783
2020-02-23,Robert Morris,0.787
2020-02-23,Yale,0.791
2020-02-23,Siena,0.797
2020-02-23,Rutgers,0.797
2020-02-23,Syracuse,0.803
2020-02-23,Loyola Maryland,0.806
2020-02-23,Army West Point,0.809
2020-02-23,Sacred Heart,0.812
2020-02-23,Massachusetts,0.814
2020-02-23,Michigan,0.817
2020-02-23,UMass Lowell,0.818
2020-02-23,Manhattan,0.821
2020-02-23,Cornell,0.826
2020-02-23,Drexel,0.826
2020-02-23,St. Bonaventure,0.827
2020-02-23,Dartmouth,0.829
2020-02-23,Cleveland St.,0.831
2020-02-23,Duke,0.831
2020-02-23,NJIT,0.833
2020-02-23,UAlbany,0.833
2020-02-23,Penn,0.833
2020-02-23,Bryant,0.837
2020-02-23,Villanova,0.845
2020-02-23,Merrimack,0.848
2020-02-23,Richmond,0.851
2020-02-23,Towson,0.855
2020-02-23,Stony Brook,0.857
2020-02-23,Holy Cross,0.859
2020-02-23,Hobart,0.86
2020-02-23,Lehigh,0.861
2020-02-23,VMI,0.861
2020-02-23,Brown,0.862
2020-02-23,Quinnipiac,0.864
2020-02-23,Colgate,0.865
2020-02-23,Boston U.,0.87
2020-02-23,Air Force,0.871
2020-02-23,Hampton,0.877
2020-02-23,Delaware,0.877
2020-02-23,Utah,0.879
2020-02-23,Marquette,0.88
2020-02-23,Mercer,0.881
2020-02-23,Canisius,0.882
2020-02-23,Johns Hopkins,0.883
2020-02-23,St. John's,0.884
2020-02-23,Mount St. Mary's,0.887
2020-02-23,LIU,0.887
2020-02-23,Marist,0.887
2020-02-23,Providence,0.889
2020-02-23,Monmouth,0.895
2020-02-23,Binghamton,0.897
2020-02-23,High Point,0.9
2020-02-23,Hartford,0.904
2020-02-23,Wagner,0.906
2020-02-23,Maryland,0.913
2020-02-23,Lafayette,0.917
2020-02-23,UMBC,0.923
2020-02-23,Harvard,0.929
2020-02-23,Notre Dame,0.929
2020-02-23,Detroit Mercy,0.94
2020-02-23,Saint Joseph's,0.945
2020-02-21,Robert Morris,0.619
2020-02-21,Furman,0.706
2020-02-21,Dartmouth,0.706
2020-02-21,Jacksonville,0.721
2020-02-21,Hofstra,0.725
2020-02-21,Princeton,0.732
2020-02-21,Bucknell,0.736
2020-02-21,North Carolina,0.737
2020-02-21,Rutgers,0.741
2020-02-21,Navy,0.754
2020-02-21,Bellarmine,0.755
2020-02-21,Vermont,0.762
2020-02-21,Syracuse,0.766
2020-02-21,Ohio St.,0.768
2020-02-21,Army West Point,0.774
2020-02-21,Cleveland St.,0.778
2020-02-21,Fairfield,0.778
2020-02-21,Loyola Maryland,0.78
2020-02-21,Villanova,0.788
2020-02-21,Manhattan,0.789
2020-02-21,Virginia,0.795
2020-02-21,St. Bonaventure,0.805
2020-02-21,Georgetown,0.809
2020-02-21,Yale,0.81
2020-02-21,NJIT,0.811
2020-02-21,Sacred Heart,0.812
2020-02-21,Penn St.,0.818
2020-02-21,Siena,0.818
2020-02-21,Merrimack,0.823
2020-02-21,Hobart,0.829
2020-02-21,UMass Lowell,0.833
2020-02-21,Michigan,0.836
2020-02-21,Mount St. Mary's,0.842
2020-02-21,Notre Dame,0.842
2020-02-21,Denver,0.842
2020-02-21,Richmond,0.846
2020-02-21,Boston U.,0.848
2020-02-21,Drexel,0.85
2020-02-21,Duke,0.853
2020-02-21,Stony Brook,0.854
2020-02-21,Towson,0.855
2020-02-21,Providence,0.855
2020-02-21,Brown,0.857
2020-02-21,Bryant,0.857
2020-02-21,Holy Cross,0.859
2020-02-21,Johns Hopkins,0.86
2020-02-21,VMI,0.861
2020-02-21,Lehigh,0.864
2020-02-21,Wagner,0.867
2020-02-21,Canisius,0.867
2020-02-21,Quinnipiac,0.868
2020-02-21,LIU,0.87
2020-02-21,Cornell,0.872
2020-02-21,Hampton,0.873
2020-02-21,Mercer,0.875
2020-02-21,UAlbany,0.875
2020-02-21,Binghamton,0.878
2020-02-21,St. John's,0.878
2020-02-21,Colgate,0.879
2020-02-21,Delaware,0.879
2020-02-21,Monmouth,0.882
2020-02-21,Marist,0.887
2020-02-21,Massachusetts,0.889
2020-02-21,Air Force,0.889
2020-02-21,Marquette,0.897
2020-02-21,High Point,0.908
2020-02-21,Utah,0.911
2020-02-21,Maryland,0.913
2020-02-21,Penn,0.917
2020-02-21,Lafayette,0.923
2020-02-21,Detroit Mercy,0.935
2020-02-21,Saint Joseph's,0.939
2020-02-21,Hartford,0.941
2020-02-21,UMBC,0.941
2020-02-20,Robert Morris,0.619
2020-02-20,Furman,0.706
2020-02-20,Dartmouth,0.706
2020-02-20,Jacksonville,0.721
2020-02-20,Hofstra,0.725
2020-02-20,Princeton,0.732
2020-02-20,Bucknell,0.736
2020-02-20,North Carolina,0.737
2020-02-20,Rutgers,0.741
2020-02-20,Navy,0.754
2020-02-20,Bellarmine,0.755
2020-02-20,Vermont,0.762
2020-02-20,Syracuse,0.766
2020-02-20,Ohio St.,0.768
2020-02-20,Army West Point,0.774
2020-02-20,Cleveland St.,0.778
2020-02-20,Fairfield,0.778
2020-02-20,Loyola Maryland,0.78
2020-02-20,Villanova,0.788
2020-02-20,Manhattan,0.789
2020-02-20,Virginia,0.795
2020-02-20,St. Bonaventure,0.805
2020-02-20,Georgetown,0.809
2020-02-20,Yale,0.81
2020-02-20,NJIT,0.811
2020-02-20,Sacred Heart,0.812
2020-02-20,Penn St.,0.818
2020-02-20,Siena,0.818
2020-02-20,Merrimack,0.823
2020-02-20,Hobart,0.829
2020-02-20,UMass Lowell,0.833
2020-02-20,Michigan,0.836
2020-02-20,Mount St. Mary's,0.842
2020-02-20,Notre Dame,0.842
2020-02-20,Denver,0.842
2020-02-20,Richmond,0.846
2020-02-20,Boston U.,0.848
2020-02-20,Drexel,0.85
2020-02-20,Duke,0.853
2020-02-20,Stony Brook,0.854
2020-02-20,Providence,0.855
2020-02-20,Brown,0.857
2020-02-20,Bryant,0.857
2020-02-20,Towson,0.857
2020-02-20,Holy Cross,0.859
2020-02-20,Johns Hopkins,0.86
2020-02-20,VMI,0.861
2020-02-20,Lehigh,0.864
2020-02-20,Wagner,0.867
2020-02-20,Canisius,0.867
2020-02-20,Quinnipiac,0.868
2020-02-20,LIU,0.87
2020-02-20,Hampton,0.873
2020-02-20,UAlbany,0.875
2020-02-20,Cornell,0.875
2020-02-20,Mercer,0.875
2020-02-20,Binghamton,0.878
2020-02-20,St. John's,0.878
2020-02-20,Colgate,0.879
2020-02-20,Delaware,0.879
2020-02-20,Monmouth,0.882
2020-02-20,Marist,0.887
2020-02-20,Massachusetts,0.889
2020-02-20,Air Force,0.889
2020-02-20,Marquette,0.897
2020-02-20,High Point,0.908
2020-02-20,Utah,0.911
2020-02-20,Maryland,0.913
2020-02-20,Penn,0.917
2020-02-20,Lafayette,0.923
2020-02-20,Detroit Mercy,0.935
2020-02-20,Saint Joseph's,0.939
2020-02-20,Hartford,0.941
2020-02-20,UMBC,0.941
2020-02-18,Robert Morris,0.619
2020-02-18,Furman,0.706
2020-02-18,Dartmouth,0.706
2020-02-18,Jacksonville,0.721
2020-02-18,Hofstra,0.725
2020-02-18,Princeton,0.732
2020-02-18,Bucknell,0.736
2020-02-18,North Carolina,0.737
2020-02-18,Rutgers,0.741
2020-02-18,Ohio St.,0.754
2020-02-18,Navy,0.754
2020-02-18,Bellarmine,0.755
2020-02-18,Vermont,0.762
2020-02-18,Syracuse,0.766
2020-02-18,Army West Point,0.774
2020-02-18,Cleveland St.,0.778
2020-02-18,Fairfield,0.778
2020-02-18,Loyola Maryland,0.78
2020-02-18,Villanova,0.788
2020-02-18,Manhattan,0.789
2020-02-18,Virginia,0.795
2020-02-18,St. Bonaventure,0.805
2020-02-18,Georgetown,0.809
2020-02-18,Yale,0.81
2020-02-18,NJIT,0.811
2020-02-18,Sacred Heart,0.812
2020-02-18,Siena,0.818
2020-02-18,Penn St.,0.818
2020-02-18,Merrimack,0.823
2020-02-18,Hobart,0.829
2020-02-18,Michigan,0.836
2020-02-18,UMass Lowell,0.841
2020-02-18,Denver,0.842
2020-02-18,Notre Dame,0.842
2020-02-18,Mount St. Mary's,0.842
2020-02-18,Richmond,0.846
2020-02-18,Boston U.,0.848
2020-02-18,Drexel,0.85
2020-02-18,Duke,0.853
2020-02-18,Stony Brook,0.854
2020-02-18,Providence,0.855
2020-02-18,Brown,0.857
2020-02-18,Towson,0.857
2020-02-18,Bryant,0.857
2020-02-18,Johns Hopkins,0.86
2020-02-18,Lehigh,0.864
2020-02-18,VMI,0.864
2020-02-18,Canisius,0.867
2020-02-18,Wagner,0.867
2020-02-18,Quinnipiac,0.868
2020-02-18,LIU,0.87
2020-02-18,Hampton,0.873
2020-02-18,UAlbany,0.875
2020-02-18,Cornell,0.875
2020-02-18,Mercer,0.875
2020-02-18,Binghamton,0.878
2020-02-18,St. John's,0.878
2020-02-18,Colgate,0.879
2020-02-18,Delaware,0.879
2020-02-18,Monmouth,0.882
2020-02-18,Marist,0.887
2020-02-18,Massachusetts,0.889
2020-02-18,Air Force,0.889
2020-02-18,Marquette,0.897
2020-02-18,Holy Cross,0.906
2020-02-18,High Point,0.908
2020-02-18,Utah,0.911
2020-02-18,Maryland,0.913
2020-02-18,Penn,0.917
2020-02-18,Lafayette,0.923
2020-02-18,Detroit Mercy,0.935
2020-02-18,Saint Joseph's,0.939
2020-02-18,Hartford,0.941
2020-02-18,UMBC,0.941
2020-02-15,Robert Morris,0.619
2020-02-15,Furman,0.706
2020-02-15,Dartmouth,0.706
2020-02-15,Fairfield,0.714
2020-02-15,Navy,0.718
2020-02-15,Jacksonville,0.721
2020-02-15,Hofstra,0.725
2020-02-15,Bellarmine,0.729
2020-02-15,Bucknell,0.736
2020-02-15,North Carolina,0.737
2020-02-15,Rutgers,0.741
2020-02-15,Sacred Heart,0.744
2020-02-15,Ohio St.,0.754
2020-02-15,Vermont,0.762
2020-02-15,Syracuse,0.766
2020-02-15,Army West Point,0.776
2020-02-15,Cleveland St.,0.778
2020-02-15,Loyola Maryland,0.78
2020-02-15,Manhattan,0.789
2020-02-15,Virginia,0.795
2020-02-15,Princeton,0.8
2020-02-15,St. Bonaventure,0.805
2020-02-15,Georgetown,0.809
2020-02-15,Yale,0.81
2020-02-15,NJIT,0.811
2020-02-15,Siena,0.818
2020-02-15,Penn St.,0.818
2020-02-15,Villanova,0.824
2020-02-15,Hobart,0.829
2020-02-15,Delaware,0.833
2020-02-15,UMass Lowell,0.841
2020-02-15,Mount St. Mary's,0.842
2020-02-15,Denver,0.842
2020-02-15,Notre Dame,0.842
2020-02-15,Michigan,0.846
2020-02-15,Drexel,0.85
2020-02-15,Duke,0.853
2020-02-15,Stony Brook,0.854
2020-02-15,Colgate,0.854
2020-02-15,Richmond,0.855
2020-02-15,Providence,0.855
2020-02-15,Towson,0.857
2020-02-15,Johns Hopkins,0.86
2020-02-15,Canisius,0.86
2020-02-15,Lehigh,0.864
2020-02-15,VMI,0.864
2020-02-15,Wagner,0.867
2020-02-15,Quinnipiac,0.868
2020-02-15,Brown,0.87
2020-02-15,LIU,0.87
2020-02-15,Boston U.,0.87
2020-02-15,Marist,0.87
2020-02-15,Hampton,0.873
2020-02-15,Mercer,0.875
2020-02-15,Cornell,0.875
2020-02-15,UAlbany,0.875
2020-02-15,Binghamton,0.878
2020-02-15,St. John's,0.878
2020-02-15,Merrimack,0.881
2020-02-15,Monmouth,0.882
2020-02-15,Bryant,0.884
2020-02-15,Massachusetts,0.889
2020-02-15,Air Force,0.889
2020-02-15,Marquette,0.897
2020-02-15,Maryland,0.905
2020-02-15,Holy Cross,0.906
2020-02-15,High Point,0.908
2020-02-15,Utah,0.911
2020-02-15,Penn,0.917
2020-02-15,Lafayette,0.923
2020-02-15,Saint Joseph's,0.936
2020-02-15,UMBC,0.941
2020-02-15,Hartford,0.941
2020-02-15,Detroit Mercy,0.955
2020-02-14,Furman,0.649
2020-02-14,Syracuse,0.652
2020-02-14,Bellarmine,0.672
2020-02-14,Rutgers,0.714
2020-02-14,Michigan,0.727
2020-02-14,Army West Point,0.732
2020-02-14,Navy,0.737
2020-02-14,Ohio St.,0.739
2020-02-14,Canisius,0.75
2020-02-14,Siena,0.75
2020-02-14,Manhattan,0.75
2020-02-14,Cleveland St.,0.75
2020-02-14,UMass Lowell,0.762
2020-02-14,North Carolina,0.763
2020-02-14,Hofstra,0.765
2020-02-14,NJIT,0.779
2020-02-14,Jacksonville,0.789
2020-02-14,Loyola Maryland,0.792
2020-02-14,Sacred Heart,0.8
2020-02-14,Georgetown,0.808
2020-02-14,Denver,0.81
2020-02-14,Wagner,0.81
2020-02-14,Bucknell,0.814
2020-02-14,Towson,0.826
2020-02-14,Delaware,0.833
2020-02-14,Villanova,0.833
2020-02-14,Duke,0.84
2020-02-14,Massachusetts,0.84
2020-02-14,LIU,0.846
2020-02-14,Boston U.,0.849
2020-02-14,Mount St. Mary's,0.85
2020-02-14,Colgate,0.854
2020-02-14,Richmond,0.855
2020-02-14,Quinnipiac,0.867
2020-02-14,Penn St.,0.867
2020-02-14,Marist,0.87
2020-02-14,Monmouth,0.87
2020-02-14,Maryland,0.873
2020-02-14,Hampton,0.873
2020-02-14,Lehigh,0.875
2020-02-14,Mercer,0.875
2020-02-14,St. Bonaventure,0.889
2020-02-14,Hobart,0.889
2020-02-14,Providence,0.889
2020-02-14,Holy Cross,0.891
2020-02-14,Marquette,0.892
2020-02-14,Virginia,0.9
2020-02-14,Saint Joseph's,0.9
2020-02-14,Utah,0.903
2020-02-14,Stony Brook,0.913
2020-02-14,St. John's,0.915
2020-02-14,Air Force,0.939
2020-02-14,Binghamton,0.944
2020-02-14,Merrimack,0.947
2020-02-14,Bryant,0.952
2020-02-14,Detroit Mercy,0.955
2020-02-14,Lafayette,0.956
2020-02-14,Hartford,0.96
2020-02-14,High Point,0.981
2020-02-14,Johns Hopkins,1.0
2020-02-11,Furman,0.649
2020-02-11,Syracuse,0.652
2020-02-11,Bellarmine,0.672
2020-02-11,Rutgers,0.714
2020-02-11,Michigan,0.727
2020-02-11,Army West Point,0.732
2020-02-11,Navy,0.737
2020-02-11,Ohio St.,0.739
2020-02-11,Canisius,0.75
2020-02-11,Siena,0.75
2020-02-11,Manhattan,0.75
2020-02-11,Cleveland St.,0.75
2020-02-11,UMass Lowell,0.762
2020-02-11,North Carolina,0.763
2020-02-11,Hofstra,0.765
2020-02-11,NJIT,0.779
2020-02-11,Jacksonville,0.789
2020-02-11,Loyola Maryland,0.792
2020-02-11,Sacred Heart,0.8
2020-02-11,Georgetown,0.808
2020-02-11,Denver,0.81
2020-02-11,Wagner,0.81
2020-02-11,Bucknell,0.814
2020-02-11,Marist,0.815
2020-02-11,Towson,0.826
2020-02-11,Delaware,0.833
2020-02-11,Villanova,0.833
2020-02-11,Duke,0.84
2020-02-11,Massachusetts,0.84
2020-02-11,LIU,0.846
2020-02-11,Boston U.,0.849
2020-02-11,Mount St. Mary's,0.85
2020-02-11,Colgate,0.854
2020-02-11,Richmond,0.857
2020-02-11,Quinnipiac,0.867
2020-02-11,Penn St.,0.867
2020-02-11,Monmouth,0.87
2020-02-11,Maryland,0.873
2020-02-11,Hampton,0.873
2020-02-11,Lehigh,0.875
2020-02-11,Mercer,0.875
2020-02-11,St. Bonaventure,0.889
2020-02-11,Hobart,0.889
2020-02-11,Providence,0.889
2020-02-11,Holy Cross,0.891
2020-02-11,Marquette,0.892
2020-02-11,Virginia,0.9
2020-02-11,Saint Joseph's,0.9
2020-02-11,Utah,0.903
2020-02-11,Stony Brook,0.913
2020-02-11,St. John's,0.915
2020-02-11,Air Force,0.939
2020-02-11,Binghamton,0.944
2020-02-11,Merrimack,0.947
2020-02-11,Bryant,0.952
2020-02-11,Detroit Mercy,0.955
2020-02-11,Lafayette,0.956
2020-02-11,Hartford,0.96
2020-02-11,High Point,0.981
2020-02-11,Johns Hopkins,1.0
2020-02-10,Furman,0.649
2020-02-10,Syracuse,0.652
2020-02-10,Rutgers,0.714
2020-02-10,Michigan,0.727
2020-02-10,Army West Point,0.732
2020-02-10,Navy,0.737
2020-02-10,Ohio St.,0.739
2020-02-10,Siena,0.75
2020-02-10,Cleveland St.,0.75
2020-02-10,Manhattan,0.75
2020-02-10,UMass Lowell,0.762
2020-02-10,North Carolina,0.763
2020-02-10,Hofstra,0.765
2020-02-10,Canisius,0.778
2020-02-10,NJIT,0.779
2020-02-10,Jacksonville,0.789
2020-02-10,Loyola Maryland,0.792
2020-02-10,Sacred Heart,0.8
2020-02-10,Georgetown,0.808
2020-02-10,Wagner,0.81
2020-02-10,Denver,0.81
2020-02-10,Bucknell,0.814
2020-02-10,Marist,0.815
2020-02-10,Bellarmine,0.824
2020-02-10,Towson,0.826
2020-02-10,Villanova,0.833
2020-02-10,Delaware,0.833
2020-02-10,Duke,0.84
2020-02-10,Massachusetts,0.84
2020-02-10,Hampton,0.841
2020-02-10,LIU,0.846
2020-02-10,Boston U.,0.849
2020-02-10,Mount St. Mary's,0.85
2020-02-10,Colgate,0.854
2020-02-10,Richmond,0.857
2020-02-10,Penn St.,0.867
2020-02-10,Quinnipiac,0.867
2020-02-10,Monmouth,0.87
2020-02-10,Maryland,0.873
2020-02-10,Lehigh,0.875
2020-02-10,Hobart,0.875
2020-02-10,Mercer,0.875
2020-02-10,Providence,0.889
2020-02-10,St. Bonaventure,0.889
2020-02-10,Holy Cross,0.891
2020-02-10,Marquette,0.892
2020-02-10,Virginia,0.9
2020-02-10,Saint Joseph's,0.9
2020-02-10,Utah,0.903
2020-02-10,Air Force,0.939
2020-02-10,Binghamton,0.944
2020-02-10,Merrimack,0.947
2020-02-10,Bryant,0.952
2020-02-10,Detroit Mercy,0.955
2020-02-10,Lafayette,0.956
2020-02-10,St. John's,0.958
2020-02-10,Hartford,0.96
2020-02-10,High Point,0.981
2020-02-10,Johns Hopkins,1.0
2020-02-09,Furman,0.649
2020-02-09,Syracuse,0.652
2020-02-09,NJIT,0.704
2020-02-09,Rutgers,0.714
2020-02-09,Michigan,0.727
2020-02-09,Navy,0.737
2020-02-09,Ohio St.,0.739
2020-02-09,Cleveland St.,0.75
2020-02-09,Siena,0.75
2020-02-09,Manhattan,0.75
2020-02-09,UMass Lowell,0.762
2020-02-09,North Carolina,0.763
2020-02-09,Hofstra,0.765
2020-02-09,Canisius,0.778
2020-02-09,Jacksonville,0.789
2020-02-09,Loyola Maryland,0.792
2020-02-09,Sacred Heart,0.8
2020-02-09,Army West Point,0.8
2020-02-09,Georgetown,0.808
2020-02-09,Denver,0.81
2020-02-09,Wagner,0.81
2020-02-09,Bucknell,0.814
2020-02-09,Marist,0.815
2020-02-09,Bellarmine,0.824
2020-02-09,Towson,0.826
2020-02-09,Delaware,0.833
2020-02-09,Villanova,0.833
2020-02-09,Massachusetts,0.84
2020-02-09,Duke,0.84
2020-02-09,Hampton,0.841
2020-02-09,LIU,0.846
2020-02-09,Boston U.,0.849
2020-02-09,Mount St. Mary's,0.85
2020-02-09,Colgate,0.854
2020-02-09,Richmond,0.857
2020-02-09,Penn St.,0.867
2020-02-09,Quinnipiac,0.867
2020-02-09,Monmouth,0.87
2020-02-09,Maryland,0.873
2020-02-09,Mercer,0.875
2020-02-09,Lehigh,0.875
2020-02-09,Hobart,0.875
2020-02-09,St. Bonaventure,0.889
2020-02-09,Providence,0.889
2020-02-09,Holy Cross,0.891
2020-02-09,Marquette,0.892
2020-02-09,Virginia,0.9
2020-02-09,Saint Joseph's,0.9
2020-02-09,Utah,0.903
2020-02-09,Air Force,0.939
2020-02-09,Binghamton,0.944
2020-02-09,Merrimack,0.947
2020-02-09,Bryant,0.952
2020-02-09,Detroit Mercy,0.955
2020-02-09,Lafayette,0.956
2020-02-09,St. John's,0.958
2020-02-09,Hartford,0.96
2020-02-09,High Point,0.981
2020-02-09,Johns Hopkins,1.0
2020-02-07,Ohio St.,0.619
2020-02-07,NJIT,0.64
2020-02-07,Rutgers,0.65
2020-02-07,Syracuse,0.652
2020-02-07,North Carolina,0.727
2020-02-07,Bucknell,0.731
2020-02-07,Navy,0.737
2020-02-07,Manhattan,0.75
2020-02-07,Boston U.,0.759
2020-02-07,Cleveland St.,0.769
2020-02-07,Jacksonville,0.789
2020-02-07,Duke,0.808
2020-02-07,Penn St.,0.84
2020-02-07,Colgate,0.854
2020-02-07,Mercer,0.857
2020-02-07,Providence,0.87
2020-02-07,Quinnipiac,0.87
2020-02-07,Hampton,0.87
2020-02-07,Maryland,0.885
2020-02-07,Lafayette,0.895
2020-02-07,Marquette,0.905
2020-02-07,Holy Cross,0.909
2020-02-07,Utah,0.917
2020-02-07,Bellarmine,0.923
2020-02-07,Furman,0.938
2020-02-07,Merrimack,0.947
2020-02-07,Detroit Mercy,0.955
2020-02-07,High Point,1.0
2020-02-07,Air Force,1.0
2020-02-04,Ohio St.,0.619
2020-02-04,NJIT,0.64
2020-02-04,Rutgers,0.65
2020-02-04,North Carolina,0.727
2020-02-04,Bucknell,0.731
2020-02-04,Colgate,0.731
2020-02-04,Boston U.,0.759
2020-02-04,Cleveland St.,0.769
2020-02-04,Jacksonville,0.789
2020-02-04,Duke,0.808
2020-02-04,Penn St.,0.84
2020-02-04,Mercer,0.857
2020-02-04,Providence,0.87
2020-02-04,Hampton,0.87
2020-02-04,Quinnipiac,0.87
2020-02-04,Maryland,0.885
2020-02-04,Lafayette,0.895
2020-02-04,Marquette,0.905
2020-02-04,Holy Cross,0.909
2020-02-04,Utah,0.917
2020-02-04,Bellarmine,0.923
2020-02-04,Furman,0.938
2020-02-04,Merrimack,0.947
2020-02-04,Detroit Mercy,0.955
2020-02-04,High Point,1.0
2020-02-04,Air Force,1.0
2020-02-01,NJIT,0.64
2020-02-01,Rutgers,0.65
2020-02-01,North Carolina,0.727
2020-02-01,Colgate,0.731
2020-02-01,Bucknell,0.731
2020-02-01,Boston U.,0.759
2020-02-01,Cleveland St.,0.769
2020-02-01,Jacksonville,0.789
2020-02-01,Duke,0.808
2020-02-01,Penn St.,0.84
2020-02-01,Mercer,0.857
2020-02-01,Hampton,0.87
2020-02-01,Quinnipiac,0.87
2020-02-01,Providence,0.87
2020-02-01,Maryland,0.885
2020-02-01,Lafayette,0.895
2020-02-01,Marquette,0.905
2020-02-01,Holy Cross,0.909
2020-02-01,Utah,0.917
2020-02-01,Bellarmine,0.923
2020-02-01,Furman,0.938
2020-02-01,Merrimack,0.947
2020-02-01,Detroit Mercy,0.958
2020-02-01,High Point,1.0
