Date,Team,Groundballs per Game
2016-04-05,Canisius,23.67
2016-04-05,UMBC,23.5
2016-04-05,Colgate,23.4
2016-04-05,Manhattan,22.82
2016-04-05,Georgetown,22.3
2016-04-05,Marist,20.56
2016-04-05,Mercer,19.78
2016-04-05,UMass Lowell,29.73
2016-04-03,Brown,39.88
2016-04-03,Virginia,39.55
2016-04-03,Rutgers,35.5
2016-04-03,Duke,35.5
2016-04-03,Boston U.,33.91
2016-04-03,Denver,33.89
2016-04-03,Hartford,33.8
2016-04-03,Army West Point,33.7
2016-04-03,Bryant,32.88
2016-04-03,North Carolina,32.7
2016-04-03,Stony Brook,32.5
2016-04-03,Syracuse,32.25
2016-04-03,Hofstra,31.2
2016-04-03,Villanova,31.11
2016-04-03,Wagner,30.55
2016-04-03,Saint Joseph's,30.11
2016-04-03,Lafayette,30.11
2016-04-03,High Point,29.9
2016-04-03,Navy,29.89
2016-04-03,Notre Dame,29.88
2016-04-03,Cornell,29.75
2016-04-03,Loyola Maryland,29.6
2016-04-03,Harvard,29.6
2016-04-03,Princeton,29.38
2016-04-03,Yale,29.38
2016-04-03,Bucknell,29.3
2016-04-03,Vermont,29.27
2016-04-03,Massachusetts,28.78
2016-04-03,Michigan,28.56
2016-04-03,Marquette,28.5
2016-04-03,Lehigh,28.5
2016-04-03,Johns Hopkins,28.44
2016-04-03,Delaware,28.27
2016-04-03,Providence,28.2
2016-04-03,Mount St. Mary's,28.13
2016-04-03,Hobart,28.0
2016-04-03,VMI,27.83
2016-04-03,UAlbany,27.56
2016-04-03,Quinnipiac,27.5
2016-04-03,Maryland,27.44
2016-04-03,Jacksonville,27.44
2016-04-03,Penn St.,27.4
2016-04-03,Richmond,27.1
2016-04-03,Towson,26.8
2016-04-03,Sacred Heart,26.78
2016-04-03,St. John's,26.4
2016-04-03,Ohio St.,26.36
2016-04-03,Robert Morris,25.8
2016-04-03,Penn,25.67
2016-04-03,Monmouth,25.56
2016-04-03,Drexel,25.5
2016-04-03,Siena,25.38
2016-04-03,Dartmouth,25.0
2016-04-03,Bellarmine,25.0
2016-04-03,Detroit Mercy,24.88
2016-04-03,Furman,24.78
2016-04-03,Binghamton,24.75
2016-04-03,Air Force,24.55
2016-04-03,Holy Cross,24.55
2016-04-03,NJIT,23.83
2016-04-03,Fairfield,23.73
2016-04-03,Canisius,23.67
2016-04-03,UMBC,23.5
2016-04-03,Colgate,23.4
2016-04-03,Georgetown,22.3
2016-04-03,Manhattan,21.91
2016-04-03,Marist,20.56
2016-04-03,Mercer,19.78
2016-04-03,UMass Lowell,29.73
2016-04-02,Brown,39.88
2016-04-02,Virginia,39.55
2016-04-02,Duke,35.5
2016-04-02,Rutgers,35.5
2016-04-02,Boston U.,33.91
2016-04-02,Denver,33.89
2016-04-02,Hartford,33.8
2016-04-02,Army West Point,33.7
2016-04-02,Bryant,32.88
2016-04-02,North Carolina,32.7
2016-04-02,Syracuse,32.25
2016-04-02,Stony Brook,32.22
2016-04-02,Hofstra,31.2
2016-04-02,Villanova,31.11
2016-04-02,Wagner,30.55
2016-04-02,Lafayette,30.11
2016-04-02,Saint Joseph's,30.11
2016-04-02,Navy,29.89
2016-04-02,Notre Dame,29.88
2016-04-02,Cornell,29.75
2016-04-02,High Point,29.67
2016-04-02,Harvard,29.6
2016-04-02,Yale,29.38
2016-04-02,Princeton,29.38
2016-04-02,Bucknell,29.3
2016-04-02,Vermont,29.2
2016-04-02,Loyola Maryland,28.89
2016-04-02,Massachusetts,28.78
2016-04-02,Michigan,28.56
2016-04-02,Marquette,28.5
2016-04-02,Lehigh,28.5
2016-04-02,Johns Hopkins,28.44
2016-04-02,Penn St.,28.33
2016-04-02,Delaware,28.27
2016-04-02,Providence,28.2
2016-04-02,Mount St. Mary's,28.13
2016-04-02,Hobart,28.0
2016-04-02,VMI,27.83
2016-04-02,UAlbany,27.56
2016-04-02,Quinnipiac,27.5
2016-04-02,Maryland,27.44
2016-04-02,Jacksonville,27.44
2016-04-02,Richmond,27.1
2016-04-02,Ohio St.,27.0
2016-04-02,Towson,26.8
2016-04-02,Sacred Heart,26.78
2016-04-02,St. John's,26.4
2016-04-02,Robert Morris,25.8
2016-04-02,Penn,25.67
2016-04-02,Monmouth,25.56
2016-04-02,Drexel,25.5
2016-04-02,Siena,25.38
2016-04-02,Dartmouth,25.0
2016-04-02,Bellarmine,25.0
2016-04-02,Detroit Mercy,24.88
2016-04-02,Furman,24.78
2016-04-02,Binghamton,24.75
2016-04-02,Air Force,24.55
2016-04-02,Holy Cross,24.55
2016-04-02,NJIT,23.83
2016-04-02,Fairfield,23.73
2016-04-02,Canisius,23.67
2016-04-02,UMBC,23.5
2016-04-02,Colgate,23.44
2016-04-02,Georgetown,22.3
2016-04-02,Manhattan,21.91
2016-04-02,Marist,20.56
2016-04-02,Mercer,19.0
2016-04-02,UMass Lowell,29.73
2016-04-01,Virginia,40.4
2016-04-01,Brown,39.86
2016-04-01,Rutgers,36.11
2016-04-01,Duke,35.5
2016-04-01,Boston U.,34.3
2016-04-01,Army West Point,34.22
2016-04-01,Hartford,34.22
2016-04-01,Denver,34.0
2016-04-01,Syracuse,33.71
2016-04-01,Bryant,32.71
2016-04-01,North Carolina,32.7
2016-04-01,Stony Brook,32.22
2016-04-01,Villanova,32.0
2016-04-01,Hofstra,32.0
2016-04-01,Wagner,31.3
2016-04-01,Bucknell,30.22
2016-04-01,Notre Dame,30.14
2016-04-01,High Point,29.67
2016-04-01,Harvard,29.6
2016-04-01,Yale,29.57
2016-04-01,Lafayette,29.5
2016-04-01,Navy,29.5
2016-04-01,Princeton,29.43
2016-04-01,Vermont,29.2
2016-04-01,Massachusetts,29.13
2016-04-01,Loyola Maryland,28.89
2016-04-01,Saint Joseph's,28.88
2016-04-01,Lehigh,28.78
2016-04-01,Johns Hopkins,28.63
2016-04-01,Delaware,28.6
2016-04-01,Jacksonville,28.5
2016-04-01,Maryland,28.38
2016-04-01,Penn St.,28.33
2016-04-01,Marquette,28.14
2016-04-01,Michigan,28.13
2016-04-01,Hobart,28.0
2016-04-01,Providence,27.33
2016-04-01,UAlbany,27.13
2016-04-01,Richmond,27.11
2016-04-01,Ohio St.,27.0
2016-04-01,Cornell,27.0
2016-04-01,Mount St. Mary's,26.29
2016-04-01,Sacred Heart,26.25
2016-04-01,St. John's,26.22
2016-04-01,Quinnipiac,26.0
2016-04-01,Air Force,25.8
2016-04-01,Binghamton,25.71
2016-04-01,Drexel,25.67
2016-04-01,Siena,25.57
2016-04-01,VMI,25.55
2016-04-01,Holy Cross,25.5
2016-04-01,Bellarmine,25.44
2016-04-01,Robert Morris,25.44
2016-04-01,Monmouth,25.38
2016-04-01,Towson,25.33
2016-04-01,Dartmouth,25.25
2016-04-01,Furman,24.5
2016-04-01,Penn,24.25
2016-04-01,Detroit Mercy,23.57
2016-04-01,NJIT,23.55
2016-04-01,Colgate,23.44
2016-04-01,Fairfield,23.4
2016-04-01,Canisius,23.0
2016-04-01,Manhattan,22.1
2016-04-01,Georgetown,22.0
2016-04-01,UMBC,21.86
2016-04-01,Marist,21.13
2016-04-01,Mercer,19.0
2016-04-01,UMass Lowell,30.0
2016-03-30,Virginia,40.4
2016-03-30,Brown,39.86
2016-03-30,Rutgers,36.11
2016-03-30,Duke,35.73
2016-03-30,Boston U.,34.3
2016-03-30,Army West Point,34.22
2016-03-30,Hartford,34.22
2016-03-30,Denver,34.0
2016-03-30,Syracuse,33.71
2016-03-30,North Carolina,33.33
2016-03-30,Bryant,32.71
2016-03-30,Stony Brook,32.22
2016-03-30,Villanova,32.0
2016-03-30,Hofstra,32.0
2016-03-30,Wagner,31.3
2016-03-30,Bucknell,30.22
2016-03-30,Notre Dame,30.14
2016-03-30,High Point,29.67
2016-03-30,Harvard,29.6
2016-03-30,Yale,29.57
2016-03-30,Lafayette,29.5
2016-03-30,Navy,29.5
2016-03-30,Princeton,29.43
2016-03-30,Vermont,29.2
2016-03-30,Massachusetts,29.13
2016-03-30,Loyola Maryland,28.89
2016-03-30,Saint Joseph's,28.88
2016-03-30,Lehigh,28.78
2016-03-30,Johns Hopkins,28.63
2016-03-30,Delaware,28.6
2016-03-30,Jacksonville,28.5
2016-03-30,Maryland,28.38
2016-03-30,Penn St.,28.33
2016-03-30,Marquette,28.14
2016-03-30,Michigan,28.13
2016-03-30,Hobart,28.0
2016-03-30,Providence,27.33
2016-03-30,UAlbany,27.13
2016-03-30,Richmond,27.11
2016-03-30,Ohio St.,27.0
2016-03-30,Cornell,27.0
2016-03-30,Mount St. Mary's,26.29
2016-03-30,Sacred Heart,26.25
2016-03-30,St. John's,26.22
2016-03-30,Quinnipiac,26.0
2016-03-30,Air Force,25.8
2016-03-30,Binghamton,25.71
2016-03-30,Drexel,25.67
2016-03-30,Siena,25.57
2016-03-30,VMI,25.55
2016-03-30,Holy Cross,25.5
2016-03-30,Bellarmine,25.44
2016-03-30,Robert Morris,25.44
2016-03-30,Monmouth,25.38
2016-03-30,Towson,25.33
2016-03-30,Dartmouth,25.25
2016-03-30,Furman,24.5
2016-03-30,Penn,24.25
2016-03-30,Detroit Mercy,23.57
2016-03-30,NJIT,23.55
2016-03-30,Colgate,23.44
2016-03-30,Fairfield,23.4
2016-03-30,Canisius,23.0
2016-03-30,Manhattan,22.1
2016-03-30,Georgetown,22.0
2016-03-30,UMBC,21.86
2016-03-30,Marist,21.13
2016-03-30,Mercer,19.0
2016-03-30,UMass Lowell,30.0
2016-03-29,Virginia,40.4
2016-03-29,Brown,39.86
2016-03-29,Rutgers,36.11
2016-03-29,Duke,35.73
2016-03-29,Boston U.,34.3
2016-03-29,Army West Point,34.22
2016-03-29,Hartford,34.22
2016-03-29,Denver,34.0
2016-03-29,Syracuse,33.71
2016-03-29,North Carolina,33.33
2016-03-29,Bryant,32.71
2016-03-29,Stony Brook,32.22
2016-03-29,Villanova,32.0
2016-03-29,Hofstra,32.0
2016-03-29,Wagner,31.3
2016-03-29,Bucknell,30.22
2016-03-29,Notre Dame,30.14
2016-03-29,Harvard,30.11
2016-03-29,High Point,29.67
2016-03-29,Yale,29.57
2016-03-29,Lafayette,29.5
2016-03-29,Navy,29.5
2016-03-29,Princeton,29.43
2016-03-29,Vermont,29.2
2016-03-29,Massachusetts,29.13
2016-03-29,Loyola Maryland,28.89
2016-03-29,Saint Joseph's,28.88
2016-03-29,Lehigh,28.78
2016-03-29,Delaware,28.6
2016-03-29,Jacksonville,28.5
2016-03-29,Maryland,28.38
2016-03-29,Penn St.,28.33
2016-03-29,Marquette,28.14
2016-03-29,Michigan,28.13
2016-03-29,Hobart,28.0
2016-03-29,Providence,27.33
2016-03-29,UAlbany,27.29
2016-03-29,Richmond,27.11
2016-03-29,Johns Hopkins,27.0
2016-03-29,Ohio St.,27.0
2016-03-29,Cornell,27.0
2016-03-29,Mount St. Mary's,26.29
2016-03-29,Sacred Heart,26.25
2016-03-29,St. John's,26.22
2016-03-29,Quinnipiac,26.0
2016-03-29,Air Force,25.8
2016-03-29,Binghamton,25.71
2016-03-29,Drexel,25.67
2016-03-29,Siena,25.57
2016-03-29,VMI,25.55
2016-03-29,Holy Cross,25.5
2016-03-29,Bellarmine,25.44
2016-03-29,Robert Morris,25.44
2016-03-29,Monmouth,25.38
2016-03-29,Towson,25.33
2016-03-29,Dartmouth,25.25
2016-03-29,Furman,24.5
2016-03-29,Penn,24.25
2016-03-29,Detroit Mercy,23.57
2016-03-29,NJIT,23.55
2016-03-29,Colgate,23.44
2016-03-29,Fairfield,23.4
2016-03-29,Canisius,23.0
2016-03-29,Manhattan,22.1
2016-03-29,Georgetown,22.0
2016-03-29,UMBC,21.83
2016-03-29,Marist,21.13
2016-03-29,Mercer,19.0
2016-03-29,UMass Lowell,30.0
2016-03-27,Brown,40.5
2016-03-27,Virginia,39.33
2016-03-27,Rutgers,36.11
2016-03-27,Duke,35.73
2016-03-27,Hartford,34.38
2016-03-27,Boston U.,34.3
2016-03-27,Army West Point,34.22
2016-03-27,Denver,34.0
2016-03-27,Syracuse,33.71
2016-03-27,North Carolina,33.33
2016-03-27,Villanova,32.86
2016-03-27,Bryant,32.71
2016-03-27,Hofstra,32.0
2016-03-27,Stony Brook,31.63
2016-03-27,Wagner,31.3
2016-03-27,Bucknell,30.22
2016-03-27,Notre Dame,30.14
2016-03-27,Harvard,30.11
2016-03-27,High Point,29.67
2016-03-27,Yale,29.57
2016-03-27,Navy,29.5
2016-03-27,Lafayette,29.5
2016-03-27,Princeton,29.43
2016-03-27,Massachusetts,29.13
2016-03-27,Loyola Maryland,28.89
2016-03-27,Saint Joseph's,28.88
2016-03-27,Delaware,28.6
2016-03-27,Jacksonville,28.5
2016-03-27,Lehigh,28.5
2016-03-27,Penn St.,28.33
2016-03-27,Marquette,28.14
2016-03-27,Michigan,28.13
2016-03-27,Vermont,28.11
2016-03-27,Hobart,28.0
2016-03-27,Maryland,28.0
2016-03-27,Providence,27.33
2016-03-27,UAlbany,27.29
2016-03-27,Richmond,27.11
2016-03-27,Ohio St.,27.0
2016-03-27,Johns Hopkins,27.0
2016-03-27,Cornell,27.0
2016-03-27,Mount St. Mary's,26.29
2016-03-27,Sacred Heart,26.25
2016-03-27,St. John's,26.22
2016-03-27,Quinnipiac,26.0
2016-03-27,Air Force,25.8
2016-03-27,Binghamton,25.71
2016-03-27,Drexel,25.67
2016-03-27,VMI,25.6
2016-03-27,Penn,25.57
2016-03-27,Siena,25.57
2016-03-27,Holy Cross,25.44
2016-03-27,Bellarmine,25.44
2016-03-27,Robert Morris,25.44
2016-03-27,Dartmouth,25.43
2016-03-27,Monmouth,25.38
2016-03-27,Towson,25.33
2016-03-27,Furman,24.5
2016-03-27,Detroit Mercy,23.57
2016-03-27,NJIT,23.55
2016-03-27,Colgate,23.44
2016-03-27,Fairfield,23.4
2016-03-27,Canisius,23.0
2016-03-27,Manhattan,22.1
2016-03-27,Georgetown,22.0
2016-03-27,UMBC,21.83
2016-03-27,Marist,21.13
2016-03-27,Mercer,19.0
2016-03-27,UMass Lowell,30.0
2016-03-23,Brown,40.5
2016-03-23,Virginia,38.5
2016-03-23,Rutgers,36.13
2016-03-23,Duke,35.8
2016-03-23,Denver,35.0
2016-03-23,Army West Point,34.75
2016-03-23,Hartford,34.71
2016-03-23,North Carolina,34.5
2016-03-23,Syracuse,34.0
2016-03-23,Villanova,33.17
2016-03-23,Bryant,32.71
2016-03-23,Boston U.,32.67
2016-03-23,Hofstra,32.25
2016-03-23,High Point,31.63
2016-03-23,Notre Dame,31.5
2016-03-23,Stony Brook,30.86
2016-03-23,Wagner,30.78
2016-03-23,Bucknell,30.63
2016-03-23,Jacksonville,30.29
2016-03-23,Yale,30.0
2016-03-23,Lafayette,29.86
2016-03-23,Saint Joseph's,29.71
2016-03-23,Harvard,29.38
2016-03-23,Princeton,29.33
2016-03-23,Navy,29.14
2016-03-23,Massachusetts,29.13
2016-03-23,Maryland,29.0
2016-03-23,Hobart,28.88
2016-03-23,Lehigh,28.86
2016-03-23,Marquette,28.83
2016-03-23,Loyola Maryland,28.63
2016-03-23,Delaware,28.56
2016-03-23,Providence,28.38
2016-03-23,Vermont,28.25
2016-03-23,Michigan,28.13
2016-03-23,Penn St.,28.0
2016-03-23,Richmond,27.88
2016-03-23,Johns Hopkins,27.5
2016-03-23,UAlbany,27.33
2016-03-23,Cornell,27.17
2016-03-23,Ohio St.,27.0
2016-03-23,Siena,26.67
2016-03-23,Sacred Heart,26.25
2016-03-23,Mount St. Mary's,26.17
2016-03-23,St. John's,26.13
2016-03-23,Bellarmine,25.88
2016-03-23,Towson,25.75
2016-03-23,Quinnipiac,25.67
2016-03-23,Air Force,25.67
2016-03-23,Holy Cross,25.63
2016-03-23,Drexel,25.38
2016-03-23,VMI,25.22
2016-03-23,Penn,25.17
2016-03-23,Dartmouth,24.5
2016-03-23,Monmouth,24.43
2016-03-23,Detroit Mercy,24.33
2016-03-23,Robert Morris,23.88
2016-03-23,Canisius,23.5
2016-03-23,Colgate,23.5
2016-03-23,Binghamton,23.5
2016-03-23,Fairfield,23.33
2016-03-23,Furman,23.0
2016-03-23,NJIT,22.9
2016-03-23,Georgetown,22.75
2016-03-23,UMBC,22.2
2016-03-23,Manhattan,21.67
2016-03-23,Marist,20.71
2016-03-23,Mercer,18.86
2016-03-23,UMass Lowell,30.89
2016-03-22,Brown,40.5
2016-03-22,Virginia,38.5
2016-03-22,Rutgers,36.13
2016-03-22,Duke,35.8
2016-03-22,Denver,35.0
2016-03-22,Army West Point,34.75
2016-03-22,Hartford,34.71
2016-03-22,North Carolina,34.5
2016-03-22,Syracuse,34.0
2016-03-22,Villanova,33.17
2016-03-22,Bryant,32.71
2016-03-22,Boston U.,32.67
2016-03-22,Hofstra,32.25
2016-03-22,High Point,31.63
2016-03-22,Notre Dame,31.5
2016-03-22,Stony Brook,30.86
2016-03-22,Wagner,30.78
2016-03-22,Bucknell,30.63
2016-03-22,Jacksonville,30.29
2016-03-22,Yale,30.0
2016-03-22,Lafayette,29.86
2016-03-22,Saint Joseph's,29.71
2016-03-22,Harvard,29.38
2016-03-22,Princeton,29.33
2016-03-22,Navy,29.14
2016-03-22,Massachusetts,29.13
2016-03-22,Maryland,29.0
2016-03-22,Hobart,28.88
2016-03-22,Lehigh,28.86
2016-03-22,Marquette,28.83
2016-03-22,Delaware,28.56
2016-03-22,Providence,28.38
2016-03-22,Vermont,28.25
2016-03-22,Michigan,28.14
2016-03-22,Loyola Maryland,28.14
2016-03-22,Penn St.,28.0
2016-03-22,Richmond,27.88
2016-03-22,Johns Hopkins,27.5
2016-03-22,UAlbany,27.33
2016-03-22,Cornell,27.17
2016-03-22,Ohio St.,27.0
2016-03-22,Siena,26.67
2016-03-22,Sacred Heart,26.25
2016-03-22,Mount St. Mary's,26.17
2016-03-22,St. John's,26.13
2016-03-22,Bellarmine,25.88
2016-03-22,Towson,25.75
2016-03-22,Quinnipiac,25.67
2016-03-22,Air Force,25.67
2016-03-22,Holy Cross,25.63
2016-03-22,Drexel,25.38
2016-03-22,VMI,25.22
2016-03-22,Penn,25.17
2016-03-22,Dartmouth,24.5
2016-03-22,Monmouth,24.43
2016-03-22,Detroit Mercy,24.33
2016-03-22,Robert Morris,23.88
2016-03-22,Canisius,23.5
2016-03-22,Colgate,23.5
2016-03-22,Binghamton,23.5
2016-03-22,Fairfield,23.33
2016-03-22,Georgetown,23.14
2016-03-22,Furman,23.0
2016-03-22,NJIT,22.9
2016-03-22,UMBC,22.2
2016-03-22,Manhattan,21.67
2016-03-22,Marist,20.0
2016-03-22,Mercer,18.86
2016-03-22,UMass Lowell,30.89
2016-03-20,Brown,40.5
2016-03-20,Virginia,38.5
2016-03-20,Rutgers,36.13
2016-03-20,Duke,35.78
2016-03-20,Denver,35.0
2016-03-20,Army West Point,34.75
2016-03-20,Hartford,34.71
2016-03-20,North Carolina,34.5
2016-03-20,Syracuse,34.0
2016-03-20,Hofstra,33.43
2016-03-20,Villanova,33.17
2016-03-20,Bryant,32.71
2016-03-20,High Point,31.63
2016-03-20,Notre Dame,31.5
2016-03-20,Boston U.,31.5
2016-03-20,Stony Brook,30.86
2016-03-20,Wagner,30.78
2016-03-20,Bucknell,30.63
2016-03-20,Lafayette,30.5
2016-03-20,Jacksonville,30.29
2016-03-20,Yale,30.0
2016-03-20,Vermont,29.86
2016-03-20,Saint Joseph's,29.71
2016-03-20,Harvard,29.57
2016-03-20,Princeton,29.33
2016-03-20,Massachusetts,29.13
2016-03-20,Maryland,29.0
2016-03-20,Navy,29.0
2016-03-20,Lehigh,28.86
2016-03-20,Marquette,28.83
2016-03-20,Hobart,28.75
2016-03-20,Delaware,28.56
2016-03-20,Michigan,28.14
2016-03-20,Loyola Maryland,28.14
2016-03-20,Penn St.,28.0
2016-03-20,Richmond,27.88
2016-03-20,Johns Hopkins,27.5
2016-03-20,Drexel,27.43
2016-03-20,Providence,27.43
2016-03-20,UAlbany,27.33
2016-03-20,Cornell,27.0
2016-03-20,Ohio St.,27.0
2016-03-20,Siena,26.67
2016-03-20,Quinnipiac,26.6
2016-03-20,Air Force,26.5
2016-03-20,Sacred Heart,26.25
2016-03-20,Mount St. Mary's,26.17
2016-03-20,St. John's,26.13
2016-03-20,Bellarmine,25.88
2016-03-20,Towson,25.75
2016-03-20,Holy Cross,25.63
2016-03-20,VMI,25.22
2016-03-20,Penn,25.17
2016-03-20,Monmouth,24.43
2016-03-20,Binghamton,24.4
2016-03-20,Detroit Mercy,24.33
2016-03-20,Dartmouth,24.2
2016-03-20,Robert Morris,23.88
2016-03-20,Colgate,23.5
2016-03-20,Canisius,23.5
2016-03-20,Georgetown,23.14
2016-03-20,Furman,23.0
2016-03-20,Fairfield,23.0
2016-03-20,NJIT,22.56
2016-03-20,UMBC,22.2
2016-03-20,Manhattan,21.67
2016-03-20,Marist,20.0
2016-03-20,Mercer,18.86
2016-03-20,UMass Lowell,30.63
2016-03-18,Brown,39.8
2016-03-18,Virginia,38.57
2016-03-18,Rutgers,36.13
2016-03-18,Duke,36.13
2016-03-18,Syracuse,35.6
2016-03-18,Denver,35.5
2016-03-18,Hofstra,35.17
2016-03-18,Army West Point,34.86
2016-03-18,North Carolina,33.71
2016-03-18,Villanova,33.17
2016-03-18,Hartford,33.17
2016-03-18,Bryant,32.71
2016-03-18,High Point,32.57
2016-03-18,Saint Joseph's,31.83
2016-03-18,Stony Brook,31.67
2016-03-18,Boston U.,31.29
2016-03-18,Notre Dame,31.2
2016-03-18,Bucknell,31.0
2016-03-18,Wagner,30.5
2016-03-18,Lafayette,30.2
2016-03-18,Vermont,29.86
2016-03-18,Jacksonville,29.83
2016-03-18,Princeton,29.8
2016-03-18,Yale,29.6
2016-03-18,Navy,29.6
2016-03-18,Johns Hopkins,29.4
2016-03-18,Lehigh,29.33
2016-03-18,Loyola Maryland,29.0
2016-03-18,Maryland,29.0
2016-03-18,Penn St.,29.0
2016-03-18,Richmond,29.0
2016-03-18,Massachusetts,28.86
2016-03-18,Marquette,28.8
2016-03-18,Delaware,28.5
2016-03-18,Harvard,28.5
2016-03-18,Providence,28.17
2016-03-18,Hobart,28.14
2016-03-18,Ohio St.,27.88
2016-03-18,Cornell,27.6
2016-03-18,Quinnipiac,27.5
2016-03-18,Michigan,26.83
2016-03-18,UAlbany,26.6
2016-03-18,Drexel,26.5
2016-03-18,Siena,26.4
2016-03-18,VMI,26.38
2016-03-18,Mount St. Mary's,26.17
2016-03-18,Air Force,26.14
2016-03-18,St. John's,26.14
2016-03-18,Sacred Heart,26.14
2016-03-18,Holy Cross,25.86
2016-03-18,Towson,25.43
2016-03-18,Penn,24.8
2016-03-18,Bellarmine,24.29
2016-03-18,Dartmouth,24.0
2016-03-18,Colgate,24.0
2016-03-18,Furman,23.83
2016-03-18,Monmouth,23.17
2016-03-18,Robert Morris,23.14
2016-03-18,Georgetown,23.0
2016-03-18,Detroit Mercy,23.0
2016-03-18,Canisius,22.67
2016-03-18,Fairfield,22.57
2016-03-18,NJIT,22.56
2016-03-18,UMBC,22.5
2016-03-18,Binghamton,22.5
2016-03-18,Manhattan,22.25
2016-03-18,Marist,20.6
2016-03-18,Mercer,19.0
2016-03-18,UMass Lowell,29.0
2016-03-16,Brown,39.8
2016-03-16,Virginia,38.57
2016-03-16,Rutgers,36.14
2016-03-16,Duke,36.13
2016-03-16,Syracuse,35.6
2016-03-16,Denver,35.5
2016-03-16,Hofstra,35.17
2016-03-16,Army West Point,34.86
2016-03-16,North Carolina,33.71
2016-03-16,Villanova,33.17
2016-03-16,Hartford,33.17
2016-03-16,Bryant,32.71
2016-03-16,High Point,32.57
2016-03-16,Saint Joseph's,31.83
2016-03-16,Stony Brook,31.67
2016-03-16,Boston U.,31.29
2016-03-16,Notre Dame,31.2
2016-03-16,Bucknell,31.0
2016-03-16,Wagner,30.5
2016-03-16,Lafayette,30.2
2016-03-16,Vermont,29.86
2016-03-16,Jacksonville,29.83
2016-03-16,Princeton,29.8
2016-03-16,Yale,29.6
2016-03-16,Navy,29.6
2016-03-16,Johns Hopkins,29.4
2016-03-16,Lehigh,29.33
2016-03-16,Loyola Maryland,29.0
2016-03-16,Maryland,29.0
2016-03-16,Penn St.,29.0
2016-03-16,Richmond,29.0
2016-03-16,Massachusetts,28.86
2016-03-16,Marquette,28.8
2016-03-16,Delaware,28.5
2016-03-16,Harvard,28.5
2016-03-16,Providence,28.17
2016-03-16,Hobart,28.14
2016-03-16,Ohio St.,27.88
2016-03-16,Cornell,27.6
2016-03-16,Quinnipiac,27.5
2016-03-16,Michigan,26.83
2016-03-16,UAlbany,26.6
2016-03-16,Drexel,26.5
2016-03-16,Siena,26.4
2016-03-16,VMI,26.38
2016-03-16,Mount St. Mary's,26.17
2016-03-16,Air Force,26.14
2016-03-16,St. John's,26.14
2016-03-16,Sacred Heart,26.14
2016-03-16,Holy Cross,25.86
2016-03-16,Towson,25.43
2016-03-16,Penn,24.8
2016-03-16,Bellarmine,24.29
2016-03-16,Dartmouth,24.0
2016-03-16,Colgate,24.0
2016-03-16,Furman,23.83
2016-03-16,NJIT,23.5
2016-03-16,Monmouth,23.17
2016-03-16,Robert Morris,23.14
2016-03-16,Georgetown,23.0
2016-03-16,Detroit Mercy,23.0
2016-03-16,Canisius,22.67
2016-03-16,Fairfield,22.57
2016-03-16,UMBC,22.5
2016-03-16,Binghamton,22.5
2016-03-16,Manhattan,22.25
2016-03-16,Marist,20.6
2016-03-16,Mercer,19.0
2016-03-16,UMass Lowell,29.0
2016-03-15,Brown,39.8
2016-03-15,Virginia,38.57
2016-03-15,Rutgers,36.14
2016-03-15,Duke,36.13
2016-03-15,Syracuse,35.6
2016-03-15,Denver,35.5
2016-03-15,Hofstra,35.17
2016-03-15,Army West Point,34.86
2016-03-15,North Carolina,33.71
2016-03-15,Villanova,33.17
2016-03-15,Hartford,33.17
2016-03-15,Bryant,32.71
2016-03-15,High Point,32.57
2016-03-15,Saint Joseph's,31.83
2016-03-15,Stony Brook,31.67
2016-03-15,Boston U.,31.29
2016-03-15,Notre Dame,31.2
2016-03-15,Bucknell,31.0
2016-03-15,Wagner,30.5
2016-03-15,Lafayette,30.2
2016-03-15,Vermont,29.86
2016-03-15,Jacksonville,29.83
2016-03-15,Princeton,29.8
2016-03-15,Yale,29.6
2016-03-15,Navy,29.6
2016-03-15,Johns Hopkins,29.4
2016-03-15,Lehigh,29.33
2016-03-15,UAlbany,29.0
2016-03-15,Loyola Maryland,29.0
2016-03-15,Maryland,29.0
2016-03-15,Penn St.,29.0
2016-03-15,Richmond,29.0
2016-03-15,Massachusetts,28.86
2016-03-15,Marquette,28.8
2016-03-15,Delaware,28.5
2016-03-15,Harvard,28.5
2016-03-15,Providence,28.17
2016-03-15,Hobart,28.14
2016-03-15,Ohio St.,27.88
2016-03-15,Cornell,27.6
2016-03-15,Quinnipiac,27.5
2016-03-15,Michigan,26.83
2016-03-15,Drexel,26.5
2016-03-15,Siena,26.4
2016-03-15,VMI,26.38
2016-03-15,Mount St. Mary's,26.17
2016-03-15,Air Force,26.14
2016-03-15,St. John's,26.14
2016-03-15,Sacred Heart,26.14
2016-03-15,Holy Cross,25.86
2016-03-15,Towson,25.43
2016-03-15,Penn,24.8
2016-03-15,Bellarmine,24.29
2016-03-15,Dartmouth,24.0
2016-03-15,Colgate,24.0
2016-03-15,Furman,23.83
2016-03-15,NJIT,23.5
2016-03-15,Monmouth,23.17
2016-03-15,Robert Morris,23.14
2016-03-15,Georgetown,23.0
2016-03-15,Detroit Mercy,23.0
2016-03-15,Canisius,22.67
2016-03-15,Fairfield,22.57
2016-03-15,UMBC,22.5
2016-03-15,Binghamton,22.5
2016-03-15,Manhattan,22.25
2016-03-15,Marist,20.6
2016-03-15,Mercer,19.0
