Date,Team,Groundballs per Game
2024-04-25,Queens,24.92
2024-04-25,Lindenwood,24.91
2024-04-25,Le Moyne,24.27
2024-04-23,Virginia,40.0
2024-04-23,Yale,38.08
2024-04-23,Bryant,37.69
2024-04-23,Army West Point,36.42
2024-04-23,High Point,36.0
2024-04-23,Syracuse,36.0
2024-04-23,Towson,35.38
2024-04-23,North Carolina,35.15
2024-04-23,Ohio St.,34.29
2024-04-23,Boston U.,34.23
2024-04-23,Cornell,34.0
2024-04-23,Dartmouth,34.0
2024-04-23,Vermont,34.0
2024-04-23,Duke,33.79
2024-04-23,Harvard,33.75
2024-04-23,Notre Dame,33.4
2024-04-23,Colgate,33.38
2024-04-23,Navy,33.38
2024-04-23,Princeton,33.33
2024-04-23,UAlbany,33.08
2024-04-23,Richmond,32.77
2024-04-23,Georgetown,32.67
2024-04-23,Hofstra,32.5
2024-04-23,LIU,32.46
2024-04-23,Villanova,32.46
2024-04-23,VMI,32.33
2024-04-23,Mount St. Mary's,32.27
2024-04-23,Saint Joseph's,32.17
2024-04-23,Mercer,32.08
2024-04-23,Marist,32.07
2024-04-23,Bucknell,32.0
2024-04-23,Delaware,32.0
2024-04-23,Michigan,31.85
2024-04-23,UMBC,31.6
2024-04-23,Sacred Heart,31.53
2024-04-23,NJIT,31.46
2024-04-23,Canisius,31.4
2024-04-23,Air Force,31.38
2024-04-23,Lehigh,31.38
2024-04-23,Utah,31.08
2024-04-23,Penn St.,31.0
2024-04-23,Robert Morris,31.0
2024-04-23,Brown,30.77
2024-04-23,Stony Brook,30.54
2024-04-23,Massachusetts,30.33
2024-04-23,Fairfield,30.23
2024-04-23,Holy Cross,30.08
2024-04-23,Monmouth,29.67
2024-04-23,Drexel,29.62
2024-04-23,Binghamton,29.58
2024-04-23,Hobart,29.58
2024-04-23,Lafayette,29.5
2024-04-23,Johns Hopkins,29.46
2024-04-23,Cleveland St.,29.43
2024-04-23,Maryland,29.42
2024-04-23,Denver,29.33
2024-04-23,Rutgers,28.92
2024-04-23,Quinnipiac,28.85
2024-04-23,Siena,28.79
2024-04-23,Loyola Maryland,28.77
2024-04-23,Providence,28.38
2024-04-23,Penn,28.31
2024-04-23,UMass Lowell,28.18
2024-04-23,Bellarmine,27.8
2024-04-23,Merrimack,27.46
2024-04-23,St. John's,27.43
2024-04-23,Hampton,27.0
2024-04-23,Marquette,27.0
2024-04-23,Manhattan,25.93
2024-04-23,Jacksonville,25.14
2024-04-23,Detroit Mercy,24.25
2024-04-23,St. Bonaventure,24.18
2024-04-23,Wagner,21.8
2024-04-23,Queens,24.92
2024-04-23,Le Moyne,23.9
2024-04-23,Lindenwood,23.55
2024-04-21,Virginia,40.0
2024-04-21,Bryant,38.25
2024-04-21,Yale,38.08
2024-04-21,Army West Point,36.42
2024-04-21,High Point,36.0
2024-04-21,Syracuse,35.93
2024-04-21,Towson,35.38
2024-04-21,North Carolina,35.15
2024-04-21,Ohio St.,34.29
2024-04-21,Boston U.,34.23
2024-04-21,Cornell,34.0
2024-04-21,Dartmouth,34.0
2024-04-21,Vermont,34.0
2024-04-21,Duke,33.79
2024-04-21,Harvard,33.75
2024-04-21,Notre Dame,33.4
2024-04-21,Colgate,33.38
2024-04-21,Navy,33.38
2024-04-21,Princeton,33.33
2024-04-21,UAlbany,33.08
2024-04-21,Richmond,32.77
2024-04-21,Georgetown,32.67
2024-04-21,Hofstra,32.5
2024-04-21,Villanova,32.46
2024-04-21,Mount St. Mary's,32.27
2024-04-21,VMI,32.27
2024-04-21,Saint Joseph's,32.17
2024-04-21,Mercer,32.08
2024-04-21,Marist,32.07
2024-04-21,Bucknell,32.0
2024-04-21,Delaware,32.0
2024-04-21,Michigan,31.85
2024-04-21,UMBC,31.6
2024-04-21,Sacred Heart,31.53
2024-04-21,NJIT,31.46
2024-04-21,Canisius,31.4
2024-04-21,Air Force,31.38
2024-04-21,Lehigh,31.15
2024-04-21,Penn St.,31.0
2024-04-21,Stony Brook,30.54
2024-04-21,Brown,30.42
2024-04-21,Massachusetts,30.33
2024-04-21,Fairfield,30.23
2024-04-21,LIU,30.23
2024-04-21,Holy Cross,30.08
2024-04-21,Robert Morris,29.77
2024-04-21,Monmouth,29.67
2024-04-21,Drexel,29.62
2024-04-21,Binghamton,29.58
2024-04-21,Hobart,29.58
2024-04-21,Lafayette,29.5
2024-04-21,Johns Hopkins,29.46
2024-04-21,Maryland,29.42
2024-04-21,Denver,29.33
2024-04-21,Rutgers,28.92
2024-04-21,Siena,28.79
2024-04-21,Loyola Maryland,28.77
2024-04-21,Providence,28.38
2024-04-21,Penn,28.31
2024-04-21,UMass Lowell,28.18
2024-04-21,Bellarmine,27.8
2024-04-21,Utah,27.54
2024-04-21,Merrimack,27.46
2024-04-21,St. John's,27.43
2024-04-21,Cleveland St.,27.0
2024-04-21,Hampton,27.0
2024-04-21,Marquette,27.0
2024-04-21,Quinnipiac,26.92
2024-04-21,Jacksonville,25.14
2024-04-21,Manhattan,24.36
2024-04-21,Detroit Mercy,24.25
2024-04-21,St. Bonaventure,24.18
2024-04-21,Wagner,20.13
2024-04-21,Queens,24.92
2024-04-21,Le Moyne,23.9
2024-04-21,Lindenwood,23.27
2024-04-19,Virginia,39.83
2024-04-19,Bryant,38.73
2024-04-19,Yale,38.08
2024-04-19,Army West Point,36.42
2024-04-19,High Point,36.0
2024-04-19,North Carolina,35.67
2024-04-19,Syracuse,35.57
2024-04-19,Dartmouth,34.64
2024-04-19,Towson,34.42
2024-04-19,Boston U.,34.33
2024-04-19,Notre Dame,34.11
2024-04-19,Cornell,34.09
2024-04-19,Harvard,34.0
2024-04-19,Vermont,33.83
2024-04-19,Duke,33.79
2024-04-19,Ohio St.,33.77
2024-04-19,Navy,33.38
2024-04-19,UAlbany,33.17
2024-04-19,Princeton,32.91
2024-04-19,LIU,32.75
2024-04-19,VMI,32.71
2024-04-19,Marist,32.62
2024-04-19,Colgate,32.58
2024-04-19,Richmond,32.33
2024-04-19,Bucknell,32.0
2024-04-19,Villanova,32.0
2024-04-19,NJIT,31.83
2024-04-19,Air Force,31.67
2024-04-19,Delaware,31.5
2024-04-19,Georgetown,31.45
2024-04-19,UMBC,31.44
2024-04-19,Mount St. Mary's,31.43
2024-04-19,Hofstra,31.38
2024-04-19,Mercer,31.33
2024-04-19,Stony Brook,31.25
2024-04-19,Canisius,31.0
2024-04-19,Michigan,31.0
2024-04-19,Penn St.,31.0
2024-04-19,Sacred Heart,30.86
2024-04-19,Saint Joseph's,30.82
2024-04-19,Lehigh,30.67
2024-04-19,Fairfield,30.5
2024-04-19,Johns Hopkins,30.33
2024-04-19,Robert Morris,30.33
2024-04-19,Brown,30.18
2024-04-19,Massachusetts,30.18
2024-04-19,Drexel,30.17
2024-04-19,Monmouth,30.0
2024-04-19,Utah,29.83
2024-04-19,Maryland,29.73
2024-04-19,Binghamton,29.55
2024-04-19,Holy Cross,29.55
2024-04-19,Lafayette,29.5
2024-04-19,Hobart,29.36
2024-04-19,Quinnipiac,29.17
2024-04-19,Denver,29.09
2024-04-19,Cleveland St.,29.08
2024-04-19,Siena,29.0
2024-04-19,Rutgers,28.92
2024-04-19,Loyola Maryland,28.77
2024-04-19,UMass Lowell,28.7
2024-04-19,Providence,28.67
2024-04-19,Merrimack,28.42
2024-04-19,Bellarmine,28.29
2024-04-19,Penn,27.75
2024-04-19,St. John's,27.31
2024-04-19,Marquette,27.08
2024-04-19,Hampton,27.0
2024-04-19,Manhattan,26.23
2024-04-19,Detroit Mercy,25.09
2024-04-19,Jacksonville,25.0
2024-04-19,St. Bonaventure,24.0
2024-04-19,Wagner,21.57
2024-04-19,Queens,25.0
2024-04-19,Le Moyne,23.9
2024-04-19,Lindenwood,23.8
2024-04-17,Virginia,39.83
2024-04-17,Yale,39.08
2024-04-17,Bryant,38.73
2024-04-17,High Point,36.0
2024-04-17,Army West Point,35.82
2024-04-17,North Carolina,35.67
2024-04-17,Syracuse,35.57
2024-04-17,Dartmouth,34.64
2024-04-17,Towson,34.42
2024-04-17,Boston U.,34.33
2024-04-17,Notre Dame,34.11
2024-04-17,Cornell,34.09
2024-04-17,Harvard,34.0
2024-04-17,Vermont,33.83
2024-04-17,Duke,33.79
2024-04-17,Ohio St.,33.77
2024-04-17,Navy,33.67
2024-04-17,Princeton,32.91
2024-04-17,UAlbany,32.91
2024-04-17,LIU,32.75
2024-04-17,VMI,32.71
2024-04-17,Marist,32.62
2024-04-17,Colgate,32.58
2024-04-17,Richmond,32.33
2024-04-17,Villanova,32.0
2024-04-17,Bucknell,31.92
2024-04-17,NJIT,31.83
2024-04-17,Air Force,31.67
2024-04-17,Delaware,31.5
2024-04-17,Georgetown,31.45
2024-04-17,UMBC,31.44
2024-04-17,Mount St. Mary's,31.43
2024-04-17,Hofstra,31.38
2024-04-17,Mercer,31.33
2024-04-17,Stony Brook,31.25
2024-04-17,Penn St.,31.09
2024-04-17,Canisius,31.0
2024-04-17,Michigan,31.0
2024-04-17,Sacred Heart,30.86
2024-04-17,Saint Joseph's,30.82
2024-04-17,Lehigh,30.67
2024-04-17,Fairfield,30.5
2024-04-17,Johns Hopkins,30.33
2024-04-17,Robert Morris,30.33
2024-04-17,Brown,30.18
2024-04-17,Massachusetts,30.18
2024-04-17,Drexel,30.17
2024-04-17,Monmouth,30.0
2024-04-17,Utah,29.83
2024-04-17,Maryland,29.73
2024-04-17,Binghamton,29.55
2024-04-17,Holy Cross,29.55
2024-04-17,Hobart,29.36
2024-04-17,Quinnipiac,29.17
2024-04-17,Denver,29.09
2024-04-17,Rutgers,29.08
2024-04-17,Cleveland St.,29.08
2024-04-17,Siena,29.0
2024-04-17,Lafayette,28.73
2024-04-17,UMass Lowell,28.7
2024-04-17,Providence,28.67
2024-04-17,Merrimack,28.42
2024-04-17,Bellarmine,28.29
2024-04-17,Loyola Maryland,27.92
2024-04-17,Penn,27.75
2024-04-17,St. John's,27.31
2024-04-17,Marquette,27.08
2024-04-17,Hampton,27.0
2024-04-17,Manhattan,26.23
2024-04-17,Detroit Mercy,25.09
2024-04-17,Jacksonville,25.0
2024-04-17,St. Bonaventure,24.0
2024-04-17,Wagner,21.57
2024-04-17,Queens,25.0
2024-04-17,Le Moyne,24.22
2024-04-17,Lindenwood,23.8
2024-04-16,Virginia,39.83
2024-04-16,Yale,39.08
2024-04-16,Bryant,38.73
2024-04-16,High Point,36.0
2024-04-16,Army West Point,35.82
2024-04-16,North Carolina,35.67
2024-04-16,Syracuse,35.57
2024-04-16,Dartmouth,34.64
2024-04-16,Towson,34.42
2024-04-16,Boston U.,34.33
2024-04-16,Notre Dame,34.11
2024-04-16,Cornell,34.09
2024-04-16,Harvard,34.0
2024-04-16,Vermont,33.83
2024-04-16,Duke,33.79
2024-04-16,Ohio St.,33.77
2024-04-16,Navy,33.67
2024-04-16,Princeton,32.91
2024-04-16,UAlbany,32.91
2024-04-16,LIU,32.75
2024-04-16,VMI,32.71
2024-04-16,Marist,32.62
2024-04-16,Colgate,32.58
2024-04-16,Richmond,32.25
2024-04-16,Villanova,32.0
2024-04-16,Bucknell,31.92
2024-04-16,NJIT,31.83
2024-04-16,Mercer,31.55
2024-04-16,Delaware,31.5
2024-04-16,Georgetown,31.45
2024-04-16,UMBC,31.44
2024-04-16,Mount St. Mary's,31.43
2024-04-16,Hofstra,31.38
2024-04-16,Stony Brook,31.25
2024-04-16,Penn St.,31.09
2024-04-16,Canisius,31.0
2024-04-16,Michigan,31.0
2024-04-16,Sacred Heart,30.86
2024-04-16,Saint Joseph's,30.82
2024-04-16,Air Force,30.73
2024-04-16,Lehigh,30.67
2024-04-16,Fairfield,30.5
2024-04-16,Johns Hopkins,30.33
2024-04-16,Robert Morris,30.33
2024-04-16,Brown,30.18
2024-04-16,Massachusetts,30.18
2024-04-16,Drexel,30.17
2024-04-16,Monmouth,30.0
2024-04-16,Utah,29.83
2024-04-16,Maryland,29.73
2024-04-16,Binghamton,29.55
2024-04-16,Holy Cross,29.55
2024-04-16,Hobart,29.36
2024-04-16,Quinnipiac,29.17
2024-04-16,Denver,29.09
2024-04-16,Rutgers,29.08
2024-04-16,Cleveland St.,29.08
2024-04-16,Siena,29.0
2024-04-16,Lafayette,28.73
2024-04-16,UMass Lowell,28.7
2024-04-16,Providence,28.67
2024-04-16,Merrimack,28.42
2024-04-16,Bellarmine,28.29
2024-04-16,Loyola Maryland,27.92
2024-04-16,Penn,27.75
2024-04-16,St. John's,27.31
2024-04-16,Marquette,27.08
2024-04-16,Hampton,27.0
2024-04-16,Manhattan,26.23
2024-04-16,Detroit Mercy,25.09
2024-04-16,Jacksonville,25.0
2024-04-16,St. Bonaventure,24.0
2024-04-16,Wagner,21.57
2024-04-16,Queens,25.0
2024-04-16,Le Moyne,24.22
2024-04-16,Lindenwood,23.8
2024-04-14,Yale,40.45
2024-04-14,Virginia,39.83
2024-04-14,Bryant,38.73
2024-04-14,High Point,36.0
2024-04-14,Army West Point,35.82
2024-04-14,North Carolina,35.67
2024-04-14,Syracuse,35.57
2024-04-14,Dartmouth,34.64
2024-04-14,Towson,34.42
2024-04-14,Boston U.,34.33
2024-04-14,Cornell,34.18
2024-04-14,Harvard,34.0
2024-04-14,Notre Dame,34.0
2024-04-14,Vermont,33.83
2024-04-14,Duke,33.79
2024-04-14,Ohio St.,33.77
2024-04-14,Navy,33.67
2024-04-14,Princeton,32.91
2024-04-14,UAlbany,32.91
2024-04-14,VMI,32.71
2024-04-14,Marist,32.62
2024-04-14,LIU,32.5
2024-04-14,Colgate,32.42
2024-04-14,Richmond,32.25
2024-04-14,Villanova,32.0
2024-04-14,Bucknell,31.92
2024-04-14,NJIT,31.83
2024-04-14,Mercer,31.55
2024-04-14,Delaware,31.5
2024-04-14,Georgetown,31.45
2024-04-14,UMBC,31.44
2024-04-14,Mount St. Mary's,31.43
2024-04-14,Stony Brook,31.25
2024-04-14,Penn St.,31.09
2024-04-14,Canisius,31.0
2024-04-14,Michigan,31.0
2024-04-14,Hofstra,30.92
2024-04-14,Sacred Heart,30.86
2024-04-14,Saint Joseph's,30.82
2024-04-14,Air Force,30.73
2024-04-14,Lehigh,30.67
2024-04-14,Fairfield,30.5
2024-04-14,Johns Hopkins,30.33
2024-04-14,Brown,30.18
2024-04-14,Massachusetts,30.18
2024-04-14,Drexel,30.17
2024-04-14,Monmouth,30.0
2024-04-14,Utah,29.83
2024-04-14,Maryland,29.73
2024-04-14,Holy Cross,29.55
2024-04-14,Binghamton,29.45
2024-04-14,Hobart,29.36
2024-04-14,Quinnipiac,29.17
2024-04-14,Denver,29.09
2024-04-14,Rutgers,29.08
2024-04-14,Cleveland St.,29.08
2024-04-14,Siena,29.0
2024-04-14,Robert Morris,28.92
2024-04-14,Lafayette,28.73
2024-04-14,UMass Lowell,28.7
2024-04-14,Providence,28.67
2024-04-14,Merrimack,28.42
2024-04-14,Bellarmine,28.29
2024-04-14,Loyola Maryland,27.92
2024-04-14,Penn,27.75
2024-04-14,St. John's,27.31
2024-04-14,Marquette,27.08
2024-04-14,Hampton,27.0
2024-04-14,Manhattan,26.23
2024-04-14,Detroit Mercy,25.09
2024-04-14,Jacksonville,25.0
2024-04-14,St. Bonaventure,24.0
2024-04-14,Wagner,21.57
2024-04-14,Queens,25.0
2024-04-14,Le Moyne,24.22
2024-04-14,Lindenwood,23.8
2024-04-10,Yale,40.2
2024-04-10,Bryant,39.4
2024-04-10,Virginia,39.18
2024-04-10,High Point,36.75
2024-04-10,Army West Point,36.1
2024-04-10,North Carolina,35.73
2024-04-10,Syracuse,35.46
2024-04-10,Harvard,35.2
2024-04-10,Navy,34.09
2024-04-10,Boston U.,33.91
2024-04-10,Duke,33.77
2024-04-10,Dartmouth,33.7
2024-04-10,Ohio St.,33.67
2024-04-10,Vermont,33.64
2024-04-10,Cornell,33.5
2024-04-10,Notre Dame,33.5
2024-04-10,UAlbany,33.4
2024-04-10,Colgate,33.18
2024-04-10,Towson,33.09
2024-04-10,VMI,33.0
2024-04-10,NJIT,32.91
2024-04-10,Princeton,32.8
2024-04-10,Villanova,32.45
2024-04-10,Richmond,32.27
2024-04-10,Penn St.,32.2
2024-04-10,Marist,32.0
2024-04-10,Bucknell,31.82
2024-04-10,Michigan,31.82
2024-04-10,Delaware,31.67
2024-04-10,Mount St. Mary's,31.62
2024-04-10,Georgetown,31.6
2024-04-10,LIU,31.55
2024-04-10,Stony Brook,31.55
2024-04-10,Mercer,31.3
2024-04-10,Lehigh,31.18
2024-04-10,Canisius,31.15
2024-04-10,UMBC,31.13
2024-04-10,Sacred Heart,31.08
2024-04-10,Air Force,30.7
2024-04-10,Hofstra,30.64
2024-04-10,Hobart,30.6
2024-04-10,Fairfield,30.36
2024-04-10,Brown,30.1
2024-04-10,Saint Joseph's,30.1
2024-04-10,Johns Hopkins,30.09
2024-04-10,Cleveland St.,30.0
2024-04-10,Utah,29.91
2024-04-10,Holy Cross,29.9
2024-04-10,Drexel,29.82
2024-04-10,Siena,29.75
2024-04-10,Monmouth,29.7
2024-04-10,Maryland,29.5
2024-04-10,Massachusetts,29.5
2024-04-10,Rutgers,29.45
2024-04-10,Quinnipiac,29.27
2024-04-10,Denver,29.1
2024-04-10,Lafayette,29.0
2024-04-10,Binghamton,28.5
2024-04-10,Providence,28.36
2024-04-10,Bellarmine,28.15
2024-04-10,Robert Morris,28.09
2024-04-10,Merrimack,27.91
2024-04-10,UMass Lowell,27.78
2024-04-10,Loyola Maryland,27.64
2024-04-10,Hampton,27.5
2024-04-10,Penn,27.45
2024-04-10,St. John's,27.08
2024-04-10,Marquette,26.64
2024-04-10,Jacksonville,26.58
2024-04-10,Manhattan,26.0
2024-04-10,Detroit Mercy,25.2
2024-04-10,St. Bonaventure,24.78
2024-04-10,Wagner,20.77
2024-04-10,Lindenwood,26.44
2024-04-10,Queens,25.2
2024-04-10,Le Moyne,23.88
2024-04-09,Yale,40.2
2024-04-09,Bryant,39.4
2024-04-09,Virginia,39.09
2024-04-09,High Point,36.75
2024-04-09,Army West Point,36.1
2024-04-09,North Carolina,35.73
2024-04-09,Syracuse,35.46
2024-04-09,Harvard,35.2
2024-04-09,Navy,34.09
2024-04-09,Boston U.,33.91
2024-04-09,Duke,33.77
2024-04-09,Dartmouth,33.7
2024-04-09,Ohio St.,33.67
2024-04-09,Vermont,33.64
2024-04-09,Cornell,33.5
2024-04-09,Notre Dame,33.5
2024-04-09,UAlbany,33.4
2024-04-09,Colgate,33.18
2024-04-09,Towson,33.09
2024-04-09,NJIT,32.91
2024-04-09,Princeton,32.8
2024-04-09,Villanova,32.45
2024-04-09,Richmond,32.27
2024-04-09,Penn St.,32.2
2024-04-09,LIU,32.1
2024-04-09,Bucknell,31.82
2024-04-09,Michigan,31.82
2024-04-09,Marist,31.73
2024-04-09,Delaware,31.67
2024-04-09,Mount St. Mary's,31.67
2024-04-09,Georgetown,31.6
2024-04-09,Stony Brook,31.55
2024-04-09,Mercer,31.3
2024-04-09,Lehigh,31.18
2024-04-09,UMBC,31.13
2024-04-09,Sacred Heart,31.0
2024-04-09,Air Force,30.7
2024-04-09,Hofstra,30.64
2024-04-09,Hobart,30.6
2024-04-09,VMI,30.42
2024-04-09,Fairfield,30.36
2024-04-09,Canisius,30.33
2024-04-09,Brown,30.1
2024-04-09,Quinnipiac,30.1
2024-04-09,Saint Joseph's,30.1
2024-04-09,Johns Hopkins,30.09
2024-04-09,Holy Cross,29.9
2024-04-09,Drexel,29.82
2024-04-09,Monmouth,29.7
2024-04-09,Maryland,29.5
2024-04-09,Massachusetts,29.5
2024-04-09,Rutgers,29.45
2024-04-09,Denver,29.1
2024-04-09,Cleveland St.,29.09
2024-04-09,Siena,29.09
2024-04-09,Lafayette,29.0
2024-04-09,Utah,29.0
2024-04-09,Binghamton,28.5
2024-04-09,Providence,28.36
2024-04-09,Bellarmine,28.17
2024-04-09,Merrimack,27.91
2024-04-09,UMass Lowell,27.78
2024-04-09,Loyola Maryland,27.64
2024-04-09,Hampton,27.5
2024-04-09,Penn,27.45
2024-04-09,Robert Morris,27.3
2024-04-09,St. John's,27.08
2024-04-09,Marquette,26.64
2024-04-09,Jacksonville,26.0
2024-04-09,Detroit Mercy,25.11
2024-04-09,St. Bonaventure,24.78
2024-04-09,Manhattan,23.64
2024-04-09,Wagner,20.42
2024-04-09,Lindenwood,26.75
2024-04-09,Queens,25.11
2024-04-09,Le Moyne,23.88
2024-04-07,Yale,40.11
2024-04-07,Bryant,39.4
2024-04-07,Virginia,39.09
2024-04-07,High Point,36.75
2024-04-07,Army West Point,36.1
2024-04-07,North Carolina,35.73
2024-04-07,Syracuse,35.46
2024-04-07,Harvard,35.2
2024-04-07,Navy,34.09
2024-04-07,Boston U.,33.9
2024-04-07,Duke,33.77
2024-04-07,Dartmouth,33.7
2024-04-07,Ohio St.,33.67
2024-04-07,Vermont,33.64
2024-04-07,Cornell,33.5
2024-04-07,Notre Dame,33.5
2024-04-07,UAlbany,33.4
2024-04-07,Colgate,33.18
2024-04-07,Towson,33.09
2024-04-07,NJIT,32.91
2024-04-07,Princeton,32.8
2024-04-07,Villanova,32.45
2024-04-07,Richmond,32.27
2024-04-07,Penn St.,32.2
2024-04-07,LIU,32.1
2024-04-07,Bucknell,31.82
2024-04-07,Michigan,31.82
2024-04-07,Marist,31.73
2024-04-07,Delaware,31.67
2024-04-07,Mount St. Mary's,31.67
2024-04-07,Georgetown,31.6
2024-04-07,Stony Brook,31.55
2024-04-07,Mercer,31.3
2024-04-07,Lehigh,31.18
2024-04-07,UMBC,31.13
2024-04-07,Sacred Heart,31.0
2024-04-07,Air Force,30.7
2024-04-07,Hofstra,30.64
2024-04-07,Hobart,30.6
2024-04-07,VMI,30.42
2024-04-07,Fairfield,30.36
2024-04-07,Canisius,30.33
2024-04-07,Brown,30.1
2024-04-07,Quinnipiac,30.1
2024-04-07,Johns Hopkins,30.09
2024-04-07,Holy Cross,29.9
2024-04-07,Saint Joseph's,29.9
2024-04-07,Drexel,29.82
2024-04-07,Monmouth,29.7
2024-04-07,Maryland,29.5
2024-04-07,Massachusetts,29.5
2024-04-07,Rutgers,29.45
2024-04-07,Denver,29.1
2024-04-07,Cleveland St.,29.09
2024-04-07,Siena,29.09
2024-04-07,Utah,29.0
2024-04-07,Lafayette,28.9
2024-04-07,Binghamton,28.5
2024-04-07,Providence,28.36
2024-04-07,Bellarmine,28.17
2024-04-07,Merrimack,27.91
2024-04-07,UMass Lowell,27.78
2024-04-07,Loyola Maryland,27.73
2024-04-07,Hampton,27.5
2024-04-07,Penn,27.45
2024-04-07,Robert Morris,27.3
2024-04-07,St. John's,27.08
2024-04-07,Marquette,26.64
2024-04-07,Jacksonville,26.0
2024-04-07,Detroit Mercy,25.11
2024-04-07,St. Bonaventure,24.78
2024-04-07,Manhattan,23.64
2024-04-07,Wagner,20.42
2024-04-07,Lindenwood,26.75
2024-04-07,Queens,25.11
2024-04-07,Le Moyne,23.88
2024-04-02,Yale,40.38
2024-04-02,Virginia,39.7
2024-04-02,Bryant,39.22
2024-04-02,High Point,36.0
2024-04-02,Army West Point,35.67
2024-04-02,North Carolina,35.6
2024-04-02,Syracuse,35.46
2024-04-02,Ohio St.,35.18
2024-04-02,Notre Dame,34.71
2024-04-02,Harvard,34.33
2024-04-02,Navy,34.2
2024-04-02,Boston U.,33.9
2024-04-02,Cornell,33.89
2024-04-02,Colgate,33.8
2024-04-02,UAlbany,33.78
2024-04-02,Duke,33.75
2024-04-02,Vermont,33.4
2024-04-02,Dartmouth,33.22
2024-04-02,Towson,33.2
2024-04-02,VMI,33.18
2024-04-02,Delaware,32.88
2024-04-02,Princeton,32.8
2024-04-02,Penn St.,32.67
2024-04-02,Michigan,32.5
2024-04-02,NJIT,32.4
2024-04-02,Georgetown,32.0
2024-04-02,Villanova,31.8
2024-04-02,LIU,31.78
2024-04-02,Quinnipiac,31.67
2024-04-02,Bucknell,31.6
2024-04-02,Stony Brook,31.4
2024-04-02,Mount St. Mary's,31.27
2024-04-02,Drexel,30.9
2024-04-02,Marist,30.9
2024-04-02,Fairfield,30.8
2024-04-02,Air Force,30.56
2024-04-02,Mercer,30.56
2024-04-02,Sacred Heart,30.55
2024-04-02,Lehigh,30.5
2024-04-02,Hobart,30.44
2024-04-02,Hofstra,30.4
2024-04-02,Johns Hopkins,30.2
2024-04-02,Rutgers,30.2
2024-04-02,Massachusetts,30.11
2024-04-02,Holy Cross,30.0
2024-04-02,Maryland,29.89
2024-04-02,Saint Joseph's,29.89
2024-04-02,Richmond,29.5
2024-04-02,Monmouth,29.44
2024-04-02,Brown,29.33
2024-04-02,UMBC,29.29
2024-04-02,Lafayette,29.22
2024-04-02,Siena,28.9
2024-04-02,Canisius,28.73
2024-04-02,Denver,28.67
2024-04-02,Penn,28.6
2024-04-02,Cleveland St.,28.3
2024-04-02,Bellarmine,28.27
2024-04-02,Utah,28.22
2024-04-02,Providence,27.9
2024-04-02,Binghamton,27.78
2024-04-02,UMass Lowell,27.75
2024-04-02,St. John's,27.73
2024-04-02,Merrimack,27.7
2024-04-02,Hampton,27.67
2024-04-02,Loyola Maryland,27.6
2024-04-02,Robert Morris,27.0
2024-04-02,Marquette,26.8
2024-04-02,Manhattan,26.0
2024-04-02,Jacksonville,25.5
2024-04-02,St. Bonaventure,25.5
2024-04-02,Detroit Mercy,24.13
2024-04-02,Wagner,20.0
2024-04-02,Lindenwood,27.14
2024-04-02,Queens,25.63
2024-04-02,Le Moyne,23.88
2024-03-31,Yale,40.38
2024-03-31,Virginia,39.7
2024-03-31,Bryant,39.11
2024-03-31,High Point,36.0
2024-03-31,Army West Point,35.67
2024-03-31,North Carolina,35.6
2024-03-31,Syracuse,35.33
2024-03-31,Ohio St.,35.18
2024-03-31,Notre Dame,34.86
2024-03-31,Harvard,34.33
2024-03-31,Navy,34.2
2024-03-31,Cornell,34.0
2024-03-31,Boston U.,33.9
2024-03-31,Colgate,33.8
2024-03-31,UAlbany,33.78
2024-03-31,Duke,33.75
2024-03-31,Vermont,33.4
2024-03-31,Dartmouth,33.22
2024-03-31,Towson,33.2
2024-03-31,VMI,33.18
2024-03-31,Princeton,33.0
2024-03-31,Delaware,32.88
2024-03-31,Penn St.,32.67
2024-03-31,Michigan,32.5
2024-03-31,NJIT,32.5
2024-03-31,Georgetown,32.0
2024-03-31,Villanova,31.8
2024-03-31,Quinnipiac,31.67
2024-03-31,LIU,31.44
2024-03-31,Bucknell,31.4
2024-03-31,Stony Brook,31.4
2024-03-31,Mount St. Mary's,31.27
2024-03-31,Drexel,30.9
2024-03-31,Marist,30.9
2024-03-31,Fairfield,30.8
2024-03-31,Air Force,30.56
2024-03-31,Mercer,30.56
2024-03-31,Utah,30.56
2024-03-31,Hobart,30.44
2024-03-31,Hofstra,30.4
2024-03-31,Sacred Heart,30.27
2024-03-31,Johns Hopkins,30.2
2024-03-31,Rutgers,30.2
2024-03-31,Massachusetts,30.11
2024-03-31,Holy Cross,30.0
2024-03-31,Lehigh,29.89
2024-03-31,Maryland,29.89
2024-03-31,Saint Joseph's,29.89
2024-03-31,Richmond,29.5
2024-03-31,Monmouth,29.44
2024-03-31,Brown,29.33
2024-03-31,UMBC,29.29
2024-03-31,Lafayette,29.22
2024-03-31,Siena,28.9
2024-03-31,Canisius,28.73
2024-03-31,Penn,28.6
2024-03-31,Denver,28.56
2024-03-31,Bellarmine,28.27
2024-03-31,Providence,27.9
2024-03-31,Binghamton,27.78
2024-03-31,UMass Lowell,27.75
2024-03-31,St. John's,27.73
2024-03-31,Merrimack,27.7
2024-03-31,Hampton,27.67
2024-03-31,Loyola Maryland,27.6
2024-03-31,Marquette,26.8
2024-03-31,Robert Morris,26.44
2024-03-31,Jacksonville,26.4
2024-03-31,Manhattan,26.0
