Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game,Team 1 RPI,Team 2 RPI,Team 1 Save Percent,Team 2 Save Percent,Team 1 Games Played,Team 2 Games Played,Team 1 Assists per Game Total,Team 1 Caused Turnovers per Game Total,Team 1 Clearing Percent Total,Team 1 Faceoff Percent Total,Team 1 Groundballs per Game Total,Team 1 Man Down Defense Percent Total,Team 1 Man Up Offense Percent Total,Team 1 Opponent Clear Percent Total,Team 1 Goals per Game Total,Team 1 Goals Allowed per Game Total,Team 1 Average Margin Total,Team 1 Shot Percent Total,Team 1 Turnovers per Game Total,Team 1 Save Percent Total,Team 1 RPI Total,Team 2 Assists per Game Total,Team 2 Caused Turnovers per Game Total,Team 2 Clearing Percent Total,Team 2 Faceoff Percent Total,Team 2 Groundballs per Game Total,Team 2 Man Down Defense Percent Total,Team 2 Man Up Offense Percent Total,Team 2 Opponent Clear Percent Total,Team 2 Goals per Game Total,Team 2 Goals Allowed per Game Total,Team 2 Average Margin Total,Team 2 Shot Percent Total,Team 2 Turnovers per Game Total,Team 2 Save Percent Total,Team 2 RPI Total,Team 1 Assists per Game RollingAvg_3,Team 1 Caused Turnovers per Game RollingAvg_3,Team 1 Clearing Percent RollingAvg_3,Team 1 Faceoff Percent RollingAvg_3,Team 1 Groundballs per Game RollingAvg_3,Team 1 Man Down Defense Percent RollingAvg_3,Team 1 Man Up Offense Percent RollingAvg_3,Team 1 Opponent Clear Percent RollingAvg_3,Team 1 Goals per Game RollingAvg_3,Team 1 Goals Allowed per Game RollingAvg_3,Team 1 Average Margin RollingAvg_3,Team 1 Shot Percent RollingAvg_3,Team 1 Turnovers per Game RollingAvg_3,Team 1 Save Percent RollingAvg_3,Team 1 RPI RollingAvg_3,Team 2 Assists per Game RollingAvg_3,Team 2 Caused Turnovers per Game RollingAvg_3,Team 2 Clearing Percent RollingAvg_3,Team 2 Faceoff Percent RollingAvg_3,Team 2 Groundballs per Game RollingAvg_3,Team 2 Man Down Defense Percent RollingAvg_3,Team 2 Man Up Offense Percent RollingAvg_3,Team 2 Opponent Clear Percent RollingAvg_3,Team 2 Goals per Game RollingAvg_3,Team 2 Goals Allowed per Game RollingAvg_3,Team 2 Average Margin RollingAvg_3,Team 2 Shot Percent RollingAvg_3,Team 2 Turnovers per Game RollingAvg_3,Team 2 Save Percent RollingAvg_3,Team 2 RPI RollingAvg_3
2017-02-17,2017,colgate,8.0,binghamton,11.0,binghamton,5.0,,6.0,,0.889,,0.48,,26.0,,,,0.5,,,,8.0,,7.0,,12.0,,-4.0,,0.2,,15.0,,0.0,,0.3684210526315789,,1,0,5.0,6.0,0.889,0.48,26.0,,0.5,,8.0,12.0,-4.0,0.2,15.0,0.3684210526315789,0.0,,,,,,,,,,,,,,,,5.0,6.0,0.889,0.48,26.0,,0.5,,8.0,12.0,-4.0,0.2,15.0,0.3684210526315789,0.0,,,,,,,,,,,,,,,
2017-02-17,2017,lafayette,8.0,wagner,9.0,wagner,5.0,7.0,2.0,10.0,0.8,0.87,0.423,0.344,24.0,43.0,,0.8,0.5,,,,6.0,13.0,16.0,13.0,17.0,14.0,-11.0,-1.0,0.143,0.228,11.0,13.0,0.5,0.0,0.48484848484848486,0.48148148148148145,1,1,5.0,2.0,0.8,0.423,24.0,,0.5,,6.0,17.0,-11.0,0.143,11.0,0.48484848484848486,0.5,7.0,10.0,0.87,0.344,43.0,0.8,,,13.0,14.0,-1.0,0.228,13.0,0.48148148148148145,0.0,5.0,2.0,0.8,0.423,24.0,,0.5,,6.0,17.0,-11.0,0.143,11.0,0.48484848484848486,0.5,7.0,10.0,0.87,0.344,43.0,0.8,,,13.0,14.0,-1.0,0.228,13.0,0.48148148148148145,0.0
2017-02-18,2017,harvard,14.0,umass lowell,9.0,harvard,,7.0,,10.0,,0.813,,0.31,,42.0,,0.714,,0.286,,,,8.0,,5.0,,18.0,,-10.0,,0.17,,11.0,,0.75,,0.21739130434782608,0,1,,,,,,,,,,,,,,,,7.0,10.0,0.813,0.31,42.0,0.714,0.286,,8.0,18.0,-10.0,0.17,11.0,0.21739130434782608,0.75,,,,,,,,,,,,,,,,7.0,10.0,0.813,0.31,42.0,0.714,0.286,,8.0,18.0,-10.0,0.17,11.0,0.21739130434782608,0.75
2017-02-18,2017,navy,11.0,delaware,5.0,navy,6.0,7.5,9.0,3.5,0.767,0.857,0.625,0.545,33.5,30.0,0.25,0.5,0.667,0.571,,,10.0,15.5,10.5,10.5,15.0,9.5,-5.0,6.0,0.317,0.392,17.0,11.0,0.5,0.75,0.4117647058823529,0.525,1,2,6.0,9.0,0.767,0.625,33.5,0.25,0.667,,10.0,15.0,-5.0,0.317,17.0,0.4117647058823529,0.5,15.0,7.0,1.714,1.09,60.0,1.0,1.142,,31.0,19.0,12.0,0.784,22.0,1.05,1.5,6.0,9.0,0.767,0.625,33.5,0.25,0.667,,10.0,15.0,-5.0,0.317,17.0,0.4117647058823529,0.5,7.5,3.5,0.857,0.545,30.0,0.5,0.571,,15.5,9.5,6.0,0.392,11.0,0.525,0.75
2017-02-18,2017,lehigh,8.0,north carolina,15.0,north carolina,7.5,6.0,8.0,8.5,0.862,0.889,0.68,0.732,38.0,34.5,0.727,0.857,0.5,0.667,,,14.0,12.0,10.0,8.5,8.5,4.5,5.5,7.5,0.311,0.304,11.5,15.5,0.5,0.5,0.5405405405405406,0.6538461538461539,2,2,15.0,16.0,1.724,1.36,76.0,1.454,1.0,,28.0,17.0,11.0,0.622,23.0,1.0810810810810811,1.0,12.0,17.0,1.778,1.464,69.0,1.714,1.334,,24.0,9.0,15.0,0.608,31.0,1.3076923076923077,1.0,7.5,8.0,0.862,0.68,38.0,0.727,0.5,,14.0,8.5,5.5,0.311,11.5,0.5405405405405406,0.5,6.0,8.5,0.889,0.732,34.5,0.857,0.667,,12.0,4.5,7.5,0.304,15.5,0.6538461538461539,0.5
2017-02-18,2017,holy cross,8.0,vermont,14.0,vermont,3.0,9.0,18.0,7.5,0.905,0.732,0.158,0.357,23.0,22.0,0.8,0.7,,0.455,,,4.0,13.0,8.0,9.0,10.0,12.0,-6.0,1.0,0.167,0.456,16.0,21.0,0.25,0.25,0.4444444444444444,0.42857142857142855,1,1,3.0,18.0,0.905,0.158,23.0,0.8,,,4.0,10.0,-6.0,0.167,16.0,0.4444444444444444,0.25,9.0,7.5,0.732,0.357,22.0,0.7,0.455,,13.0,12.0,1.0,0.456,21.0,0.42857142857142855,0.25,3.0,18.0,0.905,0.158,23.0,0.8,,,4.0,10.0,-6.0,0.167,16.0,0.4444444444444444,0.25,9.0,7.5,0.732,0.357,22.0,0.7,0.455,,13.0,12.0,1.0,0.456,21.0,0.42857142857142855,0.25
2017-02-18,2017,boston u.,12.0,hartford,5.0,boston u.,9.5,,5.5,,0.786,,0.596,,30.5,,0.6,,0.357,,,,13.0,,21.0,,7.5,,5.5,,0.342,,18.5,,1.0,,0.7368421052631579,,2,0,19.0,11.0,1.572,1.192,61.0,1.2,0.714,,26.0,15.0,11.0,0.684,37.0,1.4736842105263157,2.0,,,,,,,,,,,,,,,,9.5,5.5,0.786,0.596,30.5,0.6,0.357,,13.0,7.5,5.5,0.342,18.5,0.7368421052631579,1.0,,,,,,,,,,,,,,,
2017-02-18,2017,marquette,17.0,jacksonville,1.0,marquette,,9.0,,6.0,,0.818,,0.5,,35.0,,0.5,,0.375,,,,12.0,,14.0,,13.0,,-1.0,,0.324,,15.0,,0.5,,0.5185185185185185,0,1,,,,,,,,,,,,,,,,9.0,6.0,0.818,0.5,35.0,0.5,0.375,,12.0,13.0,-1.0,0.324,15.0,0.5185185185185185,0.5,,,,,,,,,,,,,,,,9.0,6.0,0.818,0.5,35.0,0.5,0.375,,12.0,13.0,-1.0,0.324,15.0,0.5185185185185185,0.5
2017-02-18,2017,high point,5.0,maryland,19.0,maryland,4.0,10.0,7.0,5.0,0.938,0.971,0.294,0.483,20.0,30.0,0.714,0.667,0.286,1.0,,,7.0,15.5,12.5,10.0,6.5,10.0,0.5,5.5,0.255,0.449,12.5,13.0,0.25,0.5,0.6578947368421053,0.5,2,2,8.0,14.0,1.876,0.588,40.0,1.428,0.572,,14.0,13.0,1.0,0.51,25.0,1.3157894736842106,0.5,20.0,10.0,1.942,0.966,60.0,1.334,2.0,,31.0,20.0,11.0,0.898,26.0,1.0,1.0,4.0,7.0,0.938,0.294,20.0,0.714,0.286,,7.0,6.5,0.5,0.255,12.5,0.6578947368421053,0.25,10.0,5.0,0.971,0.483,30.0,0.667,1.0,,15.5,10.0,5.5,0.449,13.0,0.5,0.5
2017-02-18,2017,furman,8.0,sacred heart,9.0,sacred heart,3.67,7.0,8.33,7.0,0.851,1.0,0.438,0.556,24.0,29.0,0.5,0.6,0.182,0.333,,,7.0,11.0,9.33,13.0,10.67,12.0,-3.67,-1.0,0.219,0.333,12.67,15.0,0.5,0.0,0.4665,0.52,1,1,3.67,8.33,0.851,0.438,24.0,0.5,0.182,,7.0,10.67,-3.67,0.219,12.67,0.4665,0.5,7.0,7.0,1.0,0.556,29.0,0.6,0.333,,11.0,12.0,-1.0,0.333,15.0,0.52,0.0,3.67,8.33,0.851,0.438,24.0,0.5,0.182,,7.0,10.67,-3.67,0.219,12.67,0.4665,0.5,7.0,7.0,1.0,0.556,29.0,0.6,0.333,,11.0,12.0,-1.0,0.333,15.0,0.52,0.0
2017-02-18,2017,mercer,10.0,detroit mercy,8.0,mercer,5.0,4.5,11.0,5.0,0.889,0.886,0.714,0.444,26.0,22.5,0.571,0.5,0.2,0.364,,,12.0,9.0,11.0,10.5,13.0,14.5,-1.0,-5.5,0.3,0.3,21.0,15.0,0.0,0.0,0.4583333333333333,0.42,1,1,5.0,11.0,0.889,0.714,26.0,0.571,0.2,,12.0,13.0,-1.0,0.3,21.0,0.4583333333333333,0.0,4.5,5.0,0.886,0.444,22.5,0.5,0.364,,9.0,14.5,-5.5,0.3,15.0,0.42,0.0,5.0,11.0,0.889,0.714,26.0,0.571,0.2,,12.0,13.0,-1.0,0.3,21.0,0.4583333333333333,0.0,4.5,5.0,0.886,0.444,22.5,0.5,0.364,,9.0,14.5,-5.5,0.3,15.0,0.42,0.0
2017-02-18,2017,cornell,10.0,penn st.,20.0,penn st.,,12.0,,5.0,,0.929,,0.706,,38.0,,0.5,,0.429,,,,18.0,,9.0,,13.0,,5.0,,0.444,,11.0,,1.0,,0.4090909090909091,0,2,,,,,,,,,,,,,,,,24.0,10.0,1.858,1.412,76.0,1.0,0.858,,36.0,26.0,10.0,0.888,22.0,0.8181818181818182,2.0,,,,,,,,,,,,,,,,12.0,5.0,0.929,0.706,38.0,0.5,0.429,,18.0,13.0,5.0,0.444,11.0,0.4090909090909091,1.0
2017-02-18,2017,penn,10.0,saint joseph's,5.0,penn,,5.0,,7.0,,0.818,,0.321,,24.0,,-0.333,,0.333,,,,8.0,,7.0,,16.0,,-8.0,,0.286,,13.0,,0.5,,0.30434782608695654,0,1,,,,,,,,,,,,,,,,5.0,7.0,0.818,0.321,24.0,-0.333,0.333,,8.0,16.0,-8.0,0.286,13.0,0.30434782608695654,0.5,,,,,,,,,,,,,,,,5.0,7.0,0.818,0.321,24.0,-0.333,0.333,,8.0,16.0,-8.0,0.286,13.0,0.30434782608695654,0.5
2017-02-18,2017,dartmouth,8.0,canisius,13.0,canisius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-18,2017,michigan,13.0,bellarmine,5.0,michigan,8.67,4.0,6.67,9.0,0.966,0.947,0.625,0.455,35.0,21.0,0.632,1.0,0.5,0.5,,,15.0,8.0,12.33,15.0,8.0,10.0,7.0,-2.0,0.369,0.195,12.67,19.0,0.4375,0.25,0.6064928676832269,0.6,2,1,17.34,13.34,1.932,1.25,70.0,1.264,1.0,,30.0,16.0,14.0,0.738,25.34,1.2129857353664537,0.875,4.0,9.0,0.947,0.455,21.0,1.0,0.5,,8.0,10.0,-2.0,0.195,19.0,0.6,0.25,8.67,6.67,0.966,0.625,35.0,0.632,0.5,,15.0,8.0,7.0,0.369,12.67,0.6064928676832269,0.4375,4.0,9.0,0.947,0.455,21.0,1.0,0.5,,8.0,10.0,-2.0,0.195,19.0,0.6,0.25
2017-02-18,2017,army west point,10.0,rutgers,12.0,rutgers,3.0,5.0,10.0,9.0,0.917,0.909,0.667,0.346,33.0,36.0,1.0,0.5,0.333,,,,9.0,16.0,7.0,10.0,2.0,8.0,7.0,8.0,0.257,0.34,14.0,8.0,0.25,0.25,0.7777777777777778,0.5555555555555556,1,1,3.0,10.0,0.917,0.667,33.0,1.0,0.333,,9.0,2.0,7.0,0.257,14.0,0.7777777777777778,0.25,5.0,9.0,0.909,0.346,36.0,0.5,,,16.0,8.0,8.0,0.34,8.0,0.5555555555555556,0.25,3.0,10.0,0.917,0.667,33.0,1.0,0.333,,9.0,2.0,7.0,0.257,14.0,0.7777777777777778,0.25,5.0,9.0,0.909,0.346,36.0,0.5,,,16.0,8.0,8.0,0.34,8.0,0.5555555555555556,0.25
2017-02-18,2017,umbc,5.0,richmond,10.0,richmond,4.0,12.0,6.5,8.0,0.714,0.947,0.412,0.714,21.5,38.0,,0.833,0.25,1.0,,,5.5,15.0,10.0,14.0,16.0,3.0,-10.5,12.0,0.22,0.333,15.5,8.0,0.5,0.25,0.38461538461538464,0.8235294117647058,2,1,8.0,13.0,1.428,0.824,43.0,,0.5,,11.0,32.0,-21.0,0.44,31.0,0.7692307692307693,1.0,12.0,8.0,0.947,0.714,38.0,0.833,1.0,,15.0,3.0,12.0,0.333,8.0,0.8235294117647058,0.25,4.0,6.5,0.714,0.412,21.5,,0.25,,5.5,16.0,-10.5,0.22,15.5,0.38461538461538464,0.5,12.0,8.0,0.947,0.714,38.0,0.833,1.0,,15.0,3.0,12.0,0.333,8.0,0.8235294117647058,0.25
2017-02-18,2017,duke,9.0,denver,14.0,denver,8.67,6.0,6.0,2.0,0.815,0.923,0.595,0.727,32.67,29.0,0.75,,0.667,0.25,,,14.0,14.0,8.33,10.0,7.67,6.0,6.33,8.0,0.353,0.368,12.67,11.0,0.75,0.25,0.520625,0.625,1,1,8.67,6.0,0.815,0.595,32.67,0.75,0.667,,14.0,7.67,6.33,0.353,12.67,0.520625,0.75,6.0,2.0,0.923,0.727,29.0,,0.25,,14.0,6.0,8.0,0.368,11.0,0.625,0.25,8.67,6.0,0.815,0.595,32.67,0.75,0.667,,14.0,7.67,6.33,0.353,12.67,0.520625,0.75,6.0,2.0,0.923,0.727,29.0,,0.25,,14.0,6.0,8.0,0.368,11.0,0.625,0.25
2017-02-18,2017,notre dame,16.0,georgetown,10.0,notre dame,,2.0,,5.0,,0.875,,0.667,,27.0,,0.8,,,,,,3.0,,6.0,,9.0,,-6.0,,0.083,,16.0,,0.0,,0.4,0,1,,,,,,,,,,,,,,,,2.0,5.0,0.875,0.667,27.0,0.8,,,3.0,9.0,-6.0,0.083,16.0,0.4,0.0,,,,,,,,,,,,,,,,2.0,5.0,0.875,0.667,27.0,0.8,,,3.0,9.0,-6.0,0.083,16.0,0.4,0.0
2017-02-18,2017,njit,8.0,princeton,22.0,princeton,4.0,,5.0,,0.842,,0.125,,24.0,,,,,,,,5.0,,15.0,,15.0,,-10.0,,0.25,,11.0,,0.5,,0.5,,1,0,4.0,5.0,0.842,0.125,24.0,,,,5.0,15.0,-10.0,0.25,11.0,0.5,0.5,,,,,,,,,,,,,,,,4.0,5.0,0.842,0.125,24.0,,,,5.0,15.0,-10.0,0.25,11.0,0.5,0.5,,,,,,,,,,,,,,,
2017-02-18,2017,monmouth,9.0,hofstra,11.0,hofstra,3.0,,4.0,,0.8,,0.32,,12.0,,1.0,,,,,,12.0,,15.0,,10.0,,2.0,,0.387,,8.0,,0.25,,0.6,,1,0,3.0,4.0,0.8,0.32,12.0,1.0,,,12.0,10.0,2.0,0.387,8.0,0.6,0.25,,,,,,,,,,,,,,,,3.0,4.0,0.8,0.32,12.0,1.0,,,12.0,10.0,2.0,0.387,8.0,0.6,0.25,,,,,,,,,,,,,,,
2017-02-18,2017,siena,15.0,hobart,16.0,hobart,2.0,2.0,3.0,3.0,0.7,0.824,0.31,0.289,20.0,20.0,0.333,0.5,0.333,,,,6.0,15.0,16.0,10.0,19.0,21.0,-13.0,-6.0,0.231,0.441,15.0,8.0,0.0,0.75,0.45714285714285713,0.3225806451612903,1,1,2.0,3.0,0.7,0.31,20.0,0.333,0.333,,6.0,19.0,-13.0,0.231,15.0,0.45714285714285713,0.0,2.0,3.0,0.824,0.289,20.0,0.5,,,15.0,21.0,-6.0,0.441,8.0,0.3225806451612903,0.75,2.0,3.0,0.7,0.31,20.0,0.333,0.333,,6.0,19.0,-13.0,0.231,15.0,0.45714285714285713,0.0,2.0,3.0,0.824,0.289,20.0,0.5,,,15.0,21.0,-6.0,0.441,8.0,0.3225806451612903,0.75
2017-02-18,2017,marist,10.0,air force,4.0,marist,9.0,5.0,6.0,3.0,0.8,0.875,0.52,0.283,25.0,15.0,0.5,0.714,1.0,0.714,,,12.0,8.5,13.0,11.5,8.0,12.0,4.0,-3.5,0.353,0.283,15.0,7.5,0.25,0.0,0.6190476190476191,0.48936170212765956,1,1,9.0,6.0,0.8,0.52,25.0,0.5,1.0,,12.0,8.0,4.0,0.353,15.0,0.6190476190476191,0.25,5.0,3.0,0.875,0.283,15.0,0.714,0.714,,8.5,12.0,-3.5,0.283,7.5,0.48936170212765956,0.0,9.0,6.0,0.8,0.52,25.0,0.5,1.0,,12.0,8.0,4.0,0.353,15.0,0.6190476190476191,0.25,5.0,3.0,0.875,0.283,15.0,0.714,0.714,,8.5,12.0,-3.5,0.283,7.5,0.48936170212765956,0.0
2017-02-18,2017,robert morris,18.0,manhattan,8.0,robert morris,7.5,7.5,7.0,4.5,0.865,0.824,0.404,0.619,25.5,35.5,0.6,0.727,0.4,0.222,,,10.5,12.0,14.0,16.0,11.5,15.0,-1.0,-3.0,0.318,0.316,13.5,23.0,0.75,0.5,0.5490196078431373,0.5161290322580645,2,2,15.0,14.0,1.73,0.808,51.0,1.2,0.8,,21.0,23.0,-2.0,0.636,27.0,1.0980392156862746,1.5,15.0,9.0,1.648,1.238,71.0,1.454,0.444,,24.0,30.0,-6.0,0.632,46.0,1.032258064516129,1.0,7.5,7.0,0.865,0.404,25.5,0.6,0.4,,10.5,11.5,-1.0,0.318,13.5,0.5490196078431373,0.75,7.5,4.5,0.824,0.619,35.5,0.727,0.222,,12.0,15.0,-3.0,0.316,23.0,0.5161290322580645,0.5
2017-02-18,2017,massachusetts,7.0,ohio st.,8.0,ohio st.,1.0,5.0,8.0,5.0,0.944,0.846,0.333,0.489,16.0,29.0,0.667,0.667,,0.6,,,2.0,13.0,12.0,8.5,9.0,7.0,-7.0,6.0,0.105,0.361,14.0,9.5,0.0,0.25,0.5714285714285714,0.5483870967741935,1,1,1.0,8.0,0.944,0.333,16.0,0.667,,,2.0,9.0,-7.0,0.105,14.0,0.5714285714285714,0.0,5.0,5.0,0.846,0.489,29.0,0.667,0.6,,13.0,7.0,6.0,0.361,9.5,0.5483870967741935,0.25,1.0,8.0,0.944,0.333,16.0,0.667,,,2.0,9.0,-7.0,0.105,14.0,0.5714285714285714,0.0,5.0,5.0,0.846,0.489,29.0,0.667,0.6,,13.0,7.0,6.0,0.361,9.5,0.5483870967741935,0.25
2017-02-18,2017,towson,13.0,mount st. mary's,5.0,towson,,2.0,,6.0,,0.85,,0.308,,24.0,,0.25,,,,,,5.0,,9.0,,18.0,,-13.0,,0.172,,16.0,,0.25,,0.3333333333333333,0,1,,,,,,,,,,,,,,,,2.0,6.0,0.85,0.308,24.0,0.25,,,5.0,18.0,-13.0,0.172,16.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,2.0,6.0,0.85,0.308,24.0,0.25,,,5.0,18.0,-13.0,0.172,16.0,0.3333333333333333,0.25
2017-02-18,2017,drexel,14.0,virginia,18.0,virginia,,11.0,,10.0,,0.8,,0.457,,45.0,,0.667,,0.333,,,,16.0,,11.0,,15.0,,1.0,,0.4,,20.0,,0.25,,0.4230769230769231,0,1,,,,,,,,,,,,,,,,11.0,10.0,0.8,0.457,45.0,0.667,0.333,,16.0,15.0,1.0,0.4,20.0,0.4230769230769231,0.25,,,,,,,,,,,,,,,,11.0,10.0,0.8,0.457,45.0,0.667,0.333,,16.0,15.0,1.0,0.4,20.0,0.4230769230769231,0.25
2017-02-18,2017,fairfield,13.0,bucknell,12.0,fairfield,2.0,8.5,6.0,8.0,0.929,0.833,0.286,0.625,24.0,33.5,,0.667,0.167,0.444,,,3.0,11.5,14.0,10.0,15.0,10.5,-12.0,1.0,0.103,0.258,9.0,11.5,0.0,1.0,0.4827586206896552,0.4878048780487805,1,2,2.0,6.0,0.929,0.286,24.0,,0.167,,3.0,15.0,-12.0,0.103,9.0,0.4827586206896552,0.0,17.0,16.0,1.666,1.25,67.0,1.334,0.888,,23.0,21.0,2.0,0.516,23.0,0.975609756097561,2.0,2.0,6.0,0.929,0.286,24.0,,0.167,,3.0,15.0,-12.0,0.103,9.0,0.4827586206896552,0.0,8.5,8.0,0.833,0.625,33.5,0.667,0.444,,11.5,10.5,1.0,0.258,11.5,0.4878048780487805,1.0
2017-02-18,2017,ualbany,9.0,syracuse,10.0,syracuse,,15.0,,7.0,,1.0,,0.69,,50.0,,0.667,,0.667,,,,19.0,,10.0,,6.0,,13.0,,0.352,,8.0,,0.25,,0.625,0,1,,,,,,,,,,,,,,,,15.0,7.0,1.0,0.69,50.0,0.667,0.667,,19.0,6.0,13.0,0.352,8.0,0.625,0.25,,,,,,,,,,,,,,,,15.0,7.0,1.0,0.69,50.0,0.667,0.667,,19.0,6.0,13.0,0.352,8.0,0.625,0.25
2017-02-18,2017,yale,16.0,villanova,11.0,yale,,6.0,,5.0,,1.0,,0.68,,29.0,,1.0,,,,,,10.0,,6.0,,12.0,,-2.0,,0.204,,13.0,,0.0,,0.3333333333333333,0,1,,,,,,,,,,,,,,,,6.0,5.0,1.0,0.68,29.0,1.0,,,10.0,12.0,-2.0,0.204,13.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,,6.0,5.0,1.0,0.68,29.0,1.0,,,10.0,12.0,-2.0,0.204,13.0,0.3333333333333333,0.0
2017-02-18,2017,loyola maryland,13.0,johns hopkins,14.0,johns hopkins,11.0,8.0,10.0,8.0,1.0,0.889,0.543,0.46,48.0,26.5,0.667,0.6,0.333,1.0,,,15.0,15.0,5.0,6.0,16.0,6.5,-1.0,8.5,0.349,0.38,19.0,9.5,0.0,0.5,0.23809523809523808,0.48,1,1,11.0,10.0,1.0,0.543,48.0,0.667,0.333,,15.0,16.0,-1.0,0.349,19.0,0.23809523809523808,0.0,8.0,8.0,0.889,0.46,26.5,0.6,1.0,,15.0,6.5,8.5,0.38,9.5,0.48,0.5,11.0,10.0,1.0,0.543,48.0,0.667,0.333,,15.0,16.0,-1.0,0.349,19.0,0.23809523809523808,0.0,8.0,8.0,0.889,0.46,26.5,0.6,1.0,,15.0,6.5,8.5,0.38,9.5,0.48,0.5
2017-02-19,2017,stony brook,14.0,st. john's,5.0,stony brook,4.0,4.0,7.0,2.0,1.0,0.813,0.444,0.654,28.0,28.0,0.667,1.0,0.4,0.5,,,12.0,8.0,11.0,15.0,11.0,16.0,1.0,-8.0,0.308,0.25,14.0,16.0,0.75,0.75,0.5,0.4838709677419355,1,1,4.0,7.0,1.0,0.444,28.0,0.667,0.4,,12.0,11.0,1.0,0.308,14.0,0.5,0.75,4.0,2.0,0.813,0.654,28.0,1.0,0.5,,8.0,16.0,-8.0,0.25,16.0,0.4838709677419355,0.75,4.0,7.0,1.0,0.444,28.0,0.667,0.4,,12.0,11.0,1.0,0.308,14.0,0.5,0.75,4.0,2.0,0.813,0.654,28.0,1.0,0.5,,8.0,16.0,-8.0,0.25,16.0,0.4838709677419355,0.75
2017-02-19,2017,quinnipiac,9.0,brown,25.0,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20,2017,vmi,5.0,army west point,20.0,army,,3.0,,10.0,,0.921,,0.561,,32.0,,0.6,,0.25,,,,9.5,,8.0,,7.0,,2.5,,0.244,,13.5,,0.5,,0.5333333333333333,0,2,,,,,,,,,,,,,,,,6.0,20.0,1.842,1.122,64.0,1.2,0.5,,19.0,14.0,5.0,0.488,27.0,1.0666666666666667,1.0,,,,,,,,,,,,,,,,3.0,10.0,0.921,0.561,32.0,0.6,0.25,,9.5,7.0,2.5,0.244,13.5,0.5333333333333333,0.5
2017-02-25,2017,vermont,6.0,providence,8.0,providence,10.0,5.67,8.0,7.33,0.814,0.859,0.378,0.593,23.33,29.67,0.615,0.733,0.467,0.375,,,13.33,8.0,9.33,10.33,10.67,6.0,2.67,2.0,0.488,0.231,18.67,18.0,0.625,0.4375,0.4665,0.6325780771586038,2,3,20.0,16.0,1.628,0.756,46.66,1.23,0.934,,26.66,21.34,5.34,0.976,37.34,0.933,1.25,17.009999999999998,21.990000000000002,2.577,1.779,89.01,2.199,1.125,,24.0,18.0,6.0,0.6930000000000001,54.0,1.8977342314758114,1.3125,10.0,8.0,0.814,0.378,23.33,0.615,0.467,,13.33,10.67,2.67,0.488,18.67,0.4665,0.625,5.669999999999999,7.330000000000001,0.859,0.593,29.67,0.733,0.375,,8.0,6.0,2.0,0.231,18.0,0.6325780771586038,0.4375
2017-02-25,2017,stony brook,25.0,brown,17.0,stony brook,8.5,16.0,7.0,13.0,0.933,0.839,0.49,0.632,29.5,53.0,0.6,0.75,0.7,0.667,,,13.0,25.0,10.0,10.0,8.0,9.0,5.0,16.0,0.351,0.373,12.5,26.0,0.6875,0.25,0.5555555555555556,0.5263157894736842,2,1,17.0,14.0,1.866,0.98,59.0,1.2,1.4,,26.0,16.0,10.0,0.702,25.0,1.1111111111111112,1.375,16.0,13.0,0.839,0.632,53.0,0.75,0.667,,25.0,9.0,16.0,0.373,26.0,0.5263157894736842,0.25,8.5,7.0,0.933,0.49,29.5,0.6,0.7,,13.0,8.0,5.0,0.351,12.5,0.5555555555555556,0.6875,16.0,13.0,0.839,0.632,53.0,0.75,0.667,,25.0,9.0,16.0,0.373,26.0,0.5263157894736842,0.25
