Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game,Team 1 RPI,Team 2 RPI,Team 1 Save Percent,Team 2 Save Percent,Team 1 Games Played,Team 2 Games Played,Team 1 Assists per Game Total,Team 1 Caused Turnovers per Game Total,Team 1 Clearing Percent Total,Team 1 Faceoff Percent Total,Team 1 Groundballs per Game Total,Team 1 Man Down Defense Percent Total,Team 1 Man Up Offense Percent Total,Team 1 Opponent Clear Percent Total,Team 1 Goals per Game Total,Team 1 Goals Allowed per Game Total,Team 1 Average Margin Total,Team 1 Shot Percent Total,Team 1 Turnovers per Game Total,Team 1 Save Percent Total,Team 1 RPI Total,Team 2 Assists per Game Total,Team 2 Caused Turnovers per Game Total,Team 2 Clearing Percent Total,Team 2 Faceoff Percent Total,Team 2 Groundballs per Game Total,Team 2 Man Down Defense Percent Total,Team 2 Man Up Offense Percent Total,Team 2 Opponent Clear Percent Total,Team 2 Goals per Game Total,Team 2 Goals Allowed per Game Total,Team 2 Average Margin Total,Team 2 Shot Percent Total,Team 2 Turnovers per Game Total,Team 2 Save Percent Total,Team 2 RPI Total,Team 1 Assists per Game RollingAvg_3,Team 1 Caused Turnovers per Game RollingAvg_3,Team 1 Clearing Percent RollingAvg_3,Team 1 Faceoff Percent RollingAvg_3,Team 1 Groundballs per Game RollingAvg_3,Team 1 Man Down Defense Percent RollingAvg_3,Team 1 Man Up Offense Percent RollingAvg_3,Team 1 Opponent Clear Percent RollingAvg_3,Team 1 Goals per Game RollingAvg_3,Team 1 Goals Allowed per Game RollingAvg_3,Team 1 Average Margin RollingAvg_3,Team 1 Shot Percent RollingAvg_3,Team 1 Turnovers per Game RollingAvg_3,Team 1 Save Percent RollingAvg_3,Team 1 RPI RollingAvg_3,Team 2 Assists per Game RollingAvg_3,Team 2 Caused Turnovers per Game RollingAvg_3,Team 2 Clearing Percent RollingAvg_3,Team 2 Faceoff Percent RollingAvg_3,Team 2 Groundballs per Game RollingAvg_3,Team 2 Man Down Defense Percent RollingAvg_3,Team 2 Man Up Offense Percent RollingAvg_3,Team 2 Opponent Clear Percent RollingAvg_3,Team 2 Goals per Game RollingAvg_3,Team 2 Goals Allowed per Game RollingAvg_3,Team 2 Average Margin RollingAvg_3,Team 2 Shot Percent RollingAvg_3,Team 2 Turnovers per Game RollingAvg_3,Team 2 Save Percent RollingAvg_3,Team 2 RPI RollingAvg_3
2023-04-29,2023,utah,18.0,queens,6.0,utah,9.31,5.08,8.0,8.92,0.904,0.783,0.523,0.385,37.85,28.15,0.522,0.604,0.231,0.311,0.898,0.879,17.0,8.54,12.92,12.85,12.69,15.85,4.31,-7.31,0.314,0.273,14.08,20.54,0.57083,0.34937,0.5044904334244436,0.44773519163763065,13,13,121.03,104.0,11.752,6.799,492.05,6.7860000000000005,3.003,11.674,221.0,164.97,56.029999999999994,4.082,183.04,6.558375634517766,7.420789999999999,66.04,115.96,10.179,5.005,365.95,7.851999999999999,4.043,11.427,111.01999999999998,206.04999999999998,-95.03,3.5490000000000004,267.02,5.820557491289199,4.54181,13.01,11.666666666666666,0.9173333333333336,0.5063333333333334,42.01666666666667,0.6920000000000002,0.31766666666666676,0.951333333333333,21.0,10.656666666666666,10.343333333333332,0.34733333333333327,13.346666666666664,0.5449038374601205,0.5500633333333331,4.680000000000002,6.319999999999998,0.8496666666666668,0.43166666666666664,25.649999999999995,0.6806666666666666,0.321,0.9156666666666666,9.00666666666666,15.01666666666666,-6.010000000000001,0.29300000000000015,20.00666666666666,0.5032011425616529,0.30413666666666667
2023-04-29,2023,mercer,12.0,lindenwood,8.0,mercer,6.07,4.36,7.21,9.27,0.849,0.732,0.584,0.451,30.36,32.27,0.603,0.469,0.313,0.314,0.907,0.845,10.29,9.55,10.86,13.91,13.79,14.91,-3.5,-5.36,0.262,0.25,17.5,20.18,0.44749,0.37241,0.44056795131845844,0.48265093684941013,14,11,84.98,100.94,11.886,8.176,425.03999999999996,8.442,4.382,12.698,144.06,193.06,-49.0,3.668,245.0,6.167951318458418,6.26486,47.96,101.97,8.052,4.961,354.97,5.159,3.454,9.295,105.05000000000001,164.01,-58.96,2.75,221.98,5.309160305343512,4.09651,7.316666666666667,8.639999999999995,0.9589999999999996,0.6060000000000002,30.02999999999999,0.7460000000000001,0.26166666666666655,0.9033333333333337,12.673333333333332,12.689999999999998,-0.01666666666666572,0.317,16.98666666666666,0.4121570957116682,0.4295599999999998,3.3200000000000003,8.309999999999997,0.7106666666666666,0.30166666666666675,28.99000000000001,0.6076666666666667,0.3246666666666667,0.8716666666666667,8.350000000000003,18.323333333333327,-9.973333333333334,0.26866666666666666,23.326666666666664,0.5351522005466028,0.40273000000000003
2023-04-29,2023,njit,11.0,umass lowell,10.0,njit,5.75,3.83,7.0,5.5,0.844,0.8,0.486,0.348,27.75,24.25,0.689,0.656,0.447,0.241,0.921,0.914,10.42,7.75,14.92,15.42,13.33,16.17,-2.92,-8.42,0.286,0.298,20.42,18.58,0.39263,0.36138,0.528141592920354,0.4881291547958214,12,12,69.0,84.0,10.128,5.832,333.0,8.267999999999999,5.364,11.052,125.03999999999999,159.96,-35.04,3.4319999999999995,245.04000000000002,6.3376991150442485,4.7115599999999995,45.96,66.0,9.600000000000001,4.176,291.0,7.872,2.892,10.968,93.0,194.04000000000002,-101.03999999999999,3.5759999999999996,222.95999999999998,5.8575498575498575,4.3365599999999995,4.669999999999999,5.679999999999997,0.8260000000000002,0.501,27.330000000000002,0.7549999999999996,0.465,0.9419999999999996,9.669999999999996,13.330000000000004,-3.6699999999999995,0.26799999999999996,21.680000000000007,0.5132668970754617,0.3577399999999999,3.650000000000001,7.989999999999999,0.7580000000000006,0.2610000000000001,22.659999999999997,1.046,0.289,0.9019999999999998,7.330000000000003,15.690000000000017,-8.36,0.2829999999999999,17.649999999999995,0.5217030381454896,0.3260399999999999
2023-04-29,2023,sacred heart,11.0,siena,13.0,siena,5.57,7.23,5.64,9.77,0.816,0.913,0.462,0.425,26.07,31.08,0.667,0.667,0.17,0.516,0.886,0.887,10.29,11.38,13.36,12.0,11.64,11.38,-1.36,0.0,0.293,0.257,17.5,14.23,0.42155,0.42657,0.5344,0.5132591958939263,14,13,77.98,78.96,11.424,6.468,364.98,9.338000000000001,2.3800000000000003,12.404,144.06,162.96,-19.040000000000003,4.101999999999999,245.0,7.4816,5.9017,93.99000000000001,127.00999999999999,11.869,5.5249999999999995,404.03999999999996,8.671000000000001,6.708,11.531,147.94,147.94,0.0,3.341,184.99,6.672369546621042,5.54541,8.65,6.336666666666663,0.8160000000000002,0.429,23.98,0.6670000000000001,0.06000000000000005,0.8493333333333334,13.370000000000005,10.650000000000006,2.6366666666666667,0.3333333333333332,16.656666666666666,0.524440575204042,0.5145,8.330000000000004,11.336666666666664,0.9196666666666667,0.35166666666666657,35.34666666666666,0.8403333333333336,0.7559999999999999,0.9336666666666668,11.313333333333333,10.646666666666667,0.6666666666666666,0.26700000000000007,14.330000000000004,0.5154397088176582,0.54547
2023-04-30,2023,notre dame,8.0,virginia,12.0,virginia,9.0,12.08,10.2,9.0,0.877,0.914,0.442,0.543,33.6,40.92,0.613,0.589,0.63,0.559,0.86,0.841,16.4,18.08,12.8,12.54,9.7,12.54,6.7,5.54,0.362,0.385,12.9,15.0,0.68396,0.6481,0.5688888888888889,0.5,10,13,90.0,102.0,8.77,4.42,336.0,6.13,6.3,8.6,164.0,97.0,67.0,3.62,129.0,5.688888888888889,6.8396,157.04,117.0,11.882,7.059,531.96,7.657,7.267,10.933,235.03999999999996,163.01999999999998,72.02,5.005,195.0,6.5,8.4253,9.676666666666664,8.660000000000002,0.898,0.44433333333333325,31.99,0.41000000000000014,0.6253333333333332,0.8576666666666665,17.66,11.006666666666666,6.676666666666667,0.3993333333333335,10.333333333333334,0.5651559454191034,0.6526933333333332,11.346666666666664,9.333333333333334,0.9406666666666664,0.48633333333333323,39.320000000000014,0.5856666666666669,0.399,0.8576666666666668,17.67999999999999,12.673333333333327,5.006666666666665,0.375,15.333333333333334,0.520242914979757,0.5553000000000002
2023-05-02,2023,lafayette,8.0,lehigh,12.0,lehigh,6.33,8.85,6.73,9.62,0.86,0.82,0.45,0.647,28.93,38.0,0.697,0.531,0.48,0.457,0.87,0.849,11.33,13.92,11.13,12.62,12.87,11.23,-1.53,2.69,0.298,0.349,15.2,19.62,0.47875,0.55458,0.46375000000000005,0.5291404612159328,15,13,94.95,100.95,12.9,6.75,433.95,10.455,7.199999999999999,13.05,169.95,193.04999999999998,-22.95,4.47,228.0,6.956250000000001,7.18125,115.05,125.05999999999999,10.66,8.411,494.0,6.9030000000000005,5.941,11.036999999999999,180.96,145.99,34.97,4.537,255.06,6.8788259958071265,7.20954,6.970000000000003,4.329999999999998,0.8720000000000004,0.4739999999999999,28.649999999999995,0.6049999999999999,0.5639999999999997,0.9580000000000002,10.329999999999993,14.029999999999992,-3.65,0.26999999999999985,15.0,0.430374003357113,0.45223000000000013,9.016666666666666,10.686666666666662,0.9133333333333334,0.6603333333333333,37.0,0.4943333333333335,0.5903333333333333,0.7856666666666664,13.653333333333336,10.330000000000004,3.323333333333333,0.3456666666666666,21.02,0.5568308874912642,0.5479133333333334
2023-05-02,2023,robert morris,9.0,jacksonville,8.0,robert morris,8.0,8.67,7.36,12.07,0.872,0.874,0.528,0.541,33.79,36.2,0.59,0.761,0.5,0.25,0.859,0.805,12.36,14.87,12.93,12.13,12.0,10.33,0.36,4.53,0.311,0.323,17.14,16.0,0.43377,0.55067,0.5186522262334536,0.5400712377560107,14,15,112.0,103.04,12.208,7.392,473.06,8.26,7.0,12.026,173.04,168.0,5.04,4.354,239.96,7.261131167268351,6.07278,130.05,181.05,13.11,8.115,543.0,11.415000000000001,3.75,12.075000000000001,223.04999999999998,154.95,67.95,4.845,240.0,8.10106856634016,8.26005,7.670000000000002,9.01,0.8830000000000003,0.6783333333333333,39.03333333333334,0.524,0.445,0.8113333333333331,12.360000000000005,11.669999999999996,0.69,0.2926666666666667,20.99,0.4955571474391558,0.4163166666666666,8.350000000000003,12.350000000000003,0.8619999999999995,0.6369999999999999,38.68000000000001,1.0050000000000008,0.010000000000000083,0.7050000000000006,13.029999999999992,10.649999999999997,2.3300000000000005,0.3069999999999998,19.0,0.5025539909778555,0.5457899999999999
2023-05-02,2023,bellarmine,14.0,mercer,13.0,bellarmine,7.67,6.33,7.73,7.33,0.9,0.852,0.498,0.598,30.27,30.4,0.737,0.615,0.366,0.353,0.851,0.897,13.67,10.4,11.87,10.6,10.87,13.4,2.8,-3.0,0.326,0.264,15.47,17.67,0.50172,0.44741,0.5219876868953386,0.44166666666666665,15,15,115.05,115.95,13.5,7.47,454.05,11.055,5.49,12.765,205.05,163.04999999999998,42.0,4.890000000000001,232.05,7.829815303430079,7.525800000000001,94.95,109.95,12.78,8.969999999999999,456.0,9.225,5.295,13.455,156.0,201.0,-45.0,3.96,265.05,6.625,6.71115,8.029999999999996,6.650000000000001,0.9120000000000003,0.6259999999999998,32.669999999999995,0.7289999999999998,0.18200000000000008,0.8510000000000003,14.350000000000003,8.029999999999992,6.32,0.35800000000000026,14.670000000000007,0.5885800406279103,0.5302000000000003,8.329999999999998,8.65,0.924,0.6699999999999999,29.319999999999993,0.791,0.48099999999999987,0.8450000000000001,14.0,11.679999999999998,2.3200000000000003,0.328,18.669999999999998,0.42912819483473835,0.44493
2023-05-02,2023,loyola maryland,12.0,navy,7.0,loyola maryland,6.79,6.27,9.86,7.33,0.867,0.875,0.42,0.565,31.93,32.47,0.548,0.483,0.425,0.211,0.869,0.845,10.93,10.47,12.57,11.27,12.21,10.33,-1.29,0.13,0.285,0.23,15.21,15.87,0.5348,0.50085,0.5072639225181598,0.5217592592592593,14,15,95.06,138.04,12.138,5.88,447.02,7.672000000000001,5.95,12.166,153.01999999999998,170.94,-18.060000000000002,3.9899999999999998,212.94,7.101694915254237,7.4872000000000005,94.05,109.95,13.125,8.475,487.04999999999995,7.245,3.165,12.674999999999999,157.05,154.95,1.9500000000000002,3.45,238.04999999999998,7.826388888888889,7.5127500000000005,6.349999999999999,11.363333333333335,0.8303333333333333,0.3503333333333334,30.353333333333335,0.7240000000000002,0.3773333333333335,0.8726666666666668,11.003333333333325,16.316666666666666,-5.36,0.3069999999999998,13.96333333333333,0.37602163979151665,0.49354999999999993,5.349999999999999,6.970000000000003,0.9029999999999999,0.6449999999999996,32.66999999999998,0.6549999999999999,-0.013000000000000048,0.8729999999999999,9.030000000000001,8.649999999999997,0.33000000000000007,0.2060000000000001,15.030000000000001,0.5704751284130847,0.5370900000000001
2023-05-04,2023,stony brook,13.0,drexel,10.0,stony brook,6.93,6.85,6.57,7.31,0.847,0.851,0.465,0.545,32.79,31.62,0.848,0.7,0.409,0.333,0.887,0.929,13.29,12.54,12.07,11.92,11.5,11.62,1.79,0.92,0.306,0.328,14.79,18.31,0.48862,0.50554,0.512091641917692,0.5063721325403568,14,13,97.02,91.98,11.858,6.510000000000001,459.06,11.872,5.726,12.418,186.06,161.0,25.060000000000002,4.284,207.06,7.169282986847687,6.84068,89.05,95.03,11.062999999999999,7.085000000000001,411.06,9.1,4.329000000000001,12.077,163.01999999999998,151.06,11.96,4.264,238.02999999999997,6.582837723024639,6.57202,7.00333333333333,5.323333333333333,0.8543333333333335,0.42466666666666697,30.369999999999987,0.7929999999999998,0.39799999999999996,0.953,12.336666666666664,12.013333333333335,0.3600000000000006,0.30233333333333334,15.669999999999996,0.5341088217028519,0.49569666666666645,6.683333333333333,7.676666666666667,0.9076666666666663,0.5483333333333335,32.68666666666667,0.6366666666666667,0.4330000000000003,0.8923333333333338,12.00666666666666,11.020000000000001,0.9866666666666669,0.2913333333333334,16.67666666666666,0.4998347965637686,0.4584066666666666
2023-05-04,2023,providence,8.0,georgetown,19.0,georgetown,6.64,8.08,5.07,9.31,0.826,0.913,0.409,0.565,25.64,40.31,0.629,0.595,0.354,0.625,0.879,0.836,11.14,14.31,14.21,9.77,13.93,10.92,-2.79,3.38,0.313,0.32,16.86,14.46,0.48117,0.62822,0.5049751243781094,0.47220879652005804,14,13,92.96,70.98,11.564,5.726,358.96000000000004,8.806000000000001,4.9559999999999995,12.306000000000001,155.96,195.01999999999998,-39.06,4.382,236.04,7.069651741293532,6.73638,105.04,121.03,11.869,7.344999999999999,524.03,7.734999999999999,8.125,10.868,186.03,141.96,43.94,4.16,187.98000000000002,6.138714354760754,8.16686,6.640000000000001,5.326666666666668,0.8480000000000002,0.5336666666666666,31.653333333333347,0.3980000000000006,0.4639999999999998,0.9376666666666669,8.646666666666667,14.663333333333327,-6.016666666666668,0.2286666666666665,17.00666666666666,0.4092600521980261,0.4611866666666664,10.680000000000001,8.676666666666668,0.8929999999999995,0.6483333333333329,42.676666666666655,0.3549999999999998,0.35500000000000015,0.8793333333333333,17.676666666666666,8.98666666666667,8.646666666666667,0.4000000000000001,14.99333333333334,0.5125917958748678,0.6122866666666665
2023-05-04,2023,villanova,9.0,denver,16.0,denver,7.5,7.0,9.14,6.08,0.887,0.874,0.54,0.608,33.79,28.54,0.72,0.536,0.5,0.368,0.814,0.842,13.21,11.77,10.5,8.62,10.5,9.92,2.71,1.85,0.287,0.33,15.07,16.08,0.58295,0.59484,0.5,0.46494066882416396,14,13,105.0,127.96000000000001,12.418,7.5600000000000005,473.06,10.08,7.0,11.395999999999999,184.94,147.0,37.94,4.018,210.98000000000002,7.0,8.161299999999999,91.0,79.04,11.362,7.904,371.02,6.968,4.784,10.946,153.01,128.96,24.05,4.29,209.03999999999996,6.044228694714132,7.73292,7.683333333333333,6.976666666666669,0.9199999999999999,0.5510000000000002,35.036666666666655,0.5879999999999997,0.6576666666666666,0.8286666666666663,14.639999999999995,11.673333333333337,2.966666666666665,0.3346666666666665,15.656666666666675,0.47600581677169185,0.6115133333333329,9.333333333333334,9.34666666666667,0.940666666666667,0.7046666666666669,33.00666666666666,0.656,0.4846666666666666,0.8253333333333336,13.336666666666664,9.98666666666667,3.35,0.3666666666666667,15.679999999999987,0.40015956490471094,0.5881400000000001
2023-05-04,2023,siena,11.0,manhattan,8.0,siena,7.14,5.57,9.86,6.86,0.914,0.918,0.444,0.512,31.21,26.14,0.694,0.757,0.545,0.3,0.885,0.891,11.5,9.57,11.36,10.86,11.36,7.79,0.14,1.79,0.259,0.256,13.86,15.36,0.43586,0.49255,0.5,0.5823056300268097,14,14,99.96,138.04,12.796000000000001,6.216,436.94,9.716,7.630000000000001,12.39,161.0,159.04,1.9600000000000002,3.6260000000000003,194.04,7.0,6.102040000000001,77.98,96.04,12.852,7.168,365.96000000000004,10.598,4.2,12.474,133.98000000000002,109.06,25.060000000000002,3.584,215.04,8.152278820375336,6.8957,7.6533333333333315,11.693333333333333,0.9286666666666671,0.422,32.96999999999999,1.0643333333333331,0.7723333333333336,0.9143333333333334,12.013333333333335,9.673333333333327,2.3033333333333332,0.2883333333333334,11.696666666666667,0.46575342465753405,0.6268566666666668,5.643333333333335,5.686666666666672,0.9473333333333335,0.5706666666666669,20.640000000000004,0.8120000000000006,0.17899999999999996,0.8836666666666666,8.653333333333336,7.349999999999999,1.3500000000000014,0.20833333333333334,15.030000000000001,0.5918506446947189,0.4856566666666667
2023-05-04,2023,towson,8.0,delaware,11.0,delaware,6.93,8.5,8.5,9.57,0.89,0.905,0.55,0.488,34.0,31.5,0.571,0.757,0.308,0.5,0.833,0.837,12.21,14.64,11.43,10.07,10.43,9.29,1.79,5.36,0.286,0.342,17.71,14.43,0.49741,0.53327,0.5228728270814272,0.5201446280991736,14,14,97.02,119.0,12.46,7.700000000000001,476.0,7.994,4.312,11.661999999999999,170.94,146.01999999999998,25.060000000000002,4.004,247.94,7.320219579139981,6.9637400000000005,119.0,133.98000000000002,12.67,6.832,441.0,10.598,7.0,11.718,204.96,130.06,75.04,4.788,202.01999999999998,7.28202479338843,7.4657800000000005,9.019999999999996,10.663333333333332,0.9450000000000003,0.5133333333333336,35.65000000000001,0.48666666666666664,0.4363333333333334,0.7669999999999995,16.646666666666665,7.349999999999994,9.343333333333334,0.34833333333333316,13.969999999999999,0.5423848368822766,0.6324533333333336,5.01666666666667,11.990000000000004,0.9049999999999999,0.4183333333333333,29.99666666666667,0.2876666666666671,0.5,0.8333333333333334,13.320000000000002,12.370000000000005,0.9966666666666697,0.3236666666666668,12.339999999999995,0.40000473712594936,0.5473133333333333
2023-05-04,2023,marist,19.0,mount st. mary's,7.0,marist,7.27,6.47,8.27,9.73,0.842,0.878,0.501,0.605,33.87,34.8,0.642,0.62,0.37,0.234,0.908,0.879,13.4,11.0,11.27,9.8,12.73,11.6,0.67,-0.6,0.317,0.268,15.27,18.13,0.47939,0.46077,0.4695833333333333,0.4579439252336449,15,15,109.05,124.05,12.629999999999999,7.515,508.04999999999995,9.63,5.55,13.620000000000001,201.0,190.95000000000002,10.05,4.755,229.04999999999998,7.043749999999999,7.190849999999999,97.05,145.95000000000002,13.17,9.075,522.0,9.3,3.5100000000000002,13.185,165.0,174.0,-9.0,4.0200000000000005,271.95,6.869158878504674,6.91155,12.670000000000002,9.029999999999996,0.8499999999999996,0.601,40.66999999999998,0.5419999999999998,0.5179999999999998,0.8520000000000003,21.0,11.970000000000008,9.03,0.453,14.669999999999996,0.5157019015659955,0.5752699999999997,7.349999999999999,10.970000000000008,0.8980000000000002,0.709,40.0,0.6120000000000001,0.29000000000000004,0.8950000000000001,13.320000000000002,12.679999999999998,0.6800000000000003,0.2720000000000001,16.649999999999995,0.42242550852116584,0.46197
2023-05-04,2023,maryland,14.0,johns hopkins,9.0,maryland,7.92,7.13,8.15,7.6,0.93,0.881,0.619,0.489,36.0,32.07,0.704,0.658,0.417,0.351,0.896,0.864,12.46,12.4,11.08,11.93,10.46,11.0,2.0,1.4,0.296,0.324,16.38,16.33,0.61761,0.64788,0.5143918291550604,0.5202791103358047,14,15,110.88,114.10000000000001,13.020000000000001,8.666,504.0,9.856,5.838,12.544,174.44,146.44,28.0,4.144,229.32,7.201485608170846,8.64654,106.95,114.0,13.215,7.335,481.05,9.870000000000001,5.265,12.959999999999999,186.0,165.0,21.0,4.86,244.95,7.8041866550370695,9.7182,9.093333333333334,7.599999999999999,0.955666666666667,0.6263333333333335,31.599999999999984,0.7846666666666664,0.28866666666666657,0.9326666666666666,11.946666666666667,10.313333333333333,1.6333333333333329,0.351,19.24,0.4918194036368571,0.6231099999999999,7.650000000000001,7.679999999999997,0.9289999999999997,0.525,32.669999999999995,0.7460000000000004,0.2869999999999999,0.9199999999999999,13.320000000000002,10.320000000000002,3.0,0.34400000000000003,16.330000000000002,0.44386977848314696,0.5822399999999996
2023-05-04,2023,binghamton,11.0,bryant,12.0,bryant,7.15,7.79,6.77,8.0,0.859,0.904,0.562,0.573,32.23,37.5,0.578,0.574,0.477,0.433,0.843,0.867,13.54,14.93,14.38,11.64,11.69,11.79,1.85,3.14,0.315,0.34,17.23,17.0,0.49866,0.55339,0.5515918680475643,0.49679897567221515,13,14,92.95,88.00999999999999,11.167,7.306000000000001,418.98999999999995,7.513999999999999,6.201,10.959,176.01999999999998,151.97,24.05,4.095,223.99,7.170694284618336,6.48258,109.06,112.0,12.656,8.021999999999998,525.0,8.036,6.062,12.138,209.01999999999998,165.06,43.96,4.760000000000001,238.0,6.955185659411012,7.74746,7.316666666666667,5.336666666666663,0.8656666666666665,0.5153333333333338,31.663333333333316,0.701333333333333,0.5869999999999997,0.8563333333333331,13.673333333333327,13.656666666666666,0.016666666666666902,0.3183333333333332,19.330000000000002,0.5135910082586053,0.6086933333333331,7.0200000000000005,4.663333333333331,0.9186666666666667,0.5253333333333329,37.316666666666684,0.3466666666666664,0.35233333333333344,0.9110000000000001,13.353333333333333,11.350000000000003,2.0033333333333325,0.35833333333333356,19.346666666666675,0.5504242053109172,0.6099666666666668
2023-05-04,2023,michigan,17.0,penn st.,15.0,michigan,7.92,8.0,6.15,7.75,0.86,0.851,0.611,0.489,31.92,32.67,0.5,0.738,0.303,0.477,0.909,0.843,13.54,13.58,10.46,14.17,12.77,10.17,0.77,3.42,0.339,0.328,14.77,17.25,0.55663,0.6361,0.45027981058975464,0.5821692686935086,13,12,102.96,79.95,11.18,7.943,414.96000000000004,6.5,3.939,11.817,176.01999999999998,166.01,10.01,4.407,192.01,5.853637537666811,7.23619,96.0,93.0,10.212,5.868,392.04,8.856,5.724,10.116,162.96,122.03999999999999,41.04,3.936,207.0,6.986031224322103,7.6332,6.986666666666665,4.983333333333334,0.9533333333333331,0.6509999999999998,35.98666666666668,0.5,0.35966666666666675,0.8523333333333335,14.00666666666666,11.669999999999996,2.3366666666666664,0.30566666666666675,12.00333333333333,0.44493636192798824,0.5352966666666665,7.339999999999999,5.680000000000002,0.836,0.49200000000000027,30.360000000000014,0.7469999999999999,0.453,0.906,12.320000000000002,8.339999999999998,4.02,0.3459999999999999,18.98999999999999,0.6823815536354827,0.66985
2023-05-04,2023,high point,16.0,saint joseph's,14.0,high point,8.87,6.21,10.33,6.93,0.843,0.892,0.546,0.624,35.47,32.29,0.59,0.712,0.241,0.362,0.764,0.847,14.4,14.5,10.6,8.64,12.87,10.5,1.53,4.0,0.304,0.323,17.53,15.57,0.49755,0.55573,0.4516403919897742,0.45141065830721006,15,14,133.04999999999998,154.95,12.645,8.190000000000001,532.05,8.85,3.6149999999999998,11.46,216.0,193.04999999999998,22.95,4.56,262.95000000000005,6.774605879846613,7.4632499999999995,86.94,97.02,12.488,8.736,452.06,9.968,5.068,11.858,203.0,147.0,56.0,4.522,217.98000000000002,6.3197492163009406,7.780219999999999,9.669999999999996,8.329999999999993,0.843,0.5180000000000001,28.349999999999984,0.6539999999999999,0.28899999999999987,0.8320000000000002,12.320000000000002,12.669999999999996,-0.35000000000000026,0.304,15.650000000000015,0.5130012618685917,0.38394999999999957,5.989999999999999,4.326666666666668,0.8223333333333329,0.572666666666667,29.356666666666666,0.6386666666666668,0.2923333333333333,0.8470000000000001,12.99666666666667,10.316666666666663,2.6799999999999997,0.3083333333333334,14.98333333333334,0.48557126177068205,0.6866299999999997
2023-05-04,2023,massachusetts,8.0,richmond,15.0,richmond,5.69,8.0,8.54,9.77,0.816,0.9,0.556,0.508,30.08,31.69,0.769,0.7,0.371,0.444,0.897,0.877,10.23,12.92,13.38,11.46,9.0,11.31,1.23,1.62,0.266,0.317,16.38,16.0,0.54436,0.53822,0.5978552278820375,0.5032938076416337,13,13,73.97,111.01999999999998,10.607999999999999,7.228000000000001,391.03999999999996,9.997,4.823,11.661,132.99,117.0,15.99,3.458,212.94,7.772117962466488,7.07668,104.0,127.00999999999999,11.700000000000001,6.604,411.97,9.1,5.772,11.401,167.96,147.03,21.060000000000002,4.121,208.0,6.542819499341237,6.996860000000001,6.989999999999999,7.339999999999994,0.8359999999999991,0.5826666666666668,36.34666666666666,0.7689999999999998,0.15766666666666693,0.8669999999999997,12.330000000000004,7.666666666666667,4.663333333333333,0.22933333333333325,12.979999999999999,0.6137940105768527,0.4796933333333329,11.0,10.669999999999996,0.8966666666666671,0.49466666666666664,36.99000000000001,0.5899999999999999,0.7540000000000001,0.9003333333333335,19.653333333333336,11.343333333333334,8.353333333333333,0.41366666666666685,13.0,0.5833975904102129,0.6257866666666668
2023-05-04,2023,ualbany,10.0,vermont,4.0,ualbany,5.57,7.23,9.21,8.0,0.902,0.879,0.479,0.602,31.64,31.62,0.576,0.681,0.388,0.24,0.879,0.844,10.71,11.77,8.86,11.69,12.29,10.31,-1.57,1.46,0.253,0.281,16.14,17.31,0.49738,0.55844,0.4189125295508274,0.5313636363636364,14,13,77.98,128.94,12.628,6.7059999999999995,442.96000000000004,8.064,5.432,12.306000000000001,149.94,172.06,-21.98,3.542,225.96,5.864775413711584,6.9633199999999995,93.99000000000001,104.0,11.427,7.826,411.06,8.853000000000002,3.12,10.972,153.01,134.03,18.98,3.6530000000000005,225.02999999999997,6.907727272727273,7.259720000000001,7.2933333333333366,9.979999999999999,0.8653333333333334,0.44599999999999973,38.38666666666668,0.5503333333333336,0.32566666666666677,0.8826666666666672,11.113333333333335,14.086666666666664,-2.926666666666667,0.25299999999999995,17.75333333333334,0.39882757692825166,0.5173633333333333,8.330000000000004,9.333333333333334,0.9556666666666663,0.6353333333333332,34.35333333333333,0.8776666666666673,0.16666666666666666,0.8106666666666668,15.00333333333333,7.343333333333334,7.66,0.321,15.343333333333325,0.6138826591910291,0.5860400000000002
