Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game
2022-04-29,2022,lehigh,12.0,loyola maryland,13.0,loyola maryland,6.5,7.77,8.33,9.23,0.824,0.898,0.644,0.526,34.08,33.62,0.657,0.632,0.359,0.4,0.851,0.828,11.08,11.54,10.92,10.54,9.42,11.77,1.67,-0.23,0.261,0.274,16.92,15.92
2022-04-29,2022,army west point,15.0,boston u.,14.0,army west point,7.69,8.62,7.38,11.92,0.88,0.846,0.523,0.58,31.0,37.15,0.674,0.652,0.436,0.353,0.809,0.774,14.31,13.85,13.0,12.08,10.62,10.15,3.69,3.69,0.309,0.308,14.77,18.69
2022-04-29,2022,marquette,8.0,denver,16.0,denver,5.69,8.46,8.0,6.92,0.86,0.879,0.577,0.56,29.85,27.69,0.683,0.6,0.361,0.475,0.859,0.841,11.08,13.54,12.77,12.08,12.46,11.46,-1.38,2.08,0.274,0.3,18.62,13.92
2022-04-30,2022,michigan,10.0,ohio st.,16.0,ohio st.,9.07,7.92,8.36,5.31,0.844,0.869,0.589,0.596,32.93,34.15,0.65,0.711,0.521,0.6,0.8,0.895,14.36,14.15,12.5,11.0,10.79,11.46,3.57,2.69,0.302,0.337,15.5,15.23
2022-04-30,2022,bellarmine,7.0,air force,9.0,air force,6.67,5.92,10.13,9.54,0.809,0.822,0.417,0.474,25.33,28.31,0.762,0.667,0.317,0.433,0.834,0.875,10.8,11.62,11.8,12.62,12.13,10.62,-1.33,1.0,0.302,0.264,18.47,16.08
2022-04-30,2022,detroit mercy,9.0,utah,16.0,utah,2.8,8.27,7.1,6.73,0.741,0.929,0.417,0.536,30.9,32.82,0.528,0.75,0.29,0.324,0.891,0.896,7.5,13.27,14.3,10.27,15.5,11.0,-8.0,2.27,0.207,0.311,20.4,15.36
2022-04-30,2022,mount st. mary's,7.0,hobart,14.0,hobart,5.14,7.4,8.64,8.3,0.83,0.856,0.473,0.535,32.36,31.5,0.648,0.633,0.256,0.361,0.791,0.82,9.14,14.1,12.0,10.8,11.93,13.1,-2.79,1.0,0.222,0.287,19.64,15.2
2022-04-30,2022,monmouth,8.0,marist,9.0,marist,4.09,5.62,7.64,8.69,0.844,0.882,0.518,0.425,29.73,28.69,0.778,0.553,0.303,0.315,0.843,0.9,7.27,9.85,13.73,13.92,10.27,12.69,-3.0,-2.85,0.204,0.242,17.0,15.92
2022-04-30,2022,harvard,16.0,yale,17.0,yale,6.27,9.5,10.0,8.92,0.809,0.838,0.409,0.548,33.18,35.17,0.595,0.681,0.263,0.471,0.765,0.769,13.27,15.42,12.36,14.0,11.18,12.67,2.09,2.75,0.324,0.326,18.55,16.83
2022-04-30,2022,dartmouth,6.0,brown,15.0,brown,5.5,8.08,7.67,7.23,0.793,0.873,0.556,0.48,33.08,28.62,0.605,0.767,0.278,0.465,0.836,0.811,9.75,13.62,13.5,14.15,12.25,11.38,-2.5,2.23,0.234,0.301,18.83,16.15
2022-04-30,2022,vermont,19.0,stony brook,10.0,vermont,8.21,6.46,10.07,7.46,0.87,0.87,0.629,0.539,32.14,34.85,0.78,0.548,0.208,0.426,0.801,0.886,13.0,13.15,10.93,12.08,8.79,11.0,4.21,2.15,0.291,0.287,16.14,16.62
2022-04-30,2022,wagner,6.0,bryant,15.0,bryant,2.64,6.77,7.18,9.08,0.835,0.813,0.381,0.558,23.82,33.38,0.846,0.729,0.22,0.283,0.888,0.823,7.45,12.38,13.27,12.69,9.64,10.62,-2.18,1.77,0.198,0.275,17.18,19.08
2022-04-30,2022,vmi,12.0,richmond,14.0,richmond,6.0,9.75,9.46,9.33,0.842,0.838,0.412,0.521,29.54,32.0,0.655,0.561,0.349,0.311,0.816,0.869,9.77,14.83,12.0,13.92,13.23,9.83,-3.46,5.0,0.234,0.336,16.92,15.58
2022-04-30,2022,canisius,12.0,st. bonaventure,13.0,st. bonaventure,4.69,6.83,5.54,7.67,0.77,0.83,0.463,0.523,27.85,27.08,0.541,0.667,0.286,0.444,0.88,0.845,8.92,10.75,14.08,17.5,14.69,8.67,-5.77,2.08,0.243,0.309,18.85,17.33
2022-04-30,2022,penn st.,8.0,johns hopkins,16.0,johns hopkins,6.38,6.57,7.23,7.64,0.866,0.831,0.429,0.488,30.38,31.21,0.605,0.633,0.34,0.378,0.858,0.89,11.46,10.57,14.31,10.93,13.46,12.71,-2.0,-2.14,0.299,0.264,17.38,16.71
2022-04-30,2022,saint joseph's,17.0,merrimack,9.0,saint joseph's,7.57,5.82,5.93,6.91,0.883,0.881,0.678,0.486,29.0,28.0,0.6,0.667,0.391,0.227,0.843,0.886,13.86,9.73,10.86,14.0,10.29,10.18,3.57,-0.45,0.318,0.258,15.86,15.82
2022-04-30,2022,delaware,14.0,fairfield,12.0,delaware,7.46,7.54,6.62,8.23,0.892,0.899,0.434,0.51,29.38,33.85,0.565,0.667,0.435,0.564,0.862,0.845,13.31,13.92,11.38,13.08,11.85,13.31,1.46,0.62,0.314,0.319,13.31,17.23
2022-04-30,2022,robert morris,19.0,cleveland st.,12.0,robert morris,7.75,6.75,9.75,6.17,0.884,0.864,0.534,0.451,30.33,28.58,0.732,0.564,0.4,0.279,0.857,0.857,12.75,11.08,12.25,14.17,12.17,12.08,0.58,-1.0,0.317,0.271,18.75,16.92
2022-04-30,2022,umass lowell,9.0,binghamton,7.0,umass lowell,5.33,6.25,6.33,7.42,0.774,0.806,0.496,0.494,29.33,28.92,0.604,0.615,0.41,0.256,0.884,0.902,10.0,11.33,10.58,14.0,15.5,12.17,-5.5,-0.83,0.231,0.3,16.75,19.08
2022-04-30,2022,quinnipiac,10.0,siena,15.0,siena,5.42,6.08,7.17,7.62,0.802,0.839,0.524,0.471,31.08,29.15,0.432,0.659,0.341,0.459,0.838,0.865,10.42,9.85,13.33,14.54,14.0,10.54,-3.58,-0.69,0.252,0.245,17.08,16.46
2022-04-30,2022,providence,20.0,st. john's,14.0,providence,5.31,6.08,6.31,6.15,0.869,0.834,0.42,0.363,27.92,23.08,0.667,0.469,0.405,0.275,0.83,0.906,10.38,8.54,11.77,12.92,14.15,18.23,-3.77,-9.69,0.249,0.255,15.92,17.23
2022-04-30,2022,cornell,18.0,princeton,15.0,cornell,7.77,8.08,8.62,10.58,0.829,0.859,0.458,0.485,33.0,38.08,0.636,0.634,0.421,0.5,0.756,0.805,13.0,15.67,11.69,14.0,11.38,11.25,1.62,4.42,0.302,0.331,15.15,15.0
2022-04-30,2022,hofstra,15.0,towson,14.0,hofstra,4.79,6.31,8.07,7.62,0.858,0.88,0.451,0.434,29.0,30.31,0.643,0.617,0.192,0.432,0.917,0.868,9.64,10.92,12.43,13.92,10.79,11.92,-1.14,-1.0,0.286,0.263,18.07,16.23
2022-04-30,2022,penn,19.0,ualbany,11.0,penn,7.36,7.23,7.45,6.85,0.842,0.872,0.485,0.478,32.73,31.08,0.559,0.725,0.459,0.413,0.854,0.88,12.36,10.54,13.64,11.08,11.55,13.69,0.82,-3.15,0.311,0.301,18.18,19.08
2022-04-30,2022,high point,11.0,mercer,14.0,mercer,7.77,6.21,9.15,6.64,0.819,0.872,0.477,0.495,31.46,26.0,0.689,0.667,0.314,0.31,0.741,0.915,13.77,10.21,11.92,12.71,11.77,14.0,2.0,-3.79,0.316,0.281,15.31,17.57
2022-04-30,2022,liu,15.0,sacred heart,10.0,liu,6.69,6.67,7.46,7.42,0.854,0.844,0.512,0.402,36.15,27.33,0.684,0.543,0.318,0.283,0.89,0.88,10.92,10.58,13.92,13.75,10.77,14.58,0.15,-4.0,0.316,0.287,19.31,16.08
2022-05-01,2022,notre dame,18.0,syracuse,11.0,notre dame,7.3,6.77,9.3,9.38,0.913,0.856,0.456,0.576,32.7,35.23,0.5,0.444,0.654,0.389,0.815,0.831,14.3,13.54,13.7,10.0,9.6,14.46,4.7,-0.92,0.318,0.29,14.6,14.77
2022-05-01,2022,north carolina,11.0,duke,19.0,duke,7.77,8.13,6.23,7.2,0.868,0.859,0.525,0.546,30.54,34.67,0.512,0.62,0.394,0.629,0.85,0.859,11.62,15.27,13.08,13.47,12.38,10.87,-0.77,4.4,0.26,0.338,14.92,15.4
2022-05-03,2022,navy,8.0,lehigh,14.0,lehigh,6.57,6.46,7.86,8.15,0.856,0.819,0.482,0.622,34.86,33.15,0.606,0.634,0.351,0.341,0.827,0.847,10.86,11.15,11.43,11.23,9.86,9.69,1.0,1.46,0.271,0.268,17.57,17.31
2022-05-03,2022,bucknell,7.0,loyola maryland,11.0,loyola maryland,8.71,7.93,10.36,9.36,0.827,0.891,0.495,0.532,37.29,33.71,0.649,0.667,0.289,0.417,0.792,0.824,14.0,11.64,10.71,10.36,10.86,11.79,3.14,-0.14,0.306,0.274,16.43,15.71
2022-05-05,2022,vmi,5.0,jacksonville,13.0,jacksonville,6.14,9.73,9.36,10.4,0.844,0.893,0.406,0.492,29.07,32.73,0.667,0.717,0.364,0.339,0.828,0.778,9.93,16.73,12.0,11.8,13.29,8.73,-3.36,8.0,0.24,0.394,16.86,16.73
2022-05-05,2022,air force,7.0,robert morris,9.0,robert morris,5.79,8.31,9.93,9.54,0.835,0.884,0.484,0.53,29.21,31.46,0.636,0.739,0.433,0.387,0.88,0.85,11.43,13.23,12.36,13.0,10.36,12.15,1.07,1.08,0.262,0.325,15.93,18.31
2022-05-05,2022,bellarmine,11.0,utah,12.0,utah,6.5,8.42,10.06,6.67,0.817,0.931,0.414,0.532,25.13,32.5,0.762,0.75,0.341,0.351,0.845,0.894,10.56,13.5,11.63,10.25,11.94,10.83,-1.38,2.67,0.301,0.311,18.44,15.25
2022-05-05,2022,ualbany,7.0,vermont,17.0,vermont,7.07,8.53,7.0,9.8,0.874,0.868,0.487,0.634,31.57,33.07,0.721,0.787,0.429,0.254,0.879,0.803,10.57,13.4,10.71,10.67,14.07,8.87,-3.5,4.53,0.298,0.3,18.86,16.33
2022-05-05,2022,umbc,7.0,binghamton,6.0,umbc,5.91,6.15,6.18,7.46,0.831,0.812,0.513,0.483,30.09,27.69,0.757,0.634,0.3,0.227,0.88,0.899,10.91,11.0,10.73,13.92,10.18,11.92,0.73,-0.92,0.29,0.288,17.91,18.92
2022-05-05,2022,marquette,5.0,georgetown,15.0,georgetown,5.64,9.57,8.0,10.36,0.862,0.882,0.568,0.61,29.93,38.21,0.705,0.667,0.394,0.361,0.866,0.848,10.86,15.57,13.0,12.5,12.71,8.0,-1.86,7.57,0.271,0.318,18.43,15.07
2022-05-05,2022,villanova,15.0,denver,14.0,villanova,8.46,8.57,9.54,6.86,0.846,0.885,0.593,0.558,31.0,28.0,0.737,0.556,0.464,0.442,0.832,0.845,13.23,13.71,11.69,12.07,11.31,11.21,1.92,2.5,0.283,0.302,15.0,13.64
2022-05-05,2022,hobart,21.0,bryant,5.0,hobart,7.55,7.07,8.45,9.07,0.855,0.818,0.552,0.567,33.0,33.93,0.633,0.72,0.359,0.327,0.807,0.822,14.09,12.57,10.73,12.79,12.55,10.29,1.55,2.29,0.274,0.276,14.73,18.86
2022-05-05,2022,liu,10.0,saint joseph's,11.0,saint joseph's,6.93,8.0,7.36,6.07,0.863,0.877,0.524,0.667,36.21,29.73,0.672,0.615,0.32,0.366,0.89,0.839,11.21,14.07,13.64,11.0,10.71,10.2,0.5,3.87,0.32,0.323,19.29,16.0
2022-05-05,2022,high point,11.0,richmond,12.0,richmond,7.36,9.77,9.07,9.62,0.826,0.85,0.463,0.533,30.07,32.85,0.722,0.548,0.321,0.304,0.759,0.869,13.57,14.77,12.0,13.46,11.93,10.0,1.64,4.77,0.319,0.336,15.14,15.38
2022-05-05,2022,manhattan,13.0,marist,12.0,manhattan,4.92,5.5,7.17,9.14,0.9,0.888,0.313,0.431,22.58,29.36,0.649,0.561,0.435,0.316,0.909,0.902,9.33,9.79,10.92,13.79,9.58,12.36,-0.25,-2.57,0.277,0.243,13.75,15.57
2022-05-05,2022,siena,10.0,st. bonaventure,12.0,st. bonaventure,6.21,6.92,7.93,7.77,0.837,0.839,0.475,0.507,29.43,27.31,0.674,0.673,0.45,0.444,0.859,0.851,10.21,10.92,14.57,17.38,10.5,8.92,-0.29,2.0,0.253,0.313,16.29,17.08
2022-05-05,2022,massachusetts,10.0,towson,18.0,towson,6.38,6.43,6.08,7.36,0.884,0.882,0.574,0.447,33.0,30.43,0.591,0.625,0.351,0.41,0.809,0.876,12.0,11.14,12.31,13.71,10.69,12.14,1.31,-1.0,0.288,0.27,14.85,15.86
2022-05-05,2022,johns hopkins,11.0,maryland,16.0,maryland,6.6,11.08,7.73,8.67,0.838,0.882,0.493,0.634,31.47,36.08,0.625,0.556,0.39,0.457,0.895,0.895,10.93,18.67,11.13,11.58,12.4,9.58,-1.47,9.08,0.267,0.41,16.73,13.92
2022-05-05,2022,delaware,19.0,drexel,6.0,delaware,7.07,7.23,6.36,7.15,0.882,0.873,0.428,0.372,27.71,28.23,0.578,0.694,0.476,0.326,0.87,0.896,12.21,11.23,11.29,11.85,10.79,11.77,1.43,-0.54,0.312,0.322,13.07,15.38
2022-05-05,2022,ohio st.,10.0,rutgers,12.0,rutgers,7.93,8.36,5.5,9.36,0.864,0.92,0.589,0.481,33.86,32.57,0.725,0.553,0.595,0.441,0.899,0.893,14.29,15.43,11.21,12.5,11.36,10.93,2.93,4.5,0.34,0.32,15.29,13.36
2022-05-06,2022,penn,14.0,brown,9.0,penn,7.83,8.21,7.58,7.21,0.844,0.877,0.477,0.492,33.5,28.93,0.541,0.761,0.45,0.5,0.858,0.821,12.92,13.71,13.5,13.93,11.5,11.0,1.42,2.71,0.325,0.3,17.83,16.29
2022-05-06,2022,yale,14.0,cornell,11.0,yale,9.69,7.79,8.92,8.64,0.837,0.837,0.555,0.461,35.69,34.07,0.66,0.647,0.526,0.439,0.776,0.76,15.54,13.36,13.85,11.57,12.92,11.64,2.62,1.71,0.328,0.306,16.77,14.93
2022-05-06,2022,loyola maryland,13.0,army west point,14.0,army west point,7.93,7.93,9.07,7.57,0.899,0.878,0.538,0.524,33.67,31.5,0.682,0.66,0.405,0.452,0.821,0.806,11.6,14.36,10.53,12.5,11.47,10.86,0.13,3.5,0.273,0.308,15.53,14.57
2022-05-06,2022,lehigh,12.0,boston u.,13.0,boston u.,6.64,8.43,8.43,11.71,0.826,0.84,0.621,0.571,34.0,37.29,0.617,0.633,0.326,0.368,0.848,0.779,11.36,13.86,11.43,12.36,9.57,10.5,1.79,3.36,0.274,0.312,17.07,18.93
2022-05-07,2022,duke,14.0,notre dame,16.0,notre dame,8.31,7.64,7.31,8.82,0.862,0.909,0.549,0.451,34.81,32.27,0.627,0.581,0.629,0.679,0.853,0.822,15.5,14.64,13.38,14.45,10.88,9.73,4.63,4.91,0.345,0.326,15.38,14.27
2022-05-07,2022,hobart,7.0,saint joseph's,14.0,saint joseph's,7.67,7.81,8.92,6.13,0.866,0.881,0.555,0.665,33.42,29.56,0.667,0.582,0.372,0.365,0.815,0.842,14.67,13.88,10.92,11.0,11.92,10.19,2.75,3.69,0.284,0.323,14.83,16.06
2022-05-07,2022,manhattan,8.0,st. bonaventure,7.0,manhattan,4.77,7.07,7.15,7.64,0.908,0.846,0.31,0.489,22.92,26.86,0.683,0.673,0.417,0.464,0.908,0.851,9.62,11.0,10.77,18.07,9.77,9.0,-0.15,2.0,0.287,0.32,13.54,17.0
2022-05-07,2022,robert morris,18.0,utah,17.0,robert morris,8.07,8.38,9.5,6.92,0.883,0.923,0.523,0.544,30.21,32.08,0.76,0.732,0.387,0.359,0.853,0.896,12.93,13.38,13.07,10.23,11.79,10.85,1.14,2.54,0.327,0.31,18.36,15.38
2022-05-07,2022,villanova,12.0,georgetown,14.0,georgetown,8.5,9.33,9.57,10.07,0.851,0.888,0.583,0.596,31.21,37.6,0.725,0.683,0.468,0.351,0.834,0.853,13.36,15.53,11.79,12.47,11.5,7.8,1.86,7.73,0.288,0.318,14.86,15.0
2022-05-07,2022,richmond,10.0,jacksonville,9.0,richmond,9.07,9.75,8.93,10.56,0.85,0.89,0.533,0.506,30.5,33.0,0.548,0.735,0.304,0.35,0.869,0.781,13.71,16.5,12.5,11.69,9.29,8.5,4.43,8.0,0.336,0.386,14.29,16.75
2022-05-07,2022,rutgers,7.0,maryland,17.0,maryland,8.27,11.31,9.0,8.92,0.918,0.878,0.482,0.623,32.33,35.77,0.575,0.581,0.429,0.432,0.894,0.887,15.2,18.46,12.47,11.77,10.87,9.69,4.33,8.77,0.315,0.407,12.93,13.85
2022-05-07,2022,towson,6.0,delaware,11.0,delaware,6.6,8.0,7.6,6.47,0.888,0.878,0.442,0.45,30.13,29.53,0.636,0.571,0.422,0.418,0.873,0.872,11.6,13.73,13.33,11.73,12.0,11.47,-0.4,2.27,0.276,0.322,15.53,13.67
2022-05-07,2022,umbc,11.0,vermont,13.0,vermont,5.42,8.81,5.67,9.75,0.831,0.872,0.513,0.618,27.67,32.63,0.757,0.788,0.3,0.27,0.88,0.803,10.0,13.63,9.83,10.81,9.33,8.75,0.67,4.88,0.29,0.31,16.42,16.06
2022-05-08,2022,army west point,10.0,boston u.,14.0,boston u.,7.93,8.43,7.57,11.71,0.878,0.84,0.524,0.571,31.5,37.29,0.66,0.633,0.452,0.368,0.806,0.779,14.36,13.86,12.5,12.36,10.86,10.5,3.5,3.36,0.308,0.312,14.57,18.93
2022-05-08,2022,penn,16.0,yale,9.0,penn,7.83,9.69,7.58,8.92,0.844,0.837,0.477,0.555,33.5,35.69,0.541,0.66,0.45,0.526,0.858,0.776,12.92,15.54,13.5,13.85,11.5,12.92,1.42,2.62,0.325,0.328,17.83,16.77
2022-05-11,2022,manhattan,3.0,vermont,15.0,vermont,4.43,8.59,7.14,9.82,0.909,0.867,0.31,0.611,23.71,32.53,0.698,0.764,0.4,0.262,0.911,0.807,9.5,13.59,10.36,10.88,9.57,8.88,-0.07,4.71,0.282,0.311,13.57,16.12
2022-05-11,2022,robert morris,8.0,delaware,20.0,delaware,8.2,7.69,9.33,6.56,0.882,0.879,0.527,0.46,29.73,29.5,0.714,0.596,0.429,0.371,0.849,0.871,13.27,13.56,12.87,11.38,12.13,11.13,1.13,2.44,0.334,0.319,17.87,13.88
2022-05-14,2022,boston u.,5.0,princeton,12.0,princeton,8.5,8.08,12.0,10.38,0.842,0.857,0.543,0.487,36.81,38.08,0.667,0.614,0.366,0.486,0.77,0.814,13.81,15.62,12.44,13.85,10.56,11.77,3.25,3.85,0.305,0.332,18.69,14.92
2022-05-14,2022,richmond,10.0,penn,11.0,penn,9.27,8.07,9.6,7.43,0.858,0.825,0.531,0.484,32.93,33.21,0.542,0.58,0.352,0.438,0.863,0.855,14.27,13.21,13.33,14.14,10.0,11.14,4.27,2.07,0.325,0.33,15.2,18.36
2022-05-14,2022,saint joseph's,16.0,yale,18.0,yale,7.71,9.27,6.24,8.87,0.88,0.834,0.658,0.554,29.53,35.47,0.576,0.66,0.377,0.511,0.846,0.76,13.88,15.0,11.29,13.67,10.0,13.0,3.88,2.0,0.322,0.316,15.94,17.0
2022-05-14,2022,virginia,17.0,brown,10.0,virginia,9.07,7.93,9.14,7.33,0.884,0.878,0.566,0.492,39.14,29.07,0.694,0.75,0.5,0.453,0.766,0.817,15.86,13.4,11.21,13.6,11.64,11.2,4.21,2.2,0.332,0.293,14.43,16.13
2022-05-15,2022,vermont,5.0,maryland,21.0,maryland,8.72,11.36,9.61,9.07,0.869,0.887,0.624,0.631,32.78,36.21,0.768,0.594,0.271,0.436,0.81,0.884,13.67,18.36,11.0,11.71,8.56,9.5,5.11,8.86,0.316,0.404,16.0,13.79
2022-05-15,2022,ohio st.,8.0,cornell,15.0,cornell,7.67,7.53,5.47,8.53,0.866,0.824,0.583,0.455,33.27,34.13,0.732,0.657,0.568,0.429,0.897,0.765,14.0,13.2,11.87,11.67,11.4,11.8,2.6,1.4,0.337,0.301,14.87,15.0
2022-05-15,2022,harvard,9.0,rutgers,19.0,rutgers,6.42,7.94,10.17,8.88,0.813,0.912,0.405,0.468,34.17,31.94,0.537,0.571,0.293,0.417,0.77,0.901,13.5,14.69,12.33,12.44,11.67,11.25,1.83,3.44,0.325,0.31,18.42,13.13
2022-05-15,2022,delaware,10.0,georgetown,9.0,delaware,7.94,8.94,6.82,10.06,0.881,0.884,0.471,0.589,30.0,38.13,0.593,0.674,0.356,0.333,0.87,0.843,13.94,15.44,11.24,12.75,10.94,8.06,3.0,7.38,0.324,0.315,13.82,15.06
2022-05-21,2022,rutgers,11.0,penn,9.0,rutgers,8.18,8.0,8.71,7.8,0.912,0.825,0.482,0.496,32.24,33.2,0.591,0.558,0.417,0.449,0.897,0.855,14.94,13.07,12.71,14.2,11.12,11.07,3.82,2.0,0.316,0.327,13.24,18.4
2022-05-21,2022,princeton,14.0,yale,10.0,princeton,8.0,9.5,10.71,9.0,0.858,0.837,0.502,0.543,38.93,35.44,0.66,0.673,0.429,0.5,0.822,0.763,15.36,15.19,13.93,13.81,11.29,13.19,4.07,2.0,0.329,0.322,15.57,17.25
2022-05-22,2022,delaware,8.0,cornell,10.0,cornell,7.89,7.69,6.83,8.5,0.886,0.828,0.467,0.45,29.89,34.06,0.593,0.667,0.351,0.4,0.877,0.771,13.72,13.31,11.39,11.75,10.83,11.56,2.89,1.75,0.322,0.304,13.72,14.88
2022-05-22,2022,virginia,9.0,maryland,18.0,maryland,9.13,11.6,9.07,9.13,0.886,0.895,0.571,0.633,38.67,36.27,0.703,0.6,0.519,0.429,0.78,0.88,15.93,18.53,11.53,12.07,11.53,9.2,4.4,9.33,0.335,0.408,14.8,13.53
2022-05-28,2022,cornell,17.0,rutgers,10.0,cornell,7.35,8.06,8.47,8.61,0.835,0.913,0.463,0.475,34.24,31.83,0.667,0.604,0.375,0.405,0.779,0.899,13.12,14.72,11.94,13.0,11.35,11.0,1.76,3.72,0.302,0.311,15.06,13.22
2022-05-28,2022,princeton,8.0,maryland,13.0,maryland,7.87,11.69,10.27,8.94,0.86,0.897,0.5,0.636,38.53,36.81,0.667,0.605,0.429,0.435,0.824,0.883,15.27,18.5,14.13,12.25,11.2,9.19,4.07,9.31,0.327,0.404,15.6,13.81
2022-05-30,2022,cornell,7.0,maryland,9.0,maryland,7.35,11.69,8.47,8.94,0.835,0.897,0.463,0.636,34.24,36.81,0.667,0.605,0.375,0.435,0.779,0.883,13.12,18.5,11.94,12.25,11.35,9.19,1.76,9.31,0.302,0.404,15.06,13.81
2023-02-04,2023,lafayette,11.0,penn st.,21.0,penn st.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,detroit mercy,11.0,vmi,14.0,vmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,mount st. mary's,7.0,navy,13.0,navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,vermont,5.0,syracuse,7.0,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,bellarmine,7.0,duke,19.0,duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,richmond,4.0,maryland,15.0,maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,johns hopkins,12.0,jacksonville,7.0,johns hopkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,air force,7.0,ohio st.,15.0,ohio st.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,mercer,6.0,bucknell,20.0,bucknell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,lindenwood,2.0,marquette,17.0,marquette,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,utah,4.0,denver,12.0,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,2023,marist,8.0,rutgers,20.0,rutgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,2023,holy cross,9.0,providence,12.0,providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,2023,hofstra,7.0,merrimack,10.0,merrimack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-05,2023,queens,5.0,navy,19.0,navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,2023,high point,8.0,duke,20.0,duke,,10.0,,12.0,,0.889,,0.655,,40.0,,1.0,,0.5,,0.808,,19.0,,10.0,,7.0,,12.0,,0.333,,17.0
2023-02-08,2023,holy cross,9.0,merrimack,14.0,merrimack,4.0,8.0,6.0,6.0,0.684,0.933,0.625,0.286,39.0,23.0,1.0,0.833,0.4,1.0,0.808,0.867,9.0,10.0,10.0,9.0,12.0,7.0,-3.0,3.0,0.257,0.333,21.0,16.0
2023-02-10,2023,mercer,3.0,north carolina,25.0,north carolina,5.0,,12.0,,0.583,,0.4,,35.0,,0.429,,0.333,,0.842,,6.0,,10.0,,20.0,,-14.0,,0.25,,30.0,
2023-02-10,2023,ualbany,7.0,syracuse,20.0,syracuse,,5.0,,11.0,,0.708,,0.438,,27.0,,1.0,,0.5,,0.846,,7.0,,13.0,,5.0,,2.0,,0.159,,18.0
2023-02-10,2023,vmi,10.0,queens,9.0,vmi,10.0,4.0,17.0,8.0,0.92,0.704,0.655,0.444,36.0,31.0,0.5,1.0,0.667,0.333,0.769,0.808,14.0,5.0,10.0,9.0,11.0,19.0,3.0,-14.0,0.264,0.156,18.0,22.0
2023-02-11,2023,towson,20.0,mount st. mary's,7.0,towson,,5.0,,4.0,,0.792,,0.583,,28.0,,0.5,,,,0.893,,7.0,,11.0,,13.0,,-6.0,,0.25,,25.0
2023-02-11,2023,st. john's,5.0,manhattan,9.0,manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,2023,providence,14.0,bryant,15.0,bryant,6.0,,9.0,,0.808,,0.375,,29.0,,0.6,,,,0.684,,12.0,,15.0,,9.0,,3.0,,0.3,,24.0,
2023-02-11,2023,stony brook,7.0,rutgers,11.0,rutgers,,11.0,,9.0,,0.944,,0.719,,44.0,,,,,,0.81,,20.0,,12.0,,8.0,,12.0,,0.303,,13.0
2023-02-11,2023,maryland,7.0,loyola maryland,12.0,loyola maryland,11.0,,12.0,,0.862,,0.522,,35.0,,1.0,,,,0.938,,15.0,,15.0,,4.0,,11.0,,0.441,,16.0,
2023-02-11,2023,umass lowell,12.0,quinnipiac,21.0,quinnipiac,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,2023,army west point,8.0,massachusetts,10.0,massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,2023,delaware,14.0,lafayette,5.0,delaware,,3.0,,8.0,,0.667,,0.371,,38.0,,,,0.25,,0.931,,11.0,,15.0,,21.0,,-10.0,,0.256,,20.0
2023-02-11,2023,canisius,14.0,hobart,20.0,hobart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,2023,st. bonaventure,10.0,bellarmine,14.0,bellarmine,,3.0,,6.0,,0.808,,0.345,,27.0,,0.5,,,,0.889,,7.0,,22.0,,19.0,,-12.0,,0.241,,27.0
