Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game
2019-03-23,2019,umbc,7.0,stony brook,14.0,stony brook,5.5,6.14,9.33,7.43,0.783,0.827,0.374,0.417,26.67,26.0,0.636,0.793,0.208,0.333,,,11.33,9.14,9.17,11.57,14.33,11.43,-3.0,-2.29,0.28,0.27,17.0,16.43
2019-03-23,2019,st. bonaventure,7.0,quinnipiac,12.0,quinnipiac,3.5,6.57,7.67,5.86,0.747,0.771,0.238,0.503,23.33,27.86,0.75,0.548,0.28,0.25,,,6.67,11.29,15.83,15.29,15.67,13.86,-9.0,-2.57,0.26,0.309,21.5,20.71
2019-03-23,2019,saint joseph's,11.0,bryant,6.0,saint joseph's,6.13,3.5,8.63,6.63,0.809,0.764,0.595,0.591,32.13,31.5,0.609,0.727,0.286,0.259,,,10.38,8.25,11.0,13.13,10.63,9.5,-0.25,-1.25,0.268,0.252,19.5,20.13
2019-03-23,2019,monmouth,4.0,detroit mercy,6.0,detroit mercy,3.0,6.14,9.0,7.86,0.823,0.839,0.529,0.609,28.17,32.14,0.783,0.571,,0.419,,,6.33,11.29,11.83,11.29,10.67,13.14,-4.33,-1.86,0.179,0.279,18.33,20.29
2019-03-23,2019,harvard,12.0,dartmouth,9.0,harvard,7.0,4.83,9.14,10.0,0.792,0.774,0.409,0.405,34.57,31.83,0.6,0.591,0.441,0.154,,,11.57,8.5,16.57,11.5,11.86,10.0,-0.29,-1.5,0.306,0.248,21.71,21.33
2019-03-23,2019,brown,7.0,massachusetts,14.0,massachusetts,7.67,8.38,6.83,10.88,0.762,0.88,0.526,0.652,37.33,35.13,0.643,0.581,0.433,0.438,,,14.0,13.0,11.33,12.5,12.0,8.13,2.0,4.88,0.312,0.28,21.0,15.63
2019-03-24,2019,duke,8.0,syracuse,9.0,syracuse,7.56,6.17,7.89,9.33,0.811,0.859,0.585,0.609,34.56,37.0,0.63,0.714,0.273,0.435,,,13.33,13.0,8.56,13.67,9.0,10.67,4.33,2.33,0.33,0.291,16.22,12.17
2019-03-24,2019,drexel,15.0,providence,9.0,drexel,6.14,6.75,9.43,7.13,0.818,0.822,0.534,0.465,36.71,28.13,0.708,0.692,0.462,0.273,,,12.86,11.25,8.14,12.25,13.29,8.63,-0.43,2.63,0.324,0.261,19.29,15.38
2019-03-25,2019,villanova,10.0,brown,9.0,villanova,6.13,6.86,8.25,6.71,0.921,0.764,0.538,0.52,29.88,36.29,0.652,0.645,0.359,0.368,,,10.63,13.0,9.63,10.43,12.25,12.29,-1.63,0.71,0.245,0.298,14.13,20.86
2019-03-26,2019,denver,13.0,princeton,14.0,princeton,6.57,8.86,10.86,9.43,0.792,0.862,0.516,0.465,32.43,34.86,0.75,0.696,0.231,0.269,,,11.0,13.29,8.57,11.29,7.71,12.43,3.29,0.86,0.272,0.27,16.0,13.86
2019-03-26,2019,air force,6.0,yale,13.0,yale,7.38,8.17,9.0,7.5,0.84,0.816,0.582,0.773,33.75,38.67,0.75,0.348,0.333,0.273,,,11.88,14.0,8.38,10.0,7.75,11.17,4.13,2.83,0.304,0.298,19.13,16.33
2019-03-27,2019,st. bonaventure,8.0,hobart,18.0,hobart,3.71,9.88,7.71,7.25,0.768,0.838,0.236,0.651,22.0,36.88,0.815,0.679,0.259,0.452,,,6.71,15.88,16.57,11.75,15.14,10.38,-8.43,5.5,0.258,0.297,20.43,16.75
2019-03-27,2019,ualbany,12.0,harvard,13.0,harvard,7.43,6.88,6.29,8.63,0.88,0.785,0.443,0.46,27.71,34.63,0.458,0.593,0.32,0.417,,,11.43,11.63,13.43,16.38,12.57,11.5,-1.14,0.13,0.294,0.304,15.29,21.88
2019-03-29,2019,richmond,7.0,virginia,16.0,virginia,7.89,7.75,8.33,10.5,0.847,0.813,0.426,0.477,28.22,39.0,0.793,0.694,0.455,0.323,,,12.44,12.88,12.67,12.5,9.44,12.38,3.0,0.5,0.321,0.297,16.22,15.38
2019-03-29,2019,binghamton,6.0,stony brook,13.0,stony brook,4.71,6.13,10.14,7.25,0.771,0.84,0.386,0.435,26.29,24.88,0.714,0.813,0.188,0.391,,,7.86,9.75,13.86,11.38,13.29,10.88,-5.43,-1.13,0.223,0.286,18.86,16.38
2019-03-30,2019,delaware,15.0,fairfield,7.0,delaware,5.33,8.0,9.22,7.78,0.869,0.755,0.462,0.539,29.33,33.67,0.714,0.458,0.321,0.269,,,11.11,11.22,14.11,10.78,8.78,12.33,2.33,-1.11,0.261,0.261,16.78,16.56
2019-03-30,2019,johns hopkins,14.0,michigan,8.0,johns hopkins,6.63,7.63,6.75,10.0,0.829,0.803,0.542,0.394,29.75,29.75,0.68,0.792,0.345,0.438,,,11.13,12.38,12.38,12.75,12.63,13.38,-1.5,-1.0,0.271,0.33,16.13,16.13
2019-03-30,2019,furman,10.0,high point,17.0,high point,6.11,6.89,10.0,10.56,0.803,0.858,0.406,0.595,31.11,40.56,0.515,0.719,0.273,0.241,,,10.67,14.44,12.56,12.89,12.78,10.56,-2.11,3.89,0.299,0.331,17.89,22.78
2019-03-30,2019,canisius,12.0,monmouth,2.0,canisius,5.5,3.0,6.63,10.43,0.78,0.812,0.471,0.5,26.75,28.86,0.5,0.778,0.333,,,,10.75,6.0,13.5,11.86,11.38,10.0,-0.63,-4.0,0.321,0.173,20.5,19.14
2019-03-30,2019,duke,8.0,north carolina,10.0,north carolina,7.1,7.0,8.2,9.56,0.814,0.855,0.571,0.518,33.2,34.89,0.548,0.652,0.259,0.412,,,12.8,13.67,8.9,9.0,9.0,10.0,3.8,3.67,0.324,0.308,16.1,15.22
2019-03-30,2019,marquette,11.0,villanova,15.0,villanova,7.0,6.22,7.88,7.67,0.817,0.905,0.488,0.537,29.88,29.67,0.714,0.643,0.292,0.333,,,12.13,10.56,9.75,9.89,11.5,11.89,0.63,-1.33,0.31,0.244,15.13,14.0
2019-03-30,2019,yale,12.0,penn,13.0,penn,8.0,7.86,7.43,7.57,0.837,0.851,0.785,0.608,38.29,33.14,0.32,0.524,0.313,0.5,,,13.86,13.43,10.14,12.14,10.43,12.43,3.43,1.0,0.29,0.289,16.57,16.57
2019-03-30,2019,boston u.,8.0,lehigh,10.0,lehigh,8.6,5.78,11.5,9.33,0.802,0.864,0.585,0.681,36.0,40.89,0.757,0.781,0.548,0.323,,,12.3,11.0,11.6,11.44,9.5,8.67,2.8,2.33,0.278,0.285,19.0,17.44
2019-03-30,2019,providence,8.0,st. john's,7.0,providence,6.44,7.25,7.11,7.63,0.814,0.859,0.474,0.493,28.22,31.25,0.704,0.5,0.24,0.5,,,11.0,12.63,12.44,11.13,9.33,12.75,1.67,-0.13,0.258,0.317,15.67,14.75
2019-03-30,2019,brown,14.0,princeton,10.0,brown,6.75,8.63,6.5,9.5,0.787,0.863,0.516,0.45,35.0,35.25,0.676,0.667,0.372,0.3,,,12.5,13.38,11.25,11.63,12.0,12.5,0.5,0.88,0.288,0.277,19.63,13.5
2019-03-30,2019,dartmouth,5.0,cornell,15.0,cornell,5.0,9.38,10.57,11.38,0.765,0.852,0.359,0.363,31.43,34.5,0.625,0.659,0.2,0.5,,,8.57,15.63,12.29,12.0,10.29,13.25,-1.71,2.38,0.254,0.43,20.43,17.13
2019-03-30,2019,navy,9.0,holy cross,12.0,holy cross,7.0,5.38,6.5,11.25,0.791,0.778,0.478,0.611,32.88,34.75,0.579,0.625,0.35,0.2,,,10.38,9.25,12.0,11.0,11.88,10.5,-1.5,-1.25,0.248,0.214,17.38,20.13
2019-03-30,2019,njit,10.0,manhattan,11.0,manhattan,4.7,6.11,7.3,5.22,0.819,0.899,0.395,0.485,28.2,28.89,0.654,0.85,0.313,0.261,,,8.6,8.67,15.8,13.22,14.3,10.0,-5.7,-1.33,0.25,0.252,18.7,17.0
2019-03-30,2019,vermont,4.0,umass lowell,8.0,umass lowell,7.0,6.11,6.63,8.89,0.812,0.797,0.476,0.601,29.25,32.0,0.75,0.625,0.381,0.48,,,12.5,9.67,12.5,10.0,10.25,12.33,2.25,-2.67,0.323,0.269,17.0,22.11
2019-03-30,2019,robert morris,15.0,saint joseph's,9.0,robert morris,8.25,6.22,9.38,8.67,0.893,0.811,0.52,0.591,32.5,32.22,0.55,0.654,0.5,0.333,,,12.63,10.44,11.88,11.22,15.63,10.11,-3.0,0.33,0.269,0.276,15.38,19.44
2019-03-30,2019,vmi,23.0,hampton,9.0,vmi,4.86,6.83,11.71,12.5,0.905,0.719,0.39,0.606,32.57,31.67,0.68,0.545,0.125,0.308,,,9.71,10.67,15.29,11.17,13.0,12.0,-3.29,-1.33,0.21,0.268,18.43,22.33
2019-03-30,2019,quinnipiac,13.0,siena,10.0,quinnipiac,6.25,8.14,6.0,7.86,0.798,0.858,0.532,0.452,27.25,31.86,0.576,0.571,0.2,0.4,,,11.38,14.43,14.38,8.86,13.0,13.29,-1.63,1.14,0.284,0.321,19.75,12.86
2019-03-30,2019,bellarmine,16.0,mercer,13.0,bellarmine,5.13,5.25,8.0,7.13,0.83,0.854,0.388,0.514,25.5,31.0,0.714,0.73,0.35,0.375,,,8.75,9.63,14.5,14.0,13.25,13.13,-4.5,-3.5,0.248,0.24,18.75,19.63
2019-03-30,2019,lafayette,8.0,umbc,19.0,umbc,4.7,5.29,8.4,8.71,0.795,0.8,0.306,0.382,29.1,24.29,0.645,0.538,0.209,0.185,,,9.8,10.71,9.4,8.86,11.7,14.29,-1.9,-3.57,0.287,0.275,14.8,16.86
2019-03-30,2019,georgetown,9.0,denver,16.0,denver,8.22,6.38,9.67,9.75,0.875,0.788,0.453,0.538,30.11,33.75,0.72,0.714,0.387,0.259,,,13.33,11.25,11.56,8.88,9.22,8.5,4.11,2.75,0.319,0.274,14.11,16.0
2019-03-30,2019,bryant,13.0,wagner,4.0,bryant,3.44,4.33,6.78,9.56,0.765,0.779,0.576,0.45,31.44,26.67,0.655,0.778,0.233,0.289,,,8.0,8.33,12.78,13.0,9.67,10.67,-1.67,-2.33,0.238,0.239,19.33,18.33
2019-03-30,2019,syracuse,10.0,notre dame,13.0,notre dame,6.14,5.43,9.43,8.43,0.853,0.875,0.609,0.55,36.29,30.57,0.731,0.619,0.519,0.364,,,12.43,12.0,13.43,8.86,10.29,9.71,2.14,2.29,0.279,0.329,12.71,17.71
2019-03-30,2019,jacksonville,7.0,air force,14.0,air force,5.78,7.11,12.89,8.89,0.842,0.812,0.369,0.531,27.67,32.11,0.568,0.717,0.341,0.4,,,11.56,11.22,9.78,9.56,13.11,8.33,-1.56,2.89,0.312,0.3,17.0,18.67
2019-03-30,2019,hofstra,9.0,towson,10.0,towson,3.56,6.38,5.89,7.63,0.87,0.755,0.567,0.756,30.22,36.63,0.676,0.643,0.357,0.364,,,8.56,12.13,10.44,12.0,10.0,10.38,-1.44,1.75,0.23,0.3,16.33,19.88
2019-03-30,2019,sacred heart,10.0,mount st. mary's,14.0,mount st. mary's,7.0,4.8,10.89,9.1,0.817,0.817,0.383,0.521,36.22,31.1,0.486,0.59,0.364,0.231,,,13.56,9.7,11.78,11.1,13.0,10.3,0.56,-0.6,0.279,0.244,17.0,18.1
2019-03-30,2019,hartford,10.0,ualbany,14.0,albany,6.44,7.5,7.0,6.25,0.834,0.883,0.44,0.462,29.33,28.75,0.6,0.519,0.405,0.286,,,10.89,11.5,11.44,13.75,14.89,12.63,-4.0,-1.13,0.301,0.294,14.56,15.63
2019-03-30,2019,detroit mercy,12.0,marist,11.0,detroit mercy,5.88,4.14,8.5,5.71,0.835,0.755,0.62,0.678,31.63,30.71,0.625,0.722,0.4,0.097,,,10.63,7.86,11.75,12.0,12.0,9.86,-1.38,-2.0,0.272,0.249,21.0,19.86
2019-03-30,2019,colgate,7.0,loyola maryland,21.0,loyola (md.),4.63,8.25,6.5,6.75,0.776,0.793,0.48,0.498,26.0,33.13,0.64,0.818,0.345,0.429,,,8.88,14.25,10.13,14.5,10.0,9.88,-1.13,4.38,0.248,0.376,17.25,16.5
2019-03-30,2019,army west point,15.0,bucknell,13.0,army west point,6.56,4.89,8.78,9.56,0.843,0.832,0.355,0.449,32.44,30.89,0.815,0.696,0.278,0.273,,,10.56,8.89,13.0,12.44,7.78,11.56,2.78,-2.67,0.274,0.248,16.67,16.78
2019-03-30,2019,drexel,9.0,massachusetts,10.0,massachusetts,6.5,8.33,8.88,10.78,0.833,0.869,0.525,0.638,36.75,34.56,0.741,0.641,0.45,0.429,,,13.13,13.11,8.63,13.0,12.75,8.0,0.38,5.11,0.326,0.289,19.13,16.33
2019-03-31,2019,utah,6.0,virginia,17.0,virginia,4.7,7.75,7.1,10.5,0.818,0.813,0.303,0.477,24.5,39.0,0.606,0.694,0.344,0.323,,,8.1,12.88,14.4,12.5,12.3,12.38,-4.2,0.5,0.266,0.297,18.5,15.38
2019-03-31,2019,rutgers,14.0,ohio st.,6.0,rutgers,6.22,7.0,7.56,5.0,0.883,0.895,0.435,0.584,32.89,32.57,0.864,0.647,0.238,0.286,,,11.11,13.43,15.0,12.29,10.67,9.43,0.44,4.0,0.28,0.376,14.44,15.71
2019-03-31,2019,penn st.,13.0,maryland,10.0,penn st.,11.13,8.56,7.63,4.11,0.841,0.86,0.574,0.613,35.88,30.11,0.633,0.667,0.63,0.308,,,18.38,13.22,12.13,11.33,10.5,9.0,7.88,4.22,0.43,0.347,16.0,15.33
2019-04-02,2019,stony brook,12.0,st. john's,11.0,stony brook,5.78,6.78,7.11,7.44,0.861,0.867,0.444,0.5,25.56,32.44,0.811,0.476,0.37,0.5,,,10.11,12.0,11.56,11.33,10.33,12.22,-0.22,-0.22,0.293,0.298,15.89,14.89
2019-04-02,2019,canisius,10.0,cleveland state,19.0,cleveland state,5.22,,6.78,,0.789,,0.484,,27.22,,0.556,,0.355,,,,10.89,,13.44,,10.33,,0.56,,0.326,,20.11,
2019-04-02,2019,syracuse,17.0,hobart,5.0,syracuse,6.13,10.22,9.38,7.22,0.867,0.838,0.61,0.664,36.5,37.89,0.656,0.69,0.533,0.469,,,12.13,16.11,13.13,11.11,10.63,10.11,1.5,6.0,0.272,0.292,14.0,16.33
2019-04-02,2019,bucknell,10.0,marist,7.0,bucknell,5.2,4.63,9.8,6.13,0.837,0.776,0.474,0.659,31.8,30.63,0.708,0.714,0.324,0.158,,,9.3,8.25,12.5,11.38,11.9,10.13,-2.6,-1.88,0.256,0.249,16.9,18.88
2019-04-02,2019,monmouth,7.0,st. bonaventure,5.0,monmouth,2.75,3.75,10.0,7.63,0.808,0.754,0.483,0.235,28.88,21.88,0.75,0.786,,0.25,,,5.5,6.88,11.0,17.0,10.25,15.5,-4.75,-8.63,0.161,0.266,18.75,20.38
2019-04-06,2019,towson,14.0,fairfield,7.0,towson,6.11,7.7,7.56,7.5,0.766,0.766,0.735,0.537,35.33,32.3,0.655,0.44,0.382,0.269,,,11.89,10.8,11.33,11.1,10.22,12.6,1.67,-1.8,0.299,0.257,19.56,16.2
2019-04-06,2019,rutgers,13.0,johns hopkins,15.0,johns hopkins,6.6,7.11,7.6,7.11,0.887,0.829,0.417,0.565,32.4,30.44,0.885,0.724,0.292,0.368,,,11.4,11.44,15.2,11.89,10.2,12.11,1.2,-0.67,0.29,0.273,14.2,15.56
2019-04-06,2019,mount st. mary's,16.0,utah,15.0,mount st. mary's,4.91,4.55,9.0,7.0,0.812,0.802,0.513,0.293,31.09,25.27,0.6,0.606,0.225,0.343,,,10.09,7.91,11.64,13.45,10.27,12.73,-0.18,-4.82,0.252,0.26,18.0,18.27
2019-04-06,2019,air force,9.0,high point,13.0,high point,6.9,7.2,9.0,10.2,0.807,0.862,0.567,0.592,33.2,40.1,0.714,0.706,0.417,0.281,,,11.5,14.7,9.4,13.0,8.2,10.5,3.3,4.2,0.301,0.334,18.3,22.3
2019-04-06,2019,mercer,14.0,furman,15.0,furman,5.44,6.2,6.89,9.7,0.864,0.803,0.514,0.409,30.67,31.1,0.75,0.5,0.357,0.292,,,10.0,10.6,14.11,12.2,13.44,13.2,-3.44,-2.6,0.245,0.296,19.11,17.6
2019-04-06,2019,st. bonaventure,5.0,cleveland state,18.0,cleveland state,3.44,,8.0,,0.755,,0.237,,21.56,,0.742,,0.258,,,,6.67,,16.67,,14.56,,-7.89,,0.254,,20.0,
2019-04-06,2019,st. john's,8.0,marquette,12.0,marquette,6.7,6.89,7.3,7.78,0.871,0.834,0.5,0.49,31.8,29.78,0.538,0.719,0.444,0.321,,,11.9,12.0,11.6,9.56,12.2,11.89,-0.3,0.11,0.29,0.311,14.0,14.67
2019-04-06,2019,north carolina,10.0,virginia,11.0,virginia,6.8,8.4,9.1,10.7,0.863,0.801,0.524,0.526,34.2,41.6,0.673,0.727,0.405,0.27,,,13.3,13.6,10.2,12.2,9.8,11.2,3.5,2.4,0.302,0.297,15.0,15.6
2019-04-06,2019,michigan,12.0,maryland,16.0,maryland,7.11,8.2,9.56,4.2,0.815,0.874,0.379,0.582,28.22,29.8,0.727,0.63,0.389,0.276,,,11.89,12.9,13.0,10.9,13.44,9.4,-1.56,3.5,0.323,0.341,15.89,15.2
2019-04-06,2019,richmond,14.0,jacksonville,8.0,richmond,7.5,5.6,8.1,12.4,0.83,0.837,0.416,0.348,28.7,27.2,0.829,0.563,0.37,0.34,,,11.9,11.1,13.2,10.2,10.1,13.2,1.8,-2.1,0.32,0.305,16.8,17.4
2019-04-06,2019,wagner,6.0,robert morris,17.0,robert morris,4.0,8.78,9.1,9.89,0.783,0.872,0.448,0.495,26.7,32.56,0.737,0.522,0.289,0.56,,,7.9,12.89,13.2,12.44,10.9,14.89,-3.0,-2.0,0.234,0.286,18.3,15.67
2019-04-06,2019,hobart,11.0,saint joseph's,12.0,saint joseph's,9.6,6.5,7.1,8.6,0.829,0.799,0.65,0.607,37.4,32.9,0.688,0.586,0.471,0.356,,,15.0,10.3,11.2,10.9,10.8,10.6,4.2,-0.3,0.279,0.268,16.3,19.7
2019-04-06,2019,umass lowell,11.0,hartford,14.0,hartford,6.1,6.1,8.6,7.0,0.792,0.838,0.595,0.427,31.0,28.8,0.676,0.605,0.464,0.41,,,9.5,10.8,11.2,11.5,11.5,14.8,-2.0,-4.0,0.264,0.3,21.5,14.2
2019-04-06,2019,navy,16.0,colgate,11.0,navy,6.78,4.56,6.33,6.67,0.781,0.78,0.483,0.49,32.22,26.78,0.52,0.607,0.318,0.343,,,10.22,8.67,12.33,10.0,11.89,11.22,-1.67,-2.56,0.254,0.241,17.89,16.78
2019-04-06,2019,quinnipiac,7.0,canisius,10.0,canisius,6.78,5.1,6.11,6.5,0.793,0.773,0.546,0.467,27.89,26.8,0.583,0.478,0.2,0.405,,,11.56,10.8,14.22,12.8,12.67,11.2,-1.11,-0.4,0.283,0.325,18.67,19.8
2019-04-06,2019,binghamton,6.0,umbc,13.0,umbc,4.38,6.0,9.25,8.13,0.785,0.811,0.396,0.44,25.38,25.75,0.719,0.5,0.19,0.207,,,7.63,11.75,13.75,8.38,13.25,13.5,-5.63,-1.75,0.222,0.294,18.25,16.38
2019-04-06,2019,cornell,19.0,harvard,11.0,cornell,9.44,6.89,11.11,9.0,0.831,0.798,0.389,0.455,35.0,34.78,0.688,0.633,0.448,0.385,,,15.56,11.78,12.0,16.0,12.33,11.56,3.22,0.22,0.413,0.298,17.33,20.56
2019-04-06,2019,njit,26.0,hampton,9.0,njit,4.64,6.86,7.18,11.86,0.813,0.682,0.415,0.611,28.82,33.86,0.655,0.556,0.294,0.389,,,8.73,10.43,15.55,11.43,14.0,13.57,-5.27,-3.14,0.241,0.262,18.55,24.0
2019-04-06,2019,penn,16.0,brown,9.0,penn,7.75,6.89,7.63,6.89,0.864,0.795,0.592,0.524,33.38,34.78,0.565,0.694,0.44,0.362,,,13.38,12.67,13.38,11.78,12.38,11.78,1.0,0.89,0.288,0.296,16.75,20.11
2019-04-06,2019,delaware,15.0,drexel,13.0,delaware,5.8,6.22,8.9,8.56,0.873,0.846,0.464,0.51,30.7,35.0,0.714,0.727,0.345,0.419,,,11.5,12.67,13.8,9.0,8.6,12.44,2.9,0.22,0.266,0.323,16.4,18.78
2019-04-06,2019,sacred heart,11.0,bryant,8.0,sacred heart,6.4,3.8,10.7,7.1,0.808,0.787,0.399,0.575,35.9,31.4,0.5,0.655,0.353,0.258,,,13.2,8.5,11.7,12.9,13.1,9.1,0.1,-0.6,0.274,0.246,17.3,18.5
2019-04-06,2019,dartmouth,8.0,yale,20.0,yale,4.75,7.75,10.25,7.25,0.744,0.848,0.356,0.75,31.13,37.88,0.645,0.4,0.158,0.294,,,8.13,13.63,12.88,10.75,10.88,10.75,-2.75,2.88,0.244,0.273,21.38,16.63
2019-04-06,2019,princeton,14.0,stony brook,4.0,princeton,8.56,5.8,10.11,6.9,0.869,0.868,0.446,0.45,33.78,26.3,0.679,0.829,0.281,0.344,,,13.0,10.3,11.56,12.2,12.67,10.4,0.33,-0.1,0.273,0.295,13.78,15.3
2019-04-06,2019,georgetown,17.0,providence,15.0,georgetown,7.9,6.1,9.1,6.9,0.862,0.822,0.445,0.47,29.8,27.5,0.714,0.677,0.375,0.286,,,12.9,10.7,12.0,12.9,9.9,9.1,3.0,1.6,0.314,0.252,13.9,15.6
2019-04-06,2019,notre dame,8.0,duke,14.0,duke,5.5,6.82,8.63,8.0,0.887,0.825,0.528,0.558,30.63,32.82,0.6,0.559,0.4,0.25,,,12.13,12.36,8.63,9.45,9.75,9.09,2.38,3.27,0.337,0.311,17.5,15.91
2019-04-06,2019,lehigh,9.0,loyola maryland,15.0,loyola (md.),5.7,9.11,9.3,6.78,0.869,0.804,0.677,0.492,40.6,32.67,0.765,0.786,0.361,0.452,,,10.9,15.0,11.6,14.89,8.6,9.56,2.3,5.44,0.283,0.386,17.8,16.0
2019-04-06,2019,ualbany,9.0,vermont,10.0,vermont,7.56,6.56,6.44,6.56,0.881,0.816,0.488,0.478,29.22,29.22,0.517,0.744,0.29,0.308,,,11.78,11.56,13.33,12.56,12.33,10.0,-0.56,1.56,0.296,0.294,15.67,16.78
2019-04-06,2019,siena,11.0,marist,13.0,marist,8.13,4.56,6.88,6.44,0.858,0.766,0.439,0.648,31.0,30.22,0.615,0.68,0.389,0.167,,,13.88,8.11,9.13,12.11,13.25,10.11,0.63,-2.0,0.308,0.246,12.88,19.0
2019-04-06,2019,boston u.,15.0,army west point,13.0,boston u.,8.27,6.8,12.0,9.2,0.813,0.834,0.567,0.355,36.18,32.9,0.714,0.742,0.545,0.263,,,11.91,11.0,11.55,12.7,9.55,8.3,2.36,2.7,0.27,0.286,18.73,16.9
2019-04-06,2019,massachusetts,9.0,hofstra,10.0,hofstra,8.1,3.4,10.8,6.1,0.875,0.855,0.639,0.558,34.4,29.5,0.667,0.658,0.415,0.345,,,12.8,8.6,12.9,10.4,8.1,10.0,4.7,-1.4,0.284,0.234,16.0,16.4
2019-04-06,2019,holy cross,16.0,lafayette,4.0,holy cross,5.67,4.55,11.44,8.09,0.785,0.805,0.595,0.291,34.33,28.27,0.654,0.636,0.308,0.227,,,9.56,9.64,10.78,9.91,10.33,12.36,-0.78,-2.73,0.219,0.291,19.67,14.64
2019-04-06,2019,villanova,12.0,denver,11.0,villanova,6.7,6.89,7.2,9.33,0.886,0.798,0.533,0.549,29.0,33.78,0.625,0.724,0.326,0.267,,,11.0,11.78,10.4,9.22,11.8,8.56,-0.8,3.22,0.256,0.28,14.3,15.11
2019-04-06,2019,vmi,12.0,bellarmine,13.0,bellarmine,5.88,6.0,12.25,7.67,0.892,0.837,0.387,0.402,34.13,25.44,0.633,0.719,0.19,0.296,,,11.38,9.56,15.13,14.33,12.5,13.22,-1.13,-3.67,0.239,0.264,18.75,18.11
2019-04-06,2019,manhattan,5.0,detroit mercy,10.0,detroit mercy,6.3,6.22,5.5,8.11,0.899,0.841,0.473,0.599,29.3,30.67,0.864,0.605,0.269,0.405,,,8.9,10.78,14.0,12.33,10.0,11.89,-1.1,-1.11,0.254,0.281,16.7,20.78
2019-04-07,2019,ohio st.,8.0,penn st.,13.0,penn st.,6.38,10.67,5.38,7.11,0.888,0.849,0.604,0.585,32.25,35.33,0.622,0.667,0.24,0.633,,,12.5,17.78,11.88,11.56,10.0,10.44,2.5,7.33,0.339,0.429,15.88,15.89
2019-04-09,2019,siena,10.0,princeton,19.0,princeton,7.89,8.7,7.33,10.2,0.863,0.875,0.419,0.439,30.44,32.7,0.613,0.719,0.409,0.294,,,13.56,13.1,9.22,11.8,13.22,11.8,0.33,1.3,0.31,0.286,13.22,13.7
2019-04-09,2019,canisius,16.0,st. bonaventure,8.0,canisius,4.91,3.5,6.45,7.7,0.779,0.742,0.469,0.236,27.0,21.2,0.48,0.727,0.366,0.229,,,10.73,6.5,12.27,16.4,10.82,14.9,-0.09,-8.4,0.317,0.255,19.45,20.3
2019-04-09,2019,georgetown,14.0,loyola maryland,16.0,loyola (md.),8.27,8.9,8.73,7.1,0.871,0.814,0.445,0.502,30.18,33.0,0.71,0.788,0.389,0.429,,,13.27,15.0,12.0,14.9,10.36,9.5,2.91,5.5,0.325,0.378,13.55,15.7
2019-04-09,2019,cornell,8.0,syracuse,13.0,syracuse,10.0,6.56,11.6,9.22,0.833,0.859,0.386,0.597,34.5,36.0,0.698,0.657,0.438,0.5,,,15.9,12.67,12.3,13.78,12.2,10.0,3.7,2.67,0.411,0.282,17.2,14.22
2019-04-09,2019,hartford,12.0,dartmouth,11.0,hartford,6.27,4.56,7.0,10.11,0.848,0.759,0.441,0.314,29.0,30.33,0.614,0.605,0.419,0.217,,,11.09,8.11,11.36,14.11,14.45,11.89,-3.36,-3.78,0.302,0.247,14.09,20.0
2019-04-10,2019,marquette,6.0,notre dame,13.0,notre dame,7.0,5.22,7.6,8.11,0.837,0.891,0.506,0.534,30.1,30.11,0.73,0.63,0.355,0.356,,,12.0,11.67,10.1,9.11,11.5,10.22,0.5,1.44,0.308,0.332,15.0,17.33
2019-04-10,2019,robert morris,13.0,lehigh,12.0,robert morris,9.0,5.91,9.9,9.09,0.871,0.858,0.497,0.648,32.8,39.45,0.538,0.763,0.593,0.341,,,13.3,10.73,12.6,11.73,14.0,9.18,-0.7,1.55,0.287,0.278,14.9,17.45
2019-04-13,2019,princeton,13.0,dartmouth,4.0,princeton,8.82,4.6,10.18,10.3,0.877,0.748,0.458,0.316,33.36,30.0,0.722,0.581,0.293,0.286,,,13.64,8.4,11.45,13.6,11.64,11.9,2.0,-3.5,0.299,0.257,13.82,20.2
2019-04-13,2019,high point,17.0,mercer,16.0,high point,7.55,5.5,10.18,6.5,0.865,0.865,0.58,0.568,39.09,32.1,0.692,0.733,0.286,0.387,,,14.55,10.4,12.91,13.8,10.36,13.6,4.18,-3.2,0.345,0.247,22.0,19.0
2019-04-13,2019,loyola maryland,11.0,boston u.,18.0,boston u.,9.09,8.42,7.45,11.75,0.817,0.82,0.506,0.58,33.82,36.25,0.771,0.721,0.432,0.571,,,15.09,12.17,15.0,11.33,9.91,9.83,5.18,2.33,0.372,0.28,15.45,18.83
